model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 A1,2016,Manual,38876,Petrol,30,55.4,1.4,12491
 TT,2017,Manual,38083,Petrol,150,47.1,1.8,16991
 A3,2018,Semi-Auto,27342,Petrol,150,43.5,2,26891
 A8,2018,Semi-Auto,5760,Petrol,145,37.7,3,38861
 Q2,2017,Semi-Auto,39000,Diesel,145,58.9,2,22692
 A3,2013,Manual,42345,Petrol,30,58.9,1.4,10941
 A3,2019,Manual,7644,Diesel,145,49.6,1.6,17900
 A3,2019,Semi-Auto,6278,Petrol,145,34.9,2,31750
 Q2,2019,Semi-Auto,7335,Petrol,145,34,2,32500
 A1,2016,Semi-Auto,44290,Diesel,0,76.3,1.6,12300
 A4,2015,Semi-Auto,46877,Diesel,0,72.4,2,13750
 A5,2019,Semi-Auto,3999,Diesel,145,49.6,2,27500
 A3,2019,Automatic,3999,Petrol,145,38.2,2,26950
 Q5,2019,Automatic,7200,Diesel,145,34.5,3,47000
 A4,2015,Manual,20434,Petrol,145,49.6,1.8,14850
 Q5,2018,Semi-Auto,16897,Diesel,145,54.3,2,28884
 A1,2019,Semi-Auto,4499,Petrol,150,40.9,2,21991
 A4,2018,Manual,24282,Diesel,145,70.6,2,18350
 Q3,2016,Semi-Auto,10633,Petrol,145,47.9,1.4,20700
 Q3,2017,Semi-Auto,35035,Diesel,145,55.4,2,19741
 Q5,2016,Semi-Auto,77432,Diesel,200,47.1,2,17585
 Q5,2016,Semi-Auto,15744,Diesel,200,47.1,2,23442
 A8,2018,Semi-Auto,22688,Diesel,145,50.4,3,36441
 A4,2018,Semi-Auto,14860,Petrol,145,50.4,1.4,20171
 Q5,2016,Semi-Auto,33763,Diesel,200,47.1,2,21772
 A3,2016,Semi-Auto,31513,Petrol,30,56.5,1.4,18381
 A1,2017,Semi-Auto,19107,Petrol,30,70.6,1.4,17962
 Q5,2020,Semi-Auto,2648,Diesel,145,38.2,2,42991
 A4,2017,Semi-Auto,19860,Diesel,145,62.8,2,21382
 A4,2017,Semi-Auto,16508,Petrol,145,49.6,1.4,20900
 TT,2016,Semi-Auto,25529,Petrol,300,34,2.5,37000
 TT,2015,Manual,39700,Diesel,30,65.7,2,16000
 A6,2016,Semi-Auto,19862,Diesel,145,56.5,2,20000
 A4,2020,Semi-Auto,2999,Diesel,145,39.2,3,46750
 A1,2020,Semi-Auto,2999,Petrol,145,44.8,1.5,22750
 A6,2019,Semi-Auto,15700,Diesel,145,47.9,2,28360
 A5,2019,Semi-Auto,11000,Diesel,145,50.4,2,28320
 A3,2019,Manual,8624,Petrol,145,48.7,1,17420
 Q2,2017,Semi-Auto,19786,Petrol,145,52.3,1.4,20052
 Q2,2017,Manual,52236,Petrol,125,50.4,1.4,17202
 A5,2016,Manual,32219,Petrol,160,46.3,1.8,15682
 Q2,2019,Semi-Auto,3588,Diesel,145,47.9,1.6,21944
 Q3,2019,Manual,3500,Petrol,145,39.8,1.5,28470
 A4,2020,Semi-Auto,3200,Petrol,145,42.2,2,34990
 Q3,2020,Manual,2100,Petrol,145,39.8,1.5,31990
 A1,2015,Semi-Auto,48643,Petrol,20,60.1,1.4,11461
 A6,2020,Semi-Auto,3503,Diesel,145,47.9,2,35780
 Q3,2020,Manual,2985,Diesel,145,42.8,2,32990
 A4,2019,Automatic,3608,Diesel,145,39.2,3,43880
 A1,2016,Manual,31104,Petrol,30,55.4,1.4,11761
 A1,2017,Manual,28512,Petrol,30,55.4,1.4,12891
 A4,2019,Semi-Auto,16211,Petrol,145,38.7,2,24480
 A3,2019,Automatic,5505,Diesel,145,52.3,1.6,22510
 A5,2019,Automatic,11067,Petrol,145,39.8,2,26100
 Q8,2019,Automatic,10200,Diesel,145,33.6,3,48022
 Q5,2016,Semi-Auto,40787,Diesel,200,45.6,3,21990
 Q5,2019,Semi-Auto,6000,Diesel,145,32.5,3,67990
 A5,2019,Automatic,5000,Diesel,145,50.4,2,33990
 A1,2019,Manual,6000,Petrol,145,47.9,1,19979
 A1,2020,Semi-Auto,5000,Petrol,145,44.8,1.5,24990
 Q5,2020,Semi-Auto,6000,Diesel,145,34.5,3,53990
 Q2,2020,Manual,6000,Petrol,145,43.5,1.5,24653
 A5,2020,Semi-Auto,5137,Diesel,145,46.3,2,31780
 Q3,2016,Manual,28448,Petrol,125,50.4,1.4,16596
 A4,2017,Semi-Auto,25145,Petrol,145,52.3,2,21781
 A1,2016,Manual,39356,Petrol,30,55.4,1.4,13671
 Q7,2016,Semi-Auto,48322,Diesel,200,47.9,3,32989
 Q5,2019,Automatic,2994,Diesel,145,38.2,2,36050
 A5,2019,Semi-Auto,3633,Petrol,145,37.7,2,29630
 Q5,2019,Semi-Auto,7152,Diesel,145,38.2,2,33185
 Q5,2019,Automatic,5000,Diesel,145,34.5,3,52990
 A4,2019,Automatic,5000,Diesel,145,39.2,3,45990
 A5,2019,Automatic,5000,Diesel,145,51.4,2,31990
 Q7,2020,Semi-Auto,799,Diesel,145,33.2,3,59990
 Q5,2020,Semi-Auto,6000,Diesel,145,38.2,2,34990
 Q7,2020,Semi-Auto,6000,Diesel,145,29.4,4,86990
 Q5,2019,Semi-Auto,3525,Petrol,145,32.1,2,44033
 Q2,2019,Automatic,6000,Petrol,145,41.5,1.5,36990
 A3,2019,Automatic,4800,Diesel,145,52.3,1.6,26664
 TT,2019,Semi-Auto,1266,Petrol,145,40.9,2,27990
 Q5,2019,Automatic,6000,Diesel,145,38.2,2,33490
 Q5,2019,Automatic,6000,Diesel,145,38.2,2,33990
 A6,2017,Semi-Auto,51214,Diesel,150,51.4,3,22261
 Q3,2018,Semi-Auto,17211,Petrol,145,47.9,1.4,23411
 A3,2018,Semi-Auto,40125,Petrol,145,56.5,1.5,18291
 A3,2016,Manual,42500,Diesel,20,70.6,2,11980
 Q8,2019,Automatic,4968,Diesel,145,33.6,3,50576
 A5,2019,Automatic,5347,Diesel,145,45.6,2,28376
 Q2,2019,Manual,11422,Diesel,145,49.6,1.6,19430
 Q2,2019,Semi-Auto,12647,Petrol,145,40.9,1.5,24080
 Q2,2019,Semi-Auto,10025,Diesel,145,47.9,1.6,20760
 Q2,2019,Semi-Auto,901,Petrol,145,42.2,1.5,26846
 A3,2019,Automatic,6650,Petrol,145,44.1,1.5,22910
 Q5,2019,Semi-Auto,3361,Petrol,145,32.1,2,37844
 Q2,2019,Semi-Auto,5446,Petrol,145,33.2,2,31270
 A4,2015,Automatic,68003,Diesel,200,47.9,3,14722
 A3,2019,Manual,4493,Diesel,145,51.4,1.6,22061
 Q2,2019,Manual,5151,Petrol,145,39.2,1.5,29665
 A6,2019,Automatic,9500,Diesel,145,47.9,2,28990
 Q5,2018,Semi-Auto,38500,Diesel,145,55.4,2,27841
 A5,2014,Manual,23838,Diesel,30,60.1,2,14821
 A1,2013,Semi-Auto,52278,Petrol,125,53.3,1.4,9991
 A3,2020,Semi-Auto,2500,Petrol,145,43.5,1.5,27991
 Q5,2019,Semi-Auto,13246,Diesel,145,39.2,2,28070
 Q2,2019,Manual,12,Diesel,145,49.6,1.6,21512
 A4,2019,Manual,5986,Petrol,145,38.2,2,24416
 A5,2017,Automatic,16495,Petrol,145,36.7,3,29082
 A4,2019,Semi-Auto,8981,Diesel,145,44.8,2,25826
 A6,2016,Semi-Auto,50810,Diesel,160,50.4,3,23562
 Q3,2017,Manual,46063,Diesel,145,53.3,2,17241
 A5,2017,Manual,27678,Petrol,145,49.6,2,19973
 Q5,2017,Semi-Auto,49158,Petrol,145,34,3,36641
 A5,2017,Semi-Auto,36209,Petrol,240,38.2,3,26990
 Q3,2017,Semi-Auto,33201,Petrol,150,47.9,1.4,19990
 Q7,2020,Semi-Auto,6000,Diesel,150,29.4,4,84990
 Q5,2016,Semi-Auto,12562,Diesel,240,42.2,3,33990
 A3,2017,Manual,29657,Diesel,20,67.3,2,14490
 A1,2017,Manual,15038,Petrol,145,55.4,1.4,13990
 A1,2018,Manual,15000,Petrol,150,54.3,1.4,17990
 Q7,2013,Semi-Auto,51753,Diesel,305,38.2,3,24490
 A3,2018,Manual,15000,Petrol,150,55.4,1.5,20490
 A4,2017,Semi-Auto,14578,Petrol,145,50.4,1.4,19732
 A4,2016,Semi-Auto,77896,Diesel,20,67.3,2,14797
 Q2,2019,Semi-Auto,10652,Diesel,145,46.3,2,27840
 A5,2020,Semi-Auto,6000,Petrol,145,39.2,2,33990
 A1,2019,Manual,6000,Petrol,145,47.9,1,21990
 Q7,2020,Semi-Auto,6000,Diesel,145,33.2,3,59990
 Q2,2018,Manual,8057,Petrol,150,49.6,1.4,22990
 A3,2014,Semi-Auto,56732,Diesel,125,57.6,2,14102
 TT,2017,Manual,35000,Diesel,145,62.8,2,16995
 A3,2013,Manual,73295,Diesel,20,67.3,2,8991
 A1,2016,Semi-Auto,33291,Petrol,30,70.6,1.4,15681
 Q2,2017,Semi-Auto,9534,Petrol,145,54.3,1.4,20421
 A5,2016,Semi-Auto,31901,Petrol,30,53.3,2,21111
 A3,2019,Semi-Auto,14580,Petrol,145,42.2,1.5,21946
 Q2,2017,Manual,22326,Petrol,145,52.3,1.4,18182
 Q2,2019,Semi-Auto,7212,Diesel,145,47.9,1.6,21540
 Q5,2016,Manual,34991,Diesel,160,49.6,2,19833
 Q7,2019,Automatic,3052,Diesel,145,33.2,3,58216
 A5,2017,Semi-Auto,32065,Diesel,145,65.7,2,20962
 Q7,2019,Automatic,7511,Diesel,145,32.8,3,48266
 Q2,2019,Manual,6500,Petrol,145,39.2,1.5,24490
 A8,2018,Automatic,5289,Diesel,145,50.4,3,36990
 A1,2017,Semi-Auto,26241,Petrol,30,57.6,1.4,13750
 RS4,2020,Semi-Auto,6000,Petrol,145,29.1,2.9,71990
 Q3,2019,Semi-Auto,2743,Petrol,145,32.1,2,32490
 R8,2019,Automatic,11936,Petrol,145,21.4,5.2,117990
 Q2,2017,Semi-Auto,4649,Petrol,145,52.3,1.4,23490
 Q8,2018,Semi-Auto,1964,Diesel,145,33.6,3,51250
 Q5,2019,Automatic,6000,Petrol,145,32.1,2,39990
 A6,2015,Automatic,37200,Diesel,235,44.8,3,21490
 Q5,2020,Semi-Auto,6000,Diesel,145,38.2,2,36990
 A8,2018,Automatic,2490,Petrol,145,37.7,3,38990
 Q2,2019,Manual,3696,Petrol,145,40.9,1.5,22990
 A3,2019,Manual,7200,Diesel,145,51.4,1.6,18490
 A4,2017,Manual,12823,Petrol,145,52.3,1.4,17490
 A3,2018,Manual,20900,Petrol,145,54.3,1.5,19790
 A3,2016,Semi-Auto,50000,Petrol,200,40.9,2,19990
 Q7,2018,Automatic,19940,Diesel,145,39.2,4,56990
 Q2,2016,Semi-Auto,25000,Petrol,125,52.3,1.4,19990
 Q5,2019,Semi-Auto,2901,Diesel,145,34.5,3,51990
 Q5,2013,Automatic,52822,Petrol,260,35.8,2,18990
 RS4,2014,Semi-Auto,70823,Petrol,555,26.4,4.2,24990
 A1,2019,Manual,8350,Petrol,145,46.3,1.5,18690
 A6,2015,Automatic,37200,Diesel,235,44.8,3,21990
 A1,2020,Semi-Auto,5000,Petrol,145,44.8,1,23845
 Q3,2020,Semi-Auto,5000,Petrol,145,39.8,1.5,38990
 Q5,2019,Automatic,6000,Diesel,145,38.2,2,34490
 Q3,2019,Manual,5000,Petrol,145,40.9,1.5,24990
 A5,2019,Automatic,5000,Diesel,145,47.1,2,31990
 Q3,2019,Automatic,6000,Diesel,145,47.1,2,28990
 TT,2019,Automatic,6000,Petrol,145,38.7,2,29975
 A4,2016,Manual,75015,Diesel,30,62.8,2,15490
 Q3,2016,Semi-Auto,39775,Diesel,160,50.4,2,19990
 Q7,2018,Semi-Auto,20000,Diesel,145,39.2,4,54990
 A3,2018,Semi-Auto,21500,Petrol,145,43.5,2,29990
 A4,2018,Semi-Auto,19299,Diesel,145,56.5,2,25490
 A1,2016,Manual,33500,Petrol,30,55.4,1.4,13990
 A3,2018,Manual,23800,Petrol,145,49.6,2,19490
 Q5,2019,Automatic,5000,Diesel,145,38.2,2,33490
 Q2,2019,Automatic,5000,Diesel,145,46.3,2,26990
 Q5,2019,Automatic,5000,Diesel,145,38.2,2,33490
 A7,2019,Semi-Auto,259,Diesel,145,38.2,3,42990
 Q3,2018,Semi-Auto,19100,Petrol,145,48.7,1.4,23990
 A3,2019,Manual,6000,Petrol,145,43.5,1.5,24990
 A3,2018,Manual,18503,Petrol,145,54.3,1.5,21990
 A1,2020,Semi-Auto,5000,Petrol,145,44.8,1.5,23490
 R8,2020,Semi-Auto,2000,Petrol,145,21.1,5.2,145000
 A3,2019,Manual,6000,Diesel,145,52.3,1.6,22990
 A3,2017,Manual,20871,Petrol,150,60.1,1.4,18490
 Q5,2020,Semi-Auto,6000,Diesel,150,38.2,2,37990
 A3,2017,Semi-Auto,18001,Petrol,150,56.5,1.5,19490
 A4,2017,Semi-Auto,18132,Petrol,145,50.4,1.4,19990
 Q7,2017,Automatic,29627,Diesel,145,39.2,4,49850
 Q5,2020,Semi-Auto,6000,Diesel,145,34.5,3,52990
 A5,2014,Semi-Auto,49353,Petrol,145,48.7,1.8,12490
 Q5,2019,Automatic,6000,Diesel,145,39.2,2,29975
 Q3,2019,Automatic,2743,Petrol,145,32.1,2,32990
 A4,2016,Manual,21887,Diesel,30,64.2,2,17950
 Q2,2017,Manual,18354,Petrol,145,50.4,1.4,20750
 A3,2017,Semi-Auto,28000,Petrol,145,43.5,2,29490
 RS6,2017,Automatic,39300,Petrol,145,29.4,4,54990
 Q3,2019,Automatic,6000,Diesel,145,48.7,2,28990
 Q3,2019,Manual,5000,Diesel,145,42.8,2,26990
 TT,2019,Automatic,9081,Petrol,145,35.3,2,36990
 Q8,2019,Automatic,6000,Diesel,145,32.8,3,64990
 A1,2019,Semi-Auto,6000,Petrol,145,40.9,2,21490
 Q3,2019,Manual,5000,Petrol,145,40.9,1.5,24990
 A6,2019,Automatic,7400,Diesel,145,50.4,2,27990
 A3,2019,Manual,100,Diesel,145,51.4,1.6,18490
 A1,2017,Manual,30518,Petrol,235,39.8,2,17990
 A4,2020,Semi-Auto,5000,Diesel,145,39.2,3,47990
 TT,2019,Semi-Auto,2000,Petrol,145,31,2.5,48990
 A1,2017,Automatic,30658,Petrol,30,56.5,1.4,14990
 Q3,2020,Semi-Auto,5000,Petrol,145,31.4,2,35990
 A4,2019,Manual,5000,Petrol,145,38.2,2,26490
 A5,2019,Automatic,5000,Diesel,145,50.4,2,32990
 Q2,2019,Semi-Auto,6042,Petrol,145,42.2,1.5,24990
 A3,2019,Manual,5000,Petrol,145,42.8,1.5,22490
 Q5,2019,Automatic,5000,Diesel,145,39.2,2,31490
 Q3,2019,Semi-Auto,3027,Diesel,145,47.1,2,28990
 Q7,2017,Automatic,19925,Diesel,200,47.9,3,35990
 A3,2017,Manual,27928,Petrol,20,60.1,1.4,18490
 A4,2014,Manual,45763,Diesel,30,62.8,2,13490
 A3,2019,Semi-Auto,8473,Petrol,150,41.5,1.5,23990
 Q2,2018,Semi-Auto,8600,Petrol,150,54.3,1.4,20990
 Q3,2016,Manual,27500,Petrol,150,49.6,1.4,17990
 Q3,2018,Manual,15047,Diesel,150,60.1,2,23990
 A1,2017,Manual,23490,Petrol,150,56.5,1.4,13490
 Q2,2017,Manual,27200,Petrol,150,50.4,1.4,18990
 A1,2019,Manual,6000,Petrol,145,47.9,1,20595
 Q3,2019,Manual,5000,Diesel,145,42.8,2,26990
 A4,2019,Automatic,5000,Petrol,145,40.9,2,27990
 Q3,2019,Manual,5000,Petrol,145,40.9,1.5,24990
 Q2,2019,Automatic,6000,Petrol,145,42.2,1.5,25490
 Q8,2019,Automatic,5000,Diesel,145,33.6,3,56990
 Q2,2019,Semi-Auto,4227,Petrol,145,39.8,1.5,29995
 Q7,2017,Automatic,27195,Diesel,145,39.2,4,52990
 A3,2019,Manual,4875,Petrol,145,42.2,1.5,21990
 A3,2016,Semi-Auto,35273,Petrol,30,56.5,1.4,17990
 Q8,2019,Automatic,9804,Diesel,145,33.6,3,51990
 A3,2014,Manual,37991,Petrol,20,60.1,1.4,14490
 Q5,2019,Semi-Auto,3712,Diesel,145,34.5,3,51990
 Q3,2019,Semi-Auto,5454,Diesel,145,47.1,2,28990
 A3,2018,Automatic,10500,Petrol,145,56.5,1.5,21990
 A6,2016,Semi-Auto,62100,Diesel,125,58.9,2,18990
 Q7,2019,Automatic,6000,Diesel,145,33.2,3,46990
 Q5,2019,Automatic,5000,Diesel,145,39.2,2,31490
 Q2,2019,Automatic,2381,Petrol,145,33.2,2,28990
 Q3,2019,Semi-Auto,7561,Petrol,145,30.7,2,39990
 Q3,2019,Automatic,4590,Petrol,145,31.4,2,31990
 Q5,2019,Automatic,5000,Diesel,145,38.2,2,32490
 A3,2017,Semi-Auto,17100,Petrol,145,56.5,1.5,19490
 A5,2018,Semi-Auto,4600,Petrol,145,50.4,2,26490
 A3,2019,Semi-Auto,5069,Petrol,145,34.9,2,31450
 TT,2016,Automatic,31362,Petrol,300,34.5,2.5,36490
 Q2,2017,Semi-Auto,28943,Diesel,145,57.7,2,21990
 Q5,2018,Semi-Auto,13500,Petrol,145,40.4,2,34990
 A4,2017,Automatic,10488,Diesel,145,65.7,2,21990
 A5,2017,Automatic,35220,Petrol,145,48.7,2,23490
 A1,2019,Semi-Auto,100,Petrol,145,44.8,1.5,21500
 A6,2019,Semi-Auto,506,Diesel,145,35.8,3,48000
 A3,2019,Semi-Auto,9292,Petrol,150,34.9,2,32500
 Q5,2019,Semi-Auto,9415,Diesel,150,38.2,2,35500
 Q5,2015,Automatic,49431,Diesel,260,41.5,3,24290
 Q2,2018,Manual,21110,Petrol,150,55.4,1,17990
 A5,2018,Automatic,13453,Petrol,150,36.7,3,32990
 Q3,2018,Manual,21909,Diesel,150,57.7,2,20990
 TT,2017,Manual,16282,Petrol,150,47.1,1.8,18990
 A6,2016,Semi-Auto,47750,Diesel,165,52.3,3,24490
 Q3,2016,Semi-Auto,19393,Petrol,145,47.9,1.4,19990
 A5,2019,Automatic,16177,Petrol,145,39.8,2,26275
 A3,2019,Semi-Auto,15080,Petrol,145,41.5,1.5,23490
 A3,2019,Semi-Auto,8585,Petrol,145,41.5,1.5,23450
 A3,2019,Semi-Auto,14300,Petrol,145,42.2,1.5,22490
 A1,2017,Semi-Auto,18000,Petrol,145,70.6,1.4,17490
 A4,2017,Semi-Auto,13632,Petrol,145,51.4,1.4,19490
 A8,2019,Automatic,7890,Diesel,145,40.4,3,38975
 A5,2019,Manual,100,Petrol,145,39.2,2,25990
 A4,2019,Manual,6995,Petrol,145,39.2,2,22690
 Q3,2019,Semi-Auto,7120,Petrol,145,31.4,2,39990
 Q5,2019,Semi-Auto,5593,Diesel,145,36.2,2,43990
 Q3,2020,Semi-Auto,5000,Petrol,145,40.4,1.5,34490
 A3,2014,Semi-Auto,24597,Hybrid,0,188.3,1.4,15000
 A3,2019,Manual,7000,Diesel,145,51.4,1.6,18000
 A5,2019,Semi-Auto,8000,Diesel,145,48.7,2,26000
 A4,2019,Semi-Auto,10000,Diesel,145,49.6,2,25000
 A5,2020,Manual,247,Petrol,145,37.2,2,31000
 Q5,2019,Semi-Auto,4000,Diesel,145,32.5,3,54000
 A1,2019,Semi-Auto,3869,Petrol,150,44.1,1.5,22500
 A6,2016,Semi-Auto,57221,Diesel,30,61.4,2,17000
 A7,2017,Semi-Auto,38519,Diesel,145,52.3,3,24500
 A3,2017,Manual,51578,Petrol,20,60.1,1.4,13500
 Q5,2014,Semi-Auto,34503,Diesel,260,41.5,3,25000
 Q5,2016,Semi-Auto,38482,Diesel,200,47.1,3,19000
 A8,2018,Semi-Auto,17951,Diesel,145,50.4,3,35000
 Q3,2016,Semi-Auto,27425,Petrol,200,40.4,2,21000
 Q3,2020,Semi-Auto,3000,Petrol,145,31.4,2,36000
 A6,2020,Semi-Auto,3000,Diesel,145,37.7,3,42500
 A1,2020,Semi-Auto,3000,Petrol,145,44.8,1.5,25000
 RS4,2019,Automatic,5151,Petrol,145,29.1,2.9,58990
 Q2,2019,Semi-Auto,853,Petrol,145,41.5,1.5,34990
 A3,2019,Manual,6000,Diesel,145,51.4,1.6,24212
 A5,2019,Semi-Auto,1637,Petrol,145,34.9,2,34990
 RS4,2019,Automatic,6000,Petrol,145,29.1,2.9,60990
 Q5,2019,Automatic,6000,Diesel,145,38.2,2,37980
 RS5,2019,Automatic,7800,Petrol,145,29.7,2.9,55990
 RS4,2020,Semi-Auto,3000,Petrol,145,29.1,2.9,67000
 A4,2020,Semi-Auto,3000,Petrol,145,39.2,2,35000
 A3,2020,Semi-Auto,3000,Petrol,145,34.9,2,35000
 Q3,2020,Semi-Auto,3000,Diesel,145,47.1,2,37000
 A4,2019,Semi-Auto,14361,Petrol,145,38.2,2,26000
 Q5,2019,Semi-Auto,5336,Petrol,145,33.2,2,35500
 A5,2019,Manual,1096,Petrol,145,37.2,2,28500
 A1,2019,Manual,3979,Petrol,145,51.4,1,19000
 Q7,2019,Semi-Auto,9044,Diesel,145,32.8,3,47500
 A5,2019,Automatic,7000,Diesel,145,48.7,2,27000
 Q5,2019,Semi-Auto,9280,Diesel,150,38.2,2,35500
 Q2,2017,Manual,12632,Petrol,150,55.4,1,16500
 Q5,2017,Semi-Auto,67223,Diesel,240,42.8,3,26500
 Q2,2018,Manual,17728,Petrol,150,52.3,1.4,18000
 A5,2016,Manual,13677,Diesel,125,57.6,2,19000
 A4,2018,Manual,6063,Petrol,150,51.4,1.4,19500
 Q3,2020,Semi-Auto,4309,Diesel,150,45.6,2,35500
 A3,2019,Semi-Auto,4000,Petrol,145,33.2,2,33000
 Q2,2019,Semi-Auto,7000,Petrol,145,33.2,2,30000
 Q3,2019,Manual,4000,Diesel,145,42.8,2,28500
 A7,2019,Semi-Auto,6000,Diesel,145,48.7,2,33000
 A1,2019,Semi-Auto,4000,Petrol,145,44.8,1.5,23500
 R8,2019,Semi-Auto,500,Petrol,145,21.4,5.2,125000
 A6,2019,Semi-Auto,3000,Diesel,145,50.4,2,35000
 Q3,2019,Manual,7000,Petrol,145,40.9,1.5,24990
 Q3,2019,Manual,3000,Petrol,145,39.8,1.5,26990
 A1,2017,Manual,19229,Petrol,30,56.5,1.4,14490
 Q3,2019,Semi-Auto,5034,Petrol,145,32.5,2,29500
 A6,2016,Semi-Auto,63105,Diesel,30,64.2,2,16000
 A7,2017,Semi-Auto,56460,Diesel,160,52.3,3,21500
 Q2,2018,Semi-Auto,39430,Petrol,145,44.1,2,23500
 Q5,2020,Semi-Auto,4000,Petrol,145,32.1,2,38500
 TT,2020,Semi-Auto,4000,Petrol,145,30.7,2.5,53500
 A5,2020,Semi-Auto,6000,Petrol,145,39.8,2,33000
 A4,2017,Manual,12823,Petrol,145,52.3,1.4,17490
 A5,2018,Manual,25448,Petrol,145,48.7,2,22990
 A1,2016,Semi-Auto,39746,Petrol,30,70.6,1.4,15490
 A1,2017,Manual,14885,Petrol,30,58.9,1.4,15990
 Q7,2018,Automatic,13213,Diesel,145,37.2,4,70990
 Q2,2018,Semi-Auto,13500,Petrol,145,54.3,1.4,21990
 Q7,2018,Semi-Auto,11800,Diesel,145,39.2,4,57490
 Q2,2020,Manual,6000,Petrol,145,45.6,1,22669
 Q8,2019,Semi-Auto,6000,Diesel,145,32.8,3,76990
 Q5,2019,Semi-Auto,5000,Diesel,145,38.2,2,35490
 Q7,2020,Semi-Auto,6000,Diesel,145,33.2,3,59990
 A3,2019,Semi-Auto,14803,Petrol,150,42.2,1.5,22000
 A3,2019,Semi-Auto,3438,Petrol,150,34.9,2,32500
 Q5,2019,Semi-Auto,8440,Diesel,150,38.2,2,35000
 A4,2019,Semi-Auto,9560,Diesel,145,47.9,2,26990
 Q3,2019,Semi-Auto,3300,Petrol,145,31.7,2,32990
 Q2,2017,Manual,18354,Petrol,145,50.4,1.4,19490
 R8,2019,Automatic,6954,Petrol,145,21.6,5.2,109990
 Q8,2019,Semi-Auto,9155,Diesel,145,32.8,3,66990
 Q2,2020,Manual,6000,Petrol,145,43.5,1.5,26169
 A3,2019,Semi-Auto,256,Petrol,150,33.2,2,33500
 TT,2019,Semi-Auto,375,Petrol,145,34,2,30000
 A3,2017,Manual,16417,Diesel,145,67.3,1.6,18000
 TT,2019,Semi-Auto,4307,Petrol,145,34.9,2,30000
 Q5,2016,Manual,34381,Diesel,200,47.9,2,20000
 A4,2017,Semi-Auto,21062,Petrol,145,53.3,2,19000
 A3,2017,Semi-Auto,33657,Petrol,145,43.5,2,23000
 A3,2016,Semi-Auto,25940,Petrol,30,56.5,1.4,19490
 Q5,2015,Automatic,49431,Diesel,260,41.5,3,23990
 RS3,2018,Automatic,17515,Petrol,145,34,2.5,36490
 RS6,2014,Automatic,63476,Petrol,555,28.8,4,40990
 A6,2019,Semi-Auto,28950,Diesel,150,50.4,2,25990
 Q3,2017,Manual,21502,Petrol,150,49.6,1.4,19990
 Q2,2017,Manual,23000,Petrol,150,52.3,1.4,17790
 A8,2016,Semi-Auto,39000,Diesel,300,38.7,4.2,23995
 A3,2017,Semi-Auto,23957,Petrol,145,43.5,2,25990
 A4,2017,Manual,20990,Petrol,145,48.7,1.4,20990
 Q5,2017,Semi-Auto,42643,Diesel,235,42.2,3,33990
 A4,2017,Manual,27198,Petrol,145,48.7,2,18490
 R8,2014,Semi-Auto,19800,Petrol,570,22.8,4.2,51990
 A1,2017,Manual,14723,Petrol,150,55.4,1.4,14490
 A4,2017,Semi-Auto,15900,Petrol,150,50.4,2,20450
 A1,2013,Manual,42580,Petrol,125,53.3,1.4,7610
 Q3,2016,Semi-Auto,52442,Diesel,165,50.4,2,16390
 A1,2013,Manual,43070,Petrol,125,52.3,1.4,8609
 A3,2016,Manual,61130,Diesel,0,74.3,1.6,10130
 A3,2019,Semi-Auto,13576,Petrol,150,42.2,1.5,22000
 A1,2020,Semi-Auto,3000,Petrol,145,44.8,1,23000
 A3,2019,Semi-Auto,4681,Diesel,145,53.3,1.6,22500
 A3,2019,Semi-Auto,7157,Petrol,145,34.9,2,30500
 A3,2019,Semi-Auto,14307,Petrol,145,41.5,1.5,22500
 A3,2019,Semi-Auto,12088,Petrol,145,41.5,1.5,22500
 A3,2019,Semi-Auto,14757,Petrol,145,42.2,1.5,22000
 A3,2019,Semi-Auto,14686,Petrol,145,42.2,1.5,22000
 A4,2019,Manual,4514,Petrol,145,38.2,2,23500
 Q8,2018,Semi-Auto,11691,Diesel,145,32.8,3,59000
 A1,2019,Manual,2236,Petrol,145,46.3,1.5,20000
 Q5,2019,Automatic,6000,Diesel,145,38.2,2,39990
 Q2,2017,Semi-Auto,18200,Petrol,125,52.3,1.4,20990
 A3,2019,Semi-Auto,2480,Petrol,145,34.9,2,32990
 Q3,2019,Automatic,4979,Diesel,145,45.6,2,35490
 A5,2019,Automatic,7000,Diesel,145,50.4,2,28990
 RS5,2019,Automatic,6000,Petrol,145,29.7,2.9,66990
 Q2,2020,Manual,6000,Petrol,145,43.5,1.5,24653
 Q5,2019,Automatic,5000,Diesel,145,38.2,2,33490
 Q2,2019,Automatic,6000,Petrol,145,33.2,2,32990
 Q7,2019,Automatic,5000,Diesel,145,33.2,3,52990
 Q2,2018,Semi-Auto,31615,Petrol,145,51.4,1.4,22990
 A1,2019,Semi-Auto,6000,Petrol,145,40.9,2,23286
 A5,2019,Automatic,8000,Diesel,145,50.4,2,27990
 Q3,2019,Manual,7500,Diesel,145,42.8,2,25990
 Q3,2017,Semi-Auto,24250,Petrol,145,47.9,1.4,21990
 Q2,2017,Semi-Auto,17000,Petrol,145,51.4,1.4,23990
 A8,2019,Automatic,3000,Diesel,145,40.4,3,47990
 Q3,2019,Manual,4000,Petrol,145,40.9,1.5,24990
 Q3,2019,Manual,6000,Diesel,145,42.8,2,26990
