session_id,url,user_agent,action,platform,region
S00641,https://shop.example.com/item/123?ref=google,Xiaomi / Firefox,login,Android,Busan
S00642,https://shop.example.com/item/123?ref=google,iPad / Safari,LOGIN,Android,Busan
S00643,http://shop.example.com/login ,Xiaomi / Firefox,login,Android,Seoul
S00644,http://shop.example.com/login ,Xiaomi / Safari,search,Android,Daejeon
S00645,http://shop.example.com/login ,LG / Safari,logout,Web,Daegu
S00646, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Safari,LOGIN,iOS,Incheon
S00647,http://shop.example.com/PURCHASE?id=777,iPhone / Firefox,login,Android,Seoul
S00648,https://shop.example.com/search?q=phone,Samsung / Chrome,logout,iOS,Incheon
S00649,http://shop.example.com/login ,LG / Safari,cart,Android,Daegu
S00650,http://shop.example.com/login ,LG / Chrome,SEARCH,iOS, Daegu 
S00651,http://shop.example.com/PURCHASE?id=777,LG / Firefox,CART,Android, Daegu 
S00652,https://shop.example.com/item/123?ref=google,iPad / Edge,view_item,Android,Seoul
S00653, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Chrome,purchase,Web,Daejeon
S00654, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Edge,cart,Web,Daegu
S00655,http://shop.example.com/PURCHASE?id=777,Xiaomi / Edge,cart,iOS,Busan
S00656,http://shop.example.com/PURCHASE?id=777,LG / Edge,cart,Web,Busan
S00657, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Edge,view_item,Web,Incheon
S00658,https://shop.example.com/item/123?ref=google,LG / Firefox,search,iOS,Seoul
S00659,http://shop.example.com/login ,Xiaomi / Safari,search,Web,Busan
S00660,http://shop.example.com/PURCHASE?id=777,LG / Chrome,LOGIN,Android,Busan
S00661,https://shop.example.com/search?q=phone,Xiaomi / Edge,search,Android,Incheon
S00662,https://shop.example.com/search?q=phone,iPhone / Chrome,login,Android,Daegu
S00663,http://shop.example.com/login ,LG / Edge,SEARCH,Android,Incheon
S00664,https://shop.example.com/item/123?ref=google,LG / Firefox,purchase,Web,Daejeon
S00665,http://shop.example.com/login ,iPad / Edge,logout,Web,Daejeon
S00666,https://shop.example.com/search?q=phone,iPhone / Safari,search,iOS,Busan
S00667, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Safari,CART,Android,Seoul
S00668,https://shop.example.com/search?q=phone,iPad / Safari,purchase,Web,Daejeon
S00669,https://shop.example.com/item/123?ref=google,Samsung / Firefox,view_item,Web, Incheon 
S00670,http://shop.example.com/PURCHASE?id=777,Samsung / Firefox,logout,Web,Busan
S00671,https://shop.example.com/item/123?ref=google,iPad / Chrome,VIEW_ITEM,Web,Incheon
S00672, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Edge,login,iOS,Busan
S00673,https://shop.example.com/item/123?ref=google,iPad / Safari,cart,Web,Busan
S00674,https://shop.example.com/item/123?ref=google,iPhone / Safari,login,iOS,Seoul
S00675,http://shop.example.com/PURCHASE?id=777,iPad / Chrome,purchase,iOS,Daegu
S00676,https://shop.example.com/search?q=phone,LG / Firefox,view_item,iOS,Daejeon
S00677,https://shop.example.com/item/123?ref=google,iPhone / Edge,purchase,Web,Seoul
S00678,http://shop.example.com/login ,Xiaomi / Chrome,login,Android,Incheon
S00679,https://shop.example.com/search?q=phone,LG / Chrome,purchase,Web, Seoul 
S00680,http://shop.example.com/PURCHASE?id=777,Xiaomi / Firefox,login,iOS,Busan
S00681, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Safari,cart,iOS,Daejeon
S00682,http://shop.example.com/PURCHASE?id=777,LG / Edge,view_item,Web,Busan
S00683,http://shop.example.com/PURCHASE?id=777,iPhone / Edge,purchase,Web,Incheon
S00684,https://shop.example.com/item/123?ref=google,Xiaomi / Safari,LOGIN,Web,Incheon
S00685, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Safari,purchase,iOS,Seoul
S00686,https://shop.example.com/item/123?ref=google,Xiaomi / Safari,login,Android,Seoul
S00687,https://shop.example.com/search?q=phone,Samsung / Safari,logout,iOS,Daegu
S00688,http://shop.example.com/PURCHASE?id=777,iPad / Edge,logout,iOS,Busan
S00689,https://shop.example.com/search?q=phone,Samsung / Chrome,cart,Android,Daegu
S00690,http://shop.example.com/login ,Samsung / Chrome,search,Android,Busan
S00691,https://shop.example.com/item/123?ref=google,iPad / Safari,logout,Android,Busan
S00692,http://shop.example.com/PURCHASE?id=777,iPhone / Edge,login,Web,Incheon
S00693,https://shop.example.com/search?q=phone,Xiaomi / Edge,cart,Android, Busan 
S00694,https://shop.example.com/search?q=phone,LG / Safari,LOGOUT,Android,Daejeon
S00695, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Chrome,login,Web,Seoul
S00696, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Safari,SEARCH,iOS,Busan
S00697,http://shop.example.com/login ,Xiaomi / Firefox,login,Android, Daegu 
S00698, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Edge,PURCHASE,Web,Daejeon
S00699,http://shop.example.com/login ,iPad / Firefox,search,Web,Busan
S00700,https://shop.example.com/item/123?ref=google,LG / Firefox,purchase,iOS,Incheon
S00701,http://shop.example.com/login ,Xiaomi / Edge,search,Android,Busan
S00702,http://shop.example.com/PURCHASE?id=777,iPhone / Safari,SEARCH,Web,Daegu
S00703, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Firefox,login,Web,Seoul
S00704,http://shop.example.com/login ,iPad / Edge,logout,Web,Daegu
S00705,https://shop.example.com/item/123?ref=google,Xiaomi / Safari,LOGIN,Android,Daejeon
S00706,http://shop.example.com/login ,iPhone / Safari,login,Android,Seoul
S00707, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Safari,view_item,Android, Daejeon 
S00708,https://shop.example.com/search?q=phone,LG / Chrome,logout,Web,Busan
S00709,http://shop.example.com/PURCHASE?id=777,Xiaomi / Edge,purchase,Web,Busan
S00710, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Firefox,login,Web,Incheon
S00711,http://shop.example.com/PURCHASE?id=777,iPad / Chrome,purchase,Web,Daejeon
S00712, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Safari,login,iOS,Daejeon
S00713,https://shop.example.com/search?q=phone,Samsung / Safari,search,Web,Seoul
S00714,https://shop.example.com/item/123?ref=google,Samsung / Firefox,LOGOUT,iOS,Seoul
S00715,http://shop.example.com/PURCHASE?id=777,iPad / Edge,view_item,Web,Daegu
S00716,http://shop.example.com/PURCHASE?id=777,Samsung / Edge,logout,Android,Daegu
S00717,https://shop.example.com/item/123?ref=google,iPad / Safari,PURCHASE,iOS,Daejeon
S00718,https://shop.example.com/item/123?ref=google,Xiaomi / Firefox,view_item,Web,Daegu
S00719,https://shop.example.com/item/123?ref=google,iPad / Edge,cart,Android,Incheon
S00720, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Firefox,search,Web,Seoul
S00721, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Edge,purchase,iOS,Busan
S00722,http://shop.example.com/PURCHASE?id=777,iPad / Safari,logout,Web,Daejeon
S00723,https://shop.example.com/search?q=phone,LG / Chrome,logout,Web,Daegu
S00724,https://shop.example.com/item/123?ref=google,Xiaomi / Safari,search,Web,Daegu
S00725,http://shop.example.com/login ,iPad / Safari,purchase,Web,Daegu
S00726,http://shop.example.com/PURCHASE?id=777,iPhone / Chrome,purchase,iOS,Daegu
S00727,http://shop.example.com/PURCHASE?id=777,LG / Firefox,search,Android,Incheon
S00728,https://shop.example.com/search?q=phone,iPhone / Edge,login,Android,Daejeon
S00729,https://shop.example.com/item/123?ref=google,Xiaomi / Safari,search,iOS,Daejeon
S00730,http://shop.example.com/login ,iPad / Safari,purchase,iOS,Busan
S00731,http://shop.example.com/login ,iPad / Edge,VIEW_ITEM,iOS,Incheon
S00732,http://shop.example.com/login ,Xiaomi / Chrome,search,iOS,Daejeon
S00733,https://shop.example.com/search?q=phone,Samsung / Edge,login,Android,Daegu
S00734, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Chrome,search,iOS, Daejeon 
S00735, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Chrome,CART,Web, Daejeon 
S00736,http://shop.example.com/login ,iPad / Edge,cart,Web,Daejeon
S00737,http://shop.example.com/PURCHASE?id=777,LG / Chrome,logout,Web,Busan
S00738,http://shop.example.com/login ,Xiaomi / Safari,cart,iOS,Daejeon
S00739, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Safari,purchase,Android,Seoul
S00740,https://shop.example.com/search?q=phone,LG / Firefox,view_item,Android,Busan
S00741, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Safari,logout,iOS,Daejeon
S00742,https://shop.example.com/search?q=phone,LG / Chrome,view_item,Android,Seoul
S00743, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Firefox,cart,Android,Seoul
S00744,https://shop.example.com/item/123?ref=google,Xiaomi / Edge,CART,iOS,Busan
S00745, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Chrome,login,Android,Busan
S00746,http://shop.example.com/PURCHASE?id=777,Xiaomi / Chrome,purchase,Web,Daegu
S00747,http://shop.example.com/PURCHASE?id=777,Samsung / Safari,login,Android,Seoul
S00748,http://shop.example.com/PURCHASE?id=777,iPhone / Firefox,LOGOUT,Web, Daejeon 
S00749,https://shop.example.com/search?q=phone,Xiaomi / Edge,login,Android,Incheon
S00750, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Safari,view_item,Android,Busan
S00751, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Chrome,login,Android,Incheon
S00752,http://shop.example.com/PURCHASE?id=777,LG / Chrome,cart,iOS,Seoul
S00753,http://shop.example.com/PURCHASE?id=777,Samsung / Safari,search,iOS,Daejeon
S00754,http://shop.example.com/PURCHASE?id=777,Samsung / Chrome,cart,Web,Busan
S00755,https://shop.example.com/item/123?ref=google,Xiaomi / Firefox,search,iOS,Daejeon
S00756,http://shop.example.com/PURCHASE?id=777,iPad / Firefox,login,iOS,Daejeon
S00757,http://shop.example.com/login ,iPhone / Edge,login,Android,Daegu
S00758,http://shop.example.com/PURCHASE?id=777,Samsung / Firefox,logout,Android,Daejeon
S00759,http://shop.example.com/PURCHASE?id=777,iPad / Firefox,search,Android,Daejeon
S00760,http://shop.example.com/login ,iPad / Chrome,purchase,Android,Incheon
S00761,http://shop.example.com/login ,LG / Edge,view_item,Web,Daejeon
S00762,https://shop.example.com/search?q=phone,Samsung / Safari,logout,Web,Seoul
S00763,https://shop.example.com/search?q=phone,Samsung / Chrome,logout,iOS,Daejeon
S00764,https://shop.example.com/search?q=phone,LG / Firefox,login,iOS,Seoul
S00765,http://shop.example.com/PURCHASE?id=777,Samsung / Chrome,purchase,Android,Busan
S00766,https://shop.example.com/search?q=phone,Samsung / Firefox,view_item,iOS,Incheon
S00767,https://shop.example.com/item/123?ref=google,iPad / Safari,login,Web,Busan
S00768,http://shop.example.com/login ,iPad / Firefox,purchase,iOS,Seoul
S00769,http://shop.example.com/PURCHASE?id=777,Samsung / Edge,LOGOUT,Web,Busan
S00770,http://shop.example.com/login ,LG / Edge,login,Android,Seoul
S00771,http://shop.example.com/PURCHASE?id=777,Xiaomi / Safari,logout,Web,Daegu
S00772,https://shop.example.com/search?q=phone,Samsung / Firefox,LOGOUT,iOS,Seoul
S00773,http://shop.example.com/login ,iPhone / Safari,view_item,Web,Seoul
S00774, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Chrome,view_item,Web,Daegu
S00775, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Chrome,login,Android,Seoul
S00776,https://shop.example.com/item/123?ref=google,iPhone / Edge,view_item,Web,Daegu
S00777,http://shop.example.com/login ,iPhone / Firefox,login,iOS,Daejeon
S00778,https://shop.example.com/search?q=phone,LG / Edge,view_item,Web,Busan
S00779,https://shop.example.com/search?q=phone,LG / Safari,search,iOS,Busan
S00780,https://shop.example.com/search?q=phone,LG / Firefox,cart,Web,Seoul
S00781,http://shop.example.com/login ,iPad / Firefox,view_item,Web,Daejeon
S00782,http://shop.example.com/login ,iPad / Chrome,search,Android,Seoul
S00783,http://shop.example.com/login ,iPad / Firefox,view_item,Web, Seoul 
S00784,http://shop.example.com/PURCHASE?id=777,Samsung / Chrome,login,Android, Daejeon 
S00785, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Edge,search,Web,Seoul
S00786,https://shop.example.com/search?q=phone,iPhone / Edge,cart,Web,Daegu
S00787, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Edge,SEARCH,iOS,Busan
S00788, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Firefox,search,iOS,Incheon
S00789, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Safari,login,iOS,Seoul
S00790, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Chrome,search,Web, Busan 
S00791,http://shop.example.com/login ,Xiaomi / Chrome,cart,Web,Daegu
S00792,http://shop.example.com/login ,iPhone / Edge,logout,iOS,Seoul
S00793,https://shop.example.com/search?q=phone,Samsung / Chrome,logout,Web,Busan
S00794,https://shop.example.com/item/123?ref=google,LG / Firefox,cart,Android,Seoul
S00795,https://shop.example.com/search?q=phone,Samsung / Chrome,search,Web,Incheon
S00796, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Edge,view_item,Android,Seoul
S00797,https://shop.example.com/item/123?ref=google,LG / Safari,logout,iOS,Incheon
S00798,https://shop.example.com/item/123?ref=google,Samsung / Firefox,LOGIN,iOS,Daegu
S00799,https://shop.example.com/search?q=phone,LG / Safari,logout,Android,Seoul
S00800,https://shop.example.com/item/123?ref=google,iPad / Safari,login,Android,Daegu
S00801,https://shop.example.com/search?q=phone,iPhone / Firefox,logout,Android,Daejeon
S00802,http://shop.example.com/login ,iPad / Chrome,login,Android,Daegu
S00803,http://shop.example.com/PURCHASE?id=777,Xiaomi / Edge,logout,iOS,Incheon
S00804,https://shop.example.com/item/123?ref=google,iPhone / Firefox,cart,Web,Incheon
S00805,http://shop.example.com/PURCHASE?id=777,iPhone / Chrome,login,Web,Daegu
S00806,http://shop.example.com/PURCHASE?id=777,LG / Firefox,login,iOS,Incheon
S00807, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Firefox,purchase,Web,Incheon
S00808,http://shop.example.com/PURCHASE?id=777,LG / Safari,cart,Android,Incheon
S00809,https://shop.example.com/item/123?ref=google,Xiaomi / Edge,CART,Web,Daejeon
S00810,https://shop.example.com/item/123?ref=google,iPad / Edge,CART,iOS,Daejeon
S00811,https://shop.example.com/item/123?ref=google,Samsung / Edge,cart,iOS,Daegu
S00812,https://shop.example.com/search?q=phone,iPhone / Safari,login,Android,Busan
S00813,http://shop.example.com/PURCHASE?id=777,iPhone / Edge,purchase,Android,Seoul
S00814, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Safari,cart,Web,Daejeon
S00815, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Firefox,search,Web,Incheon
S00816,http://shop.example.com/PURCHASE?id=777,Samsung / Edge,view_item,Web,Daejeon
S00817,http://shop.example.com/PURCHASE?id=777,Samsung / Firefox,cart,iOS,Seoul
S00818,http://shop.example.com/login ,Samsung / Edge,VIEW_ITEM,Web,Incheon
S00819,https://shop.example.com/search?q=phone,LG / Safari,login,iOS,Incheon
S00820,https://shop.example.com/item/123?ref=google,iPhone / Firefox,cart,Android,Incheon
S00821,http://shop.example.com/PURCHASE?id=777,iPad / Firefox,view_item,iOS,Daegu
S00822,https://shop.example.com/search?q=phone,Xiaomi / Edge,login,iOS,Busan
S00823,http://shop.example.com/PURCHASE?id=777,iPad / Chrome,logout,Android,Daegu
S00824,http://shop.example.com/PURCHASE?id=777,Samsung / Safari,login,iOS,Daejeon
S00825,http://shop.example.com/PURCHASE?id=777,iPhone / Edge,search,Android,Busan
S00826,https://shop.example.com/search?q=phone,Xiaomi / Chrome,logout,Android,Daejeon
S00827,https://shop.example.com/search?q=phone,iPhone / Firefox,logout,Web,Seoul
S00828,https://shop.example.com/item/123?ref=google,LG / Firefox,logout,Web, Daegu 
S00829,http://shop.example.com/PURCHASE?id=777,Samsung / Edge,login,iOS,Incheon
S00830,http://shop.example.com/login ,Samsung / Edge,search,Web,Seoul
S00831,https://shop.example.com/item/123?ref=google,Samsung / Chrome,search,Web,Daejeon
S00832,https://shop.example.com/search?q=phone,iPad / Safari,view_item,Web,Seoul
S00833,http://shop.example.com/PURCHASE?id=777,Xiaomi / Firefox,cart,Web,Incheon
S00834,https://shop.example.com/item/123?ref=google,Samsung / Edge,logout,Web,Daejeon
S00835, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Firefox,logout,Android,Daegu
S00836,http://shop.example.com/PURCHASE?id=777,iPhone / Safari,logout,iOS, Daejeon 
S00837,http://shop.example.com/PURCHASE?id=777,iPhone / Edge,logout,Android,Daejeon
S00838,https://shop.example.com/item/123?ref=google,Xiaomi / Chrome,purchase,Web,Busan
S00839,http://shop.example.com/login ,iPad / Firefox,login,Android,Seoul
S00840,https://shop.example.com/search?q=phone,LG / Firefox,logout,Web,Incheon
S00841,https://shop.example.com/item/123?ref=google,iPad / Safari,view_item,Web,Seoul
S00842,http://shop.example.com/PURCHASE?id=777,Samsung / Safari,cart,iOS,Seoul
S00843,https://shop.example.com/item/123?ref=google,Samsung / Safari,search,Web,Daejeon
S00844,https://shop.example.com/item/123?ref=google,iPhone / Firefox,VIEW_ITEM,iOS,Daegu
S00845,http://shop.example.com/login ,LG / Edge,LOGIN,Android,Busan
S00846,http://shop.example.com/login ,Samsung / Firefox,view_item,Android,Busan
S00847, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Chrome,search,iOS,Daegu
S00848, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Chrome,logout,iOS,Daejeon
S00849, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Edge,search,iOS,Busan
S00850,https://shop.example.com/item/123?ref=google,iPad / Chrome,CART,Android,Seoul
S00851,http://shop.example.com/login ,Samsung / Safari,logout,Android,Busan
S00852,https://shop.example.com/item/123?ref=google,LG / Safari,view_item,Android,Daejeon
S00853,https://shop.example.com/search?q=phone,iPhone / Edge,purchase,Android,Incheon
S00854, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Firefox,LOGOUT,Android,Daegu
S00855,http://shop.example.com/PURCHASE?id=777,iPad / Firefox,login,Android,Daejeon
S00856,http://shop.example.com/login ,iPhone / Safari,logout,iOS,Seoul
S00857,https://shop.example.com/search?q=phone,iPhone / Edge,CART,iOS,Seoul
S00858,https://shop.example.com/search?q=phone,iPad / Chrome,view_item,iOS,Seoul
S00859,http://shop.example.com/PURCHASE?id=777,iPad / Edge,logout,Web,Seoul
S00860, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Edge,CART,Android, Daejeon 
S00861, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Chrome,LOGOUT,iOS,Incheon
S00862,http://shop.example.com/PURCHASE?id=777,Xiaomi / Safari,purchase,Web,Daejeon
S00863,https://shop.example.com/search?q=phone,iPad / Firefox,cart,iOS,Daegu
S00864,https://shop.example.com/search?q=phone,iPad / Safari,LOGOUT,Android,Daegu
S00865,https://shop.example.com/search?q=phone,LG / Chrome,cart,iOS,Incheon
S00866,https://shop.example.com/item/123?ref=google,Xiaomi / Chrome,login,Web,Daejeon
S00867,https://shop.example.com/item/123?ref=google,LG / Safari,logout,Android,Incheon
S00868,https://shop.example.com/search?q=phone,iPad / Chrome,cart,Web,Incheon
S00869,https://shop.example.com/item/123?ref=google,iPad / Safari,view_item,iOS,Incheon
S00870,https://shop.example.com/item/123?ref=google,Xiaomi / Edge,logout,Web,Busan
S00871,https://shop.example.com/search?q=phone,LG / Edge,cart,Android,Daejeon
S00872, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Edge,purchase,Android,Busan
S00873,http://shop.example.com/PURCHASE?id=777,Samsung / Safari,view_item,iOS,Busan
S00874,https://shop.example.com/search?q=phone,iPhone / Chrome,view_item,iOS,Incheon
S00875,https://shop.example.com/item/123?ref=google,iPad / Safari,PURCHASE,Android,Seoul
S00876,http://shop.example.com/login ,LG / Firefox,logout,Web,Daegu
S00877,https://shop.example.com/search?q=phone,iPad / Edge,view_item,Android,Daejeon
S00878,http://shop.example.com/login ,iPad / Safari,LOGIN,Web,Busan
S00879,https://shop.example.com/item/123?ref=google,iPad / Safari,VIEW_ITEM,Android,Busan
S00880,http://shop.example.com/login ,iPhone / Firefox,login,Web,Daegu
S00881,http://shop.example.com/login ,Xiaomi / Chrome,SEARCH,iOS,Daegu
S00882,http://shop.example.com/PURCHASE?id=777,Xiaomi / Chrome,search,Web,Seoul
S00883, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Chrome,view_item,iOS,Incheon
S00884, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Firefox,cart,Web,Daegu
S00885,http://shop.example.com/PURCHASE?id=777,Xiaomi / Chrome,search,Android,Daejeon
S00886,http://shop.example.com/PURCHASE?id=777,iPad / Chrome,CART,iOS,Seoul
S00887,http://shop.example.com/PURCHASE?id=777,LG / Chrome,cart,Web,Seoul
S00888,http://shop.example.com/login ,iPad / Chrome,search,Web,Daegu
S00889,http://shop.example.com/login ,LG / Firefox,logout,Android,Daejeon
S00890,http://shop.example.com/PURCHASE?id=777,Xiaomi / Chrome,cart,iOS,Daejeon
S00891, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Chrome,search,Web,Seoul
S00892,http://shop.example.com/login ,LG / Chrome,search,iOS,Incheon
S00893,https://shop.example.com/item/123?ref=google,iPad / Chrome,login,Web,Daegu
S00894,https://shop.example.com/search?q=phone,Samsung / Chrome,SEARCH,Android,Busan
S00895,http://shop.example.com/PURCHASE?id=777,iPhone / Firefox,logout,Web,Daegu
S00896,https://shop.example.com/search?q=phone,LG / Firefox,cart,Android,Seoul
S00897,http://shop.example.com/PURCHASE?id=777,LG / Firefox,cart,Web,Incheon
S00898,https://shop.example.com/search?q=phone,iPad / Firefox,logout,Web,Seoul
S00899,http://shop.example.com/login ,iPad / Safari,cart,iOS,Daejeon
S00900,http://shop.example.com/PURCHASE?id=777,LG / Edge,purchase,Android,Daegu
S00901,https://shop.example.com/item/123?ref=google,Samsung / Firefox,search,Android, Seoul 
S00902,http://shop.example.com/PURCHASE?id=777,LG / Safari,login,Android, Incheon 
S00903,http://shop.example.com/login ,iPhone / Firefox,purchase,Web,Busan
S00904,https://shop.example.com/search?q=phone,LG / Firefox,cart,Android,Daegu
S00905,http://shop.example.com/login ,iPad / Edge,search,Android,Daejeon
S00906, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Safari,PURCHASE,Web,Daejeon
S00907,http://shop.example.com/PURCHASE?id=777,iPhone / Chrome,login,Android,Daegu
S00908,http://shop.example.com/login ,iPad / Safari,CART,Web,Busan
S00909,http://shop.example.com/login ,Xiaomi / Chrome,cart,iOS,Daejeon
S00910,https://shop.example.com/search?q=phone,Xiaomi / Edge,PURCHASE,iOS,Seoul
S00911,https://shop.example.com/item/123?ref=google,Xiaomi / Safari,search,Android,Daegu
S00912,http://shop.example.com/login ,Samsung / Firefox,purchase,Web,Daejeon
S00913,https://shop.example.com/item/123?ref=google,LG / Edge,CART,iOS,Incheon
S00914,http://shop.example.com/PURCHASE?id=777,Xiaomi / Safari,login,iOS,Seoul
S00915,https://shop.example.com/search?q=phone,Xiaomi / Safari,cart,Android,Daegu
S00916,https://shop.example.com/item/123?ref=google,Samsung / Safari,purchase,iOS,Seoul
S00917, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Edge,view_item,Web,Seoul
S00918,http://shop.example.com/PURCHASE?id=777,Samsung / Edge,login,iOS,Busan
S00919,http://shop.example.com/login ,iPad / Firefox,VIEW_ITEM,Android,Daejeon
S00920,http://shop.example.com/PURCHASE?id=777,Xiaomi / Chrome,purchase,Web,Daegu
S00921,http://shop.example.com/login ,LG / Edge,login,Android,Seoul
S00922,http://shop.example.com/PURCHASE?id=777,LG / Firefox,view_item,Android,Daejeon
S00923, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Edge,search,iOS,Seoul
S00924,http://shop.example.com/PURCHASE?id=777,Samsung / Safari,cart,Web,Daejeon
S00925, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Safari,cart,Android,Incheon
S00926,https://shop.example.com/search?q=phone,Xiaomi / Firefox,cart,Web,Incheon
S00927, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Safari,logout,Android,Daejeon
S00928, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Safari,login,Web,Daejeon
S00929,https://shop.example.com/search?q=phone,iPhone / Edge,purchase,Web,Seoul
S00930, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Edge,view_item,iOS,Busan
S00931,https://shop.example.com/item/123?ref=google,iPad / Firefox,purchase,Android,Daejeon
S00932,https://shop.example.com/item/123?ref=google,iPhone / Firefox,logout,Android,Busan
S00933,http://shop.example.com/PURCHASE?id=777,Xiaomi / Firefox,logout,iOS,Incheon
S00934,http://shop.example.com/PURCHASE?id=777,iPad / Safari,cart,Web,Incheon
S00935,https://shop.example.com/item/123?ref=google,Xiaomi / Firefox,login,Web,Daejeon
S00936,http://shop.example.com/login ,Xiaomi / Safari,cart,Android, Seoul 
S00937,https://shop.example.com/item/123?ref=google,Xiaomi / Safari,cart,Android, Incheon 
S00938,https://shop.example.com/item/123?ref=google,Samsung / Chrome,LOGOUT,Web,Seoul
S00939, HTTPS://SHOP.EXAMPLE.COM/CART ,Xiaomi / Chrome,search,Android,Daegu
S00940,https://shop.example.com/search?q=phone,iPhone / Firefox,login,iOS,Incheon
S00941,https://shop.example.com/item/123?ref=google,Xiaomi / Edge,purchase,Android,Daejeon
S00942,http://shop.example.com/PURCHASE?id=777,iPad / Chrome,login,iOS,Daejeon
S00943, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Firefox,login,iOS,Daejeon
S00944,http://shop.example.com/PURCHASE?id=777,iPad / Safari,LOGOUT,Android,Incheon
S00945, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Safari,VIEW_ITEM,iOS,Daegu
S00946, HTTPS://SHOP.EXAMPLE.COM/CART ,iPhone / Firefox,login,Web,Daegu
S00947,http://shop.example.com/login ,Xiaomi / Firefox,cart,iOS, Daegu 
S00948,http://shop.example.com/PURCHASE?id=777,LG / Edge,view_item,Android,Daegu
S00949, HTTPS://SHOP.EXAMPLE.COM/CART ,LG / Firefox,logout,Android,Busan
S00950, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Edge,search,Web, Busan 
S00951,http://shop.example.com/PURCHASE?id=777,LG / Edge,logout,iOS,Daegu
S00952,https://shop.example.com/item/123?ref=google,Xiaomi / Firefox,login,Android,Daejeon
S00953, HTTPS://SHOP.EXAMPLE.COM/CART ,iPad / Firefox,search,Web,Incheon
S00954,http://shop.example.com/PURCHASE?id=777,iPad / Safari,PURCHASE,Web,Daegu
S00955,https://shop.example.com/item/123?ref=google,LG / Firefox,logout,Web,Incheon
S00956,http://shop.example.com/PURCHASE?id=777,iPhone / Edge,CART,iOS,Busan
S00957, HTTPS://SHOP.EXAMPLE.COM/CART ,Samsung / Safari,PURCHASE,Web, Daegu 
S00958,https://shop.example.com/search?q=phone,Xiaomi / Edge,cart,Web,Busan
S00959,https://shop.example.com/search?q=phone,iPad / Edge,view_item,iOS,Daegu
S00960,http://shop.example.com/PURCHASE?id=777,LG / Safari,view_item,iOS, Seoul 
