game_level,character_level,weekly_play_time,chat_activity,item_level,quest_completed,pvp_score,guild_rank,inactive_days
1,44,17.0,69,35,127,461,18,14
0,37,11.4,81,23,109,906,41,13
1,43,14.0,75,47,71,1149,21,15
1,57,14.7,48,56,172,1558,19,3
1,78,22.1,90,78,153,1046,27,4
0,14,12.9,39,5,50,1234,39,11
1,53,19.2,55,39,147,1526,25,14
1,33,9.2,91,22,156,1298,22,11
1,82,26.8,139,75,203,1730,12,5
0,60,22.7,100,60,170,1401,21,8
1,90,24.6,149,81,182,1671,15,3
1,40,8.4,42,45,85,1264,34,6
1,64,13.7,63,75,179,1469,25,11
1,62,14.7,128,56,135,1104,18,9
0,1,4.6,0,1,24,401,29,18
0,74,15.0,83,84,163,1531,26,6
1,72,24.3,150,63,189,1695,9,3
1,97,30.8,144,104,220,1609,10,4
0,29,10.1,43,5,99,1309,37,9
0,11,3.0,79,1,29,833,41,13
1,81,30.2,101,82,179,1321,7,0
1,49,16.7,107,45,35,1104,30,14
1,62,16.3,110,68,138,1073,19,7
0,59,22.9,89,48,162,1258,17,12
0,25,6.9,20,5,74,1099,33,11
1,83,13.0,120,91,121,1506,18,6
1,78,28.6,190,65,211,1483,9,3
1,53,20.1,23,41,146,1029,25,9
1,87,25.3,146,84,233,1793,16,8
0,45,13.7,62,24,109,1497,29,13
0,30,4.2,25,19,73,1027,30,16
1,81,23.5,118,89,108,1582,12,7
1,38,17.4,48,29,128,1073,20,16
1,57,16.4,116,55,141,1489,26,5
1,40,10.0,76,40,115,1451,24,8
2,103,30.9,112,120,232,1747,19,7
1,90,27.6,126,94,193,1699,6,11
1,74,24.1,127,67,188,1517,19,5
0,69,24.6,77,72,147,1638,20,8
1,80,19.2,144,80,198,1754,10,4
0,55,15.3,91,29,114,1071,30,10
0,9,10.5,58,8,47,1074,31,13
0,68,16.5,101,62,180,1198,32,9
0,48,16.6,125,55,143,741,22,12
1,81,24.9,112,82,191,1781,12,8
0,15,0.0,37,18,29,904,36,17
0,42,15.4,71,50,60,881,38,11
0,50,15.6,97,61,86,1338,31,13
1,94,21.9,147,120,232,2240,14,1
1,48,14.0,93,55,103,1203,25,10
1,104,23.6,167,115,234,1822,11,3
0,32,16.0,49,18,114,912,24,10
1,41,15.5,107,36,164,1137,17,14
1,42,15.4,69,60,125,1341,26,4
0,34,13.2,3,26,60,1257,38,17
0,38,10.2,39,29,56,754,27,9
1,46,17.5,138,29,150,1664,27,7
1,56,18.2,118,37,99,1678,20,11
0,67,10.9,58,66,79,935,33,12
1,102,25.5,167,107,205,1695,11,4
0,102,25.1,203,99,224,1837,8,11
0,42,21.9,63,29,66,1120,28,14
1,62,13.9,86,64,99,1039,25,14
0,14,10.4,34,17,24,680,30,11
0,31,11.3,62,18,83,974,30,13
0,16,8.1,23,11,52,1046,45,14
1,61,14.3,73,70,178,1568,27,6
0,1,8.4,13,1,57,871,50,13
0,46,13.9,64,40,80,1029,33,11
1,47,15.7,81,40,124,1455,22,11
1,74,22.0,77,71,116,1628,20,11
0,20,12.7,47,1,73,923,30,10
1,54,16.1,110,58,171,1520,16,9
1,78,25.3,166,85,193,1759,11,12
0,30,17.1,45,11,13,1007,32,14
1,59,23.2,122,50,173,1248,20,7
0,16,8.5,48,5,51,893,28,12
0,1,0.7,14,1,0,536,32,16
0,38,2.0,56,11,55,678,31,16
1,66,20.2,103,72,167,1302,16,2
0,68,18.4,124,63,178,1529,17,13
0,34,15.4,76,20,85,1029,25,9
1,54,13.9,66,43,157,1027,21,8
0,28,12.6,89,33,112,1057,24,10
1,91,22.5,141,99,193,1830,20,12
2,109,31.5,206,102,238,1895,13,0
1,73,23.8,151,71,122,1529,16,7
1,89,20.0,139,96,197,2080,1,0
1,36,10.8,0,9,71,946,23,10
0,79,9.0,71,82,135,1469,24,7
2,134,34.8,190,147,289,2433,1,0
1,33,7.6,72,25,114,906,27,10
0,37,15.8,52,32,97,1164,32,7
0,1,0.0,0,1,12,437,49,16
1,87,24.4,96,86,234,1780,9,4
0,1,0.0,0,1,0,84,48,23
0,44,9.0,27,27,121,983,34,17
0,40,10.3,20,38,124,1361,28,8
0,44,18.4,83,36,113,1385,19,13
0,45,18.7,42,47,115,1222,37,16
0,25,10.7,52,15,65,687,35,13
0,1,0.0,0,1,0,28,50,25
0,8,0.0,0,1,86,334,45,17
0,11,2.0,51,3,68,1049,34,17
1,54,15.0,104,50,140,1477,23,9
1,73,23.7,161,89,233,1718,19,2
0,49,11.3,34,50,110,1075,30,3
0,14,12.6,82,18,35,942,34,15
2,68,20.1,105,86,140,1879,22,8
1,65,22.7,112,62,206,1676,14,7
1,67,14.7,103,76,132,1442,17,8
1,80,24.8,118,81,212,1764,16,3
1,65,17.8,108,69,169,1522,22,12
1,55,9.8,103,53,105,1143,21,6
0,31,10.2,86,39,62,963,33,8
1,72,19.0,136,52,130,1262,25,11
1,93,25.0,121,114,223,1660,13,2
0,28,7.7,76,33,166,944,28,8
0,48,15.5,59,27,78,1177,30,19
1,46,23.3,85,47,173,1115,24,6
1,69,13.6,162,73,154,1184,18,9
1,75,19.1,98,86,252,1724,17,6
0,4,5.8,0,1,9,918,42,15
0,45,9.4,81,21,88,1533,24,11
0,27,7.5,36,17,45,864,32,12
1,57,11.9,82,53,35,1216,16,10
0,27,5.8,26,37,20,962,44,8
0,15,7.0,19,1,46,694,38,15
1,60,8.9,33,61,107,1143,27,14
0,51,24.2,88,35,70,745,22,12
0,28,5.0,45,22,101,1255,28,13
0,60,12.8,95,58,159,1471,22,9
0,7,7.2,2,10,54,1053,36,12
0,47,12.0,49,39,83,845,37,15
0,48,17.5,28,55,85,1316,25,12
1,54,6.5,66,42,106,1297,32,17
0,57,10.6,38,62,110,1321,22,10
0,23,18.9,50,17,78,1108,25,12
0,16,6.8,6,1,55,443,38,13
1,21,13.7,70,18,74,1213,27,7
0,46,14.0,54,40,116,1302,22,11
1,77,18.5,129,78,145,1512,27,6
0,25,13.7,25,14,44,947,25,11
0,7,0.0,9,6,32,611,37,16
1,46,16.5,92,39,45,790,20,11
0,60,23.1,54,53,95,1301,20,12
1,94,31.2,175,118,201,1593,9,8
0,20,1.5,27,30,37,907,33,16
1,65,18.3,71,58,132,1412,21,6
1,59,21.0,95,56,96,1153,29,8
1,61,19.3,59,55,159,1121,14,13
1,73,24.4,141,61,168,1538,11,8
1,76,15.4,129,107,160,1434,25,9
0,10,5.6,69,10,57,944,29,9
1,37,9.0,38,25,72,1032,29,12
1,68,18.5,105,70,161,1803,18,10
1,81,28.7,90,79,122,1818,9,2
0,38,14.0,49,27,57,815,32,13
1,54,16.1,109,70,112,1066,27,7
1,55,12.1,134,61,183,1293,22,5
0,2,0.0,4,1,6,554,33,17
1,58,8.7,123,53,123,1192,27,11
1,86,20.1,134,91,150,1519,26,5
0,29,11.0,17,11,68,798,38,16
1,42,18.3,53,38,123,1142,24,5
0,23,0.0,6,18,59,919,35,9
0,24,11.0,45,1,33,681,28,16
1,20,10.3,62,1,88,614,35,12
0,40,15.2,81,33,104,1125,38,11
0,6,0.0,34,1,0,367,37,16
1,64,18.1,97,56,161,1517,13,7
1,64,21.7,87,74,155,1867,20,6
0,31,6.5,87,22,54,869,30,13
0,22,6.0,53,15,46,944,30,12
0,22,2.4,1,14,37,656,38,14
1,102,25.5,179,95,187,2116,13,5
0,1,0.0,0,1,0,428,48,23
0,26,9.7,58,2,46,1264,28,18
0,26,7.7,31,13,86,1029,36,20
1,58,14.7,94,66,176,1342,31,9
0,66,23.3,54,56,215,1381,19,7
1,39,13.3,57,43,102,1001,28,13
1,52,17.0,74,40,150,1112,20,9
0,24,4.9,20,12,1,1011,43,13
1,65,17.6,130,64,103,1532,22,15
0,14,6.0,14,5,0,720,37,15
1,87,32.1,185,111,206,1585,14,3
1,50,10.6,101,25,95,1102,21,17
1,104,22.4,170,107,223,1529,17,6
1,61,11.9,96,66,133,1503,11,7
1,53,18.8,65,58,130,1474,17,9
1,60,14.9,53,59,125,1207,15,6
2,105,26.6,167,111,240,1936,3,5
0,45,7.2,52,11,133,1184,30,2
0,58,19.4,97,47,124,1019,16,9
2,93,30.0,123,101,194,1708,5,7
2,130,29.5,221,141,304,2122,4,1
0,37,12.1,52,30,59,772,29,12
1,83,22.8,131,94,195,1585,11,6
0,32,10.7,55,25,129,1103,26,11
1,38,11.4,63,38,100,1141,26,12
1,75,24.7,85,65,225,1392,15,7
0,1,0.0,0,1,0,188,48,19
1,53,14.2,37,61,152,1267,23,10
1,73,21.4,82,69,152,1320,13,1
0,41,5.6,104,26,180,1112,28,12
0,25,11.4,30,25,63,1112,24,9
0,45,9.7,112,37,59,1092,33,10
0,13,8.1,5,1,71,788,33,13
1,84,23.6,123,81,143,2104,5,4
1,56,19.4,107,56,159,1530,17,7
2,98,31.6,174,92,240,1922,1,1
1,61,22.2,136,46,133,1298,17,8
1,76,25.3,143,85,149,1838,12,6
1,78,23.8,119,82,163,1374,18,6
1,50,5.1,34,22,90,941,29,5
1,87,21.6,122,83,179,1830,10,3
1,74,29.7,71,82,170,995,21,3
1,94,27.4,107,85,177,1721,21,7
0,27,14.1,25,1,105,612,33,15
1,44,12.5,78,29,127,931,35,14
0,46,11.7,40,33,138,1116,20,9
1,65,11.6,63,79,99,1338,25,5
0,42,10.2,81,49,148,1021,21,15
0,20,10.4,59,10,61,1020,29,18
1,89,34.0,165,96,199,1715,13,3
0,20,4.6,2,6,107,1113,28,14
1,83,26.8,151,76,172,1390,6,6
1,80,21.7,139,87,190,1671,7,4
0,1,1.5,0,1,0,190,48,19
0,45,16.7,127,47,112,1314,20,10
0,36,17.6,89,18,135,926,32,9
1,52,9.7,105,58,133,1295,26,9
1,73,23.4,151,71,148,1399,19,12
0,71,12.4,87,48,188,1161,21,6
0,42,11.7,63,36,87,1034,29,10
1,69,27.9,154,65,196,1518,11,9
1,118,33.5,176,149,289,1954,1,5
0,45,16.2,82,59,156,1181,30,14
1,65,20.3,97,63,144,1207,18,10
1,87,22.1,119,85,213,1934,5,0
1,78,25.9,136,91,202,1505,9,6
0,2,8.0,82,1,59,1137,32,16
1,102,36.2,148,111,218,1838,16,5
1,59,11.4,64,60,117,1188,17,11
0,1,6.2,0,1,0,339,41,25
0,61,14.6,100,75,150,988,19,11
0,37,9.7,23,37,53,988,28,14
1,91,25.8,162,92,244,1790,5,7
1,71,24.5,102,52,132,1870,22,11
0,53,19.3,86,64,121,1115,19,8
0,34,0.0,32,25,79,1039,41,19
0,42,9.7,42,37,62,907,30,10
1,55,16.4,74,41,209,1325,25,14
0,45,13.6,52,33,106,890,29,11
0,54,17.1,80,54,125,985,26,9
0,26,21.8,47,41,69,948,28,13
0,16,3.9,0,1,48,685,32,20
0,18,10.8,0,1,99,650,32,10
0,34,8.7,37,32,86,683,33,13
1,69,25.6,111,67,169,1337,21,4
1,75,16.2,86,80,142,1235,18,12
1,88,18.2,67,89,217,1482,21,9
1,73,19.4,79,79,106,1499,20,11
0,1,5.6,0,1,108,889,43,14
1,62,21.3,106,67,187,1580,24,8
0,1,0.0,0,1,0,221,46,22
0,60,10.8,128,62,126,1139,31,10
0,48,0.0,77,53,137,1245,28,16
0,64,18.0,14,45,203,838,29,5
1,91,24.6,101,95,167,1269,23,8
0,24,9.0,93,31,77,828,27,11
0,2,0.0,18,1,11,450,42,17
1,66,13.6,119,58,154,1082,20,11
1,47,17.4,69,42,193,1326,22,9
0,30,7.8,79,19,67,797,36,13
0,11,0.0,29,1,31,722,31,13
1,70,16.8,145,82,176,1459,21,7
0,21,6.7,59,13,53,988,33,13
0,23,2.5,23,6,67,646,35,11
2,74,16.9,97,72,132,1304,25,9
0,51,21.0,52,51,133,1441,21,6
0,48,9.2,100,49,92,1025,19,8
0,49,13.4,57,51,86,1156,25,10
0,25,13.6,53,33,81,988,25,8
1,41,9.1,63,35,105,1318,23,13
0,37,2.9,20,16,36,925,31,12
1,56,25.9,127,61,151,1296,19,9
0,50,20.1,80,43,102,753,26,16
1,66,22.6,87,53,166,1254,20,4
1,67,21.9,42,57,118,1244,17,15
1,70,20.7,119,73,121,1620,22,7
1,79,16.4,125,68,191,1784,22,7
1,28,14.6,42,26,36,897,32,19
1,38,13.7,45,40,64,589,30,8
0,49,13.8,94,44,146,1228,24,12
1,69,26.2,56,68,203,1875,18,8
0,51,11.1,78,47,161,1264,21,16
1,66,22.6,128,81,172,1547,17,5
2,99,21.9,119,115,217,2056,11,4
1,30,10.3,29,18,103,932,29,17
2,109,33.7,152,110,231,1379,8,1
1,76,34.8,126,71,196,1517,15,5
1,44,9.4,61,53,95,1090,22,13
1,65,16.5,75,43,106,1207,23,16
0,44,13.9,14,33,55,1293,29,12
1,82,30.1,146,100,193,1489,15,6
1,36,11.9,93,36,170,1365,26,7
1,77,27.1,111,66,143,1350,16,6
1,48,15.3,110,40,138,1324,25,9
1,60,19.8,93,70,108,1209,23,13
0,43,10.1,20,25,100,814,30,11
1,15,5.7,14,1,73,696,35,15
1,38,8.2,33,32,111,1100,25,14
0,2,4.3,0,4,53,485,34,14
1,41,8.7,47,34,148,984,33,11
0,45,19.1,84,32,91,1115,29,12
1,102,24.1,127,92,175,1756,17,1
0,1,0.0,0,1,22,518,44,15
1,86,23.6,145,94,136,1754,17,6
1,76,20.0,117,83,130,1564,23,12
1,74,20.1,92,69,130,1437,22,7
1,57,25.2,105,57,143,1142,18,9
0,1,0.0,0,1,6,224,42,13
1,48,16.2,61,45,100,758,27,8
1,91,30.3,132,101,221,1924,26,8
0,1,3.1,37,1,0,240,35,17
0,11,3.0,21,3,48,677,36,13
1,36,16.8,0,32,116,1332,37,17
0,30,5.9,29,31,88,1255,36,9
0,4,6.0,0,1,28,464,41,20
1,73,27.3,87,77,173,1479,11,5
1,78,19.7,175,72,193,1257,10,11
1,116,37.4,170,121,210,2070,1,1
0,44,14.0,65,38,95,780,26,12
1,53,15.5,38,58,62,1414,26,11
1,70,19.3,88,80,124,1387,19,7
2,94,27.7,147,109,172,1323,9,7
0,1,1.6,0,1,0,389,48,23
0,37,12.3,104,34,90,1078,36,10
0,12,13.4,20,1,124,1102,29,13
1,24,7.5,64,8,69,973,36,16
1,79,18.9,94,74,173,1699,26,10
2,114,33.0,110,117,180,1501,17,3
1,79,25.9,127,65,138,1548,21,5
1,54,16.7,85,58,92,1174,25,11
1,46,12.3,6,41,80,1069,33,8
0,42,11.8,47,43,97,1069,35,11
0,16,7.7,21,10,46,1171,33,15
1,68,21.0,146,72,178,1317,21,13
0,38,5.9,45,28,41,937,27,15
1,68,18.8,160,71,118,1251,12,2
1,82,21.3,180,91,222,1931,25,4
1,43,10.2,75,25,143,992,29,10
0,36,15.5,62,29,73,1091,23,4
1,99,28.2,167,118,182,1648,5,3
1,64,20.2,156,55,131,1044,20,13
1,74,27.5,116,84,132,1776,17,7
1,126,25.5,218,133,186,1846,13,4
1,50,21.3,88,61,109,1040,19,5
1,87,27.6,163,108,173,1776,15,1
1,70,23.3,129,71,127,1279,17,12
0,1,0.0,0,1,0,186,50,21
1,77,22.8,111,64,151,991,27,11
1,80,22.7,135,92,155,1641,11,6
0,60,18.2,75,43,92,2012,21,8
1,66,21.6,137,79,157,1659,24,2
2,99,26.5,205,114,209,1712,15,3
1,48,2.9,28,60,111,873,28,10
0,41,7.0,52,42,101,793,29,9
1,28,17.4,48,30,52,1020,24,13
1,33,12.2,28,36,113,853,22,11
0,56,14.3,54,49,77,1401,23,10
1,82,28.6,165,81,176,2070,7,14
1,74,16.6,143,80,206,1988,15,8
1,66,18.5,124,51,79,1330,26,7
0,1,0.0,0,1,0,326,37,17
0,1,2.9,0,1,0,244,45,23
0,19,2.6,26,17,51,1063,32,12
1,40,16.4,83,24,118,1215,20,15
0,1,0.0,0,1,0,321,47,24
1,93,26.3,155,90,261,1679,7,11
0,36,10.8,51,32,66,906,30,15
0,48,23.5,54,59,93,1226,25,9
0,9,9.8,6,1,62,788,36,18
1,62,15.6,77,54,109,1049,22,12
0,6,1.5,32,1,13,293,35,15
1,66,16.6,128,51,207,1495,11,13
1,71,20.5,128,60,196,1363,19,5
0,34,6.6,60,18,150,884,39,17
0,41,13.7,2,26,82,1252,35,11
1,83,20.7,133,88,178,1383,13,6
1,69,26.6,149,89,138,1489,13,7
0,1,4.1,17,1,59,344,40,13
1,100,18.6,105,100,200,1742,14,4
0,64,18.4,148,58,182,1671,16,12
0,42,19.8,41,21,157,211,18,12
2,88,18.5,149,82,191,1525,11,5
0,20,0.2,23,28,13,715,35,14
1,80,33.9,187,81,199,1331,13,6
2,110,26.0,147,106,188,1936,16,2
1,38,18.9,87,16,63,765,24,14
0,52,17.3,67,45,149,1263,30,8
1,107,32.0,159,112,243,2063,8,5
1,82,20.9,119,85,206,1660,17,7
1,40,11.1,61,32,131,1192,24,9
1,109,35.0,189,125,204,1907,16,6
0,38,9.7,113,28,136,983,28,5
0,1,0.0,0,1,0,160,44,20
1,79,18.5,135,75,148,1717,19,10
1,88,19.3,172,103,213,2077,16,7
1,51,19.4,157,44,189,1585,18,10
1,39,18.5,113,58,169,1189,27,9
1,84,23.8,144,91,183,1701,17,5
1,63,13.0,88,51,87,1015,29,12
1,68,12.3,116,67,143,1158,17,7
1,95,29.5,154,96,264,2123,11,5
1,58,18.0,76,61,106,1376,22,15
2,101,32.6,157,99,216,2099,3,2
0,43,16.5,109,38,85,1236,27,11
0,24,17.0,55,3,0,773,34,10
0,17,9.5,0,28,51,811,25,18
1,53,11.7,112,53,151,1021,25,12
0,1,2.4,35,1,0,607,47,15
0,11,4.9,18,1,78,962,34,12
1,70,15.5,123,75,125,1633,22,12
1,61,20.1,74,74,92,1641,29,12
1,56,15.3,138,56,155,1646,14,10
2,101,22.8,178,93,235,2004,17,4
0,58,26.4,112,71,112,1431,15,6
0,39,17.5,35,32,45,1081,30,12
0,10,5.3,0,19,0,949,47,11
1,99,21.2,118,116,219,2330,11,1
0,50,16.9,35,24,102,1246,19,8
1,43,22.1,105,43,108,1322,23,9
1,57,21.6,102,55,87,1320,17,8
0,29,9.1,47,18,29,876,36,8
0,30,10.7,82,16,51,1126,30,21
0,4,4.9,31,17,50,670,38,14
0,19,0.0,27,2,61,863,39,16
1,79,18.7,98,100,197,1605,13,3
1,92,21.2,111,92,188,1709,10,8
0,52,20.8,96,51,148,1319,19,7
1,71,11.9,91,71,154,1519,21,0
1,73,21.2,134,85,163,1580,22,7
0,26,11.4,72,15,79,860,29,11
0,47,7.9,94,21,106,1367,33,11
1,42,11.7,62,34,108,917,13,9
2,72,13.1,148,75,193,1846,17,4
1,56,14.8,63,70,185,1203,18,7
0,27,8.8,82,32,116,1305,32,18
1,104,25.0,108,96,216,1178,9,6
1,91,20.7,160,98,217,1845,14,0
0,14,15.4,42,12,132,1077,31,12
1,60,19.4,147,49,123,1686,17,12
1,64,21.1,111,53,203,1423,16,2
0,24,10.6,73,1,80,772,36,11
0,18,1.9,30,1,63,727,30,11
0,33,17.0,73,20,91,1054,25,9
1,59,22.5,148,69,159,1748,25,5
1,74,20.8,111,80,95,1410,17,5
0,33,10.3,60,25,82,735,33,12
1,84,25.9,180,91,240,1807,15,4
1,53,8.8,63,31,117,1237,19,9
0,45,13.8,91,46,105,1253,34,16
0,20,8.6,27,3,21,1010,33,16
1,66,12.8,145,54,180,1470,16,11
1,72,25.1,114,84,165,1795,15,6
0,53,14.1,65,39,85,1176,24,7
0,42,12.8,39,45,94,841,25,9
1,54,21.1,77,62,138,1219,23,6
0,39,19.9,71,40,82,1214,32,10
0,16,19.0,40,1,63,1168,25,10
0,4,11.8,0,1,67,703,38,18
1,97,26.6,137,108,238,1658,17,7
0,23,16.4,45,2,89,967,35,11
0,12,9.8,20,1,43,530,41,17
0,1,4.4,0,1,0,553,46,16
0,1,4.5,0,1,0,73,49,22
1,66,19.4,105,62,188,1551,23,5
0,56,13.0,81,64,122,1031,20,11
1,83,17.9,130,81,145,1733,19,8
1,51,16.4,68,35,141,1180,25,9
0,79,25.2,99,107,96,1710,19,5
1,63,14.9,88,55,179,1523,26,9
0,32,6.5,29,21,51,877,34,14
2,89,19.7,129,92,209,2042,11,8
0,63,19.7,126,70,177,1224,26,4
0,30,18.6,68,30,85,1136,23,14
0,31,9.3,5,3,68,1003,27,10
1,101,29.4,196,119,200,1654,8,4
0,1,1.4,0,1,0,518,38,14
0,21,7.9,84,15,61,978,28,15
1,26,8.5,43,13,34,566,36,9
0,31,18.3,49,15,120,1313,25,11
1,49,17.2,55,40,167,1226,33,15
0,74,15.8,62,75,187,1195,27,10
0,13,2.1,0,1,13,735,32,18
1,87,19.7,118,88,192,1374,17,11
0,30,5.7,25,18,1,915,32,16
2,95,28.3,208,107,274,1465,10,3
1,31,17.5,59,25,76,692,37,14
1,63,19.2,128,53,168,1272,21,10
1,59,13.8,93,25,147,1421,19,8
0,1,0.0,0,1,0,0,50,23
1,57,29.7,109,56,97,1726,27,7
0,54,15.7,73,50,81,1298,35,6
1,57,12.4,121,69,119,1314,22,11
0,37,7.0,36,26,133,884,34,9
1,57,16.7,99,50,166,1561,22,7
2,135,38.3,209,131,210,1807,4,0
1,96,30.1,160,116,183,1909,11,4
1,54,17.6,61,70,90,1359,27,12
1,56,20.4,124,48,142,1487,20,10
1,79,16.3,102,72,169,1561,12,6
0,48,13.2,79,40,119,1246,31,11
0,54,10.7,69,52,128,1256,26,10
1,75,15.1,75,84,205,1518,17,6
0,45,11.8,53,52,123,1211,22,12
0,27,9.5,82,17,74,1119,25,13
1,34,13.3,51,25,91,1035,35,12
0,1,12.6,0,1,0,702,42,16
0,24,2.7,39,10,40,829,25,13
0,16,2.0,0,1,79,384,40,15
1,84,20.7,153,80,233,1574,16,2
0,19,13.1,40,2,92,1163,29,16
1,41,13.3,28,37,95,875,29,14
0,1,1.5,0,1,33,483,46,22
1,66,13.2,98,40,99,872,22,14
0,3,6.6,17,1,8,404,37,17
0,27,4.0,50,15,85,842,29,18
1,70,13.1,142,68,115,1257,15,10
0,40,6.1,52,30,78,1451,33,11
2,96,22.9,123,94,158,1886,6,6
1,92,22.3,76,101,245,1815,11,6
1,51,14.7,94,43,108,1345,30,2
1,69,17.8,95,83,178,1606,10,8
0,39,13.5,72,42,99,1233,27,8
0,23,13.3,56,26,52,1231,32,7
0,1,3.8,35,1,45,690,33,11
0,1,3.3,0,1,4,708,33,14
2,133,38.0,223,143,285,2079,14,5
1,64,12.9,106,68,169,1409,18,5
0,33,11.1,67,30,57,1004,31,14
0,25,10.7,2,32,41,599,34,15
0,55,18.2,99,41,114,1160,24,9
1,42,18.2,70,39,151,1030,25,14
1,79,27.1,153,93,207,1769,14,10
1,53,16.7,113,36,183,1540,21,8
0,56,11.5,76,50,167,1366,31,8
0,41,11.3,86,20,96,1345,27,10
0,25,8.7,51,14,44,787,40,16
1,47,16.2,61,51,116,1092,22,8
1,90,17.0,193,97,219,1833,15,15
0,13,10.6,20,1,42,1187,39,9
0,68,14.6,151,76,156,1185,20,14
1,70,23.9,114,64,131,1445,27,7
1,40,9.7,39,37,131,1320,24,11
1,61,20.8,114,52,158,1660,15,9
1,80,22.5,134,85,181,1485,17,10
2,102,30.6,177,111,307,1966,1,4
1,56,10.9,84,35,67,1001,30,15
0,43,15.8,58,43,83,896,36,17
1,95,24.9,109,93,226,1836,7,4
1,68,24.3,139,78,127,1368,20,7
1,56,12.3,89,56,94,1325,21,6
1,97,25.8,131,108,212,1411,18,2
1,59,12.0,81,60,109,1320,15,13
0,18,1.2,56,12,34,751,37,13
0,14,9.1,22,1,36,722,42,17
0,91,19.2,88,99,170,1374,19,6
0,23,12.7,46,9,122,875,24,17
0,20,13.0,35,1,77,1041,35,13
1,68,22.9,107,81,188,1201,17,4
1,44,15.1,47,26,138,1088,22,6
0,2,0.0,0,1,14,616,32,13
0,41,8.8,53,15,94,932,25,12
1,67,19.7,107,75,102,1295,31,10
0,1,0.0,0,1,0,463,44,25
1,62,18.6,52,62,161,1574,21,10
2,104,26.7,158,121,199,1691,12,8
0,43,11.5,91,24,89,1195,27,12
1,73,20.9,69,98,176,1242,13,15
1,40,20.2,78,31,115,1121,27,6
1,45,1.3,44,49,68,1021,29,14
0,33,8.2,26,43,77,959,33,13
0,37,9.4,29,34,68,734,33,13
1,71,13.7,87,55,101,1117,22,3
0,49,24.5,68,47,170,1563,26,12
1,48,22.7,147,39,117,1597,20,10
1,41,16.6,74,35,175,1121,24,12
1,84,25.7,144,92,198,1210,15,5
0,44,17.9,40,39,103,940,39,14
1,57,18.3,60,40,174,1274,26,8
0,33,9.0,58,31,71,979,31,17
1,68,16.8,105,63,132,1330,26,15
2,119,29.9,155,129,269,2250,8,0
0,41,13.4,78,33,91,928,24,15
1,59,18.7,81,58,127,1349,29,6
0,18,14.5,62,3,71,691,27,12
1,35,10.2,16,38,165,1051,29,10
1,63,21.1,126,52,126,1394,29,6
1,71,20.4,125,72,162,2067,20,7
0,23,8.7,18,18,65,505,44,17
1,44,15.8,91,9,111,1419,14,8
1,66,23.7,128,57,150,1282,23,7
1,74,23.4,124,82,160,1679,20,2
1,55,14.4,90,48,141,1538,28,10
1,103,26.4,131,112,181,1321,16,7
1,69,16.2,113,67,193,1644,23,8
0,68,22.0,79,52,147,1285,22,8
1,76,18.2,104,78,45,1788,15,8
1,35,10.3,14,38,106,1130,29,11
1,71,23.0,64,60,140,1536,21,7
1,76,25.5,139,96,166,1674,15,7
0,27,9.9,2,23,40,784,40,15
0,21,7.4,37,25,86,1108,27,13
1,69,29.4,95,72,198,1456,24,7
0,1,1.5,3,1,0,822,39,17
0,13,0.8,49,10,15,629,32,17
0,35,12.7,37,28,95,1228,33,9
1,50,16.2,78,43,130,1299,31,10
0,11,8.3,6,1,89,669,27,14
1,100,24.6,151,120,186,2070,24,0
1,71,18.2,133,64,195,1445,12,8
0,26,8.0,38,10,110,810,34,11
0,46,11.9,20,35,119,551,36,7
0,40,17.9,62,27,127,719,25,8
1,50,15.5,89,46,127,1247,29,10
0,1,0.0,28,1,11,422,32,23
1,86,25.0,122,78,178,1285,25,7
1,56,16.6,85,50,73,1096,24,15
1,110,35.6,201,133,275,1988,9,1
0,43,17.6,75,27,66,1232,28,13
1,92,26.5,147,96,201,1779,15,0
1,70,15.5,63,67,165,1466,23,9
0,24,11.9,42,12,128,1136,23,12
0,53,15.0,105,50,131,1603,30,5
1,71,21.2,124,86,186,1324,10,4
0,50,18.3,56,46,116,1145,27,11
0,9,1.7,19,9,54,719,32,15
1,73,21.6,94,81,183,1467,10,4
0,8,3.2,5,1,13,822,37,12
0,62,19.6,114,51,163,1660,20,6
2,59,19.8,118,69,164,1416,19,7
0,1,0.0,10,3,0,274,46,18
0,51,16.4,47,25,118,983,25,11
1,80,24.6,104,78,172,1527,23,4
1,27,8.8,3,5,61,1118,35,8
1,92,23.9,140,98,212,1828,13,3
0,34,10.9,85,29,171,1010,24,14
1,60,17.3,116,54,133,1226,16,4
1,59,14.7,91,60,113,1454,22,12
0,42,9.9,40,41,69,1076,26,6
1,69,17.9,110,71,186,1478,14,9
1,79,29.5,136,92,234,1869,1,3
0,41,14.2,118,33,131,804,20,15
0,39,10.8,30,33,117,1367,30,13
1,70,25.6,153,53,149,1219,20,8
1,86,30.5,100,86,157,1546,9,5
1,89,27.8,179,102,217,1655,10,3
2,91,28.0,128,94,276,1592,17,4
0,8,0.0,41,1,19,891,29,14
0,44,12.9,64,34,93,1238,41,15
0,15,0.0,0,15,26,574,40,17
1,74,16.6,90,81,180,1494,20,5
0,53,8.9,110,56,144,1374,23,10
1,62,20.7,92,51,137,1489,24,3
0,55,15.8,46,42,134,1134,34,8
1,95,30.1,132,102,249,1913,22,7
0,32,14.1,21,22,59,1042,19,14
1,57,17.5,47,47,161,1439,24,11
0,9,0.6,8,1,0,393,40,21
