대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리,이용시간
Feb-20-2020,559,559. 왕십리역 4번 출구 건너편,일일(회원),M,AGE_001,3,261.08,2.44,10530.0,63
Feb-20-2020,746,746. 목동2단지 상가,정기,F,AGE_004,15,649.05,6.01,25940.0,201
Jan-20-2020,2342,2342. 대청역 1번출구  뒤,정기,F,AGE_003,17,1083.12,10.58,45610.0,301
Mar-20-2020,1277,1277. 오금동 송파 참병원,정기,M,AGE_007,1,74.25,0.58,2500.0,47
Feb-20-2020,1328,1328. 월곡역 3번출구,정기,F,AGE_002,81,9024.19,89.61,386170.0,1804
Jan-20-2020,1366,1366. 일신초등학교 옆,정기,M,AGE_002,26,937.66,7.89,33940.0,156
Apr-20-2020,2016,2016. 신대방삼거리역 3번출구쪽,정기,M,AGE_004,61,5809.02,52.38,225740.0,1248
Feb-20-2020,1722,1722. 창동청소년수련관,정기,F,AGE_004,5,282.08,2.58,11070.0,84
Jan-20-2020,912,912. 응암오거리,일일(회원),M,AGE_001,4,719.44,5.34,23020.0,281
Mar-20-2020,2313,2313. 금원빌딩 앞,일일(회원),M,AGE_005,4,1537.5,12.59,54250.0,562
May-20-2020,1823,1823. 상신정비공업 앞,일일(회원),F,AGE_005,1,0.0,0.0,0.0,65
Apr-20-2020,650,650. 중랑교사거리,일일(회원),M,AGE_005,3,4756.61,42.49,183150.0,152
Mar-20-2020,1022,1022. 길동 사거리(초소앞),정기,F,AGE_002,66,5822.92,55.66,239963.79,1478
Mar-20-2020,1365,1365. 선잠단지 앞,정기,F,AGE_005,2,52.52,0.31,1326.39,86
Apr-20-2020,1019,1019. 다성이즈빌아파트(호원대 대각선 맞은편),정기,F,AGE_002,282,15203.87,156.89,676200.0,5175
May-20-2020,1964,1964. 원메디타운 앞,정기,F,AGE_006,1,393.05,3.54,15270.0,72
Apr-20-2020,643,643. 동대문구민체육센터 (육교아래),일일(회원),F,AGE_001,22,3696.01,36.97,159330.0,1495
Jan-20-2020,2617,2617. 가락삼환아파트 앞,정기,M,AGE_006,17,1193.89,8.98,38770.0,275
Apr-20-2020,1102,1102. 방화사거리 마을버스 버스정류장,단체,M,AGE_006,2,0.0,0.0,0.0,38
May-20-2020,550,550. 서울시설공단 앞,일일(회원),M,AGE_004,3,65.93,0.52,2220.0,51
Feb-20-2020,1280,1280. 송파파크데일 2단지입구 앞 주차장,정기,M,AGE_002,28,5499.69,46.93,202280.0,1175
Jan-20-2020,2384,2384. 자곡사거리,정기,F,AGE_003,11,2292.03,20.66,89020.0,156
Mar-20-2020,1966,1966. 한마을아파트 정문상가,일일(회원),F,AGE_002,20,3568.39,35.83,154480.0,1282
Apr-20-2020,1931,1931. 개봉역(북측광장),정기,M,AGE_005,33,6164.32,49.38,212890.0,1061
Apr-20-2020,1029,1029. 롯데 시네마,정기,M,AGE_002,149,7271.99,58.97,254130.0,2814
Apr-20-2020,148,148. 용강동 주민센터 앞,정기,M,AGE_001,1,92.77,0.95,4110.0,51
Mar-20-2020,2341,2341. 일원역 4~5번 출구 사이,일일(회원),M,AGE_001,1,1073.32,8.98,38720.0,276
Jan-20-2020,1325,1325. 상월곡역 4번출구,일일(회원),F,AGE_005,1,33.46,0.3,1300.0,10
Feb-20-2020,207,207. 여의나루역 1번출구 앞,정기,M,AGE_007,13,1996.86,15.17,65410.0,392
May-20-2020,2032,2032. 이수역 11번출구쪽,정기,M,AGE_002,108,9508.31,77.69,334790.0,1940
Feb-20-2020,1809,1809. LG전자 별관동(호서대 벤처타워 맞은편),일일(회원),F,AGE_003,1,262.81,2.37,10210.0,85
Jan-20-2020,1525,1525. 미아동 복합청사,정기,M,AGE_003,6,1921.85,16.83,72590.0,151
Feb-20-2020,188,188. 홍은동 정원여중 입구,정기,F,AGE_007,9,453.2,3.67,15900.0,136
May-20-2020,676,676.FITI시험연구원 앞,정기,M,AGE_002,6,0.0,0.0,0.0,327
Mar-20-2020,2396,2396. 영동3교 북단(우성캐릭터 앞 보도),정기,M,AGE_003,22,5619.62,42.55,183480.0,658
Mar-20-2020,1547,1547. 꿈의숲 롯데캐슬,정기,F,AGE_003,6,290.49,3.02,13030.0,198
Apr-20-2020,564,564. 금호역 3번출구,정기,M,AGE_003,1,92.51,0.68,2920.0,21
Feb-20-2020,2002,2002. 노들역 1번출구,일일(회원),M,AGE_003,27,4292.83,36.33,156550.0,1086
Feb-20-2020,430,430. KEB하나은행 장충동지점,일일(회원),M,AGE_004,4,350.89,2.63,11340.0,143
Mar-20-2020,1605,1605. 헬스케어,정기,M,AGE_001,7,1181.12,10.66,45980.0,243
Mar-20-2020,2272,2272. 교대입구 교차로,일일(회원),M,AGE_001,1,2048.18,15.38,66310.0,120
Feb-20-2020,1816,1816. 금천폭포공원 앞,정기,F,AGE_004,1,196.92,1.56,6720.0,30
Apr-20-2020,1003,1003. 해공도서관앞,단체,F,AGE_002,1,0.0,0.0,0.0,60
Apr-20-2020,1539,1539. 4.19민주묘지역,정기,M,AGE_002,80,4075.64,32.15,138600.0,1611
May-20-2020,1026,1026. 대명초교 입구 교차로,단체,M,AGE_005,3,342.62,2.86,12360.0,90
Apr-20-2020,1664,1664. 노해근린공원내,일일(회원),M,AGE_005,2,442.49,3.88,16760.0,172
Mar-20-2020,1966,1966. 한마을아파트 정문상가,정기,F,AGE_004,14,1741.95,16.35,70450.0,723
Apr-20-2020,594,594. 중랑물재생센터(서울새활용플라자),일일(회원),M,AGE_003,3,152.64,1.37,5930.0,88
Apr-20-2020,1514,1514. 강북구청 사거리 버스정류소 앞,일일(회원),F,AGE_001,6,758.6,7.95,34330.0,317
May-20-2020,2628,2628.문정역 1번출구,일일(회원),M,AGE_002,7,0.0,0.0,0.0,150
Feb-20-2020,221,221. 여의도초교 앞,단체,M,AGE_004,4,386.52,3.32,14300.0,145
Apr-20-2020,1535,1535. 효성인텔리안 앞,단체,M,AGE_001,4,448.67,4.15,17890.0,167
Mar-20-2020,3104,3104. e편한세상 신촌4단지 앞,단체,M,AGE_003,2,97.58,0.71,3080.0,20
Mar-20-2020,1976,1976. 남구로역 5번 출입구 앞,정기,M,AGE_006,2,66.96,0.5,2140.0,12
May-20-2020,1920,1920. 서울미래초등학교 사거리,일일(회원),F,AGE_005,1,0.0,0.0,0.0,206
Apr-20-2020,1625,1625. 상계역(4번출구),정기,M,AGE_004,146,14334.84,104.73,451410.0,3699
Apr-20-2020,551,551. 구의삼성쉐르빌 앞,정기,M,AGE_001,73,8300.11,64.0,275710.0,1024
May-20-2020,661,661. 경희대학교 청운관,정기,M,AGE_006,3,0.0,0.0,0.0,102
Mar-20-2020,2409,2409. 역삼동 디오슈페리움 (우성아파트 사거리),정기,F,AGE_005,19,3752.1,31.65,136430.0,706
Apr-20-2020,1650,1650. 중계근린공원내,단체,F,AGE_002,2,297.66,3.01,12960.0,91
Jan-20-2020,417,417. DMC역 2번출구 옆,정기,M,AGE_002,46,8556.77,69.43,299250.0,768
Mar-20-2020,341,341. 혜화역 3번출구 뒤,정기,M,AGE_005,18,1467.0,12.56,54090.0,610
Mar-20-2020,2620,2620. 송파나루역 4번 출구옆,일일(비회원),F,AGE_003,1,0.0,0.0,0.0,23
May-20-2020,1728,1728. 서울북부지방법원,일일(회원),F,AGE_004,5,226.77,2.04,8810.0,301
Jan-20-2020,2111,2111. 서울대입구역 1번출구,정기,F,AGE_005,2,25.61,0.28,1220.0,16
Apr-20-2020,1160,1160. 양천향교역 7번출구앞,일일(회원),M,AGE_001,5,634.53,4.77,20570.0,211
Mar-20-2020,362,362. 청계8가 사거리,정기,F,AGE_007,1,214.41,1.34,5760.0,81
Jan-20-2020,956,956. 응암시장교차로,정기,F,AGE_003,22,1072.57,11.31,48810.0,370
Mar-20-2020,1285,1285. 위례별 유치원 뒤,일일(회원),M,AGE_002,18,1228.93,10.42,44881.91,443
Apr-20-2020,1610,1610. 화랑대역 2번출구 앞,정기,M,AGE_004,77,8061.72,62.9,271110.0,2040
Jan-20-2020,2304,2304. 신영 ROYAL PALACE 앞,정기,M,AGE_004,11,848.87,6.73,28990.0,130
Jan-20-2020,555,555. 구의3동주민센터,정기,M,AGE_002,16,2489.84,21.12,91120.0,356
Mar-20-2020,146,146. 마포역 2번출구 뒤,단체,M,AGE_004,2,664.47,4.93,21240.0,320
Jan-20-2020,1326,1326. 상월곡역 1번출구,정기,F,AGE_003,25,2875.77,26.52,114270.0,580
May-20-2020,106,106. 합정역 7번출구 앞,일일(회원),F,AGE_007,1,0.0,0.0,0.0,32
Feb-20-2020,1525,1525. 미아동 복합청사,일일(회원),F,AGE_002,5,394.08,3.98,17230.0,153
Apr-20-2020,1326,1326. 상월곡역 1번출구,정기,F,AGE_006,4,1080.67,12.17,52480.0,335
May-20-2020,202,202. 국민일보 앞,일일(회원),M,AGE_005,8,138.87,1.17,5010.0,492
Feb-20-2020,1114,1114. 서남물재생센터 버스정류장,일일(회원),F,AGE_003,2,29.59,0.33,1410.0,66
Jan-20-2020,2230,2230.이수역 4번 출구,일일(회원),M,AGE_003,5,360.53,3.24,13950.0,182
May-20-2020,1510,1510. 번동주공5단지 관리사무소 앞,일일(회원),F,AGE_006,1,0.0,0.0,0.0,48
Apr-20-2020,2303,2303. 논현역 7번출구,정기,M,AGE_008,1,27.87,0.24,1020.0,5
Apr-20-2020,2409,2409. 역삼동 디오슈페리움 (우성아파트 사거리),정기,M,AGE_003,76,12922.34,100.63,433720.0,2376
Apr-20-2020,1976,1976. 남구로역 5번 출입구 앞,일일(회원),F,AGE_007,1,15.05,0.18,760.0,12
Jan-20-2020,2058,2058. 노량진동 맥도널드앞,정기,F,AGE_003,11,1818.76,15.44,66500.0,294
Mar-20-2020,1056,1056. 강일리버파크 7~11단지,정기,M,AGE_004,5,682.26,5.72,24670.0,148
Mar-20-2020,577,577. 광진청소년수련관,일일(회원),M,AGE_002,43,7818.1,66.62,287150.0,1704
Apr-20-2020,384,384. 종로학원본원 ,정기,F,AGE_007,1,114.21,0.96,4120.0,21
Feb-20-2020,1534,1534. 북서울 꿈의 숲 동문,단체,F,AGE_001,4,558.66,5.18,22320.0,223
Jan-20-2020,1819,1819. 금천구청 앞 자전거거치대,일일(회원),F,AGE_002,1,0.0,0.0,0.0,11
Mar-20-2020,2122,2122. 낙성대로 입구,일일(회원),M,AGE_003,7,5213.26,40.77,175760.0,497
Apr-20-2020,2339,2339. 현대아파트 정문 앞,일일(회원),M,AGE_003,4,567.06,4.6,19820.0,85
May-20-2020,2737,2737.까치산역 3번 출구,정기,F,AGE_004,2,0.0,0.0,0.0,38
Feb-20-2020,206,206. KBS 앞,정기,M,AGE_006,3,184.74,1.52,6570.0,188
Apr-20-2020,1730,1730. 도봉산역 교차로 앞,일일(비회원),F,AGE_008,1,146.2,1.32,5680.0,46
Feb-20-2020,336,336. 티마크 호텔 앞,정기,M,AGE_002,18,956.39,7.84,33840.0,170
Apr-20-2020,2223,2223. 방배래미안 정문 앞,정기,M,AGE_004,4,129.18,1.08,4660.0,143
May-20-2020,740,740. 으뜸공원,일일(회원),F,AGE_003,6,209.35,2.13,9200.0,222
Apr-20-2020,633,633. 청량리 기업은행 앞,일일(회원),F,AGE_004,6,224.31,2.19,9430.0,213
Apr-20-2020,2325,2325. 대치동 버거킹대치점,정기,M,AGE_001,11,2754.59,24.24,104420.0,531
Apr-20-2020,1928,1928. 고척스카이돔구장 광장,일일(회원),M,AGE_003,11,2511.61,20.23,87260.0,468
Mar-20-2020,2026,2026. 흑석역 4번출구,정기,F,AGE_002,14,5354.18,51.7,222840.0,648
Feb-20-2020,663,663. 외대앞역 4번출구,정기,F,AGE_003,8,340.94,3.13,13520.0,106
Feb-20-2020,1904,1904. 도림천역 1번 출구 앞,정기,M,AGE_003,36,4244.84,34.67,149500.0,606
Jan-20-2020,2239,2239.교대역 6번출구,정기,M,AGE_005,8,840.67,5.96,25700.0,399
Mar-20-2020,2111,2111. 서울대입구역 1번출구,정기,M,AGE_002,55,11652.37,98.2,423300.0,1262
Feb-20-2020,1025,1025. 상일초등학교,일일(회원),M,AGE_002,6,1210.25,10.63,45870.0,287
May-20-2020,1912,1912. 한신휴아파트 앞,일일(회원),M,AGE_001,4,307.22,2.73,11750.0,130
Apr-20-2020,2322,2322. 삼성역 3번 출구,정기,F,AGE_003,36,8153.99,72.78,313600.0,1188
May-20-2020,2221,2221.하나은행 방배동지점 앞,일일(회원),M,AGE_003,20,182.75,1.48,6380.0,908
Apr-20-2020,1703,1703. 도봉산광역환승센터앞 ,일일(회원),M,AGE_001,3,207.66,2.71,11680.0,246
May-20-2020,412,412. DMC산학협력연구센터 앞,정기,F,AGE_007,4,0.0,0.0,0.0,171
Jan-20-2020,399,399. 서울역 센트럴 자이아파트,정기,M,AGE_001,1,72.99,0.59,2560.0,14
Jan-20-2020,2701,2701. 마곡나루역 5번출구 뒤편,정기,F,AGE_005,24,1257.07,11.66,50210.0,339
May-20-2020,1210,1210. 롯데월드타워(잠실역2번출구 쪽),일일(회원),F,AGE_001,15,2377.11,27.46,118290.0,690
Feb-20-2020,1842,1842. 한울중학교,일일(회원),F,AGE_002,3,694.48,6.36,27390.0,186
Apr-20-2020,125,125. 서강대 남문 옆,정기,M,AGE_005,4,217.03,1.9,8180.0,159
Mar-20-2020,417,417. DMC역 2번출구 옆,단체,F,AGE_002,3,46.16,0.44,1880.0,17
Apr-20-2020,2396,2396. 영동3교 북단(우성캐릭터 앞 보도),단체,F,AGE_004,3,206.31,2.28,9830.0,84
Apr-20-2020,351,351. 청운초교 앞 삼거리,정기,F,AGE_007,1,66.21,0.71,3040.0,26
Jan-20-2020,1684,1684. 태릉입구역 5번출구,일일(회원),M,AGE_002,39,3922.72,29.51,127130.0,921
Apr-20-2020,335,335. 종로3가역 15번출구 앞,일일(회원),M,AGE_003,17,2515.88,21.51,92720.0,723
Apr-20-2020,703,703. 오목교역 7번출구 앞,일일(회원),M,AGE_001,12,658.48,5.73,24780.0,595
May-20-2020,2056,2056. 동작구민 체육센터,정기,F,AGE_004,21,852.59,8.97,38710.0,836
Jan-20-2020,610,610. 동대문중 교차로,정기,M,AGE_005,13,1437.29,12.3,53040.0,323
Mar-20-2020,2412,2412. 일원1동 주민센터,일일(회원),F,AGE_003,9,1099.97,10.64,45880.0,409
Mar-20-2020,1541,1541. 삼양역,일일(회원),M,AGE_002,7,1314.16,9.56,41280.0,280
Apr-20-2020,160,160. 북아현동 가구거리,일일(회원),F,AGE_005,1,45.24,0.55,2380.0,18
Mar-20-2020,461,461. 서울지방경찰청,정기,F,AGE_003,52,4011.18,41.96,180920.0,851
May-20-2020,123,123. 문화촌 공원,정기,F,AGE_005,42,4384.94,38.08,164050.0,1644
Apr-20-2020,1689,1689. 마들역 3번출구,일일(회원),F,AGE_004,1,257.01,2.6,11190.0,171
Feb-20-2020,434,434. 신당 래미안 버스정류장,정기,F,AGE_003,1,1335.77,14.23,61330.0,6
May-20-2020,1433,1433. 중화역 2번출구,단체,F,AGE_002,2,355.47,3.21,13810.0,104
Feb-20-2020,588,588. 뚝섬 유원지역,정기,F,AGE_007,1,57.66,0.52,2240.0,13
Mar-20-2020,2247,2247.섬들근린공원,정기,M,AGE_006,27,9423.5,92.51,398730.0,1493
Jan-20-2020,1305,1305. 성북구청,단체,F,AGE_004,2,88.02,1.67,7170.0,43
May-20-2020,1987,1987. 개봉아이파크아파트 앞,일일(회원),M,AGE_004,6,1196.71,8.43,36340.0,358
Mar-20-2020,316,316. 종각역 1번출구 앞,정기,F,AGE_004,25,751.27,7.54,32480.0,267
Mar-20-2020,1805,1805. 서울디지털운동장 앞,일일(회원),F,AGE_001,2,390.88,3.44,14830.0,127
Mar-20-2020,2292,2292. 무지개아파트 앞,정기,F,AGE_005,6,483.63,4.23,18220.0,224
Jan-20-2020,424,424. 롯데하이마트 (상암월드컵점) ,정기,F,AGE_002,11,1613.94,16.18,69740.0,127
Jan-20-2020,1015,1015. 샛마을 근린공원,일일(회원),F,AGE_002,10,2472.74,24.53,105720.0,341
Mar-20-2020,1262,1262. 송파여성문화회관 앞,정기,F,AGE_006,1,160.1,1.44,6220.0,34
Jan-20-2020,1958,1958. 강서수도사업소민원센터,정기,M,AGE_004,22,818.31,6.65,28690.0,273
Jan-20-2020,807,807. 서울역 12번 출구 앞,일일(회원),M,AGE_002,7,761.85,7.07,30490.0,234
Apr-20-2020,841,841. 신용산역 1번 출구,정기,M,AGE_001,10,1858.56,16.26,70050.0,229
Feb-20-2020,3504,3504. 원일교회,정기,F,AGE_003,26,772.0,8.07,34810.0,309
May-20-2020,1199,1199. 우장산역 3번출구,일일(회원),M,AGE_001,8,122.04,1.25,5360.0,138
Jan-20-2020,2307,2307. 압구정 한양 3차 아파트,일일(회원),M,AGE_002,9,4511.31,36.17,155880.0,298
Feb-20-2020,1304,1304. 만해공원,정기,F,AGE_002,9,1421.4,12.85,55390.0,70
Jan-20-2020,1131,1131. 꿈돌이공원 앞,정기,M,AGE_006,2,1471.22,13.31,57360.0,94
Jan-20-2020,249,249. 여의도중학교 옆,정기,F,AGE_003,17,5407.35,46.86,201840.0,1061
Jan-20-2020,391,391. 정동길입구,정기,F,AGE_001,2,430.53,2.8,12080.0,75
Mar-20-2020,1812,1812. 갑을그레이트밸리 앞,일일(회원),F,AGE_001,1,34.65,0.41,1750.0,12
Mar-20-2020,2301,2301. 현대고등학교 건너편,정기,F,AGE_004,21,2527.53,26.09,112480.0,1152
May-20-2020,2362,2362. 신사동 가로수길 입구,일일(회원),M,AGE_005,1,0.0,0.0,0.0,18
Mar-20-2020,2501,2501. 서초 포레스타5단지,정기,M,AGE_006,9,2885.05,24.13,103970.0,497
Apr-20-2020,870,870.노들섬 서측 앞,정기,F,AGE_005,3,0.0,0.0,0.0,81
Mar-20-2020,182,182. 망원2빗물펌프장 앞,정기,M,AGE_004,49,6689.99,56.27,242360.0,1569
Mar-20-2020,2351,2351. 청소년수련관(수영장)앞,정기,F,AGE_005,4,228.43,2.52,10840.0,137
May-20-2020,211,211. 여의도역 4번출구 옆,정기,F,AGE_007,8,301.83,2.55,11020.0,168
Apr-20-2020,2172,2172. 나들목공원,일일(회원),M,AGE_004,2,215.0,1.69,7300.0,46
Apr-20-2020,2024,2024. 상도역 1번출구,일일(회원),F,AGE_003,6,980.6,11.74,50660.0,415
Mar-20-2020,2173,2173. 당곡사거리,일일(회원),M,AGE_005,3,191.75,1.52,6540.0,95
Mar-20-2020,148,148. 용강동 주민센터 앞,일일(회원),M,AGE_002,23,2583.58,22.56,97250.0,892
Mar-20-2020,1248,1248. 방이초등학교,일일(회원),M,AGE_004,12,3485.49,26.35,113600.0,515
May-20-2020,247,247. 당산역 10번출구 앞,일일(회원),F,AGE_002,157,13207.69,133.64,576080.0,7447
Mar-20-2020,2249,2249. 우솔초등학교 맞은편,정기,M,AGE_001,2,269.55,2.51,10800.0,99
Apr-20-2020,1146,1146. 곰달래사거리,정기,F,AGE_005,22,1669.98,14.52,62680.0,409
Apr-20-2020,1533,"1533. 번동 주공3, 4단지 교차로",정기,M,AGE_005,28,1637.22,13.21,56930.0,782
Mar-20-2020,1501,"1501. 미아역 3번,4번 출구 사이",일일(회원),M,AGE_001,3,590.24,6.29,27100.0,170
Mar-20-2020,716,716.신정6동 주민센터 인근,일일(회원),M,AGE_001,7,518.46,4.85,20920.0,203
Jan-20-2020,102,102. 망원역 1번출구 앞,정기,M,AGE_002,95,10843.5,82.48,355500.0,2123
Mar-20-2020,225,225. 앙카라공원 앞,일일(회원),F,AGE_001,4,166.78,1.58,6830.0,133
Feb-20-2020,1120,1120. 대림경동아파트앞,단체,M,AGE_004,2,51.99,0.47,2020.0,33
Jan-20-2020,2365,2365. K+ 타워 앞,일일(회원),M,AGE_003,8,1389.27,10.31,44510.0,368
Apr-20-2020,1702,1702. 녹천역 1번출구 앞,일일(회원),F,AGE_004,2,41.44,0.37,1610.0,119
Apr-20-2020,2279,2279. 교대역 5번출구뒤,정기,F,AGE_005,12,281.67,2.66,11430.0,703
Mar-20-2020,2383,2383. 보금자리정원,정기,F,AGE_005,1,115.41,1.01,4350.0,22
Feb-20-2020,1300,1300. 오륜사거리,정기,M,AGE_005,6,1976.38,12.28,52960.0,193
Jan-20-2020,191,191. 서우빌딩(바른학원),정기,M,AGE_005,8,792.64,6.15,26460.0,211
Jan-20-2020,110,110. 사천교,정기,M,AGE_002,73,6477.28,57.01,245850.0,1064
May-20-2020,1201,1201. 가락시장역 3번 출구,일일(회원),M,AGE_003,33,2175.31,16.18,69740.0,825
May-20-2020,1812,1812. 갑을그레이트밸리 앞,정기,F,AGE_002,23,382.32,3.72,16040.0,549
Mar-20-2020,177,177. 북가좌 초등학교,일일(회원),M,AGE_003,4,789.57,6.17,26570.0,252
Apr-20-2020,608,608. 전농삼성아파트,일일(회원),M,AGE_001,1,34.93,0.34,1470.0,7
Mar-20-2020,1021,1021. 강일동 리슈빌 빌딩앞,정기,F,AGE_005,15,2078.38,23.7,102100.0,267
May-20-2020,652,652. 답십리 래미안엘파인아파트 입구,정기,M,AGE_007,1,0.0,0.0,0.0,22
Jan-20-2020,565,565. 옥수역 3번출구,단체,F,AGE_003,4,295.42,3.46,14920.0,133
Mar-20-2020,1602,1602. 광운대역 앞,정기,M,AGE_008,2,192.01,1.94,8360.0,64
May-20-2020,2303,2303. 논현역 7번출구,단체,F,AGE_004,2,0.0,0.0,0.0,139
Mar-20-2020,1823,1823. 상신정비공업 앞,정기,M,AGE_004,30,3537.69,30.02,129300.0,679
May-20-2020,1433,1433. 중화역 2번출구,정기,M,AGE_002,193,7904.04,64.72,278930.0,4198
Feb-20-2020,816,816. 신용산역 6번출구 앞,일일(회원),M,AGE_001,9,1385.13,11.04,47620.0,338
Mar-20-2020,2212,2212.서초현대4차아파트 201동 맞은편,정기,m,AGE_003,18,4169.45,29.53,127200.0,770
Apr-20-2020,1637,1637. KT 노원점 건물 앞,정기,F,AGE_002,180,17514.3,178.15,767950.0,4648
May-20-2020,703,703. 오목교역 7번출구 앞,정기,M,AGE_006,15,1144.35,9.92,42750.0,1048
Mar-20-2020,247,247. 당산역 10번출구 앞,일일(회원),M,AGE_002,104,24140.95,205.29,884770.0,4486
Feb-20-2020,1805,1805. 서울디지털운동장 앞,정기,F,AGE_005,1,8.75,0.08,340.0,3
Mar-20-2020,836,836. 현대자동차서비스 앞,정기,M,AGE_003,57,8304.53,66.2,285291.2,1738
Mar-20-2020,1410,1410. 면목 대원칸타빌아파트,정기,M,AGE_004,3,27.69,0.26,1110.0,29
Apr-20-2020,401,401. 상암월드컵파크 10단지 앞,정기,F,AGE_006,4,200.89,2.14,9240.0,120
Mar-20-2020,262,262. 영문초등학교 사거리,정기,M,AGE_006,15,1271.93,11.26,48500.0,637
Mar-20-2020,560,560. 비전교회 앞,정기,M,AGE_006,4,175.27,1.39,5970.0,103
Jan-20-2020,505,505. 자양사거리 광진아크로텔 앞,일일(회원),M,AGE_001,2,629.15,5.61,24170.0,76
Mar-20-2020,2622,2622. 올림픽공원역 3번출구,일일(회원),M,AGE_004,35,5809.01,45.47,196050.0,2352
Feb-20-2020,945,945. 기자촌 사거리,정기,F,AGE_005,6,266.26,2.8,12040.0,90
Mar-20-2020,2202,2202.청계산입구역 1번출구,일일(회원),F,AGE_004,5,1083.89,11.25,48460.0,472
Apr-20-2020,913,913. 이마트 은평점,정기,F,AGE_003,128,11307.05,123.33,531570.0,3681
May-20-2020,1967,1967. 참새공원(백곡경노당),일일(회원),M,AGE_002,2,0.0,0.0,0.0,19
Feb-20-2020,1323,1323. 월곡역 입구 육교 밑,정기,F,AGE_001,4,399.37,4.88,21010.0,153
Feb-20-2020,828,828. 숙대입구역 8번,일일(회원),M,AGE_002,9,2898.23,22.93,98900.0,234
Apr-20-2020,411,411. DMC홍보관,정기,F,AGE_006,3,245.3,2.21,9530.0,115
Feb-20-2020,501,501. 광진구의회 앞,정기,F,AGE_004,17,1065.76,9.68,41740.0,527
Jan-20-2020,2615,2615. 테라타워2,정기,F,AGE_004,24,1418.56,14.26,61550.0,471
Jan-20-2020,293,293. 충북 미래관,정기,M,AGE_002,72,4754.72,38.36,165170.0,813
Jan-20-2020,706,706. 신정네거리역,정기,F,AGE_004,5,3693.03,37.32,160790.0,93
Apr-20-2020,1611,1611. 과기대 입구(우),단체,M,AGE_001,2,109.77,0.71,3080.0,51
Apr-20-2020,1536,1536. 번동 두산위브 101동 옆,정기,M,AGE_003,55,5773.39,44.52,191930.0,1287
Mar-20-2020,2169,2169. 봉천역 2번출구,정기,F,AGE_003,20,1522.15,15.07,64940.0,473
Mar-20-2020,1506,1506. 강북문화예술회관,정기,M,AGE_004,16,727.44,5.64,24350.0,349
Jan-20-2020,2269,2269. 주홍교 하부,정기,F,AGE_002,3,276.61,2.95,12700.0,65
Feb-20-2020,602,602. 장안동 사거리,단체,F,AGE_002,4,325.32,3.03,13040.0,103
Apr-20-2020,228,228. 선유도역 3번출구 앞,정기,M,AGE_002,282,19988.26,169.3,729800.0,7163
Apr-20-2020,1943,1943. 온수역 북측,정기,F,AGE_002,28,2774.39,23.12,99640.0,709
Mar-20-2020,110,110. 사천교,일일(회원),M,AGE_002,9,685.84,5.94,25540.0,414
Jan-20-2020,1686,1686. 온수골사거리(스타벅스앞),정기,M,AGE_002,71,7356.48,54.08,233070.0,998
Mar-20-2020,1856,1856. 모두의학교,정기,M,AGE_003,59,2464.26,18.63,80340.0,713
Feb-20-2020,3504,3504. 원일교회,정기,F,AGE_001,4,626.3,6.07,26180.0,175
May-20-2020,548,548. 자양나들목,일일(비회원),M,AGE_008,1,1953.92,17.61,75910.0,92
Apr-20-2020,584,584. 광진광장 교통섬,정기,F,AGE_002,193,16325.02,173.93,749680.0,4183
May-20-2020,234,234. 영등포구민체육센터 앞,일일(회원),F,AGE_002,24,1026.74,10.5,45240.0,1147
Apr-20-2020,155,155. 가좌역1 번출구 뒤,정기,F,AGE_003,49,5807.13,56.82,244950.0,1672
May-20-2020,1685,1685. 불암고등학교 앞 횡단보도,일일(회원),F,AGE_004,4,22.81,0.22,960.0,320
Apr-20-2020,1150,1150. 송정역 1번출구,정기,M,AGE_001,18,1852.12,15.32,66090.0,360
Mar-20-2020,3505,3505. 신양초교앞 교차로,일일(회원),M,AGE_002,33,3860.3,32.96,142060.0,1384
Apr-20-2020,1684,1684. 태릉입구역 5번출구,정기,M,AGE_006,18,4818.06,37.1,159960.0,867
May-20-2020,1344,1344. 아리랑시네센터 앞,일일(회원),M,AGE_004,4,138.88,1.16,5010.0,238
Apr-20-2020,931,931. 역촌파출소,정기,F,AGE_002,198,22897.07,222.08,957300.0,6641
Feb-20-2020,265,265. 영등포유통상가 사거리,정기,F,AGE_002,16,2025.58,19.6,84450.0,419
Feb-20-2020,1291,1291. 서울체육고등학교 앞,일일(회원),F,AGE_003,1,272.84,3.07,13250.0,104
May-20-2020,353,353. 재동초교 앞 삼거리,정기,F,AGE_006,1,51.28,0.43,1850.0,22
Feb-20-2020,1637,1637. KT 노원점 건물 앞,일일(회원),F,AGE_001,1,98.07,0.88,3810.0,29
Apr-20-2020,500,500. 어린이대공원역 3번출구 앞,일일(회원),F,AGE_004,3,381.7,3.5,15090.0,118
Mar-20-2020,551,551. 구의삼성쉐르빌 앞,일일(회원),F,AGE_001,8,377.21,3.94,16936.67,210
May-20-2020,230,230. 영등포구청역 1번출구,정기,F,AGE_007,3,22.81,0.17,720.0,21
May-20-2020,1020,1020. 강동경찰서,단체,F,AGE_004,1,198.71,1.79,7720.0,68
Feb-20-2020,1642,1642. 서울여대 남문,정기,F,AGE_005,2,103.36,1.01,4350.0,58
