customerID,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,Churn,TechInsurance,ServiceSatisfactionScore,MonthlyBonusUsage,FamilyPlanSize
5140-FOMCQ,0,Yes,59,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,109.15,0,0,2.53,33.0,0.0
6242-SGYTS,0,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,94.95,0,0,3.23,38.0,1.0
8166-ORCHU,1,Yes,33,Yes,No,Fiber optic,Yes,No,Yes,One year,Yes,93.55,0,1,2.32,73.0,2.0
8414-OOEEL,0,No,66,Yes,No,DSL,Yes,Yes,Yes,Two year,Yes,79.5,0,0,3.42,6.0,3.0
8454-AATJP,0,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,115.05,0,1,2.38,51.0,2.0
6849-WLEYG,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,19.75,1,1,3.3049999999999997,60.09,4.085
4659-NZRUF,0,No,19,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,95.15,1,0,3.335,52.09,1.085
4531-AUZNK,0,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,95.15,0,0,2.65,78.0,1.0
4191-XOVOM,0,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,105.4,0,1,3.29,23.0,1.0
2150-OEGBV,0,No,27,Yes,No,No,No internet service,No internet service,No internet service,One year,No,20.1,0,1,3.13,25.0,3.0
8429-XIBUM,0,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,101.35,1,0,2.755,90.09,2.085
1855-CFULU,1,No,4,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.05,0,1,2.5,89.0,5.0
4878-BUNFV,0,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,20.7,0,1,2.02,9.0,3.0
1872-EBWSC,0,No,29,Yes,No,No,No internet service,No internet service,No internet service,One year,No,20.35,0,0,3.17,16.0,1.0
2608-BHKFN,0,No,4,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,70.05,1,1,2.245,78.09,4.085
7026-YMSBE,0,No,30,Yes,No,No,No internet service,No internet service,No internet service,One year,No,19.7,0,1,3.05,1.0,1.0
7341-LXCAF,0,Yes,4,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,74.65,1,1,2.895,77.09,1.085
6997-UVGOX,0,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Two year,No,85.45,0,0,3.34,26.0,1.0
9674-EHPPG,0,Yes,46,No,No phone service,DSL,Yes,No,No,Two year,No,40.4,0,0,2.85,72.0,0.0
9462-MJUAW,0,No,4,Yes,Yes,DSL,No,No,No,Month-to-month,No,50.4,1,1,2.8649999999999998,71.09,1.085
8128-YVJRG,0,No,7,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,79.65,1,0,3.395,48.09,3.085
5440-VHLUL,0,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,105.2,0,0,3.17,73.0,6.0
5781-BKHOP,0,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,Two year,No,100.65,0,1,3.16,8.0,4.0
4283-FUTGF,1,No,19,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,79.85,1,0,3.255,86.09,4.085
5213-TWWJU,0,No,28,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,91.0,0,0,2.23,22.0,2.0
1569-TTNYJ,0,Yes,5,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,78.75,1,1,3.405,71.09,2.085
8628-MFKAX,1,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,116.75,0,1,3.31,72.0,1.0
2397-BRLOM,1,Yes,8,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,80.45,1,0,2.515,27.09,2.085
7629-WIXZF,0,No,7,Yes,No,DSL,No,No,Yes,One year,Yes,59.1,0,0,2.88,87.0,1.0
5445-GLVOT,0,No,22,Yes,No,DSL,No,No,No,Month-to-month,Yes,49.8,0,1,2.98,92.0,3.0
3976-HXHCE,0,No,72,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,19.3,0,1,2.93,80.0,2.0
2466-NEJOJ,0,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,19.65,0,0,3.17,83.0,2.0
0254-KCJGT,0,Yes,52,Yes,Yes,DSL,Yes,No,Yes,One year,Yes,81.4,0,0,3.72,70.0,4.0
5472-CVMDX,0,No,68,No,No phone service,DSL,Yes,No,No,Two year,No,38.9,0,1,3.54,42.0,3.0
6461-SZMCV,0,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Two year,No,87.95,0,1,2.34,6.0,1.0
8150-QUDFX,0,No,2,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,19.85,0,0,3.31,91.0,2.0
9508-ILZDG,1,No,34,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,96.35,0,0,3.66,82.0,3.0
2346-DJQTB,0,No,35,No,No phone service,DSL,No,No,No,Month-to-month,No,24.15,0,0,3.19,62.0,5.0
1697-LYYYX,0,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,One year,No,19.1,0,0,3.55,83.0,2.0
1942-OQFRW,0,No,1,Yes,No,DSL,No,No,No,Month-to-month,No,44.0,0,1,4.01,43.0,1.0
4749-VFKVB,0,No,1,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,50.1,1,0,3.5349999999999997,39.09,1.085
9640-ZSLDC,0,Yes,53,Yes,No,DSL,No,No,Yes,One year,No,60.6,0,0,3.12,39.0,2.0
4231-LZUYM,0,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,25.65,0,0,3.52,6.0,0.0
7598-UAASY,0,Yes,2,Yes,No,Fiber optic,No,No,No,Month-to-month,No,76.4,1,0,3.0949999999999998,70.09,2.085
7938-OUHIO,0,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,98.7,1,1,3.0349999999999997,25.09,3.085
8510-AWCXC,1,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,100.8,1,1,2.8449999999999998,59.09,1.085
6128-AQBMT,1,Yes,41,No,No phone service,DSL,No,Yes,Yes,Month-to-month,Yes,53.95,0,0,3.78,12.0,1.0
3594-BDSOA,0,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,One year,No,20.4,0,1,2.59,85.0,0.0
0431-APWVY,0,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,One year,Yes,90.1,1,1,3.795,81.09,0.08499999999999999
5133-VRSAB,0,No,8,No,No phone service,DSL,No,No,No,Month-to-month,No,29.35,0,1,3.25,85.0,2.0
5996-DAOQL,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,20.45,0,0,2.3,97.0,2.0
6838-YAUVY,0,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,95.1,0,1,3.18,61.0,0.0
0484-JPBRU,0,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,25.25,0,0,1.95,7.0,2.0
7883-ROJOC,0,Yes,19,Yes,No,DSL,No,No,No,Month-to-month,No,44.9,0,1,3.31,44.0,5.0
0244-LGNFY,0,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Two year,No,92.65,0,1,3.44,17.0,3.0
7274-CGTOD,0,No,62,No,No phone service,DSL,Yes,No,No,Two year,Yes,43.7,0,1,2.7,87.0,3.0
4295-YURET,1,Yes,56,Yes,No,DSL,Yes,Yes,Yes,Two year,Yes,72.6,0,1,3.06,59.0,5.0
3426-NIYYL,0,No,15,Yes,Yes,DSL,No,No,No,Month-to-month,No,51.55,1,0,4.005,60.09,2.085
8225-BTJAU,1,No,10,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,79.25,1,1,2.775,2.0900000000000007,5.085
4635-EJYPD,0,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,18.95,0,1,2.47,65.0,1.0
1866-ZSLJM,0,No,21,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.5,0,0,3.74,90.0,2.0
4636-TVXVG,0,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,One year,No,19.95,0,1,3.98,13.0,3.0
4236-UJPWO,0,No,2,No,No phone service,DSL,No,No,No,Month-to-month,No,24.5,0,1,3.0,47.0,0.0
9392-XBGTD,0,No,27,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,20.6,0,1,3.51,55.0,2.0
3387-VATUS,0,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,94.85,1,1,3.695,12.09,2.085
6402-SSEJG,0,No,25,No,No phone service,DSL,No,Yes,Yes,One year,No,61.05,0,1,2.63,95.0,3.0
1143-NMNQJ,0,No,2,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,85.7,1,0,2.7849999999999997,92.09,4.085
1169-SAOCL,0,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,106.65,0,1,3.62,54.0,5.0
1110-KYLGQ,0,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,108.25,0,1,3.84,27.0,2.0
9929-PLVPA,0,No,4,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.4,0,1,3.28,88.0,1.0
3518-PZXZQ,0,Yes,1,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,55.3,0,0,2.56,3.0,3.0
2371-JUNGC,0,No,11,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.25,0,0,3.99,89.0,3.0
7693-QPEFS,1,No,52,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,72.95,0,0,2.73,35.0,3.0
0924-BJCRC,1,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,89.45,0,0,2.83,49.0,4.0
5074-FBGHB,0,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,104.65,0,1,3.17,2.0,2.0
2351-BKRZW,0,Yes,43,Yes,No,DSL,No,Yes,Yes,Two year,No,75.2,0,0,3.78,0.0,2.0
4455-BFSPD,0,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,No,101.15,0,0,3.43,16.0,0.0
0415-MOSGF,0,No,1,Yes,No,DSL,No,No,No,Month-to-month,No,44.4,1,1,3.235,71.09,2.085
1724-BQUHA,1,No,5,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,89.5,1,1,3.255,62.09,1.085
3948-KXDUF,0,No,66,Yes,Yes,DSL,Yes,No,No,Two year,No,68.75,0,1,3.02,47.0,3.0
2323-ARSVR,0,Yes,67,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,Yes,111.05,0,0,3.28,61.0,2.0
0815-MFZGM,0,Yes,42,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,Yes,99.0,0,0,1.74,68.0,3.0
4826-XTSOH,1,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,86.05,1,0,2.875,19.09,4.085
5480-XTFFL,0,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,21.0,0,1,3.12,33.0,1.0
8295-FHIVV,0,No,7,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,19.4,0,1,2.42,98.0,2.0
2495-INZWQ,0,No,4,No,No phone service,DSL,No,Yes,Yes,Month-to-month,Yes,44.55,1,0,3.215,49.09,2.085
9086-YJYXS,0,Yes,34,Yes,Yes,DSL,No,Yes,Yes,One year,No,77.2,0,0,2.9,79.0,1.0
1179-INLAT,0,No,3,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,19.45,0,0,3.88,46.0,3.0
7909-FIOIY,0,Yes,19,No,No phone service,DSL,No,No,No,Month-to-month,Yes,24.85,0,0,3.79,90.0,3.0
4139-SUGLD,0,Yes,31,No,No phone service,DSL,Yes,No,No,Month-to-month,No,35.4,1,0,2.795,50.09,2.085
6857-VWJDT,0,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,95.65,1,0,2.945,89.09,1.085
6351-SCJKT,0,No,3,No,No phone service,DSL,Yes,No,No,Month-to-month,No,41.35,0,1,2.96,25.0,3.0
5468-BPMMO,0,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,19.6,0,1,2.77,55.0,4.0
5624-BQSSA,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.95,1,0,3.125,78.09,2.085
0197-PNKNK,0,Yes,69,Yes,Yes,Fiber optic,No,No,No,One year,No,84.45,0,0,2.62,13.0,3.0
2439-QKJUL,0,No,5,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.25,0,0,2.43,77.0,0.0
1194-SPVSP,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,19.65,0,1,3.31,24.0,2.0
9534-NSXEM,0,No,26,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,20.65,0,1,3.31,99.0,2.0
2408-WITXK,1,No,10,No,No phone service,DSL,No,No,Yes,Month-to-month,Yes,34.7,1,0,2.625,4.090000000000001,2.085
8929-KSWIH,0,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,No,99.3,0,1,3.45,78.0,1.0
2250-IVBWA,0,Yes,64,Yes,No,Fiber optic,No,No,No,Month-to-month,No,81.05,0,0,2.68,31.0,1.0
1810-MVMAI,0,Yes,30,Yes,Yes,DSL,Yes,No,No,Month-to-month,No,67.6,0,0,3.13,81.0,3.0
9506-UXUSK,0,No,13,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,70.15,0,1,3.41,77.0,2.0
1229-RCALF,0,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,115.0,0,1,2.98,64.0,1.0
3572-UOLYZ,0,No,46,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,84.8,0,0,3.23,60.0,1.0
1429-UYJSV,0,No,12,Yes,No,No,No internet service,No internet service,No internet service,One year,No,19.7,0,0,2.74,19.0,0.0
5577-OTWWW,0,No,15,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,19.75,1,0,2.925,74.09,1.085
6100-QQHEB,0,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,92.55,1,0,2.925,10.09,3.085
6366-XIVKZ,0,Yes,13,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,63.15,0,0,2.63,87.0,2.0
3470-OBUET,0,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Two year,No,74.0,0,0,2.91,33.0,0.0
2770-NSVDG,0,Yes,24,No,No phone service,DSL,No,No,No,Month-to-month,No,29.1,0,0,2.23,60.0,1.0
9375-MHRRS,0,No,6,Yes,No,DSL,Yes,No,No,Month-to-month,No,50.05,0,1,2.75,91.0,3.0
2634-HCZGT,1,Yes,53,Yes,Yes,DSL,Yes,No,No,One year,Yes,60.05,1,1,2.885,27.09,1.085
7503-QQRVF,1,Yes,16,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,74.3,1,0,2.895,40.09,4.085
4860-YZGZM,0,No,10,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.0,0,0,2.88,64.0,2.0
6599-GZWCM,0,No,13,Yes,No,Fiber optic,No,No,No,One year,Yes,74.65,0,0,2.97,32.0,3.0
2691-NZETQ,0,No,9,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,85.35,1,0,3.265,68.09,1.085
4404-HIBDJ,0,No,25,Yes,No,DSL,Yes,Yes,No,One year,No,74.3,1,1,3.465,71.09,2.085
5533-NHFRF,1,No,7,No,No phone service,DSL,Yes,No,Yes,Month-to-month,Yes,44.4,0,1,2.68,8.0,2.0
7037-MTYVW,0,Yes,38,Yes,Yes,DSL,Yes,Yes,Yes,Two year,Yes,85.4,0,0,2.4,15.0,0.0
4760-THGOT,0,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,94.1,0,0,2.48,4.0,4.0
7295-JOMMD,0,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,98.1,1,1,2.7849999999999997,98.09,3.085
4016-BJKTZ,0,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,108.9,0,1,2.82,22.0,3.0
6584-VQMYT,0,No,27,Yes,No,DSL,No,No,No,One year,No,56.2,0,0,2.62,42.0,1.0
9838-BFCQT,0,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,26.1,0,0,2.35,88.0,2.0
2790-XUYMV,0,No,71,Yes,Yes,Fiber optic,No,No,No,One year,Yes,85.45,0,1,2.77,56.0,3.0
0581-MDMPW,0,No,24,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,88.95,0,1,3.09,50.0,3.0
5013-SBUIH,0,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,109.65,1,1,3.3249999999999997,13.09,2.085
1023-BQXZE,0,No,57,Yes,No,DSL,No,Yes,Yes,Two year,Yes,74.35,0,0,2.72,23.0,2.0
9163-GHAYE,0,No,15,Yes,No,DSL,No,No,No,Month-to-month,No,48.85,0,0,2.79,10.0,1.0
3904-UKFRE,0,No,4,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,80.1,0,1,2.54,51.0,3.0
5353-WILCI,0,No,28,Yes,No,DSL,No,No,No,Month-to-month,No,56.05,0,0,2.98,16.0,2.0
0709-TVGUR,1,No,9,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,74.55,1,0,2.605,37.09,2.085
0058-EVZWM,0,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,89.8,0,1,3.29,12.0,3.0
6023-YEBUP,0,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,100.95,1,0,2.135,62.09,1.085
7209-JCUDS,0,No,10,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,94.9,1,0,2.8449999999999998,91.09,3.085
7009-PCARS,0,No,55,Yes,No,No,No internet service,No internet service,No internet service,One year,No,19.1,0,0,3.15,83.0,0.0
0519-DRGTI,0,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.35,0,0,3.09,96.0,3.0
1017-FBQMM,0,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,106.05,0,0,4.35,95.0,3.0
3001-CBHLQ,1,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,104.9,1,1,3.195,8.09,3.085
1985-MBRYP,0,No,43,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,19.65,0,1,2.5,55.0,3.0
6158-DWPZT,0,Yes,9,No,No phone service,DSL,No,No,No,One year,No,24.1,1,0,2.975,93.09,3.085
9372-TXXPS,0,Yes,60,Yes,No,DSL,Yes,No,No,Two year,No,59.85,0,1,2.11,82.0,2.0
3259-QMXUN,0,Yes,58,Yes,Yes,DSL,No,Yes,Yes,Two year,Yes,86.1,0,1,2.96,69.0,0.0
1015-JPFYW,0,No,7,Yes,No,No,No internet service,No internet service,No internet service,One year,No,19.45,0,1,2.58,43.0,4.0
6645-MXQJT,0,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,97.1,0,1,3.46,59.0,2.0
4360-QRAVE,1,No,37,No,No phone service,DSL,No,No,No,Month-to-month,No,36.65,0,1,2.73,40.0,3.0
8433-WPJTV,1,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,103.9,0,1,2.94,20.0,2.0
5804-JMYIO,0,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,19.75,0,0,2.68,85.0,0.0
3763-GCZHZ,0,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,104.05,1,0,3.895,42.09,3.085
6484-LATFU,0,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,24.55,0,1,2.84,73.0,2.0
7599-NTMDP,0,Yes,62,No,No phone service,DSL,Yes,Yes,No,Two year,No,48.7,0,0,3.92,73.0,2.0
0772-GYEQQ,0,No,3,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,88.35,1,1,3.435,29.09,1.085
0536-ACXIP,0,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,109.55,0,0,3.24,79.0,2.0
0936-NQLJU,0,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,20.65,0,1,3.18,64.0,4.0
4831-EOBFE,0,Yes,29,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,94.65,1,0,3.225,17.09,2.085
1575-KRZZE,0,No,4,Yes,No,DSL,No,No,No,Month-to-month,No,55.2,0,0,2.04,29.0,0.0
3251-YMVWZ,0,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,24.05,0,1,2.86,25.0,1.0
4102-OQUPX,1,Yes,1,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,74.4,1,1,3.445,53.09,1.085
9170-GYZJC,0,Yes,41,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,No,79.9,1,0,3.005,19.09,2.085
4884-LEVMQ,0,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,20.45,0,1,2.3,52.0,2.0
8857-CUPFQ,0,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,19.25,0,1,2.97,84.0,4.0
7610-TVOPG,0,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,26.35,0,1,3.85,16.0,6.0
3638-DIMPH,0,Yes,13,Yes,No,DSL,No,No,No,One year,No,43.8,0,1,3.62,45.0,2.0
1845-ZLLIG,0,No,1,Yes,No,DSL,No,No,No,Month-to-month,Yes,50.15,0,1,2.97,84.0,2.0
8559-WNQZS,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,20.45,0,0,3.48,52.0,1.0
3999-QGRJH,1,No,8,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,69.7,1,1,2.8449999999999998,64.09,0.08499999999999999
1699-UOTXU,0,No,60,Yes,No,DSL,No,No,No,Two year,No,61.4,0,1,2.15,44.0,2.0
2454-RPBRZ,1,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,98.1,1,0,2.565,49.09,1.085
0635-WKOLD,0,Yes,40,Yes,Yes,DSL,Yes,Yes,No,One year,No,70.75,0,1,3.78,18.0,2.0
5993-JSUWV,0,No,66,Yes,No,DSL,No,No,No,Two year,Yes,61.15,0,0,2.86,70.0,3.0
4518-FZBSX,0,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,One year,No,20.25,0,1,2.88,80.0,2.0
5387-ASZNZ,1,No,66,Yes,Yes,DSL,Yes,No,No,One year,Yes,63.85,0,1,2.85,64.0,1.0
6988-CJEYV,0,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,98.7,0,1,3.95,36.0,3.0
2002-MZHWP,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.5,1,1,3.835,70.09,2.085
3097-FQTVJ,0,No,41,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,20.0,0,1,4.11,25.0,1.0
5465-BUBFA,0,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,19.3,0,1,2.92,1.0,5.0
7299-GNVPL,0,Yes,23,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,84.4,0,0,3.15,58.0,3.0
9743-DQKQW,0,No,3,No,No phone service,DSL,No,No,No,Month-to-month,No,25.1,0,0,2.24,95.0,2.0
1215-VFYVK,0,No,4,No,No phone service,DSL,Yes,No,Yes,Month-to-month,No,48.25,0,0,3.74,4.0,1.0
9371-BITHB,0,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,19.85,0,0,2.42,36.0,3.0
2265-CYWIV,1,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,99.6,1,1,3.135,31.09,1.085
9093-FPDLG,0,No,11,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,94.2,0,1,2.45,75.0,2.0
0541-FITGH,0,Yes,2,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,62.15,0,0,2.71,98.0,1.0
6985-HAYWX,0,Yes,26,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,79.3,0,1,2.58,93.0,2.0
7508-KBIMB,0,Yes,24,Yes,No,DSL,No,No,No,One year,Yes,56.25,0,1,2.7,47.0,1.0
6838-HVLXG,0,No,12,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.3,0,0,2.73,5.0,2.0
2277-DJJDL,1,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,99.0,0,1,2.73,14.0,3.0
1897-OKVMW,0,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Two year,Yes,90.6,0,1,3.42,14.0,2.0
5485-ITNPC,0,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Two year,Yes,85.9,0,1,2.45,60.0,1.0
0233-FTHAV,0,No,60,Yes,Yes,Fiber optic,No,No,No,One year,Yes,79.2,0,1,3.11,15.0,4.0
4644-PIZRT,0,Yes,17,Yes,Yes,DSL,No,Yes,No,One year,Yes,70.35,0,1,3.61,19.0,3.0
8922-NPKBJ,0,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,19.35,0,1,2.74,76.0,0.0
2740-TVLFN,0,No,1,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,50.15,0,1,2.64,43.0,1.0
7771-CFQRQ,0,Yes,47,Yes,No,DSL,Yes,No,Yes,Two year,No,63.8,0,1,2.88,41.0,0.0
9512-PHSMG,0,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,20.55,0,1,3.59,45.0,1.0
6963-EZQEE,1,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Two year,Yes,88.55,0,0,3.1,94.0,2.0
2452-KDRRH,1,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,101.4,0,1,2.73,33.0,4.0
2004-OCQXK,0,No,1,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,81.95,1,1,3.265,64.09,1.085
5027-QPKTE,0,Yes,7,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,69.35,1,1,2.475,29.09,2.085
4146-SVFUD,0,No,1,Yes,No,DSL,No,No,No,Month-to-month,No,44.6,0,1,3.34,2.0,4.0
1564-HJUVY,0,No,4,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,63.75,0,1,3.2,8.0,2.0
3617-XLSGQ,0,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,No,109.25,0,1,2.85,74.0,2.0
7517-LDMPS,0,No,12,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,84.6,0,1,2.58,74.0,2.0
7244-KXYZN,0,No,24,Yes,No,No,No internet service,No internet service,No internet service,One year,No,20.45,0,0,2.56,24.0,5.0
5226-NOZFC,0,No,26,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,85.75,0,1,3.27,85.0,2.0
2672-HUYVI,0,No,6,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,91.1,1,0,3.635,42.09,0.08499999999999999
1400-WIVLL,0,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,107.95,0,0,2.68,45.0,3.0
