ID,height(cm),weight(kg)
10140,164.8,67.9
10141,174.0,50.4
10142,162.5,67.6
10143,174.6,49.0
10144,172.2,66.0
10145,173.0,53.4
10146,178.5,83.2
10147,164.8,43.8
10148,166.0,76.3
10149,182.4,91.4
10150,179.9,79.2
10151,163.0,46.1
10152,168.7,58.6
10153,166.9,44.5
10154,174.0,62.6
10155,174.9,68.9
10156,177.2,72.3
10157,164.2,46.6
10158,154.9,46.9
10159,170.9,59.9
10160,156.3,68.6
10161,165.8,80.2
10162,157.0,60.1
10163,162.3,57.4
10164,183.5,83.3
10165,153.5,60.9
10166,169.5,63.5
10167,165.1,41.1
10168,151.3,43.7
10169,163.7,71.8
10170,160.6,70.2
10171,171.0,47.5
10172,170.5,72.5
10173,171.3,71.8
10174,163.5,59.3
10175,177.3,52.0
10176,158.3,62.4
10177,176.9,63.1
10178,180.2,65.8
10179,177.4,53.0
10180,164.7,66.9
10181,165.6,66.3
10182,160.0,51.1
10183,175.3,58.0
10184,165.6,47.8
10185,162.3,51.6
10186,167.5,68.6
10187,171.5,67.7
10188,178.8,68.9
10189,178.6,68.7
10190,161.1,57.3
10191,182.6,77.9
10192,166.4,60.4
10193,167.6,77.3
10194,158.6,43.9
10195,167.1,59.1
10196,167.7,61.4
10197,175.5,76.2
10198,165.1,56.9
10199,165.8,70.3
10200,153.9,40.6
10201,113.7,21.7
10202,163.4,44.0
10203,157.3,47.5
10204,163.5,71.0
10205,163.8,76.8
10206,156.5,46.0
10207,165.3,83.2
10208,154.3,64.2
10209,185.0,78.5
10210,177.1,64.7
10211,164.9,59.7
10212,173.8,43.0
10213,172.1,71.0
10214,177.5,70.4
10215,176.0,94.2
10216,152.8,49.5
10217,168.4,69.8
10218,172.6,73.1
10219,155.8,46.3
10220,168.9,79.3
10221,160.0,66.1
10222,163.9,43.1
10223,154.2,57.9
10224,156.7,50.0
10225,175.4,87.9
10226,158.4,53.2
10227,156.7,37.7
10228,183.1,70.6
10229,182.8,90.3
10230,179.3,61.4
10231,163.7,47.1
10232,176.7,69.6
10233,152.2,40.8
10234,157.2,51.5
10235,159.1,51.2
10236,163.9,52.0
10237,179.0,79.4
10238,185.4,86.6
10239,167.6,80.3
10240,172.1,75.6
10241,159.4,56.5
10242,169.3,65.5
10243,172.5,48.6
10244,156.3,56.4
10245,173.2,67.7
10246,160.6,48.1
10247,169.3,82.7
10248,166.4,54.9
10249,165.6,59.4
10250,169.8,58.5
10251,162.1,70.4
10252,179.6,73.9
10253,157.7,56.0
10254,164.4,67.9
10255,175.2,80.9
10256,155.4,73.4
10257,168.2,65.2
10258,167.2,52.3
10259,183.7,93.5
10260,158.2,50.9
10261,222.6,103.2
10262,168.1,72.5
10263,167.0,43.6
10264,176.4,76.4
10265,159.9,51.6
10266,181.4,79.3
10267,163.4,77.1
10268,183.8,92.6
10269,166.7,53.4
10270,157.9,54.0
10271,175.4,73.4
10272,165.7,55.9
10273,168.2,40.8
10274,174.3,53.3
10275,174.4,69.3
10276,164.9,65.9
10277,166.8,60.2
10278,159.7,68.4
10279,159.0,39.2
10280,160.1,73.7
10281,178.6,89.3
10282,171.7,65.9
10283,176.7,93.3
10284,166.2,64.6
10285,172.0,62.4
10286,168.6,57.5
10287,157.0,54.6
10288,156.1,56.4
10289,163.4,67.2
10290,171.7,56.6
10291,168.5,75.7
10292,181.4,49.9
10293,171.7,68.6
10294,166.6,65.7
10295,166.6,56.3
10296,172.5,79.2
10297,169.6,57.1
10298,174.0,81.8
10299,182.9,61.5
10300,164.1,50.4
10301,171.4,74.8
10302,172.6,56.5
10303,156.4,45.2
10304,164.0,60.1
10305,163.0,68.1
10306,179.9,86.1
10307,177.5,84.3
10308,163.8,67.5
10309,181.0,87.4
10310,155.6,48.7
10311,156.8,53.1
10312,182.3,83.9
10313,178.5,45.3
10314,172.7,69.2
10315,158.8,58.4
10316,178.6,80.9
10317,161.0,68.7
10318,171.2,43.7
10319,173.2,78.0
10320,164.4,63.0
10321,151.3,67.6
10322,170.5,59.8
10323,183.3,66.8
10324,161.6,46.3
10325,165.3,78.8
10326,174.5,59.9
10327,158.7,58.8
10328,179.4,69.8
10329,182.4,97.1
10330,169.6,66.4
10331,127.0,40.7
10332,161.7,65.0
10333,174.3,60.6
10334,161.5,67.6
10335,164.5,70.2
10336,156.9,48.6
10337,182.1,86.6
10338,173.7,67.7
10339,164.9,76.8
10340,164.9,75.3
10341,154.1,60.3
10342,165.0,58.9
10343,177.0,89.8
10344,162.2,71.6
10345,177.6,79.2
10346,172.8,80.7
10347,166.6,65.1
10348,122.9,48.2
10349,155.2,41.8
10350,165.7,47.7
10351,168.8,50.1
10352,160.2,69.7
10353,169.4,40.4
10354,161.2,39.6
10355,177.2,64.0
10356,170.2,77.8
10357,172.3,30.2
10358,158.1,49.8
10359,150.0,58.3
10360,167.4,62.2
10361,162.2,74.0
10362,178.0,88.3
10363,184.0,74.2
10364,159.8,43.4
10365,182.5,84.6
10366,168.3,54.7
10367,155.9,36.1
10368,155.9,53.9
10369,164.1,57.2
10370,159.8,56.2
10371,178.3,64.5
10372,160.4,71.7
10373,164.2,54.4
10374,156.9,50.8
10375,179.3,87.1
10376,176.7,56.9
10377,179.7,81.7
10378,181.7,79.7
10379,174.3,66.2
10380,179.1,102.1
10381,161.2,82.4
10382,156.0,49.0
10383,168.7,68.5
10384,165.1,71.6
10385,159.1,59.4
10386,176.8,71.4
10387,168.1,42.4
10388,154.2,46.2
10389,182.0,68.7
10390,160.9,39.8
10391,169.5,65.7
10392,178.1,86.0
10393,174.2,64.1
10394,155.9,45.0
10395,168.0,40.0
10396,178.7,60.6
10397,162.2,58.6
10398,161.6,47.6
10399,163.0,63.0
10400,162.5,47.4
10401,188.6,81.8
10402,170.0,81.1
10403,161.9,74.0
10404,171.4,52.4
10405,164.8,54.7
10406,157.4,57.0
10407,165.5,71.9
10408,156.9,57.9
10409,170.5,65.7
10410,179.3,81.6
10411,172.4,50.2
10412,149.7,56.2
10413,170.6,70.8
10414,161.1,52.8
10415,180.6,74.6
10416,187.2,61.4
10417,176.7,40.3
10418,173.1,56.3
10419,165.4,41.8
10420,166.5,82.3
10421,166.2,69.6
10422,165.6,72.4
10423,166.4,44.5
10424,168.1,53.4
10425,165.6,57.4
10426,168.7,36.5
10427,163.2,61.0
10428,159.5,60.1
10429,175.1,66.1
10430,163.1,76.0
10431,154.6,47.5
10432,170.6,80.4
10433,167.3,82.5
10434,172.3,82.2
10435,159.1,74.4
10436,163.7,52.9
10437,173.4,94.6
10438,169.0,50.0
10439,176.9,85.0
10440,163.3,45.7
10441,174.3,77.0
10442,178.1,62.4
10443,164.1,53.4
10444,165.1,70.3
10445,174.0,69.3
10446,165.8,58.1
10447,117.9,43.4
10448,181.4,90.2
10449,169.4,51.6
10450,164.3,75.8
10451,171.4,43.4
10452,166.7,67.6
10453,163.5,73.9
10454,174.5,78.9
10455,177.4,63.7
10456,155.8,63.6
10457,167.8,75.9
10458,167.7,65.1
10459,158.6,59.9
10460,173.8,61.9
10461,177.9,49.3
10462,167.3,77.6
10463,160.4,71.9
10464,164.7,60.6
10465,177.4,87.6
10466,173.5,67.3
10467,177.1,67.2
10468,179.4,81.5
10469,180.9,80.8
10470,156.5,58.5
10471,168.9,76.4
10472,172.7,85.4
10473,164.0,56.2
10474,154.4,53.5
10475,172.0,73.5
10476,163.5,59.8
10477,165.3,46.6
10478,157.6,73.3
10479,181.2,69.6
10480,155.2,56.3
10481,151.4,38.0
10482,171.3,66.1
10483,161.2,57.3
10484,168.1,64.5
10485,166.9,49.9
10486,181.4,69.7
10487,174.5,65.3
10488,165.8,67.9
10489,176.7,47.0
10490,167.5,60.3
10491,180.3,74.7
10492,169.8,48.3
10493,163.7,58.6
10494,167.8,68.1
10495,157.9,59.0
10496,172.8,61.2
10497,169.8,66.5
10498,170.6,60.4
10499,174.2,74.7
10500,157.2,37.2
10501,169.3,58.5
10502,163.3,59.7
10503,157.6,59.3
10504,164.9,57.7
10505,177.0,88.2
10506,166.9,55.1
10507,163.6,68.1
10508,156.3,49.8
10509,169.0,82.8
10510,179.7,68.2
10511,159.7,50.5
10512,159.6,52.2
10513,163.7,66.6
10514,181.5,60.8
10515,156.7,61.2
10516,177.5,72.2
10517,160.4,57.9
10518,177.2,78.5
10519,152.4,57.1
10520,163.9,83.4
10521,169.3,67.7
10522,167.5,70.8
10523,168.8,59.1
10524,165.1,79.8
10525,179.3,68.1
10526,153.0,62.8
10527,172.6,69.4
10528,163.2,62.3
10529,153.2,53.0
10530,157.3,64.1
10531,155.7,56.2
10532,167.6,68.5
10533,176.1,70.8
10534,178.5,94.4
10535,181.7,83.5
10536,177.1,80.8
10537,173.9,57.9
10538,169.4,62.9
10539,158.7,53.5
10540,169.8,60.4
10541,168.4,82.5
10542,167.5,63.7
10543,171.2,56.5
10544,161.2,51.9
10545,168.3,51.3
10546,173.0,57.3
10547,157.9,60.0
10548,158.3,67.3
10549,175.4,65.0
10550,164.1,37.8
10551,166.3,55.1
10552,176.6,86.2
10553,168.3,75.9
10554,158.4,58.8
10555,164.2,48.6
10556,176.1,72.7
10557,163.0,67.8
10558,167.2,62.4
10559,163.9,56.3
10560,172.8,82.0
10561,163.5,49.3
10562,167.6,45.7
10563,167.3,77.8
10564,163.3,67.6
10565,176.1,80.7
10566,169.1,71.3
10567,174.1,67.9
10568,166.6,62.1
10569,168.0,61.1
10570,164.7,58.3
10571,161.6,63.6
10572,162.6,56.1
10573,182.9,64.2
10574,160.2,70.5
10575,166.5,51.0
10576,167.6,74.4
10577,169.8,56.3
10578,156.4,49.8
10579,173.4,80.6
10580,168.7,54.5
10581,163.2,69.4
10582,170.5,82.9
10583,174.1,61.4
10584,171.2,66.4
10585,172.1,94.5
10586,171.4,76.5
10587,160.7,58.7
10588,158.3,60.9
10589,153.6,64.2
10590,161.1,74.1
10591,166.8,78.3
10592,148.2,52.3
10593,167.4,66.1
10594,180.9,73.5
10595,166.8,53.8
10596,174.6,74.0
10597,182.0,76.0
10598,177.3,88.0
10599,181.0,77.9
10600,176.2,83.4
10601,168.5,64.2
10602,179.1,65.9
10603,177.7,94.5
10604,173.3,63.0
10605,151.0,74.4
10606,175.9,60.4
10607,173.6,78.0
10608,163.1,61.0
10609,166.1,63.6
10610,173.6,55.4
10611,168.2,48.8
10612,176.9,69.1
10613,172.1,68.4
10614,171.2,83.0
10615,164.7,68.6
10616,165.7,82.7
10617,179.6,56.9
10618,160.3,70.6
10619,160.8,64.7
10620,170.0,70.4
10621,177.8,93.7
10622,172.1,94.2
10623,213.60000000000002,114.6
10624,150.1,55.0
10625,174.6,62.5
10626,164.6,50.6
10627,123.29999999999998,40.3
10628,172.3,63.1
10629,165.8,68.9
10630,157.1,54.0
10631,179.9,76.7
10632,180.4,75.5
10633,163.9,56.6
10634,162.2,44.4
10635,163.8,64.6
10636,186.1,60.1
10637,175.0,78.0
10638,152.6,54.9
10639,160.7,76.3
10640,176.0,76.9
10641,167.3,77.7
10642,173.9,82.2
10643,165.9,48.5
10644,156.0,68.8
10645,182.4,56.7
10646,153.6,47.8
10647,172.4,85.4
10648,171.2,87.6
10649,168.8,70.6
10650,154.0,60.7
10651,173.8,75.2
10652,154.3,53.7
10653,158.7,79.6
10654,157.8,78.8
10655,169.8,76.9
10656,163.5,62.2
10657,166.4,71.8
10658,166.7,56.0
10659,156.2,46.4
10660,169.0,52.2
10661,176.2,68.2
10662,163.8,53.1
10663,163.9,43.3
10664,164.7,84.0
10665,166.9,58.6
10666,167.8,69.9
10667,169.5,67.8
10668,184.0,51.7
10669,154.2,57.1
10670,161.7,68.4
10671,177.9,57.2
10672,163.3,62.9
10673,163.6,51.7
10674,168.0,66.9
10675,154.6,48.9
10676,165.7,61.9
10677,157.3,56.0
10678,174.4,65.7
10679,153.7,58.9
10680,174.0,80.1
10681,158.1,39.0
10682,177.9,87.9
10683,163.0,69.9
10684,169.4,60.5
10685,171.7,63.4
10686,160.8,72.0
10687,167.1,77.6
10688,158.3,67.6
10689,167.1,53.9
10690,175.1,65.8
10691,179.9,76.3
10692,175.2,49.7
10693,178.7,72.4
10694,174.9,76.7
10695,174.5,73.8
10696,164.5,50.3
10697,160.7,60.1
10698,175.4,75.4
10699,154.4,50.8
10700,167.4,35.5
10701,163.2,54.5
10702,180.0,55.2
10703,173.4,76.9
10704,160.8,48.2
10705,175.3,62.5
10706,181.3,55.0
10707,161.8,60.5
10708,171.0,77.6
10709,161.7,67.4
10710,178.7,86.8
10711,187.2,64.0
10712,169.6,58.4
10713,176.9,70.2
10714,176.8,69.9
10715,183.8,64.4
10716,186.0,88.1
10717,169.8,87.5
10718,152.6,71.7
10719,163.7,71.0
10720,166.7,55.8
10721,175.3,55.7
10722,172.0,74.8
10723,163.8,83.5
10724,176.3,82.6
10725,170.8,64.9
10726,160.6,79.4
10727,160.4,46.4
10728,163.8,92.4
10729,162.1,51.6
10730,179.3,79.8
10731,163.6,69.0
10732,186.2,63.6
10733,168.3,75.1
10734,167.9,44.8
10735,164.3,52.0
10736,164.5,55.3
10737,174.3,65.8
10738,178.0,76.6
10739,161.3,55.2
10740,163.6,57.4
10741,157.3,58.2
10742,173.6,67.7
10743,164.8,49.3
10744,160.9,55.8
10745,182.0,67.5
10746,167.6,53.2
10747,165.7,72.3
10748,156.0,56.1
10749,179.0,78.6
10750,158.0,59.6
10751,178.6,95.6
10752,175.5,80.4
10753,177.2,85.3
10754,164.9,69.4
10755,164.6,72.2
10756,170.8,75.9
10757,163.7,57.3
10758,173.4,52.3
10759,171.5,88.2
10760,178.2,69.6
10761,179.1,69.8
10762,157.9,54.1
10763,165.3,51.1
10764,161.8,45.3
10765,177.7,68.4
10766,158.0,49.7
10767,165.8,66.1
10768,176.7,79.1
10769,174.5,78.9
10770,176.7,69.0
10771,172.0,75.3
10772,168.9,74.8
10773,183.6,92.4
10774,173.9,60.3
10775,176.7,72.0
10776,170.7,59.5
10777,158.6,46.2
10778,155.5,56.6
10779,169.0,68.9
10780,173.5,81.1
10781,171.4,77.9
10782,157.9,66.4
10783,184.3,73.7
10784,172.7,68.7
10785,170.1,63.3
10786,169.4,95.3
10787,182.6,72.9
10788,166.4,92.9
10789,167.3,71.7
10790,157.5,39.5
10791,164.7,54.4
10792,155.6,58.6
10793,153.2,62.6
10794,219.4,131.2
10795,182.2,87.7
10796,177.2,84.1
10797,162.9,43.5
10798,170.5,74.6
10799,170.0,47.1
10800,166.1,44.8
10801,180.2,95.5
10802,154.2,55.3
10803,175.6,82.9
10804,167.5,78.4
10805,175.3,82.2
10806,177.7,63.2
10807,175.1,62.0
10808,170.0,75.6
10809,180.1,76.4
10810,167.9,64.3
10811,177.6,86.6
10812,167.1,71.6
10813,152.7,53.0
10814,170.4,66.8
10815,156.5,62.3
10816,157.6,60.2
10817,155.2,51.1
10818,178.0,66.1
10819,180.4,45.3
10820,170.3,56.0
10821,153.2,50.5
10822,174.2,59.8
10823,175.6,61.9
10824,184.5,72.7
10825,160.9,32.7
10826,173.0,54.2
10827,162.7,43.2
10828,180.0,92.0
10829,159.7,61.8
10830,168.9,62.4
10831,167.1,51.3
10832,154.1,69.8
10833,159.1,50.9
10834,163.9,60.5
10835,158.3,41.8
10836,164.0,55.7
10837,175.1,55.8
10838,159.9,51.1
10839,165.5,74.9
10840,161.9,64.8
10841,173.8,68.4
10842,186.9,69.6
10843,150.5,46.2
10844,176.9,62.9
10845,181.2,85.4
10846,174.1,75.0
10847,157.1,48.7
10848,174.6,64.9
10849,173.7,77.2
10850,174.7,57.6
10851,171.1,48.9
10852,168.3,49.3
10853,164.0,57.6
10854,164.0,60.4
10855,173.8,55.2
10856,169.3,78.1
10857,175.3,52.5
10858,177.0,53.9
10859,171.1,70.2
10860,172.3,81.4
10861,156.2,57.1
10862,163.0,72.5
10863,169.6,68.3
10864,170.3,69.6
10865,161.2,78.9
10866,170.1,47.1
10867,161.5,64.5
10868,170.3,80.2
10869,157.9,68.2
10870,173.6,79.7
10871,182.3,73.7
10872,172.4,61.0
10873,179.6,63.8
10874,155.7,54.1
10875,175.8,77.0
10876,179.1,67.3
10877,164.1,73.4
10878,161.3,55.2
10879,174.6,62.0
10880,166.3,64.7
10881,156.9,62.7
10882,162.3,76.8
10883,181.4,80.9
10884,181.8,72.0
10885,166.5,58.6
10886,161.2,47.7
10887,159.1,46.2
10888,170.7,59.6
10889,156.9,70.0
10890,177.8,64.7
10891,159.7,64.0
10892,162.6,54.6
10893,174.2,53.4
10894,159.8,48.2
10895,177.1,75.7
10896,169.3,64.1
10897,167.7,72.3
10898,172.9,69.9
10899,181.8,77.1
10900,159.5,52.8
10901,159.7,53.9
10902,160.4,57.1
10903,171.2,53.9
10904,172.4,86.7
10905,162.7,60.5
10906,177.1,63.6
10907,213.0,99.6
10908,172.5,45.1
10909,156.9,41.6
10910,172.3,77.7
10911,167.7,68.7
10912,167.3,51.0
10913,173.1,78.3
10914,178.7,62.1
10915,179.6,51.1
10916,172.7,50.0
10917,174.0,80.0
10918,171.7,85.0
10919,166.0,63.9
10920,169.9,61.6
10921,159.6,62.6
10922,152.8,63.5
10923,168.7,73.5
10924,165.7,59.0
10925,183.9,45.0
10926,157.1,62.3
10927,170.1,97.5
10928,180.1,53.8
10929,174.5,59.4
10930,170.8,49.3
10931,162.3,49.5
10932,182.3,86.6
10933,172.4,81.5
10934,164.5,48.7
10935,172.7,57.7
10936,156.4,70.9
10937,180.2,78.0
10938,174.2,65.3
10939,162.2,74.1
10940,183.4,83.1
10941,166.6,49.5
10942,180.8,65.0
10943,173.1,90.7
10944,173.7,47.6
10945,166.6,67.8
10946,173.9,73.9
10947,165.4,64.1
10948,179.3,73.4
10949,166.0,56.8
10950,161.9,59.0
10951,155.1,54.7
10952,175.1,83.7
10953,179.7,98.4
10954,161.9,81.8
10955,179.0,83.9
10956,163.8,52.0
10957,159.0,56.9
10958,171.2,69.6
10959,157.6,62.0
10960,166.9,71.6
10961,163.5,50.1
10962,162.4,57.3
10963,152.3,51.8
10964,166.0,61.1
10965,170.3,72.2
10966,174.7,83.0
10967,159.2,50.0
10968,180.5,89.2
10969,175.8,80.8
10970,162.2,63.8
10971,160.3,55.8
10972,183.4,83.4
10973,173.3,81.4
10974,156.1,64.7
10975,184.0,54.0
10976,170.4,42.0
10977,155.4,52.9
10978,166.9,54.3
10979,172.3,56.9
10980,149.1,40.3
10981,184.1,64.5
10982,164.2,65.3
10983,165.5,70.9
10984,162.3,61.6
10985,165.8,59.5
10986,175.0,77.4
10987,164.5,73.3
10988,163.9,56.6
10989,152.2,54.8
10990,160.4,65.2
10991,163.2,79.3
10992,170.4,30.9
10993,178.5,89.2
10994,171.0,65.5
10995,162.7,51.8
10996,175.4,68.8
10997,165.8,62.7
10998,172.6,79.3
10999,159.1,53.5
11000,168.4,54.9
11001,163.3,79.5
11002,151.5,56.3
11003,169.1,65.1
11004,168.4,44.7
11005,164.9,41.2
11006,163.6,63.2
11007,162.6,47.8
11008,167.9,55.4
11009,165.2,67.2
11010,178.0,69.3
11011,164.2,57.4
11012,178.7,51.6
11013,180.1,68.5
11014,171.0,69.9
11015,151.1,51.8
11016,177.9,66.2
11017,175.5,69.0
11018,159.9,55.0
11019,176.3,75.3
11020,151.8,45.6
11021,163.1,41.0
11022,161.2,44.0
11023,157.7,49.3
11024,178.6,73.5
11025,181.2,79.9
11026,164.1,70.1
11027,163.5,68.4
11028,181.5,77.8
11029,171.6,52.7
11030,172.8,65.9
11031,172.7,91.4
11032,170.4,44.1
11033,177.5,57.4
11034,164.5,78.6
11035,167.9,67.1
11036,184.9,90.7
11037,171.7,63.6
11038,166.9,85.1
11039,156.7,33.3
11040,176.9,79.8
11041,159.4,72.1
11042,165.9,63.8
11043,167.7,55.7
11044,173.6,73.9
11045,155.6,40.9
11046,176.1,77.9
11047,164.6,54.6
11048,174.7,72.2
11049,168.2,61.0
11050,177.1,68.0
11051,181.4,71.3
11052,164.7,66.9
11053,169.3,65.4
11054,182.1,71.0
11055,164.3,60.0
11056,166.4,46.6
11057,177.6,84.0
11058,161.0,55.5
11059,174.4,72.4
11060,169.0,51.5
11061,171.1,58.0
11062,161.8,46.4
11063,182.0,84.7
11064,156.9,52.5
11065,172.5,60.9
11066,175.7,72.5
11067,161.1,65.7
11068,167.9,70.7
11069,174.2,77.8
11070,176.4,91.5
11071,168.8,75.4
11072,174.2,62.5
11073,161.3,65.7
11074,172.8,73.1
11075,179.9,72.3
11076,163.8,73.5
11077,163.0,57.6
11078,162.2,77.7
11079,166.8,64.2
11080,157.9,51.2
11081,153.8,45.6
11082,161.2,58.2
11083,166.7,67.0
11084,175.5,73.3
11085,154.5,66.6
11086,175.7,54.1
11087,174.2,59.9
11088,158.1,40.2
11089,165.0,70.4
11090,161.4,61.4
11091,158.6,48.2
11092,160.5,67.6
11093,166.9,74.4
11094,174.6,58.0
11095,159.8,49.8
11096,161.9,44.6
11097,168.9,39.3
11098,163.0,75.2
11099,168.9,67.2
11100,170.7,58.8
11101,153.6,37.1
11102,161.5,59.9
11103,179.2,100.1
11104,161.3,55.2
11105,174.2,55.6
11106,170.9,62.8
11107,169.8,59.5
11108,164.7,69.4
11109,166.5,67.8
11110,171.9,73.1
11111,170.9,65.0
11112,156.0,63.2
11113,174.0,72.2
11114,161.1,53.8
11115,168.5,69.8
11116,169.8,62.3
11117,176.0,76.4
11118,168.1,32.9
11119,160.9,46.4
11120,170.3,70.8
11121,172.3,76.7
11122,176.0,98.5
11123,171.6,44.8
11124,166.9,64.4
11125,164.0,76.9
11126,177.1,83.2
11127,162.1,76.1
11128,150.4,52.8
11129,157.5,50.0
11130,161.3,60.7
11131,178.1,86.2
11132,160.1,49.9
11133,167.8,51.3
11134,171.0,60.9
11135,166.0,62.3
11136,177.4,58.8
11137,161.5,52.0
11138,161.0,57.9
11139,168.0,45.7
11140,172.4,85.9
11141,177.4,73.5
11142,159.2,38.4
11143,174.2,76.0
11144,185.1,61.0
11145,164.3,54.0
11146,160.8,34.2
11147,159.9,68.4
11148,158.6,57.3
11149,161.5,66.8
11150,171.4,40.4
11151,159.8,71.9
11152,173.6,64.8
11153,175.8,78.1
11154,176.2,75.9
11155,215.90000000000003,173.9
11156,168.6,58.2
11157,183.3,71.6
11158,177.4,81.1
11159,163.8,69.7
11160,157.8,74.4
11161,161.5,42.4
11162,164.1,58.8
11163,166.8,72.5
11164,164.3,60.6
11165,173.9,67.3
11166,173.7,60.5
11167,178.1,68.8
11168,180.0,72.4
11169,164.7,38.3
11170,173.1,70.8
11171,170.3,54.7
11172,184.2,56.6
11173,152.6,54.5
11174,184.2,51.1
11175,171.0,71.4
11176,150.5,56.7
11177,183.7,107.0
11178,176.7,59.3
11179,165.9,70.8
11180,171.0,52.6
11181,185.6,79.6
11182,179.5,98.7
11183,157.2,85.1
11184,156.2,42.2
11185,165.9,74.2
11186,178.8,93.2
11187,164.1,63.5
11188,180.0,85.0
11189,175.1,79.0
11190,162.3,54.3
11191,167.0,71.4
11192,158.1,50.7
11193,179.8,75.5
11194,171.2,82.7
11195,167.4,76.6
11196,171.6,60.4
11197,176.9,68.8
11198,182.6,63.0
11199,151.7,60.4
11200,154.0,72.0
11201,156.2,53.3
11202,176.6,87.1
11203,169.9,72.7
11204,162.7,45.2
11205,178.0,92.1
11206,165.3,70.8
11207,170.0,75.9
11208,156.0,41.4
11209,155.9,63.3
11210,164.6,50.1
11211,176.6,50.6
11212,176.1,58.4
11213,168.0,72.5
11214,163.1,92.7
11215,165.0,73.2
11216,162.6,53.3
11217,157.8,38.6
11218,172.6,71.8
11219,162.8,66.1
11220,162.6,55.7
11221,162.0,37.6
11222,162.7,49.5
11223,166.6,45.1
11224,175.6,76.3
11225,160.0,59.7
11226,155.2,55.3
11227,168.3,46.3
11228,158.2,43.6
11229,161.5,59.7
11230,161.7,74.9
11231,167.2,42.5
11232,160.6,62.0
11233,178.9,67.6
11234,169.2,76.7
11235,163.0,47.8
11236,184.8,61.0
11237,163.9,63.5
11238,157.4,52.2
11239,171.7,51.0
11240,165.4,73.4
11241,184.3,95.3
11242,151.1,63.6
11243,161.9,56.5
11244,164.0,73.6
11245,175.1,79.1
11246,160.6,37.1
11247,169.0,49.1
11248,174.4,74.5
11249,178.6,61.5
11250,175.1,63.0
11251,177.7,76.2
11252,157.9,45.9
11253,154.3,62.0
11254,178.2,73.3
11255,181.1,77.6
11256,170.4,58.1
11257,165.9,56.2
11258,160.2,38.7
11259,181.2,85.6
11260,158.4,59.4
11261,178.4,74.7
11262,171.7,79.0
11263,162.0,54.7
11264,168.1,64.6
11265,159.7,64.1
11266,181.8,89.7
11267,158.2,49.2
11268,167.1,75.6
11269,167.0,38.1
11270,161.1,60.5
11271,181.4,75.4
11272,175.2,84.8
11273,166.5,51.7
11274,177.6,79.9
11275,176.0,71.2
11276,168.6,72.8
11277,172.1,63.2
11278,162.8,73.1
11279,159.2,75.5
11280,169.1,84.8
11281,180.8,86.8
11282,162.6,54.7
11283,174.8,75.1
11284,171.1,75.6
11285,186.1,79.0
11286,180.0,83.3
11287,157.6,44.8
11288,167.3,50.8
11289,170.1,62.8
11290,164.8,54.7
11291,173.0,65.4
11292,167.8,55.4
11293,187.5,96.5
11294,158.7,66.2
11295,179.1,71.4
11296,179.2,76.4
11297,181.5,93.4
11298,175.2,59.8
11299,163.4,44.6
11300,168.2,75.5
11301,168.5,49.5
11302,172.5,69.2
11303,160.7,60.4
11304,169.9,54.1
11305,157.9,54.1
11306,180.0,72.3
11307,160.2,55.3
11308,171.8,80.3
11309,178.3,74.7
11310,171.0,60.8
11311,160.1,64.1
11312,161.5,51.0
11313,178.2,78.8
11314,178.5,67.5
11315,166.5,65.7
11316,160.8,59.4
11317,162.1,51.6
11318,153.0,40.6
11319,178.4,69.1
11320,154.2,64.1
11321,173.5,81.7
11322,183.6,66.8
11323,160.3,57.8
11324,164.9,56.5
11325,153.9,40.4
11326,167.1,63.4
11327,157.3,59.6
11328,165.1,71.6
11329,173.1,89.6
11330,177.2,81.6
11331,180.8,95.0
11332,181.6,57.8
11333,173.4,86.5
11334,166.4,60.1
11335,169.1,68.0
11336,166.1,60.8
11337,182.7,80.0
11338,172.9,40.6
11339,162.8,64.3
11340,181.1,84.5
11341,159.5,57.3
11342,157.1,45.4
11343,165.8,54.5
11344,165.5,89.8
11345,171.4,76.0
11346,168.7,77.5
11347,152.5,43.6
11348,168.7,74.4
11349,164.6,63.3
11350,172.1,53.3
11351,160.3,52.4
11352,177.7,48.1
11353,178.2,84.0
11354,165.1,62.0
11355,179.0,82.3
11356,171.7,82.4
11357,168.6,65.4
11358,157.5,50.7
11359,173.6,71.0
11360,177.9,76.4
11361,177.1,68.7
11362,215.79999999999998,105.2
11363,179.9,68.4
11364,176.4,65.0
11365,168.3,47.5
11366,160.0,74.5
11367,158.6,56.8
11368,173.8,74.2
11369,163.2,70.9
11370,166.6,67.8
11371,159.4,48.8
11372,158.7,46.2
11373,159.3,56.8
11374,160.3,49.6
11375,178.5,86.4
11376,163.9,44.9
11377,168.3,71.6
11378,173.6,78.5
11379,160.6,51.1
11380,174.8,91.8
11381,223.59999999999997,72.7
11382,160.7,51.9
11383,162.9,55.3
11384,163.7,64.4
11385,164.9,55.6
11386,174.2,81.1
11387,168.7,63.1
11388,157.6,52.3
11389,171.6,74.4
11390,173.3,64.2
11391,180.0,53.6
11392,177.3,103.4
11393,173.2,53.3
11394,172.2,74.3
11395,172.6,83.2
11396,179.3,75.4
11397,163.8,63.6
11398,169.5,62.8
11399,165.5,68.5
11400,162.8,62.8
11401,165.6,54.4
11402,174.4,69.3
11403,161.5,61.4
11404,178.6,65.5
11405,171.4,85.2
11406,168.5,78.0
11407,176.6,50.4
11408,173.9,53.4
