video_id,trending_date,channel_title,category_id,publish_time,views,likes,dislikes
1710,18.07.06,Jimmy Kimmel Live,23,2018-06-04T04:30:09.000Z,494709,5341,313
1711,18.07.06,Papa Jake,24,2018-06-03T18:08:35.000Z,1157774,28627,7496
1712,18.07.06,Britain's Got Talent,24,2018-06-03T21:11:48.000Z,3541623,41487,3639
1713,18.07.06,bulletvalentineVEVO,10,2018-06-03T23:00:01.000Z,570192,28638,1176
1714,18.07.06,ESPN,17,2018-06-04T03:30:54.000Z,1527300,13847,669
1715,18.07.06,Mark Wiens,19,2018-06-03T13:00:01.000Z,943024,25981,1209
1716,18.07.06,HellthyJunkFood,24,2018-06-03T14:22:17.000Z,866702,18408,3497
1717,18.07.06,Michelle Khare,24,2018-06-04T15:00:11.000Z,245088,14996,225
1718,18.07.06,Sidemen,24,2018-06-02T20:00:23.000Z,6872466,169580,8891
1719,18.07.06,The Slow Mo Guys,24,2018-06-02T21:42:35.000Z,3672826,91426,1938
1720,18.07.06,Tasty,26,2018-06-02T15:00:49.000Z,5065000,181845,2313
1721,18.07.06,BuzzFeedVideo,22,2018-06-02T18:00:20.000Z,3298103,86642,10286
1722,18.07.06,CrazyRussianHacker,28,2018-06-02T22:10:36.000Z,679046,32115,577
1723,18.07.06,radiodisney,10,2018-06-03T00:45:00.000Z,1813196,200215,962
1724,18.07.06,FaZe Rug,20,2018-06-01T23:32:56.000Z,2855899,101234,12847
1725,18.07.06,Kanye West - Topic,10,2018-06-01T15:29:54.000Z,1944811,33932,3333
1726,18.07.06,Team Edge,23,2018-06-01T20:16:00.000Z,1898198,30114,2123
1727,18.07.06,FBE,24,2018-06-01T21:00:02.000Z,1178775,20802,3743
1728,18.07.06,Gorillaz,10,2018-05-31T15:57:04.000Z,18100706,800078,25642
1729,18.07.06,devinsupertramp,24,2018-06-01T14:31:42.000Z,675714,16941,851
1730,18.07.06,Jaclyn Hill,26,2018-06-01T22:12:40.000Z,1046242,54373,3333
1731,18.07.06,Maroon5VEVO,10,2018-05-31T04:00:00.000Z,53406181,2280497,38247
1732,18.07.06,The 1975,10,2018-05-31T22:57:07.000Z,1936035,122197,3909
1733,18.07.06,ibighit,10,2018-06-01T15:00:01.000Z,10794894,1768292,10738
1734,18.07.06,Safiya Nygaard,22,2018-05-31T22:31:36.000Z,4852700,183949,3726
1735,18.07.06,Hannah Stocking,23,2018-05-31T16:00:01.000Z,3549872,92499,21548
1736,18.07.06,Clean Bandit,10,2018-05-31T09:00:13.000Z,8734601,283391,5826
1737,18.07.06,CollegeHumor,23,2018-05-31T17:30:01.000Z,1308257,38771,4779
1738,18.07.06,AsapSCIENCE,28,2018-05-31T16:00:06.000Z,940725,21812,1205
1739,18.07.06,MNEKVEVO,10,2018-06-01T13:48:48.000Z,428116,23272,393
1740,18.07.06,keshaVEVO,10,2018-05-31T14:00:01.000Z,1125867,69924,1812
1741,18.07.06,colinfurze,26,2018-05-31T15:00:02.000Z,3556497,125231,5077
1742,18.07.06,The View,24,2018-05-31T16:05:40.000Z,505018,8472,487
1743,18.07.06,Netflix,24,2018-06-01T02:00:00.000Z,426841,11569,2148
1744,18.07.06,Because Science,28,2018-05-31T15:00:04.000Z,992966,27214,1256
1745,18.07.06,KeithUrbanVEVO,10,2018-05-31T04:00:01.000Z,769509,10374,600
1746,18.07.06,STX Entertainment,1,2018-05-31T18:00:08.000Z,4607807,2410,32
1747,18.07.06,5SOSVEVO,10,2018-05-31T23:00:00.000Z,506991,50734,296
1748,18.07.06,Smosh,23,2018-05-30T16:00:05.000Z,2975755,81384,10611
1749,18.07.06,Physics Girl,27,2018-05-31T17:03:15.000Z,645873,36145,872
1750,18.07.06,Cardi B,10,2018-05-29T14:05:10.000Z,59402059,1533973,83579
1751,18.07.06,Gabbie Hanna,26,2018-05-30T21:00:02.000Z,7126505,330562,5732
1752,18.07.06,Marshmello,10,2018-05-30T14:00:00.000Z,4431154,204856,5508
1753,18.07.06,The Daily Show with Trevor Noah,23,2018-05-31T02:15:02.000Z,561365,16202,688
1754,18.07.06,Simone Giertz,28,2018-05-30T14:22:13.000Z,1584376,119177,1087
1755,18.07.06,GQ,24,2018-05-30T16:02:29.000Z,1518195,32865,1331
1756,18.07.06,The Official Pokémon YouTube channel,20,2018-05-30T01:22:17.000Z,9238190,223546,24230
1757,18.07.06,FoxStarHindi,24,2018-05-30T07:51:32.000Z,36224215,744304,28571
1758,18.07.06,SciShow,27,2018-05-30T21:00:02.000Z,423307,13792,1146
1759,18.07.06,itsAlexClark,1,2018-05-30T22:05:02.000Z,721821,41464,828
1760,18.07.06,Entertainment Tonight,24,2018-05-30T03:13:23.000Z,1056505,4593,1822
1761,18.07.06,Erika Costell,22,2018-05-29T21:00:01.000Z,6274854,171349,99056
1762,18.07.06,Skip and Shannon: UNDISPUTED,17,2018-05-30T17:01:39.000Z,717208,6059,1869
1763,18.07.06,weezer,10,2018-05-29T12:00:11.000Z,3784695,103272,4314
1764,18.07.06,MaggieRogersVEVO,10,2018-05-30T13:00:03.000Z,307543,10585,259
1765,18.07.06,Good Morning America,24,2018-05-30T13:55:16.000Z,551368,10472,374
1766,18.07.06,As/Is,22,2018-05-30T22:00:25.000Z,763966,20589,440
1767,18.07.06,Markiplier,24,2018-05-29T18:41:24.000Z,1402577,113483,653
1768,18.07.06,Screen Junkies,1,2018-05-29T17:00:00.000Z,1821004,57219,1238
1769,18.07.06,DALLMYD,17,2018-05-28T19:30:08.000Z,1001839,45656,1542
1770,18.07.06,JunsKitchen,26,2018-05-28T10:00:34.000Z,2178022,185553,1162
1771,18.07.06,Kandee Johnson,26,2018-05-28T22:00:00.000Z,2137493,66303,5037
1772,18.07.06,The Film Theorists,1,2018-05-27T19:22:30.000Z,5203057,126811,11067
1773,18.07.06,SUMERIAN,10,2018-05-28T16:59:09.000Z,808890,34282,786
1774,18.07.06,Daily Dose Of Internet,24,2018-05-27T18:18:44.000Z,2604817,61993,2682
1775,18.07.06,Bachelor Nation on ABC,24,2018-05-29T04:00:02.000Z,299863,1232,263
1776,18.07.06,Guava Juice,24,2018-05-27T16:45:02.000Z,2019718,86312,5788
1777,18.07.06,MatthewSantoro,24,2018-05-27T15:23:40.000Z,692151,17273,3139
1778,18.07.06,Simon's Cat,1,2018-05-27T12:45:00.000Z,969626,38253,964
1779,18.07.06,FOX Soccer,17,2018-05-26T22:59:38.000Z,1384939,8837,1112
1780,18.07.06,BANGTANTV,10,2018-05-27T11:00:03.000Z,10001670,1114601,4351
1781,18.07.06,Eh Bee Family,22,2018-05-26T14:00:06.000Z,1605464,25725,5593
1782,18.07.06,Disney Movie Trailers,1,2018-05-25T19:00:02.000Z,5726995,156923,4029
1783,18.07.06,Matthias,23,2018-05-25T16:50:01.000Z,3645059,71861,5778
1784,18.07.06,Brave Wilderness,15,2018-05-25T11:00:03.000Z,3866882,62621,1800
1785,18.07.06,Amber Scholl,26,2018-05-26T00:14:41.000Z,959874,57253,1825
1786,18.07.06,JelloApocalypse,23,2018-05-25T17:14:47.000Z,1259310,72281,1345
1787,18.07.06,Philip DeFranco,25,2018-05-25T19:00:01.000Z,1756102,143458,3272
1788,18.07.06,Jake Paul,22,2018-05-26T00:16:30.000Z,3248033,89669,65349
1789,18.07.06,REACT,24,2018-05-25T19:00:06.000Z,1571161,35484,1846
1790,18.07.06,DanTDM,24,2018-05-25T17:09:00.000Z,1602795,39081,1318
1791,18.07.06,jacksfilms,23,2018-05-25T18:28:48.000Z,1308103,55233,1398
1792,18.07.06,Tati,26,2018-05-25T17:00:02.000Z,1314150,56953,1527
1793,18.07.06,The Graham Norton Show,24,2018-05-25T15:53:16.000Z,978879,13679,656
1794,18.07.06,Late Night with Seth Meyers,23,2018-05-25T11:00:05.000Z,620790,5908,463
1795,18.07.06,NickyJamTV,10,2018-05-25T04:00:21.000Z,16399132,273344,47896
1796,18.07.06,Tia Mowry's Quick Fix,26,2018-05-25T14:00:02.000Z,392082,15994,445
1797,18.07.06,JenniferLopezVEVO,10,2018-05-24T12:00:02.000Z,23577365,412586,38298
1798,18.07.06,John Mayer,10,2018-05-24T13:42:02.000Z,4734827,162698,3370
1799,18.07.06,H O N N E,10,2018-05-25T15:01:20.000Z,610970,14086,164
1800,18.07.06,AzealiaBanksVEVO,10,2018-05-24T15:59:22.000Z,2210604,85732,11635
1801,18.07.06,The Sims,20,2018-05-24T16:59:24.000Z,1610785,75901,1328
1802,18.07.06,ArianaGrandeVevo,10,2018-05-25T04:00:08.000Z,2499761,133294,2114
1803,18.07.06,Domics,23,2018-05-23T21:28:54.000Z,3305948,161214,3552
1804,18.07.06,Mr. Kate,26,2018-05-24T22:00:05.000Z,1292699,69374,619
1805,18.07.06,WIRED,24,2018-05-24T16:00:23.000Z,2010689,97366,518
1806,18.07.06,Lauv,10,2018-05-24T12:59:43.000Z,1648383,39241,331
1807,18.07.06,ZaynVEVO,10,2018-05-23T16:00:03.000Z,18148022,608009,15713
1808,18.07.06,CAguileraVEVO,10,2018-05-23T17:00:01.000Z,13990890,488836,13400
1809,18.07.06,Panic! At The Disco,10,2018-05-23T18:00:13.000Z,4947674,207196,2288
1810,18.07.06,DidYouKnowGaming?,20,2018-05-24T19:00:24.000Z,313444,7584,1295
1811,18.07.06,BBCRadio1VEVO,10,2018-05-24T17:00:17.000Z,672002,26715,503
1812,18.07.06,The Tonight Show Starring Jimmy Fallon,23,2018-05-24T08:00:00.000Z,563311,6358,374
1813,18.07.06,camelsandfriends,15,2018-05-23T13:33:03.000Z,5398365,29721,4341
1814,18.07.06,Bad Lip Reading,23,2018-05-22T20:02:51.000Z,12290300,276375,5369
1815,18.07.06,Matt Stonie,24,2018-05-23T00:15:30.000Z,1880109,48345,2043
1816,18.07.06,The Voice,24,2018-05-23T03:30:13.000Z,1629897,13732,2955
1817,18.07.06,"Tyler, The Creator",27,2018-05-22T15:20:56.000Z,2063734,127133,1500
1818,18.07.06,PBS Eons,28,2018-05-22T21:00:37.000Z,1766381,43575,1615
1819,18.07.06,Diplo,10,2018-05-21T14:12:22.000Z,29839509,734175,20726
1820,18.07.06,Nat Geo WILD,15,2018-05-22T12:00:00.000Z,1045061,17744,616
1821,18.07.06,MustardVEVO,10,2018-05-22T12:00:02.000Z,1825418,43416,737
1822,18.07.06,IFC Films,1,2018-05-23T14:00:01.000Z,2143569,3615,80
1823,18.07.06,American Idol,24,2018-05-22T04:08:24.000Z,1931785,19502,2796
1824,18.07.06,Rudy Mancuso,10,2018-05-21T21:00:33.000Z,3642497,192777,4440
1825,18.07.06,LOL Network,23,2018-05-21T17:00:03.000Z,702334,9726,291
1826,18.07.06,ShawnMendesVEVO,10,2018-05-21T16:40:16.000Z,546460,24698,1072
1827,18.07.06,Saturday Night Live,24,2018-05-20T04:58:51.000Z,8457468,65930,14088
1828,18.07.06,miniminter,20,2018-05-20T18:00:02.000Z,3064163,106928,3000
1829,18.07.06,NickiMinajAtVEVO,10,2018-05-20T07:53:59.000Z,4750679,185891,9237
1830,18.07.06,LaurDIY,26,2018-05-20T16:00:01.000Z,2679509,100460,2270
1831,18.07.06,Lucas the Spider,1,2018-05-19T14:52:43.000Z,7258412,261711,4141
1832,18.07.06,The New Yorker,24,2018-05-19T18:30:55.000Z,10187747,47517,3982
1833,18.07.06,Daddy Yankee,10,2018-05-18T14:00:04.000Z,38000386,614604,41613
1834,18.07.06,SZAVEVO,10,2018-05-18T14:00:04.000Z,5536282,206922,4007
1835,18.07.06,Dan And Shay,10,2018-05-18T04:04:58.000Z,4065228,38729,1252
1836,18.07.06,FifthHarmonyVEVO,10,2018-05-18T07:00:08.000Z,19484684,650601,14929
1837,18.07.06,BuzzFeed Celeb,22,2018-05-18T16:39:29.000Z,7745178,634626,3919
1838,18.07.06,AaronsAnimals,15,2018-05-18T13:00:04.000Z,1548039,37256,1355
1839,18.07.06,zefrank1,22,2018-05-18T01:00:06.000Z,1001180,58340,368
1840,18.07.06,Brad Mondo,24,2018-05-18T17:34:22.000Z,1040171,47248,1023
1841,18.07.06,Call of Duty,20,2018-05-17T17:09:38.000Z,9948811,351719,209762
1842,18.07.06,BackstreetBoysVEVO,10,2018-05-17T04:00:01.000Z,17049503,424886,16529
1843,18.07.06,Binging with Babish,24,2018-05-17T16:47:42.000Z,1247075,35220,597
1844,18.07.06,SigridVEVO,10,2018-05-17T12:00:04.000Z,3091985,66475,1430
1845,18.07.06,CalumScottVEVO,10,2018-05-16T23:00:00.000Z,8380438,145118,1714
1846,18.07.06,Movieclips Trailers,1,2018-05-16T20:29:17.000Z,4922949,56885,1791
1847,18.07.06,JennaMarbles,23,2018-05-16T22:33:29.000Z,3358706,334053,1821
1848,18.07.06,You Suck At Cooking,26,2018-05-16T12:39:20.000Z,666817,34340,508
1849,18.07.06,Dragonfoxgirl,24,2018-05-15T05:06:07.000Z,7412246,339623,5601
1850,18.07.06,20th Century Fox,1,2018-05-15T13:01:12.000Z,13340919,343972,6866
1851,18.07.06,Laura Lee,26,2018-05-15T20:56:25.000Z,1090641,38178,1104
1852,18.07.06,E! Entertainment,24,2018-05-15T12:59:50.000Z,791080,5694,423
1853,18.07.06,Focus Features,24,2018-05-14T18:59:59.000Z,5228021,35685,3189
1854,18.07.06,Complex,24,2018-05-14T14:00:03.000Z,4572696,115917,5676
1855,18.07.06,JVR Music,10,2018-05-14T15:59:47.000Z,20385514,137683,10368
1856,18.07.06,grav3yardgirl,26,2018-05-14T19:00:01.000Z,3786901,305555,13422
1857,18.07.06,TODAY,25,2018-05-14T15:29:50.000Z,1977268,22717,1079
1858,18.07.06,Teen Vogue,24,2018-05-15T16:00:45.000Z,1335335,63964,226
1859,18.07.06,TheOdd2sOut,23,2018-05-14T19:36:05.000Z,1202525,98262,812
1860,18.07.06,Vox,25,2018-05-14T12:00:03.000Z,1197648,24224,799
1861,18.07.06,Linus Tech Tips,28,2018-05-14T19:00:20.000Z,2600370,84234,11010
1862,18.07.06,Lucas and Marcus,24,2018-05-13T18:03:56.000Z,9855179,156308,20494
1863,18.07.06,Rooster Teeth,1,2018-05-14T13:00:01.000Z,745139,25372,173
1864,18.07.06,Unbox Therapy,28,2018-05-13T19:00:25.000Z,6854618,141144,10782
1865,18.07.06,MBCentertainment,24,2018-05-13T09:15:36.000Z,3793527,53572,544
1866,18.07.06,Kurzgesagt,27,2018-05-13T12:00:22.000Z,4667109,240066,2105
1867,18.07.06,Business Insider,26,2018-05-13T20:00:02.000Z,3974714,81371,3480
1868,18.07.06,Kelly Clarkson,10,2018-05-13T13:00:41.000Z,2357830,49192,1145
1869,18.07.06,jacksepticeye,20,2018-05-12T16:00:09.000Z,7506773,442802,3943
1870,18.07.06,Vat19,24,2018-05-12T11:30:03.000Z,4810420,46287,2065
1871,18.07.06,nigahiga,24,2018-05-11T21:11:16.000Z,15128450,549048,16032
1872,18.07.06,Rita Ora,24,2018-05-11T09:23:16.000Z,21081101,343556,35557
1873,18.07.06,Charlie Puth,10,2018-05-11T04:00:34.000Z,10118545,121749,2762
1874,18.07.06,Selena Gomez,1,2018-05-10T16:00:11.000Z,51834517,904500,17458
1875,18.07.06,SiaVEVO,10,2018-05-10T12:00:03.000Z,21203140,464190,7277
1876,18.07.06,BostonDynamics,28,2018-05-10T19:56:28.000Z,6718414,86278,3112
1877,18.07.06,johnmayerVEVO,10,2018-05-10T17:00:01.000Z,3564743,77543,1595
1878,18.07.06,NikkieTutorials,26,2018-05-10T21:11:15.000Z,2868089,158418,2169
1879,18.07.06,SamSmithWorldVEVO,10,2018-05-09T17:00:00.000Z,20517705,356934,9215
1880,18.07.06,Cobra Kai,24,2018-05-10T17:02:55.000Z,1047518,32349,991
1881,18.07.06,CBC News,25,2018-05-10T17:24:02.000Z,608823,3725,402
1882,18.08.06,YouTube Spotlight,24,2018-06-07T19:08:51.000Z,597669,29781,71617
1883,18.08.06,ONE Media,1,2018-06-07T13:16:17.000Z,980830,8352,711
1884,18.08.06,Sony Pictures Entertainment,24,2018-06-06T13:00:04.000Z,10997686,336017,13271
1885,18.08.06,LOL Network,23,2018-06-07T17:26:44.000Z,335508,12742,385
1886,18.08.06,shgurr,1,2018-06-07T03:22:06.000Z,685579,46244,833
1887,18.08.06,Tasty,26,2018-06-07T16:00:31.000Z,888646,27167,520
1888,18.08.06,Gordon Ramsay,24,2018-06-06T18:00:00.000Z,1943162,51543,2860
1889,18.08.06,CaseyNeistat,22,2018-06-06T19:35:08.000Z,1762606,114272,2255
1890,18.08.06,The Late Late Show with James Corden,24,2018-06-07T05:15:24.000Z,1365473,100090,290
1891,18.08.06,Warner Bros. Pictures,24,2018-06-06T16:00:23.000Z,2448327,41389,1025
1892,18.08.06,Epicurious,26,2018-06-06T18:54:38.000Z,425309,5845,895
1893,18.08.06,Jimmy Kimmel Live,23,2018-06-07T04:48:34.000Z,784836,19617,399
1894,18.08.06,TheInternetVEVO,10,2018-06-06T14:00:02.000Z,587594,46211,775
1895,18.08.06,itsAlexClark,1,2018-06-06T21:40:34.000Z,592735,37639,519
1896,18.08.06,TroyeSivanVEVO,10,2018-06-06T16:00:00.000Z,1560338,192615,4947
1897,18.08.06,ESPN,17,2018-06-07T04:22:18.000Z,910108,7502,475
1898,18.08.06,America's Got Talent,24,2018-06-06T01:58:03.000Z,2855891,57762,1332
1899,18.08.06,David Dobrik,22,2018-06-05T04:54:35.000Z,25809784,1757289,83379
1900,18.08.06,SelenaGomezVEVO,10,2018-06-05T14:00:07.000Z,16106570,1007250,32071
1901,18.08.06,Bon App,26,2018-06-05T16:03:55.000Z,2685993,70831,1563
1902,18.08.06,James Charles,24,2018-06-05T22:12:30.000Z,4409251,210208,7331
1903,18.08.06,Will Smith,24,2018-06-05T17:46:26.000Z,1591989,94837,1152
1904,18.08.06,Paramount Pictures,1,2018-06-05T07:00:01.000Z,16712248,200316,14347
1905,18.08.06,Walt Disney Animation Studios,1,2018-06-04T16:00:03.000Z,9730243,196684,11394
1906,18.08.06,Dude Perfect,17,2018-06-04T21:55:13.000Z,11465487,407347,8769
1907,18.08.06,The Late Show with Stephen Colbert,24,2018-06-05T07:53:32.000Z,317067,3463,172
1908,18.08.06,A&E,24,2018-06-04T12:00:00.000Z,784139,6591,731
1909,18.08.06,Good Mythical Morning,24,2018-06-04T10:00:04.000Z,1757335,41561,1383
1910,18.08.06,Apple,28,2018-06-04T04:00:00.000Z,8897642,77421,30870
1911,18.08.06,Amazon Studios,1,2018-06-04T13:00:02.000Z,1812753,13561,1244
1912,18.08.06,MeghanTrainorVEVO,10,2018-06-04T12:00:08.000Z,2387821,100201,5527
1913,18.08.06,The Game Theorists,20,2018-06-03T18:25:05.000Z,4252020,191175,7590
1914,18.08.06,NiallHoranVEVO,10,2018-06-04T23:00:01.000Z,627309,78771,351
1915,18.08.06,BuzzFeedBlue,22,2018-06-03T15:00:12.000Z,4398813,65789,6478
1916,18.08.06,CNN,25,2018-06-04T05:03:59.000Z,931823,5616,764
1917,18.08.06,TheEllenShow,24,2018-06-04T13:00:00.000Z,705986,8930,277
1918,18.08.06,Casey Holmes,26,2018-06-04T01:01:35.000Z,436828,20321,446
1919,18.08.06,bulletvalentineVEVO,10,2018-06-03T23:00:01.000Z,656955,30611,1290
1920,18.08.06,Papa Jake,24,2018-06-03T18:08:35.000Z,1224994,29651,7923
1921,18.08.06,Britain's Got Talent,24,2018-06-03T21:11:48.000Z,4061964,47591,3947
1922,18.08.06,Michelle Khare,24,2018-06-04T15:00:11.000Z,299663,16686,313
1923,18.08.06,Mark Wiens,19,2018-06-03T13:00:01.000Z,1012489,27171,1269
1924,18.08.06,HellthyJunkFood,24,2018-06-03T14:22:17.000Z,938611,19178,3696
1925,18.08.06,The Slow Mo Guys,24,2018-06-02T21:42:35.000Z,3846735,93887,2010
1926,18.08.06,Sidemen,24,2018-06-02T20:00:23.000Z,6980625,170771,9040
1927,18.08.06,BuzzFeedVideo,22,2018-06-02T18:00:20.000Z,3641814,92182,11579
1928,18.08.06,CrazyRussianHacker,28,2018-06-02T22:10:36.000Z,704636,32706,603
1929,18.08.06,FaZe Rug,20,2018-06-01T23:32:56.000Z,2998173,103488,13139
1930,18.08.06,Kanye West - Topic,10,2018-06-01T15:29:54.000Z,2115172,35394,3468
1931,18.08.06,radiodisney,10,2018-06-03T00:45:00.000Z,1886404,203363,1002
1932,18.08.06,Team Edge,23,2018-06-01T20:16:00.000Z,1976097,30764,2160
1933,18.08.06,FBE,24,2018-06-01T21:00:02.000Z,1201699,21110,3803
1934,18.08.06,Gorillaz,10,2018-05-31T15:57:04.000Z,19726358,837310,26857
1935,18.08.06,devinsupertramp,24,2018-06-01T14:31:42.000Z,837341,18357,936
1936,18.08.06,Maroon5VEVO,10,2018-05-31T04:00:00.000Z,60121378,2392245,40929
1937,18.08.06,Jaclyn Hill,26,2018-06-01T22:12:40.000Z,1067948,54949,3406
1938,18.08.06,The1975VEVO,10,2018-05-31T22:57:07.000Z,2094378,125705,4143
1939,18.08.06,ibighit,10,2018-06-01T15:00:01.000Z,11136143,1779202,11004
1940,18.08.06,Safiya Nygaard,22,2018-05-31T22:31:36.000Z,4988749,186037,3810
1941,18.08.06,Hannah Stocking,23,2018-05-31T16:00:01.000Z,3742907,95092,21988
1942,18.08.06,Clean Bandit,10,2018-05-31T09:00:13.000Z,10242176,306794,6492
1943,18.08.06,CollegeHumor,23,2018-05-31T17:30:01.000Z,1343120,39493,4871
1944,18.08.06,MNEKVEVO,10,2018-06-01T13:48:48.000Z,512196,25581,436
1945,18.08.06,AsapSCIENCE,28,2018-05-31T16:00:06.000Z,959568,22148,1222
1946,18.08.06,keshaVEVO,10,2018-05-31T14:00:01.000Z,1190673,70980,1882
1947,18.08.06,colinfurze,26,2018-05-31T15:00:02.000Z,4530927,142877,7314
1948,18.08.06,The View,24,2018-05-31T16:05:40.000Z,538171,8935,509
1949,18.08.06,Netflix,24,2018-06-01T02:00:00.000Z,440020,11787,2157
1950,18.08.06,Because Science,28,2018-05-31T15:00:04.000Z,1017712,27847,1279
1951,18.08.06,KeithUrbanVEVO,10,2018-05-31T04:00:01.000Z,878149,11039,644
1952,18.08.06,STX Entertainment,1,2018-05-31T18:00:08.000Z,5121751,2484,45
1953,18.08.06,5SOSVEVO,10,2018-05-31T23:00:00.000Z,531339,51432,306
1954,18.08.06,Smosh,23,2018-05-30T16:00:05.000Z,3047432,82269,10799
1955,18.08.06,Physics Girl,27,2018-05-31T17:03:15.000Z,653296,36514,883
1956,18.08.06,Gabbie Hanna,26,2018-05-30T21:00:02.000Z,7365521,337544,5954
1957,18.08.06,Cardi B,10,2018-05-29T14:05:10.000Z,65149069,1580402,87081
1958,18.08.06,Marshmello,10,2018-05-30T14:00:00.000Z,5001009,215271,5821
1959,18.08.06,The Daily Show with Trevor Noah,23,2018-05-31T02:15:02.000Z,566000,16277,689
1960,18.08.06,Simone Giertz,28,2018-05-30T14:22:13.000Z,1597305,119485,1093
1961,18.08.06,GQ,24,2018-05-30T16:02:29.000Z,1543821,33129,1336
1962,18.08.06,The Official Pok,20,2018-05-30T01:22:17.000Z,9358794,224746,24298
1963,18.08.06,FoxStarHindi,24,2018-05-30T07:51:32.000Z,36857179,749197,28932
1964,18.08.06,SciShow,27,2018-05-30T21:00:02.000Z,426704,13892,1153
1965,18.08.06,Entertainment Tonight,24,2018-05-30T03:13:23.000Z,1061345,4603,1827
1966,18.08.06,Erika Costell,22,2018-05-29T21:00:01.000Z,6549319,174033,100353
1967,18.08.06,Skip and Shannon: UNDISPUTED,17,2018-05-30T17:01:39.000Z,727615,6108,1880
1968,18.08.06,weezer,10,2018-05-29T12:00:11.000Z,3870505,104886,4405
1969,18.08.06,Good Morning America,24,2018-05-30T13:55:16.000Z,580557,10987,388
1970,18.08.06,MaggieRogersVEVO,10,2018-05-30T13:00:03.000Z,330692,10969,275
1971,18.08.06,As/Is,22,2018-05-30T22:00:25.000Z,773032,20796,443
1972,18.08.06,Markiplier,24,2018-05-29T18:41:24.000Z,1421904,114417,662
1973,18.08.06,Screen Junkies,1,2018-05-29T17:00:00.000Z,1841123,57541,1248
1974,18.08.06,DALLMYD,17,2018-05-28T19:30:08.000Z,1006266,45870,1549
1975,18.08.06,JunsKitchen,26,2018-05-28T10:00:34.000Z,2202908,186850,1170
1976,18.08.06,Kandee Johnson,26,2018-05-28T22:00:00.000Z,2149215,66499,5050
1977,18.08.06,The Film Theorists,1,2018-05-27T19:22:30.000Z,5239243,127260,11102
1978,18.08.06,SUMERIAN,10,2018-05-28T16:59:09.000Z,859623,35075,811
1979,18.08.06,Daily Dose Of Internet,24,2018-05-27T18:18:44.000Z,2616391,62105,2682
1980,18.08.06,Bachelor Nation on ABC,24,2018-05-29T04:00:02.000Z,303257,1242,263
1981,18.08.06,Guava Juice,24,2018-05-27T16:45:02.000Z,2042620,87112,5796
1982,18.08.06,MatthewSantoro,24,2018-05-27T15:23:40.000Z,695963,17368,3146
1983,18.08.06,Simon's Cat,1,2018-05-27T12:45:00.000Z,987414,38575,972
1984,18.08.06,FOX Soccer,17,2018-05-26T22:59:38.000Z,1390487,8862,1115
1985,18.08.06,BANGTANTV,10,2018-05-27T11:00:03.000Z,10240949,1119935,4387
1986,18.08.06,Eh Bee Family,22,2018-05-26T14:00:06.000Z,1623954,25868,5601
1987,18.08.06,Disney Movie Trailers,1,2018-05-25T19:00:02.000Z,5822863,159153,4066
1988,18.08.06,Matthias,23,2018-05-25T16:50:01.000Z,3682271,72391,5809
1989,18.08.06,Brave Wilderness,15,2018-05-25T11:00:03.000Z,3894192,62899,1807
1990,18.08.06,Amber Scholl,26,2018-05-26T00:14:41.000Z,963624,57366,1828
1991,18.08.06,JelloApocalypse,23,2018-05-25T17:14:47.000Z,1273994,72681,1358
1992,18.08.06,Jake Paul,22,2018-05-26T00:16:30.000Z,3281913,90038,65590
1993,18.08.06,REACT,24,2018-05-25T19:00:06.000Z,1583349,35612,1852
1994,18.08.06,DanTDM,24,2018-05-25T17:09:00.000Z,1613441,39204,1320
1995,18.08.06,jacksfilms,23,2018-05-25T18:28:48.000Z,1320720,55515,1409
1996,18.08.06,Tati,26,2018-05-25T17:00:02.000Z,1322722,57142,1532
1997,18.08.06,The Graham Norton Show,24,2018-05-25T15:53:16.000Z,984504,13740,657
1998,18.08.06,Late Night with Seth Meyers,23,2018-05-25T11:00:05.000Z,627546,5977,465
1999,18.08.06,NickyJamTV,10,2018-05-25T04:00:21.000Z,17045761,279676,48758
2000,18.08.06,JenniferLopezVEVO,10,2018-05-24T12:00:02.000Z,24984439,421030,39259
2001,18.08.06,Tia Mowry's Quick Fix,26,2018-05-25T14:00:02.000Z,396404,16095,447
2002,18.08.06,John Mayer,10,2018-05-24T13:42:02.000Z,4925389,165991,3445
2003,18.08.06,H O N N E,10,2018-05-25T15:01:20.000Z,647853,14243,173
2004,18.08.06,AzealiaBanksVEVO,10,2018-05-24T15:59:22.000Z,2276103,86555,11799
2005,18.08.06,The Sims,20,2018-05-24T16:59:24.000Z,1637029,76238,1341
2006,18.08.06,ArianaGrandeVevo,10,2018-05-25T04:00:08.000Z,2560989,134645,2141
2007,18.08.06,Domics,23,2018-05-23T21:28:54.000Z,3319835,161476,3558
2008,18.08.06,Mr. Kate,26,2018-05-24T22:00:05.000Z,1316482,70095,626
2009,18.08.06,WIRED,24,2018-05-24T16:00:23.000Z,2084564,99520,528
2010,18.08.06,Lauv,10,2018-05-24T12:59:43.000Z,1753924,39725,340
2011,18.08.06,ZaynVEVO,10,2018-05-23T16:00:03.000Z,18740734,612771,15873
2012,18.08.06,CAguileraVEVO,10,2018-05-23T17:00:01.000Z,14447713,493828,13585
2013,18.08.06,Panic! At The Disco,10,2018-05-23T18:00:13.000Z,5181372,209383,2360
