ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
8546,F,Ship,2,4,245,2,medium,F,3,5850,1
1173,A,Ship,5,2,158,3,medium,M,16,1499,1
10682,F,Flight,5,4,151,3,low,F,4,5522,0
5540,F,Ship,3,3,226,3,low,M,4,5048,0
3953,C,Road,3,1,254,4,medium,M,9,4571,0
8593,D,Ship,4,1,167,4,high,M,7,5264,0
6901,D,Ship,5,5,260,5,low,F,6,1860,0
8024,F,Ship,5,3,245,5,low,F,2,1937,0
579,A,Ship,3,2,173,3,low,F,15,1992,1
5439,A,Ship,4,4,263,4,medium,M,7,4041,1
3996,F,Ship,3,1,185,2,medium,M,8,5430,1
9173,C,Road,6,1,308,4,low,F,7,1260,1
3791,C,Ship,4,2,245,2,low,M,8,5871,1
10118,F,Road,4,1,243,3,high,F,9,4277,0
5855,C,Ship,5,2,272,3,high,M,5,4972,0
5664,F,Ship,4,2,266,2,low,F,8,5516,0
7205,C,Ship,5,4,252,5,low,F,10,1015,1
1894,B,Road,4,3,190,10,low,M,34,3935,1
4510,B,Road,6,5,154,2,high,M,7,4359,1
4307,C,Ship,4,3,191,3,medium,F,6,4563,0
7260,F,Flight,4,4,258,2,medium,F,5,4363,1
1498,B,Road,3,2,180,2,low,M,53,1853,1
5799,A,Ship,4,3,167,2,medium,F,2,5544,0
4548,F,Ship,6,4,255,4,low,F,3,1569,1
10615,D,Ship,3,5,228,4,low,F,7,4068,1
5119,D,Ship,5,2,139,4,low,F,9,5070,1
5105,C,Ship,2,5,175,5,low,F,8,4269,0
9099,A,Ship,6,5,298,4,medium,F,5,1804,0
3264,F,Road,4,3,209,3,medium,M,7,4104,1
8536,B,Ship,3,5,154,10,high,F,10,5282,1
10964,F,Flight,4,5,220,10,medium,M,8,4100,1
4724,F,Ship,4,3,140,3,low,M,1,4453,0
8229,A,Flight,3,4,186,2,low,F,4,4585,0
9750,F,Ship,3,5,147,2,medium,M,6,4350,0
7077,A,Ship,3,1,199,3,medium,F,8,5557,1
222,F,Ship,4,3,150,2,medium,M,31,1588,1
2859,A,Road,2,4,198,3,low,M,37,2555,1
44,F,Ship,3,1,174,2,low,M,44,1556,1
7226,F,Ship,5,4,219,2,medium,F,5,4919,1
4407,A,Ship,3,3,269,3,medium,M,5,4197,1
9062,F,Ship,2,2,160,6,medium,F,9,4972,1
8730,F,Ship,4,4,239,3,medium,M,6,5632,0
1113,A,Flight,5,1,222,3,high,M,21,2351,1
6466,B,Ship,4,1,253,4,low,F,1,5621,0
1705,D,Ship,3,3,245,2,medium,F,16,2577,1
8574,F,Ship,4,3,252,3,medium,F,10,5802,1
4929,A,Flight,2,5,271,3,low,M,4,5775,0
8894,F,Road,4,1,226,5,low,M,9,1530,0
6876,F,Ship,5,2,248,5,low,M,4,1284,1
9647,C,Ship,3,5,198,4,low,F,10,4829,0
10378,B,Ship,4,3,165,2,low,M,2,5210,0
9517,D,Ship,4,4,169,4,medium,F,8,5493,0
2289,A,Ship,5,4,187,2,medium,F,10,3549,1
3964,B,Road,4,5,213,3,medium,F,7,4114,0
9629,C,Ship,6,1,286,4,medium,M,10,1177,1
6584,F,Flight,5,2,244,6,low,F,7,1315,0
6025,D,Flight,5,3,270,5,medium,F,7,1303,1
9435,A,Road,3,1,146,5,low,M,10,1737,0
5009,C,Ship,3,2,262,7,high,M,5,5985,1
2035,D,Road,3,5,243,2,medium,M,42,3421,1
10704,F,Ship,4,3,259,5,low,M,6,1867,1
7005,A,Ship,4,3,221,2,low,F,6,4114,1
1564,B,Ship,3,1,145,2,high,M,25,1851,1
238,B,Ship,2,2,133,3,low,M,5,1268,1
9591,A,Flight,4,4,137,4,medium,F,5,5095,0
5094,F,Ship,5,3,237,4,low,F,8,5432,0
8157,A,Ship,3,1,250,2,low,F,5,4232,0
4946,F,Flight,5,1,240,3,high,M,10,5277,0
1534,B,Ship,3,1,171,3,medium,M,28,1075,1
10585,D,Ship,5,5,187,3,medium,F,5,4613,0
6473,C,Ship,3,5,270,3,medium,M,7,5477,1
8217,A,Flight,6,5,143,5,high,M,9,4060,0
3883,D,Ship,5,3,282,3,medium,M,5,4644,1
10052,F,Ship,6,1,113,2,medium,F,7,5234,1
7442,F,Ship,4,3,157,7,low,F,3,4878,1
2453,C,Road,4,3,135,2,high,M,24,1292,1
5549,C,Ship,3,4,212,3,medium,F,3,4811,0
8976,F,Ship,3,5,220,4,low,F,5,5677,0
4204,B,Ship,4,5,172,4,medium,M,8,5900,1
5317,D,Road,4,3,227,2,low,M,3,4375,0
287,C,Flight,5,3,234,2,low,F,55,3308,1
4816,B,Ship,7,2,248,4,medium,F,1,1163,1
7938,F,Road,6,1,250,2,medium,M,4,4016,0
7595,C,Ship,3,3,176,3,low,F,10,5284,1
8175,A,Ship,5,5,198,2,medium,M,9,4526,0
7869,A,Ship,2,1,202,2,medium,F,5,4456,0
1910,F,Road,4,4,224,3,low,M,29,3623,1
4538,F,Flight,4,3,197,5,low,F,8,4209,1
5253,A,Ship,6,5,293,5,low,F,1,1278,0
9519,A,Ship,3,3,154,4,high,F,2,4921,1
9453,A,Flight,4,4,275,5,medium,M,7,1562,1
9482,F,Ship,5,1,234,3,low,F,4,5033,0
6734,F,Ship,4,4,135,3,medium,M,2,5016,0
3149,C,Flight,3,3,207,3,high,M,1,5632,1
3129,A,Road,3,1,169,3,high,M,24,1740,1
9887,C,Ship,6,3,298,4,low,F,9,1515,1
676,B,Road,4,4,227,3,medium,F,1,2761,1
4907,C,Road,3,1,223,3,low,M,8,5318,0
498,F,Ship,4,4,199,2,low,M,9,3075,1
4088,F,Road,3,5,268,2,medium,M,5,1707,0
7853,C,Ship,3,5,150,3,high,M,6,4565,0
9547,D,Ship,3,2,189,2,low,M,6,4488,1
4589,C,Ship,3,4,166,3,medium,F,8,4369,1
7895,C,Ship,5,4,223,3,low,M,8,4310,1
10473,A,Ship,5,3,221,5,low,F,8,1109,0
4258,B,Flight,4,2,239,2,low,F,10,4028,0
8453,C,Ship,3,1,268,4,low,M,10,5226,1
310,B,Ship,5,5,266,3,medium,F,53,3089,1
5811,A,Ship,6,4,197,5,medium,M,4,5889,1
4630,B,Ship,5,5,167,2,medium,M,2,5908,0
2670,F,Ship,3,1,206,2,medium,F,56,2069,1
4336,B,Ship,4,3,171,5,low,F,2,5242,1
7020,F,Ship,4,4,139,3,medium,M,2,5135,0
3613,D,Ship,4,1,248,2,medium,M,4,5783,0
2490,F,Ship,5,3,148,3,medium,F,48,1099,1
5088,F,Ship,5,2,243,3,high,M,2,5734,1
3769,D,Ship,4,1,240,4,low,M,9,4471,1
1099,D,Flight,4,2,181,2,low,F,28,2815,1
3781,D,Ship,3,3,231,2,high,F,8,5021,0
7297,D,Ship,3,5,196,3,high,F,4,4569,0
6697,D,Road,3,4,151,4,medium,F,1,4587,1
2530,B,Ship,2,1,255,3,low,M,19,1551,1
2322,F,Road,5,5,192,3,medium,F,37,2197,1
6514,B,Ship,4,2,240,5,medium,M,7,1711,1
8495,C,Flight,3,2,251,2,medium,F,4,4074,0
8088,F,Flight,4,1,164,3,high,F,1,5492,0
7555,D,Ship,5,5,203,5,medium,M,1,5356,1
2147,C,Ship,3,3,133,6,low,F,10,1686,1
9800,F,Ship,4,2,170,2,low,M,3,4299,0
10331,C,Ship,5,3,210,6,low,M,6,4203,1
10482,F,Ship,5,4,263,5,low,M,5,1181,0
2605,D,Flight,3,3,203,3,medium,M,29,3261,1
1572,F,Ship,5,2,151,4,low,M,12,1145,1
7867,D,Ship,6,5,278,5,medium,F,2,4361,1
9118,B,Ship,3,3,209,3,medium,F,5,5831,0
98,F,Ship,4,1,271,2,medium,F,8,2401,1
8148,F,Ship,3,3,200,3,high,F,2,4777,1
4889,C,Ship,6,5,206,6,low,M,2,4014,1
8964,F,Ship,5,2,183,5,high,F,8,4820,0
4843,D,Ship,4,2,225,2,medium,M,7,5241,1
8744,F,Road,4,4,183,2,low,F,7,4572,1
7590,F,Ship,4,4,172,4,medium,M,7,4834,0
6192,F,Ship,3,5,146,3,medium,F,7,4126,0
8443,D,Ship,3,5,252,2,high,M,4,4098,1
4718,F,Ship,3,2,279,3,medium,F,6,4560,0
7811,C,Flight,4,3,262,4,high,F,2,4783,1
4508,F,Road,6,1,174,10,medium,F,1,5784,1
8599,D,Ship,6,3,278,4,low,F,9,1368,0
9408,F,Ship,7,3,244,4,medium,M,10,1629,0
6682,B,Ship,4,4,273,2,medium,M,6,5676,1
7939,D,Road,4,1,204,8,low,F,7,5359,0
7110,F,Road,6,5,247,4,medium,M,7,1461,1
2269,D,Ship,4,1,132,4,medium,F,10,1343,1
102,F,Ship,5,5,227,4,low,M,53,2624,1
1479,A,Ship,3,4,137,3,medium,F,17,1212,1
379,D,Ship,3,5,152,3,low,M,43,1282,1
4189,D,Ship,4,5,263,5,low,M,9,5731,1
7781,C,Ship,2,3,219,4,low,F,9,4086,0
2853,A,Road,4,4,153,3,low,F,27,1613,1
9870,F,Flight,3,1,109,6,low,F,5,4374,1
7871,C,Ship,5,4,223,3,low,M,7,4671,1
8995,D,Ship,3,1,217,3,low,F,1,4177,1
5250,F,Ship,7,5,306,4,medium,F,2,1281,0
4315,D,Ship,2,1,147,3,low,M,3,4120,1
1105,D,Flight,3,4,188,4,low,F,49,3067,1
2174,F,Road,4,3,268,3,medium,F,23,2996,1
6904,B,Ship,5,2,249,5,low,F,8,1018,1
10942,B,Road,5,1,218,5,medium,M,8,1651,1
5433,A,Ship,2,1,255,2,medium,M,9,5936,1
4545,A,Ship,6,4,265,4,low,F,9,1511,0
2144,F,Ship,3,1,154,2,medium,F,56,1300,1
6132,F,Ship,5,5,270,3,low,F,9,5807,1
7009,D,Ship,4,1,196,2,low,M,3,4752,0
5451,A,Ship,5,3,268,3,medium,F,9,4152,1
9831,A,Ship,4,3,213,4,medium,M,8,4220,0
7717,D,Ship,6,2,306,4,low,F,1,1815,1
524,F,Road,3,1,155,3,medium,F,47,1193,1
6640,B,Ship,4,5,219,3,medium,M,8,4605,0
175,D,Ship,3,3,242,3,low,F,51,3935,1
78,F,Ship,3,3,113,3,low,F,43,1518,1
3253,D,Ship,3,2,160,3,medium,F,6,4808,1
4615,D,Ship,6,4,112,4,medium,F,9,4005,1
624,F,Ship,4,1,165,3,medium,M,51,1293,1
445,D,Ship,3,3,135,3,low,F,19,1366,1
8702,F,Ship,4,2,248,3,low,M,2,5028,1
4439,C,Ship,4,1,257,4,low,M,5,5875,1
3825,A,Road,4,2,245,2,low,M,1,5978,0
4346,F,Ship,4,3,245,3,low,M,8,4826,0
754,B,Ship,5,1,227,3,low,F,14,2589,1
9877,D,Flight,6,1,173,3,medium,F,2,4892,0
3784,B,Ship,3,3,201,10,high,M,10,5281,0
9323,C,Flight,5,2,159,3,low,M,5,4930,0
6118,B,Ship,6,4,271,3,low,F,7,5192,1
3477,A,Ship,5,2,260,4,medium,F,3,5890,0
1171,D,Ship,5,1,198,5,medium,F,49,3187,1
4787,C,Road,4,4,205,3,low,M,6,4254,0
2857,D,Road,2,3,128,2,medium,F,53,1530,1
6671,C,Ship,3,2,243,4,medium,M,4,4410,1
6356,F,Ship,2,4,114,4,low,M,9,4452,1
1265,C,Ship,4,3,142,2,medium,F,63,1615,1
10146,F,Flight,7,5,254,4,medium,F,6,1014,0
9790,B,Ship,5,5,167,3,low,M,10,5591,0
6039,A,Flight,7,1,255,5,medium,M,10,1238,1
352,B,Ship,5,5,171,2,medium,F,22,1695,1
1734,F,Ship,2,3,192,2,low,F,31,2621,1
4058,F,Ship,2,1,166,3,medium,M,6,4280,0
1771,D,Road,5,5,189,4,high,F,16,3564,1
10477,D,Ship,4,2,223,5,medium,F,8,1559,1
10742,F,Ship,5,3,218,5,medium,F,4,1433,0
5211,A,Flight,5,4,121,5,high,F,4,4814,0
10735,D,Ship,5,5,275,5,low,M,4,1646,0
3051,A,Ship,6,5,243,3,medium,F,35,2374,1
10093,D,Ship,5,1,125,4,medium,M,3,5595,0
3083,C,Ship,3,4,210,2,medium,M,29,3142,1
8338,B,Road,5,4,271,5,low,M,4,1320,0
4129,D,Ship,4,2,272,4,low,M,3,5566,0
1118,F,Ship,4,4,205,3,low,F,11,2255,1
2231,C,Ship,4,3,158,2,low,M,46,1374,1
7036,B,Ship,2,1,219,4,low,M,6,5124,0
1826,F,Ship,4,5,268,3,low,M,17,3085,1
152,F,Flight,5,3,98,5,medium,M,44,1269,1
10022,F,Ship,4,5,268,2,low,M,2,4721,1
5367,A,Ship,3,4,166,2,low,F,10,5258,0
3661,D,Ship,5,3,249,2,medium,M,3,4440,0
2045,C,Road,3,5,109,5,low,M,27,1581,1
5712,F,Ship,4,5,189,3,medium,F,3,5193,0
2917,D,Ship,5,1,154,2,low,M,37,1671,1
10489,D,Ship,5,1,143,3,medium,F,3,4907,1
702,F,Flight,4,2,197,7,medium,M,43,3730,1
6265,D,Ship,6,4,244,4,medium,F,1,1179,1
10453,D,Ship,5,5,234,5,medium,M,9,1812,0
6322,B,Ship,4,3,208,2,medium,F,4,4767,1
868,B,Ship,4,3,261,3,low,F,10,2802,1
10327,D,Ship,4,1,238,3,low,F,10,4172,0
6182,F,Flight,3,4,201,3,high,M,7,4887,1
487,D,Ship,3,1,294,4,low,F,25,1498,1
6566,F,Road,5,2,259,5,low,F,3,1724,1
7656,F,Road,4,3,140,8,medium,M,8,4065,1
5788,B,Ship,7,5,265,4,low,F,9,1393,0
8203,D,Road,3,3,255,2,low,F,10,5632,0
2072,F,Flight,3,1,153,2,medium,F,51,1841,1
4490,F,Ship,3,2,134,3,low,M,6,4778,1
4147,D,Ship,4,3,261,3,medium,F,2,4028,0
1541,C,Ship,6,5,111,6,high,F,28,1216,1
8524,B,Ship,4,1,234,2,medium,M,4,5066,1
7147,D,Ship,7,4,309,4,low,M,7,1880,0
2937,A,Ship,6,4,138,5,medium,F,15,1181,1
9837,A,Ship,4,1,197,3,high,M,9,4917,0
7609,D,Ship,5,5,140,3,high,F,7,4799,1
4456,B,Ship,5,1,224,2,medium,M,4,5063,0
10654,B,Ship,2,2,157,3,medium,F,9,4547,1
1337,C,Ship,3,1,140,4,low,M,27,1184,1
8636,F,Flight,6,2,243,4,low,M,4,1768,0
2154,F,Ship,4,5,133,2,medium,M,39,1106,1
424,B,Flight,4,4,229,2,medium,M,45,3776,1
8843,C,Ship,3,1,211,3,medium,M,1,4889,1
8284,B,Ship,2,5,142,3,high,M,10,5174,0
9767,C,Ship,5,2,182,4,medium,F,9,5159,0
1577,C,Ship,5,1,261,3,low,M,25,3494,1
245,C,Ship,2,1,142,3,medium,F,8,6064,1
7852,B,Ship,4,4,146,3,low,M,3,5225,1
9601,D,Flight,4,4,132,3,medium,F,5,4613,0
7933,D,Road,3,3,188,5,low,F,6,5713,0
10986,F,Ship,5,1,229,5,low,F,10,1040,1
4932,F,Flight,4,3,205,2,medium,M,10,4178,1
7057,D,Ship,3,1,226,2,low,M,4,4804,0
1824,F,Ship,3,5,228,4,medium,M,57,2243,1
2674,B,Ship,3,1,165,3,medium,M,61,1313,1
8120,F,Ship,4,1,261,4,medium,F,10,4632,0
3595,D,Ship,4,2,222,3,low,F,3,5130,0
6341,C,Ship,3,5,139,2,low,F,7,4449,1
5489,C,Flight,5,5,268,3,medium,M,2,4459,1
1613,C,Ship,3,5,181,3,medium,M,22,3575,1
3868,B,Ship,4,3,218,2,medium,M,6,4414,1
4741,D,Ship,3,1,144,3,medium,F,6,4163,0
1731,A,Ship,5,3,181,4,medium,F,32,3893,1
10859,C,Ship,3,1,166,3,medium,M,4,4716,0
3775,D,Ship,4,2,204,2,low,F,1,4533,0
922,B,Ship,4,4,209,8,medium,F,46,3345,1
3135,A,Road,6,4,201,2,low,M,4,5916,1
1970,F,Ship,3,5,163,2,low,F,49,1034,1
10897,D,Ship,4,1,133,4,low,F,10,5258,0
201,A,Ship,2,3,139,3,low,M,9,1471,1
7314,F,Ship,4,4,253,2,medium,F,5,5624,0
8105,C,Ship,2,2,219,2,medium,M,8,4518,0
1658,F,Flight,4,5,236,7,medium,F,44,3808,1
2667,A,Ship,3,2,138,3,low,M,49,1923,1
3834,F,Flight,4,4,213,4,low,M,2,5857,1
244,B,Ship,2,4,136,3,low,M,43,1958,1
8370,F,Flight,4,1,222,2,low,F,10,4714,1
878,F,Ship,4,1,222,3,medium,M,25,2582,1
3803,C,Ship,4,1,240,4,low,F,7,5905,1
8864,F,Ship,6,2,305,4,low,M,2,1196,0
2449,D,Road,5,3,136,3,medium,F,13,1446,1
8734,B,Ship,4,5,142,2,medium,M,10,5428,1
10685,C,Flight,3,5,169,3,low,F,4,5659,0
5311,D,Ship,2,1,219,4,low,M,7,5573,1
1747,D,Ship,5,1,226,2,low,M,18,2582,1
2628,F,Ship,4,5,228,2,low,M,63,3401,1
2971,D,Ship,4,3,184,3,low,F,37,3436,1
9318,F,Flight,5,2,217,2,medium,F,6,4120,1
9424,B,Ship,7,5,289,4,low,M,9,1904,0
10405,D,Road,5,3,243,6,low,F,1,1856,0
9654,F,Ship,5,5,266,10,high,F,2,5890,0
4314,F,Ship,3,4,170,7,low,M,7,4957,1
3884,F,Ship,3,4,238,3,medium,F,8,5337,1
3889,D,Ship,5,3,237,2,medium,M,3,5113,0
7851,A,Ship,2,3,118,4,medium,M,7,5510,0
7727,C,Ship,7,3,308,4,medium,M,6,1113,0
6883,D,Ship,5,3,223,5,medium,M,10,1170,1
7144,B,Ship,4,4,245,6,low,F,6,1437,1
10164,F,Ship,6,1,269,6,medium,F,2,5363,0
5600,F,Road,4,4,164,4,medium,F,1,4365,1
6213,A,Ship,4,1,208,3,low,F,6,5345,1
3422,F,Flight,4,5,159,2,low,M,1,5671,0
120,F,Road,5,1,145,3,low,M,20,1387,1
5731,D,Road,3,3,183,2,low,M,6,5015,0
6570,F,Road,6,3,297,4,medium,F,2,1520,1
7418,F,Ship,7,5,282,5,low,M,7,1260,1
8741,C,Ship,3,5,168,3,low,M,8,5877,0
5973,A,Ship,3,3,265,3,medium,F,3,5986,1
8876,F,Ship,5,4,225,5,low,F,6,2000,0
3437,C,Flight,2,3,160,2,high,M,3,4409,0
2220,F,Ship,6,5,240,4,medium,M,62,2400,1
6673,D,Ship,3,5,153,4,low,F,10,5897,0
1179,A,Ship,4,3,118,5,low,F,15,1601,1
622,B,Ship,4,1,138,2,low,M,28,1528,1
3494,F,Ship,3,1,166,3,medium,M,9,4410,0
1401,A,Ship,4,3,247,4,low,M,16,2362,1
7450,B,Ship,5,2,223,5,low,M,2,1232,1
4374,F,Road,3,5,199,4,low,M,7,4520,0
9346,B,Ship,4,1,157,2,medium,F,7,4690,1
10216,B,Ship,4,5,242,6,low,F,9,1858,0
1016,F,Ship,3,4,186,2,low,M,63,3447,1
6302,F,Flight,5,3,245,5,medium,M,3,1851,0
1940,F,Ship,3,1,215,2,low,F,47,3678,1
1676,F,Ship,3,3,111,3,medium,M,54,1712,1
8783,C,Flight,3,2,273,3,high,M,8,5754,1
6515,C,Ship,4,1,246,6,low,F,6,1335,1
4716,F,Ship,3,3,204,4,high,M,9,4712,0
10336,B,Ship,3,1,251,3,medium,F,4,5291,0
3334,B,Ship,5,3,204,3,high,F,1,4037,1
9342,F,Ship,6,1,141,3,low,F,2,5144,0
7021,D,Ship,5,3,270,2,low,F,7,5248,1
5167,D,Ship,5,4,177,2,low,M,2,5618,1
9200,F,Ship,4,1,240,4,low,M,10,5965,1
6572,F,Flight,6,4,266,4,low,M,9,1253,1
7436,F,Ship,6,5,240,3,low,M,4,5219,1
3607,D,Ship,4,5,244,3,low,M,6,1360,1
750,F,Ship,4,5,185,3,medium,M,17,2824,1
7131,A,Flight,4,3,169,6,medium,M,3,5957,1
7365,A,Ship,4,1,263,2,low,F,5,4010,1
10085,C,Ship,4,4,249,3,medium,F,1,5743,0
9009,A,Ship,6,2,130,5,low,M,3,5654,0
9830,F,Ship,5,3,201,6,low,F,3,4025,1
9590,F,Flight,3,4,166,4,low,F,1,5533,1
882,F,Ship,4,5,190,2,low,M,36,3548,1
3592,B,Ship,2,3,134,10,high,F,1,5632,0
951,A,Road,5,2,261,8,medium,F,1,3308,1
4879,D,Ship,2,1,148,2,low,M,10,5939,1
275,C,Flight,3,5,229,6,medium,M,22,2717,1
9304,B,Road,2,4,269,4,low,M,2,4267,1
8437,D,Ship,3,1,247,4,low,F,8,5376,1
2953,D,Ship,3,3,162,3,low,M,3,1693,1
477,A,Ship,4,2,149,3,medium,M,26,1863,1
6798,F,Ship,4,4,250,3,low,M,10,4505,0
3296,F,Flight,3,5,125,2,low,M,5,4933,1
6417,A,Road,4,3,143,4,medium,F,2,4919,0
10020,F,Ship,4,4,145,2,medium,M,9,5070,0
3173,C,Ship,4,4,172,3,medium,F,1,4201,0
1359,A,Road,4,1,241,3,medium,F,61,3812,1
9869,C,Flight,2,4,285,3,high,M,6,4427,1
309,A,Ship,4,2,165,2,high,M,11,1596,1
9894,F,Ship,5,5,211,3,medium,F,7,5983,1
9209,C,Ship,3,3,255,3,low,M,4,4628,1
7096,B,Ship,5,2,195,6,high,M,5,5339,1
4192,B,Ship,3,3,272,3,low,M,2,4059,1
636,F,Ship,5,3,266,2,low,F,61,2118,1
8205,A,Road,3,4,163,3,medium,M,5,5088,1
1257,A,Ship,2,2,180,3,low,M,33,1217,1
3340,B,Ship,4,1,272,2,medium,F,5,5252,0
351,A,Ship,4,5,188,3,low,F,13,2409,1
4948,B,Flight,4,5,142,3,medium,M,2,5692,0
5046,F,Road,4,1,145,2,low,F,2,5209,0
5259,A,Ship,7,3,310,4,medium,M,8,1860,1
5312,F,Ship,3,1,182,2,low,F,3,5510,1
5345,C,Flight,4,3,241,2,medium,F,4,5942,1
1999,D,Ship,4,4,168,3,low,F,35,1434,1
9123,A,Ship,3,1,247,2,low,M,7,5557,0
6855,A,Flight,3,5,192,3,low,F,7,4056,1
209,C,Ship,2,4,152,3,low,M,55,1498,1
10502,F,Ship,2,1,184,2,high,F,3,4331,0
4489,D,Ship,4,4,135,2,low,F,4,5112,0
5740,B,Road,4,5,164,3,high,M,7,4657,0
1867,D,Ship,3,4,257,2,high,M,15,3981,1
3272,F,Road,5,4,263,2,medium,F,5,4595,0
8784,F,Flight,4,5,229,4,medium,F,6,4157,0
8210,F,Road,4,3,152,4,medium,F,4,5809,0
10389,A,Road,3,1,149,3,medium,F,9,5952,1
10693,D,Flight,3,4,207,10,low,F,6,5856,0
4292,F,Ship,4,1,249,10,medium,M,7,5580,1
10578,F,Ship,6,3,251,4,low,M,10,4889,1
7261,D,Flight,4,5,184,4,medium,F,3,5430,1
6974,F,Road,4,3,250,3,low,M,10,4316,0
10224,F,Ship,5,3,242,5,low,F,6,1681,0
8655,A,Ship,7,5,301,4,low,F,7,1727,0
7931,C,Road,3,1,242,10,high,M,9,5151,1
7195,D,Ship,5,1,243,5,low,M,3,1066,1
7570,B,Ship,4,1,155,3,low,F,4,4397,0
1619,C,Road,4,4,203,5,low,M,36,3912,1
5413,D,Ship,3,2,177,4,low,F,3,5527,0
7132,B,Flight,3,5,167,2,low,M,5,5042,1
6455,C,Flight,5,5,131,5,low,F,1,5299,1
8244,F,Ship,4,4,177,7,low,F,3,5646,1
7826,F,Flight,2,4,233,4,medium,F,4,5408,0
6181,D,Flight,4,3,235,3,low,F,4,5289,1
2642,F,Ship,4,4,163,2,low,F,41,1634,1
6202,B,Ship,4,4,251,2,medium,F,6,4376,0
897,A,Ship,4,2,162,2,low,M,16,1014,1
1375,D,Flight,4,3,153,4,low,M,36,1171,1
7455,A,Ship,3,3,177,4,medium,F,4,1560,1
231,A,Ship,3,1,146,2,low,F,54,1528,1
521,C,Ship,3,1,145,2,low,F,34,1773,1
1596,F,Ship,4,3,158,3,medium,F,27,1207,1
1372,B,Flight,5,4,268,3,medium,M,6,2206,1
3849,A,Flight,3,4,224,2,low,M,8,4162,0
10068,F,Ship,4,4,259,2,low,M,6,4308,1
7925,C,Road,3,4,142,4,medium,M,5,4429,0
8354,F,Flight,6,1,272,4,low,F,2,1018,0
7584,F,Ship,3,2,158,3,medium,F,1,5438,0
2822,F,Ship,3,1,141,2,low,F,4,1297,1
3227,C,Ship,4,2,271,3,medium,M,4,4743,1
472,B,Ship,4,3,244,3,medium,M,8,3318,1
5817,A,Ship,3,1,213,3,high,F,6,5535,0
3737,C,Ship,4,4,156,2,low,M,7,5017,0
4172,F,Ship,3,2,159,2,medium,F,3,4876,0
7481,C,Ship,7,2,272,4,medium,M,9,1188,1
4120,B,Flight,5,2,227,3,medium,M,2,4058,1
2931,A,Ship,4,4,255,3,medium,F,60,2777,1
9402,F,Ship,6,3,276,4,low,F,8,1754,1
10506,F,Ship,4,2,136,4,low,F,3,4190,0
90,F,Ship,4,1,186,4,medium,F,57,3880,1
6912,F,Ship,5,4,260,6,low,F,2,1765,0
2647,D,Ship,3,3,124,3,medium,M,59,1959,1
5568,F,Ship,4,2,245,2,low,M,3,4000,0
3507,A,Ship,4,3,192,3,medium,F,10,4086,1
5450,F,Ship,5,3,169,4,low,F,4,5683,0
4546,B,Ship,7,1,250,5,medium,M,8,1776,0
5555,C,Ship,6,1,123,5,medium,M,5,5323,1
904,B,Ship,4,1,143,2,medium,M,3,1996,1
9022,B,Road,3,4,228,4,medium,M,6,4947,0
2482,B,Flight,3,3,142,3,medium,M,23,1897,1
686,F,Flight,4,2,241,2,low,M,17,3844,1
492,F,Ship,5,4,224,3,low,F,34,2627,1
7282,B,Ship,2,5,140,4,high,F,2,4636,1
8418,F,Ship,3,1,202,2,medium,M,7,4598,0
1665,A,Ship,3,5,204,3,low,F,45,2513,1
6600,F,Ship,7,3,310,5,low,F,5,1563,0
10643,C,Ship,5,3,184,5,low,M,3,5219,1
6411,A,Ship,3,3,220,3,high,F,6,5269,1
4196,F,Ship,3,2,255,4,medium,M,5,4415,0
8519,C,Ship,4,4,161,3,low,M,2,5257,0
1334,F,Ship,5,5,260,2,low,F,23,3065,1
3811,D,Road,4,3,257,10,medium,F,3,5881,1
8875,D,Ship,5,1,252,5,low,M,4,1308,0
7448,F,Ship,4,1,152,7,low,F,5,5325,1
4030,B,Ship,4,1,209,2,low,F,10,5066,0
7262,F,Flight,4,3,148,5,medium,M,2,4065,1
5182,B,Road,4,3,194,3,medium,M,3,5916,1
6074,F,Ship,3,3,112,4,low,F,7,5716,1
3686,F,Road,4,2,262,2,medium,M,3,4090,1
153,A,Flight,3,4,97,4,low,M,32,1238,1
4424,F,Ship,4,3,262,2,low,M,10,5524,1
4880,F,Ship,5,1,148,4,high,M,2,5821,1
5256,F,Ship,7,2,310,4,low,M,4,1806,0
5226,F,Ship,5,1,171,5,medium,F,2,5921,1
5021,C,Ship,6,3,292,4,low,M,8,1925,0
3374,F,Ship,3,4,186,2,medium,F,9,5841,0
7786,B,Road,4,3,240,3,medium,M,6,4964,0
2933,C,Ship,3,2,155,3,medium,F,7,1434,1
180,F,Ship,5,5,255,4,medium,M,3,3440,1
9312,F,Flight,3,2,204,2,high,M,8,4562,1
2024,F,Ship,3,4,208,2,low,F,37,2537,1
7696,B,Ship,4,4,222,3,medium,F,6,4199,1
1160,F,Ship,3,4,266,2,high,F,55,2779,1
2106,F,Ship,4,5,237,2,medium,F,60,3427,1
10062,F,Ship,3,1,189,3,low,M,1,4886,0
10573,D,Ship,5,1,208,2,low,F,9,4887,0
4045,D,Ship,2,1,228,3,high,F,1,5500,1
3523,D,Ship,5,3,181,4,low,F,2,5332,0
3255,A,Ship,3,4,100,3,medium,M,4,4191,0
10092,F,Ship,4,2,201,2,medium,M,6,5729,0
4750,B,Ship,5,5,232,3,low,F,5,5338,0
