ID,calls,rating,purchases,gender,status
5681,3,1,180,M,0
5682,5,4,229,M,0
5683,2,2,182,M,1
5684,4,1,183,F,0
5685,3,1,212,M,0
5686,4,3,235,M,0
5687,5,5,210,M,1
5688,5,2,111,F,0
5689,5,1,270,F,0
5690,4,4,135,M,0
5691,3,5,143,F,0
5692,4,1,216,F,0
5693,5,1,136,M,0
5694,3,3,145,F,0
5695,5,3,142,F,1
5696,4,2,175,M,1
5697,3,1,183,M,1
5698,3,1,191,M,1
5699,3,4,247,F,0
5700,3,1,170,F,1
5701,3,2,275,F,1
5702,4,4,147,F,0
5703,4,4,188,M,1
5704,5,5,248,M,0
5705,3,1,245,F,1
5706,4,5,164,M,0
5707,4,2,260,F,1
5708,4,4,149,F,0
5709,3,2,174,M,0
5710,4,5,242,F,1
5711,4,1,134,M,1
5712,4,5,189,F,0
5713,6,5,263,M,1
5714,5,2,280,F,1
5715,4,2,258,M,1
5716,4,4,179,F,1
5717,5,1,250,M,1
5718,4,4,212,M,1
5719,4,3,236,M,1
5720,3,1,239,M,1
5721,6,3,305,M,0
5722,6,3,309,M,0
5723,6,3,266,M,1
5724,4,5,233,F,0
5725,5,5,287,M,1
5726,6,2,268,F,0
5727,6,4,290,M,0
5728,7,5,291,M,0
5729,5,5,227,F,0
5730,4,5,175,F,0
5731,3,3,183,M,0
5732,3,4,191,F,1
5733,3,4,247,M,1
5734,3,2,170,M,1
5735,3,5,275,F,0
5736,4,3,147,F,0
5737,4,5,188,M,0
5738,5,1,248,F,0
5739,3,3,245,F,1
5740,4,5,164,M,0
5741,4,1,260,M,1
5742,4,2,149,M,1
5743,3,1,174,M,1
5744,4,1,242,F,0
5745,4,5,134,F,0
5746,4,3,189,F,0
5747,6,5,263,M,1
5748,5,3,280,M,0
5749,4,4,258,M,0
5750,4,1,179,M,0
5751,5,4,250,M,0
5752,4,1,212,F,0
5753,4,4,236,M,1
5754,3,4,239,M,0
5755,6,4,305,F,1
5756,6,1,309,F,1
5757,6,1,266,F,1
5758,4,2,233,M,0
5759,5,1,287,F,0
5760,6,5,268,F,0
5761,6,1,290,M,1
5762,7,3,244,F,1
5763,6,3,245,M,1
5764,5,4,219,M,0
5765,6,3,257,F,1
5766,6,1,250,F,1
5767,6,1,249,M,1
5768,5,4,259,F,1
5769,6,4,266,M,1
5770,6,5,244,F,1
5771,4,2,239,F,0
5772,4,2,270,M,0
5773,6,4,270,F,1
5774,6,5,257,F,1
5775,4,2,243,F,1
5776,5,2,264,M,1
5777,5,4,224,F,1
5778,6,5,304,M,1
5779,4,2,243,F,0
5780,6,3,272,M,1
5781,5,4,269,F,1
5782,7,3,267,M,0
5783,6,1,251,M,0
5784,4,3,249,F,1
5785,7,2,284,F,1
5786,4,1,254,F,1
5787,6,5,269,M,1
5788,7,5,265,F,0
5789,5,3,220,F,1
5790,4,4,217,F,0
5791,7,4,285,F,1
5792,5,1,265,F,1
5793,5,1,240,M,0
5794,5,5,247,M,0
5795,5,4,179,F,1
5796,4,5,142,F,1
5797,4,3,207,F,0
5798,3,1,183,M,1
5799,4,3,167,F,0
5800,4,3,175,F,0
5801,3,5,183,M,1
5802,6,5,176,F,0
5803,3,4,187,M,0
5804,4,5,143,F,1
5805,4,3,136,F,0
5806,3,3,178,M,1
5807,4,4,208,F,1
5808,4,1,171,M,0
5809,2,1,197,M,0
5810,5,1,179,F,0
5811,6,4,197,M,1
5812,5,4,285,M,1
5813,6,1,141,F,0
5814,4,5,274,M,0
5815,5,2,287,F,1
5816,5,3,218,F,1
5817,3,1,213,F,0
5818,2,1,207,M,0
5819,5,5,273,M,1
5820,3,3,185,M,1
5821,3,1,192,F,0
5822,4,4,276,F,1
5823,5,2,229,M,0
5824,3,5,248,M,1
5825,3,4,267,F,1
5826,4,4,272,M,0
5827,3,3,153,M,0
5828,4,2,246,M,1
5829,3,3,261,F,1
5830,4,5,207,F,1
5831,3,1,133,M,0
5832,3,5,269,M,1
5833,4,3,251,M,1
5834,4,2,252,F,1
5835,3,5,135,F,1
5836,4,3,273,F,0
5837,4,2,168,M,1
5838,2,4,233,F,0
5839,3,2,133,F,1
5840,3,5,147,M,1
5841,5,2,249,M,0
5842,6,3,259,F,1
5843,4,2,194,F,1
5844,4,5,134,M,1
5845,3,4,98,M,0
5846,5,1,138,M,1
5847,5,5,193,F,1
5848,5,5,184,M,0
5849,4,4,172,M,0
5850,4,3,248,M,1
5851,2,4,114,F,1
5852,4,5,201,F,0
5853,3,4,206,M,0
5854,6,1,185,F,1
5855,5,2,272,M,0
5856,4,3,266,M,1
5857,3,4,203,M,0
5858,4,3,218,M,1
5859,2,5,279,F,0
5860,4,4,159,M,1
5861,5,3,138,F,1
5862,3,2,224,F,0
5863,3,3,269,M,0
5864,5,3,121,F,1
5865,4,3,134,F,0
5866,4,5,259,M,1
5867,4,4,206,M,1
5868,3,1,209,M,1
5869,3,3,145,M,0
5870,5,2,164,M,0
5871,3,1,133,M,1
5872,3,2,178,F,0
5873,4,3,175,M,0
5874,2,4,242,M,0
5875,4,2,202,M,1
5876,4,3,176,F,1
5877,4,3,203,F,0
5878,4,3,207,M,1
5879,4,2,268,M,0
5880,3,3,244,M,0
5881,3,5,134,F,0
5882,3,4,143,F,1
5883,3,5,246,F,1
5884,3,2,157,F,0
5885,3,3,169,M,0
5886,4,5,231,F,1
5887,3,3,262,F,0
5888,3,2,227,M,0
5889,5,2,162,M,1
5890,5,5,148,M,0
5891,3,4,138,F,0
5892,3,3,255,F,0
5893,3,5,218,M,0
5894,4,1,260,M,1
5895,4,3,142,F,1
5896,4,5,257,M,0
5897,4,2,252,F,0
5898,5,4,151,F,0
5899,4,3,190,F,0
5900,4,5,137,M,0
5901,4,4,164,M,0
5902,3,5,271,F,0
5903,3,5,162,M,1
5904,2,4,221,M,1
5905,5,4,202,F,1
5906,4,5,143,M,0
5907,3,5,254,M,0
5908,4,3,96,M,1
5909,3,3,199,F,1
5910,4,1,198,F,0
5911,4,3,257,F,1
5912,3,2,149,F,0
5913,5,1,193,F,0
5914,3,5,284,M,0
5915,4,5,205,F,0
5916,5,5,185,M,1
5917,5,4,268,F,0
5918,5,1,252,M,0
5919,4,3,196,F,0
5920,3,3,149,M,0
5921,5,5,154,M,0
5922,5,4,267,M,0
5923,3,3,208,F,0
5924,5,5,275,M,1
5925,4,2,272,F,1
5926,6,5,280,M,1
5927,6,3,202,F,0
5928,5,2,184,F,0
5929,5,2,244,F,0
5930,4,4,138,M,0
5931,4,3,109,F,0
5932,2,5,189,M,0
5933,3,2,170,M,0
5934,3,1,183,F,0
5935,3,4,263,M,0
5936,4,1,271,M,1
5937,6,3,202,F,1
5938,3,3,265,F,0
5939,4,1,220,F,0
5940,4,4,274,F,1
5941,4,5,212,M,0
5942,4,2,244,M,1
5943,4,5,252,F,0
5944,5,5,158,M,0
5945,2,5,286,F,0
5946,3,5,164,M,1
5947,4,3,170,M,0
5948,4,1,269,F,0
5949,4,2,238,F,0
5950,4,3,198,F,0
5951,4,4,184,M,1
5952,5,2,265,M,1
5953,3,2,204,F,0
5954,5,1,233,F,1
5955,4,5,134,F,0
5956,3,4,153,F,0
5957,2,5,241,F,1
5958,4,5,187,M,1
5959,3,3,148,F,0
5960,3,4,133,F,1
5961,6,1,250,M,1
5962,6,1,249,M,1
5963,5,2,259,M,0
5964,6,4,266,M,1
5965,6,5,244,F,0
5966,4,5,239,M,0
5967,4,5,270,F,1
5968,6,3,270,F,0
5969,6,2,257,M,0
5970,4,3,243,F,1
5971,4,5,271,M,0
5972,6,3,202,F,0
5973,3,3,265,F,1
5974,4,1,220,M,1
5975,4,3,274,M,0
5976,4,1,212,M,0
5977,4,2,244,F,0
5978,4,2,252,F,0
5979,5,1,158,M,1
5980,2,5,286,F,1
5981,3,3,164,M,0
5982,4,2,170,M,0
5983,4,3,269,M,0
5984,4,3,238,M,1
5985,4,5,198,M,1
5986,4,3,184,M,0
5987,5,2,265,M,1
5988,3,1,204,M,0
5989,5,2,233,F,1
5990,4,2,134,F,1
5991,3,2,153,M,0
5992,2,1,241,F,1
5993,4,4,187,F,0
5994,3,4,148,F,1
5995,3,5,133,F,1
5996,6,1,250,M,0
5997,6,5,249,M,1
5998,5,3,259,M,0
5999,6,2,266,F,0
6000,6,3,244,M,1
6001,4,5,239,M,0
6002,4,3,270,F,1
6003,6,4,282,M,0
6004,6,5,295,M,0
6005,6,1,255,M,1
6006,6,4,292,M,1
6007,6,3,244,F,1
6008,6,1,306,M,0
6009,6,1,258,M,0
6010,4,2,265,M,1
6011,5,1,227,M,1
6012,7,1,276,F,1
6013,6,4,244,M,0
6014,4,3,217,F,0
6015,2,3,211,F,0
6016,4,2,227,M,1
6017,5,3,249,M,1
6018,6,3,269,M,0
6019,6,5,278,F,0
6020,6,5,282,M,0
6021,6,4,300,F,0
6022,5,5,259,F,0
6023,6,1,295,F,0
6024,5,5,238,M,0
6025,5,3,270,F,1
6026,5,3,267,M,1
6027,4,1,270,M,1
6028,4,1,245,F,0
6029,6,4,262,F,1
6030,4,2,245,M,1
6031,6,2,268,M,0
6032,5,1,262,M,1
6033,6,3,283,M,0
6034,5,3,260,M,0
6035,7,5,258,F,1
6036,5,2,130,F,0
6037,6,3,262,M,0
6038,6,2,293,F,1
6039,7,1,255,M,1
6040,6,1,242,F,0
6041,6,3,264,F,1
6042,6,4,253,F,0
6043,5,5,271,F,0
6044,6,2,250,F,1
6045,4,3,266,F,0
6046,6,2,286,F,0
6047,5,2,275,M,0
6048,6,3,295,M,0
6049,5,1,269,F,0
6050,4,1,239,F,1
6051,6,4,271,M,0
6052,6,5,165,F,1
6053,7,2,302,M,0
6054,6,2,293,F,1
6055,4,4,202,F,1
6056,2,3,185,F,0
6057,4,4,210,M,0
6058,3,5,186,M,0
6059,3,4,163,M,0
6060,3,4,168,M,0
6061,4,3,199,M,1
6062,3,5,271,M,0
6063,3,4,164,F,0
6064,4,1,231,M,0
6065,3,1,196,M,1
6066,4,2,218,F,0
6067,5,1,267,M,1
6068,4,4,163,F,0
6069,4,1,224,F,0
6070,3,4,156,F,1
6071,5,5,175,F,1
6072,3,4,257,F,0
6073,4,4,259,M,0
6074,3,3,112,F,1
6075,4,3,145,M,0
6076,3,1,230,M,0
6077,3,4,188,F,0
6078,3,2,132,F,0
6079,4,1,239,M,0
6080,2,5,167,M,0
6081,3,1,133,M,1
6082,4,2,270,F,1
6083,4,3,229,M,1
6084,5,1,261,F,0
6085,2,1,192,F,0
6086,4,5,217,F,1
6087,4,3,246,M,0
6088,5,5,208,M,0
6089,5,1,148,F,0
6090,4,1,132,M,1
6091,4,2,249,F,1
6092,3,3,225,F,1
6093,5,1,279,F,0
6094,4,2,183,F,0
6095,4,4,215,F,0
6096,6,4,195,F,0
6097,4,2,156,M,1
6098,3,5,160,F,0
6099,5,5,153,M,0
6100,3,4,215,F,1
6101,4,3,163,F,0
6102,4,2,195,M,0
6103,4,3,170,M,1
6104,3,3,133,M,0
6105,5,2,171,F,1
6106,3,5,186,M,0
6107,4,2,246,M,0
6108,3,3,170,F,1
6109,2,5,189,M,0
6110,4,5,216,F,1
6111,4,2,264,M,1
6112,5,4,268,F,1
6113,4,1,225,F,1
6114,4,2,252,F,1
6115,3,2,204,F,1
6116,5,1,193,F,0
6117,5,3,220,F,0
6118,6,4,271,F,1
6119,2,2,227,M,1
6120,4,1,206,F,1
6121,4,2,142,F,0
6122,5,5,236,M,0
6123,5,4,275,M,1
6124,3,5,144,M,1
6125,4,5,194,M,1
6126,3,2,260,M,1
6127,3,4,240,M,0
6128,3,2,136,F,0
6129,3,3,132,M,0
6130,4,2,266,M,0
6131,4,1,263,M,0
6132,5,5,270,F,1
6133,3,3,208,F,0
6134,5,5,206,M,0
6135,3,3,159,M,1
6136,4,3,162,M,1
6137,3,2,177,M,0
6138,3,3,168,F,1
6139,3,1,267,F,1
6140,4,5,222,F,0
6141,3,2,234,F,0
6142,3,1,133,F,0
6143,4,4,207,F,0
6144,4,3,243,F,0
6145,5,5,161,F,1
6146,3,5,193,F,0
6147,4,5,234,M,0
6148,2,1,185,F,1
6149,4,5,242,F,0
6150,4,5,252,F,1
6151,4,3,179,F,1
6152,4,3,158,F,0
6153,3,1,226,F,0
6154,5,4,269,F,0
6155,3,5,148,F,0
6156,4,5,159,F,0
6157,3,4,273,M,0
6158,3,4,233,M,0
6159,4,5,182,F,0
6160,3,4,153,M,1
6161,4,5,210,M,0
6162,4,1,241,M,0
6163,3,2,220,M,1
6164,5,4,211,F,0
6165,3,5,151,F,0
6166,5,5,267,M,1
6167,4,3,250,M,1
6168,4,3,181,F,1
6169,5,2,197,M,1
6170,3,4,172,F,0
6171,4,1,219,M,1
6172,5,5,189,M,0
6173,5,1,225,M,0
6174,5,3,269,F,1
6175,5,4,157,F,1
6176,3,5,189,M,0
6177,3,1,226,F,1
6178,2,1,220,F,1
6179,6,3,275,M,0
6180,3,4,171,F,1
6181,4,3,235,F,1
6182,3,4,201,M,1
6183,5,5,269,F,1
6184,5,3,182,M,0
6185,5,5,266,F,0
6186,3,5,157,F,0
6187,4,1,258,F,0
6188,4,2,280,M,1
6189,4,4,154,F,1
6190,4,4,274,F,0
6191,4,5,180,F,0
6192,3,5,146,F,0
6193,3,4,236,M,0
6194,4,4,133,F,0
6195,5,2,173,F,0
6196,4,3,210,M,0
6197,3,4,238,F,1
6198,4,2,268,F,0
6199,3,5,175,F,1
6200,5,2,280,M,1
6201,4,1,153,F,0
6202,4,4,251,F,0
6203,4,2,252,M,1
6204,4,5,201,F,1
6205,5,4,216,F,1
6206,3,2,126,M,1
6207,3,2,177,F,1
6208,5,3,145,M,1
6209,5,3,258,F,1
6210,4,3,273,M,1
6211,4,1,245,F,0
6212,5,4,241,F,0
6213,4,1,208,F,1
6214,6,5,282,M,1
6215,6,5,295,M,0
6216,6,5,255,F,0
6217,6,3,292,F,0
6218,6,4,244,M,1
6219,6,4,306,F,1
6220,6,5,258,M,1
6221,4,1,265,F,1
6222,5,1,227,M,0
6223,7,1,276,F,1
6224,6,5,244,F,0
6225,4,2,217,F,1
6226,2,5,211,M,0
6227,4,4,227,M,1
6228,5,1,249,M,1
6229,6,2,269,M,0
6230,6,3,278,M,0
6231,6,5,282,F,0
6232,6,1,300,F,1
6233,3,3,146,F,0
6234,3,4,236,F,0
6235,4,4,133,F,1
6236,5,4,173,F,1
6237,4,2,210,F,0
6238,3,3,238,F,0
6239,4,4,268,M,0
6240,3,4,175,M,1
6241,5,4,280,M,0
6242,4,5,153,M,0
6243,4,5,251,F,0
6244,4,2,252,M,0
6245,4,2,201,F,0
6246,5,5,216,F,1
6247,3,3,126,M,0
6248,3,1,177,F,1
6249,5,2,145,M,0
6250,5,4,258,F,0
6251,4,3,273,F,0
6252,4,1,245,M,1
6253,5,2,241,M,0
6254,4,1,208,M,1
6255,6,1,282,M,0
6256,6,5,295,M,1
6257,6,4,255,M,1
6258,6,2,292,F,0
6259,6,1,244,M,0
6260,6,3,306,M,1
6261,6,5,258,M,0
6262,4,1,265,F,1
6263,5,2,227,F,1
6264,7,2,276,M,1
6265,6,4,244,F,1
6266,4,4,217,M,0
6267,2,1,211,M,1
6268,4,5,227,F,1
6269,5,5,249,M,1
6270,7,4,302,M,1
6271,6,4,293,F,1
6272,5,5,232,M,1
6273,6,5,279,M,0
6274,6,5,251,F,0
6275,6,5,300,M,0
6276,7,5,133,F,1
6277,6,5,283,M,1
6278,7,5,296,M,1
6279,6,3,261,F,1
6280,6,1,286,F,1
6281,6,3,298,F,0
6282,6,4,287,F,1
6283,6,2,251,F,1
6284,5,1,231,M,0
6285,5,2,249,M,0
6286,5,3,244,F,0
6287,7,2,264,M,0
6288,5,2,254,M,0
6289,4,5,264,M,0
6290,6,5,309,M,1
6291,5,5,298,M,0
6292,5,5,265,F,0
6293,6,1,246,M,1
6294,5,2,222,F,0
6295,7,5,250,F,0
6296,4,3,240,F,0
6297,4,3,246,F,0
6298,6,1,293,F,0
6299,6,5,253,M,0
6300,5,5,258,M,0
6301,6,4,258,F,1
6302,5,3,245,M,0
6303,7,2,307,M,0
6304,6,5,301,F,0
6305,6,5,252,F,0
6306,5,1,272,F,1
6307,5,3,221,F,1
6308,5,3,247,M,1
6309,7,5,260,F,1
6310,5,5,251,M,0
6311,5,2,227,M,0
6312,6,5,269,M,0
6313,6,2,161,M,0
6314,4,4,256,M,1
6315,5,1,303,F,0
6316,5,3,257,F,1
6317,7,3,310,F,0
6318,5,3,238,M,1
6319,6,3,191,F,0
6320,4,3,252,F,0
6321,5,5,228,F,1
6322,4,3,208,F,1
6323,3,3,176,F,0
6324,3,1,233,F,0
6325,5,5,104,M,0
6326,3,4,237,M,0
6327,2,5,252,M,0
6328,5,2,135,M,0
6329,5,5,137,M,1
6330,4,3,228,F,1
6331,4,3,236,M,1
6332,3,4,239,F,0
6333,2,2,199,M,1
6334,3,4,269,M,0
6335,2,2,226,M,0
6336,3,1,264,F,0
6337,5,4,264,M,1
6338,4,3,186,M,1
6339,3,5,154,F,0
6340,3,1,239,F,1
6341,3,5,139,F,1
6342,5,4,138,F,1
6343,3,1,286,M,0
6344,4,3,275,M,1
6345,4,5,195,M,1
6346,3,4,267,M,1
6347,4,3,223,F,0
6348,4,4,198,M,0
6349,6,5,250,F,0
6350,3,3,237,F,0
6351,5,4,193,M,0
6352,5,2,216,F,0
6353,3,2,253,F,0
6354,3,1,132,F,0
6355,5,4,140,M,0
6356,2,4,114,M,1
6357,3,5,238,M,0
6358,3,1,210,M,0
6359,4,4,272,M,1
6360,4,5,184,F,0
6361,4,1,168,M,1
6362,4,2,231,M,0
6363,4,1,143,F,0
6364,4,2,182,M,0
6365,2,4,221,F,0
6366,6,1,225,M,1
6367,3,5,227,M,1
6368,3,1,266,M,0
6369,4,2,247,F,1
6370,3,2,154,M,1
6371,5,3,179,F,0
6372,3,3,249,M,1
6373,3,5,156,M,1
6374,3,5,206,F,1
6375,4,1,245,F,0
6376,4,5,197,M,1
6377,3,4,188,M,1
6378,3,3,237,F,1
6379,4,4,174,F,0
6380,5,3,266,M,1
6381,3,3,151,M,0
6382,4,3,271,M,1
6383,4,1,214,F,0
6384,6,5,261,M,0
6385,3,1,166,F,1
6386,3,4,269,F,1
6387,3,2,167,M,1
6388,4,1,200,F,0
6389,4,4,159,F,1
6390,4,2,197,F,0
6391,4,5,219,M,1
6392,3,2,239,F,0
6393,3,1,146,F,0
6394,5,1,173,F,1
6395,4,3,220,F,1
6396,3,5,185,M,1
6397,4,2,170,M,1
6398,4,3,250,F,1
6399,3,4,145,F,1
6400,3,2,211,M,1
6401,5,5,249,M,0
6402,3,3,237,M,0
6403,4,5,144,M,0
6404,4,4,171,M,1
6405,3,1,203,F,0
6406,5,1,137,F,0
6407,4,2,212,M,1
6408,3,3,209,F,1
6409,3,4,223,F,1
6410,3,2,164,F,0
6411,3,3,220,F,1
6412,3,4,216,M,0
6413,3,2,215,M,1
6414,4,2,146,F,0
6415,5,2,168,F,1
6416,4,4,218,M,1
6417,4,3,143,F,0
6418,3,1,233,M,0
6419,4,1,195,M,0
6420,4,2,206,M,0
6421,4,5,181,M,0
6422,4,2,150,F,1
6423,3,5,258,F,1
6424,4,3,149,M,0
6425,5,1,163,M,0
6426,3,3,259,M,0
6427,5,1,187,F,0
6428,3,5,172,M,1
6429,3,5,139,M,0
6430,5,1,203,F,1
6431,3,3,150,F,0
6432,3,1,201,M,1
6433,3,4,194,M,0
6434,3,4,159,M,1
6435,4,2,238,F,0
6436,3,5,189,M,0
6437,2,1,173,M,1
6438,4,1,171,M,0
6439,5,3,154,M,1
6440,4,1,173,F,0
6441,3,4,186,F,0
6442,4,1,224,M,1
6443,4,3,186,F,1
6444,4,4,196,M,0
6445,2,2,149,F,1
6446,4,3,224,M,1
6447,3,1,154,F,1
6448,3,3,170,M,0
6449,3,4,150,F,0
6450,5,2,240,M,1
6451,3,3,139,F,1
6452,3,3,251,M,0
6453,4,4,237,M,1
6454,3,2,227,F,0
6455,5,5,131,F,1
6456,5,2,161,M,1
6457,3,5,195,F,0
6458,2,3,266,M,0
6459,3,2,198,M,1
6460,4,3,200,F,1
6461,6,1,196,F,0
6462,2,1,285,M,0
6463,4,2,265,M,0
6464,3,2,131,F,0
6465,5,4,216,F,1
6466,4,1,253,F,0
6467,5,3,230,M,1
6468,4,1,173,F,0
6469,3,5,206,F,0
6470,5,3,189,M,0
6471,3,5,270,M,1
6472,4,4,266,M,1
6473,3,5,270,M,1
6474,3,4,216,F,0
6475,3,1,147,M,0
6476,3,2,270,F,1
6477,3,2,261,F,0
6478,3,3,261,M,1
6479,4,2,177,F,1
6480,4,4,142,F,0
6481,5,4,222,F,0
6482,4,4,186,M,0
6483,3,2,177,M,1
6484,4,1,251,M,0
6485,3,5,240,F,1
6486,3,4,260,M,0
6487,4,2,206,M,0
6488,4,3,242,M,1
6489,3,1,194,F,0
6490,5,1,232,F,1
6491,6,2,279,F,1
6492,6,4,251,F,1
6493,6,1,300,F,0
6494,7,3,133,F,1
6495,6,1,283,M,0
6496,7,4,296,F,1
6497,6,2,261,M,0
6498,6,2,286,F,0
6499,6,1,298,F,1
6500,6,1,287,F,0
6501,6,5,251,F,0
6502,5,2,231,F,1
6503,5,1,249,M,0
6504,5,2,244,M,0
6505,7,1,264,F,1
6506,5,1,254,M,0
6507,4,4,264,F,0
6508,6,4,309,M,1
6509,5,1,298,F,0
6510,5,5,265,M,0
6511,6,2,246,M,0
6512,5,2,222,F,0
6513,7,5,250,M,1
6514,4,2,240,M,1
6515,4,1,246,F,1
6516,6,2,293,F,0
6517,5,5,189,M,1
6518,3,5,270,F,1
6519,4,4,266,M,0
6520,3,2,270,M,1
6521,3,3,216,M,1
6522,3,3,147,F,0
6523,3,5,270,F,0
6524,3,3,261,M,0
6525,3,1,261,F,1
6526,4,4,177,M,1
6527,4,2,142,F,1
6528,5,3,222,F,0
6529,4,5,186,F,0
6530,3,3,177,M,1
6531,4,4,251,F,0
6532,3,3,240,M,0
6533,3,5,260,F,1
6534,4,2,206,M,1
6535,4,5,242,M,0
6536,3,2,194,F,1
6537,5,2,232,F,1
6538,6,4,279,F,1
6539,6,3,251,M,1
6540,6,2,300,M,0
6541,7,5,133,F,1
6542,6,4,283,F,0
6543,7,5,296,F,1
6544,6,1,261,F,0
6545,6,3,286,M,1
6546,6,5,298,M,0
6547,6,3,287,F,1
6548,6,2,251,F,0
6549,5,4,231,M,0
6550,5,1,249,F,1
6551,5,5,244,M,0
6552,7,3,264,M,0
6553,5,4,254,M,0
6554,4,1,264,M,0
6555,6,2,309,F,0
6556,5,1,298,M,0
6557,5,3,265,F,0
6558,6,2,246,F,1
6559,5,5,222,F,0
6560,7,1,250,M,1
6561,6,5,269,F,0
6562,6,2,161,F,0
6563,4,3,256,F,1
6564,5,1,303,F,0
6565,5,3,257,F,0
6566,5,2,259,F,1
6567,4,4,249,F,1
6568,6,2,289,F,0
6569,6,2,308,F,0
6570,6,3,297,F,1
6571,4,2,255,M,1
6572,6,4,266,M,1
6573,7,5,302,M,1
6574,4,4,223,M,0
6575,6,1,261,F,1
6576,4,1,273,F,0
6577,6,5,260,F,0
6578,5,1,266,F,0
6579,2,1,164,F,0
6580,5,5,240,F,0
6581,6,5,305,M,1
6582,5,3,248,F,1
6583,7,2,279,F,0
6584,5,2,244,F,0
6585,5,1,267,F,0
6586,7,2,275,F,0
6587,6,4,299,M,1
6588,6,1,254,F,1
6589,6,1,273,F,0
6590,5,3,218,F,1
6591,5,4,267,F,1
6592,6,2,259,M,1
6593,7,4,272,M,0
6594,5,4,281,M,0
6595,6,2,267,F,0
6596,6,4,260,F,0
6597,7,2,261,M,1
6598,4,1,219,F,0
6599,4,3,264,M,0
6600,7,3,310,F,0
6601,6,4,297,M,0
6602,4,3,274,M,0
6603,5,5,246,M,0
6604,5,3,221,F,1
6605,6,3,295,F,0
6606,7,4,259,M,0
6607,4,4,138,F,1
6608,3,5,250,F,0
6609,5,1,236,F,0
6610,5,1,267,M,0
6611,6,4,283,M,1
6612,7,1,244,M,1
6613,5,2,260,M,1
6614,5,1,276,M,1
6615,7,3,307,M,0
6616,6,5,266,M,0
6617,5,2,237,M,0
6618,4,4,251,M,0
6619,4,1,247,M,1
6620,3,3,279,M,0
6621,5,5,230,F,0
6622,4,5,234,F,1
6623,6,5,152,F,0
6624,3,4,160,M,1
6625,3,2,263,F,0
6626,4,1,164,M,0
6627,3,3,209,M,1
6628,5,1,245,F,0
6629,3,4,172,M,0
6630,2,5,180,F,1
6631,3,3,145,F,0
6632,3,4,248,F,0
6633,5,4,242,F,0
6634,4,3,237,F,1
6635,4,4,203,F,0
6636,3,4,186,M,0
6637,4,1,155,F,0
6638,3,4,153,M,1
6639,3,2,199,M,0
6640,4,5,219,M,0
6641,4,1,156,M,0
6642,5,5,135,F,1
6643,3,4,244,M,0
6644,5,1,183,F,0
6645,4,3,258,F,0
6646,6,2,168,M,0
6647,5,1,161,F,1
6648,4,2,246,M,1
6649,3,3,232,M,0
6650,3,3,155,F,0
6651,5,5,162,M,0
6652,4,3,123,M,0
6653,3,4,235,F,0
6654,5,1,179,F,0
6655,3,5,202,M,1
6656,4,5,272,F,0
6657,4,2,185,M,0
6658,3,3,188,F,0
6659,3,2,250,F,1
6660,5,3,224,M,0
6661,4,1,261,F,0
6662,3,1,200,M,0
6663,4,1,200,M,0
6664,2,1,143,M,0
6665,3,4,199,M,0
6666,4,5,157,M,1
6667,3,2,225,M,1
6668,3,3,152,M,1
6669,4,4,236,F,1
6670,3,1,266,M,0
6671,3,2,243,M,1
6672,4,5,224,F,1
6673,3,5,153,F,0
6674,4,2,232,F,1
6675,3,3,253,M,1
6676,3,3,150,M,0
6677,4,3,198,M,1
6678,4,4,231,M,1
6679,3,5,135,F,1
6680,5,4,153,M,1
6681,4,2,201,M,1
6682,4,4,273,M,1
6683,5,4,245,M,0
6684,4,4,157,M,1
6685,4,3,150,F,1
6686,3,3,243,M,1
6687,4,5,105,M,1
6688,5,4,221,M,0
6689,3,1,236,F,0
6690,4,4,263,M,0
6691,3,3,213,M,0
6692,6,1,259,F,0
6693,4,2,190,M,0
6694,3,5,213,M,1
6695,5,3,261,F,1
6696,3,5,254,M,0
6697,3,4,151,F,1
6698,5,1,187,F,1
6699,4,5,139,F,0
6700,5,2,173,F,0
6701,3,3,136,M,0
6702,4,1,272,M,0
6703,6,4,116,M,0
6704,4,2,181,M,1
6705,5,3,230,M,1
6706,2,5,127,F,0
6707,3,1,182,M,0
6708,3,1,186,F,0
6709,5,1,271,M,1
6710,5,3,171,F,1
6711,4,3,238,F,0
6712,4,4,184,M,1
6713,5,2,214,F,0
6714,4,4,279,M,1
6715,3,2,168,F,1
6716,6,4,221,M,1
6717,3,5,260,M,1
6718,4,3,204,M,0
6719,4,2,142,F,0
6720,4,3,178,M,0
6721,2,1,203,M,0
6722,4,2,180,M,0
6723,4,4,193,F,0
6724,5,4,99,F,0
6725,3,1,250,M,0
6726,4,1,152,F,1
6727,4,1,265,F,1
6728,2,3,226,M,0
6729,3,3,234,M,0
6730,4,3,225,F,0
6731,3,5,161,M,0
6732,5,2,246,F,0
6733,4,5,162,F,1
6734,4,4,135,M,0
6735,4,3,201,F,0
6736,6,4,235,M,1
6737,5,2,214,F,0
6738,6,3,245,F,1
6739,5,5,192,M,0
6740,5,5,179,M,1
6741,6,3,210,M,0
6742,3,2,209,F,0
6743,4,2,200,M,0
6744,6,3,165,M,0
6745,3,5,168,M,0
6746,4,4,203,F,0
6747,4,5,202,M,0
6748,4,2,266,F,1
6749,2,1,248,F,0
6750,5,3,173,M,0
6751,2,4,156,F,1
6752,3,5,109,M,1
6753,3,4,250,M,1
6754,2,4,195,M,1
6755,4,1,160,F,1
