name,temp,rain_1h,snow_1h,clouds_all,weather_main,year,month,hour,weekday,traffic_volume
A,273.23,0.0,0.0,90,Clouds,2018,4,15,Mon,148260
B,289.1,0.0,0.0,90,Rain,2017,4,19,Sun,99570
B,291.8,0.0,0.0,1,Fog,2018,8,3,Sun,11760
B,290.08,0.0,0.0,1,Mist,2017,8,23,Fri,61620
A,283.4,0.0,0.0,40,Mist,2016,5,3,Thu,9510
A,279.87,0.0,0.0,90,Mist,2017,11,15,Tue,171900
B,281.64,0.0,0.0,90,Rain,2013,10,19,Sun,103770
A,295.51,0.0,0.0,90,Clouds,2018,8,23,Thu,57120
A,269.8,0.0,0.0,75,Clouds,2013,1,3,Tue,9420
A,281.65,0.0,0.0,90,Mist,2017,4,3,Mon,9540
A,277.93,0.0,0.0,90,Rain,2013,4,3,Tue,9150
A,278.33,0.0,0.0,90,Clouds,2013,4,19,Wed,95160
B,295.58,0.0,0.0,1,Mist,2018,7,3,Fri,11190
A,276.75,0.0,0.0,1,Clear,2017,2,11,Mon,136740
B,276.79,2.1,0.0,75,Rain,2014,4,15,Fri,144330
B,258.17,0.25,0.0,64,Snow,2014,1,23,Sat,57660
A,291.42,0.0,0.0,40,Drizzle,2015,9,11,Thu,143640
A,293.17,1.02,0.0,75,Rain,2016,8,23,Tue,26220
B,252.02,0.0,0.0,1,Clear,2017,1,7,Sun,43830
A,288.94,0.25,0.0,90,Mist,2018,9,3,Wed,10740
A,292.82,0.0,0.0,1,Clear,2015,9,23,Mon,28230
A,292.38,0.0,0.0,0,Clear,2013,7,3,Thu,12120
A,260.28,0.0,0.0,5,Clear,2018,4,7,Wed,149370
A,273.42,0.0,0.0,90,Clouds,2017,4,11,Thu,151620
B,278.95,0.0,0.0,5,Clear,2016,2,19,Fri,112710
B,289.77,0.0,0.0,1,Rain,2016,6,23,Fri,59970
B,293.56,0.0,0.0,1,Clear,2014,6,19,Sun,109110
A,290.97,0.0,0.0,20,Haze,2013,6,11,Tue,143220
A,294.91,7.62,0.0,90,Mist,2016,7,19,Tue,84630
A,274.85,0.0,0.0,1,Mist,2018,4,7,Mon,197220
A,265.75,0.0,0.0,90,Mist,2018,2,11,Tue,121740
A,285.29,0.0,0.0,90,Mist,2016,4,3,Thu,10140
B,251.69,0.0,0.0,1,Clear,2017,12,15,Sat,114930
A,291.952,0.0,0.0,44,Clouds,2016,7,7,Thu,183930
A,258.52,0.0,0.0,0,Clear,2014,1,19,Thu,80460
A,253.95,0.0,0.0,90,Haze,2017,1,3,Thu,11580
A,273.09,0.0,0.0,1,Mist,2016,11,7,Wed,187140
B,295.42,0.0,0.0,75,Clouds,2016,9,15,Fri,167880
A,284.03,0.25,0.0,32,Rain,2014,5,15,Tue,183300
A,284.15,0.0,0.0,90,Clouds,2017,9,3,Wed,10620
B,266.76,0.0,0.0,20,Clouds,2014,3,15,Sat,148440
A,271.57,0.0,0.0,90,Clouds,2013,2,19,Mon,84480
B,276.62,0.0,0.0,75,Mist,2015,12,3,Sun,10590
A,268.38,0.0,0.0,20,Clouds,2013,1,19,Thu,85710
B,288.07,0.0,0.0,1,Clear,2016,9,7,Sat,68550
B,275.08,0.0,0.0,90,Thunderstorm,2018,3,7,Sun,34470
A,253.53,0.0,0.0,64,Clouds,2014,1,3,Thu,10080
B,295.52,0.0,0.0,1,Clear,2015,8,3,Sun,14280
A,295.67,0.0,0.0,1,Clear,2013,4,19,Tue,100110
B,284.82,0.0,0.0,1,Mist,2017,8,7,Sat,58170
A,258.38,0.0,0.0,1,Clear,2014,2,15,Tue,170040
B,258.52,0.0,0.0,20,Clouds,2013,1,7,Fri,193170
B,274.59,0.0,0.0,1,Fog,2017,4,7,Fri,201090
A,259.98,0.0,0.0,90,Snow,2013,1,7,Thu,206100
B,288.79,0.0,0.0,75,Mist,2017,10,11,Sat,136020
A,268.76,0.0,0.0,90,Mist,2013,2,11,Mon,128130
B,289.56,0.0,0.0,75,Rain,2016,8,11,Sat,117720
A,289.92,0.0,0.0,1,Mist,2014,8,3,Tue,12960
A,285.29,0.0,0.0,90,Mist,2017,5,23,Mon,28650
A,290.57,0.0,0.0,92,Rain,2013,8,7,Mon,197490
B,274.08,0.0,0.0,90,Mist,2016,11,7,Fri,41880
A,263.8,0.0,0.0,1,Clear,2012,11,19,Tue,94110
B,270.22,0.0,0.0,90,Mist,2017,12,19,Fri,106500
A,276.58,0.0,0.0,64,Clouds,2013,11,11,Wed,147120
A,291.48,0.0,0.0,40,Rain,2017,5,11,Tue,142620
B,265.52,0.0,0.0,90,Mist,2012,12,3,Sat,10710
A,281.85,0.0,0.0,90,Drizzle,2016,4,3,Tue,9450
A,277.48,0.0,0.0,90,Rain,2017,3,3,Thu,11100
B,288.87,0.0,0.0,0,Clear,2013,7,3,Fri,11520
A,274.36,0.51,0.0,64,Mist,2013,12,7,Tue,180600
B,274.93,0.0,0.0,90,Rain,2013,4,3,Fri,10320
A,296.59,0.0,0.0,36,Clouds,2016,8,3,Wed,14550
A,275.02,0.0,0.0,90,Rain,2016,11,7,Tue,189420
A,275.28,0.0,0.0,90,Rain,2016,11,23,Tue,24120
A,299.67,0.0,0.0,90,Clouds,2016,5,15,Mon,176580
A,263.95,0.0,0.0,5,Clear,2017,11,19,Thu,103980
B,268.66,0.0,0.0,40,Mist,2012,12,19,Fri,107940
B,273.94,0.0,0.0,90,Clouds,2017,11,11,Sun,120420
B,298.81,0.0,0.0,90,Clouds,2014,7,23,Sun,40080
A,292.59,0.0,0.0,90,Drizzle,2017,6,15,Thu,169560
A,255.43,0.0,0.0,75,Clouds,2018,1,11,Tue,125160
A,276.35,0.25,0.0,90,Rain,2014,3,7,Tue,192540
A,294.16,0.81,0.0,92,Rain,2014,6,19,Thu,101340
A,285.44,0.0,0.0,40,Mist,2016,8,7,Wed,183330
A,294.34,1.85,0.0,90,Thunderstorm,2018,8,19,Mon,87660
A,289.36,0.0,0.0,8,Clear,2016,10,23,Mon,30000
B,287.16,0.0,0.0,1,Clear,2013,10,7,Fri,203250
A,294.02,0.0,0.0,80,Clouds,2013,7,19,Wed,104850
B,269.29,0.0,0.0,90,Haze,2017,12,11,Sun,119880
B,272.62,0.0,0.0,90,Mist,2016,12,3,Sun,8880
B,294.17,0.0,0.0,1,Clear,2015,9,19,Fri,120810
A,292.14,0.0,0.0,0,Clear,2016,8,23,Thu,42720
A,271.95,0.0,0.0,90,Haze,2017,3,3,Wed,11250
A,282.33,0.0,0.0,1,Clear,2017,3,11,Tue,144960
B,277.36,0.0,0.0,90,Mist,2015,12,23,Sat,63660
B,291.58,0.0,0.0,75,Clouds,2014,5,19,Sat,110970
A,257.46,0.0,0.0,20,Haze,2017,2,11,Wed,141090
A,274.55,0.0,0.0,40,Rain,2017,1,3,Tue,9660
A,290.22,0.0,0.0,1,Mist,2018,7,3,Mon,10650
A,298.17,0.0,0.0,0,Clear,2016,7,11,Wed,133470
A,282.07,4.27,0.0,92,Drizzle,2013,10,3,Tue,10200
B,265.12,0.0,0.0,1,Haze,2013,1,11,Sun,95700
A,279.65,0.0,0.0,1,Mist,2017,4,7,Tue,211950
A,290.576,0.0,0.0,88,Clouds,2014,5,15,Tue,184290
B,286.34,6.45,0.0,75,Rain,2014,6,7,Sat,68220
B,251.93,0.0,0.0,1,Clear,2018,1,11,Sat,124650
A,293.59,0.0,0.0,20,Rain,2016,7,7,Tue,153450
A,295.12,20.24,0.0,90,Rain,2015,7,7,Tue,129060
B,274.42,0.0,0.0,90,Rain,2017,10,7,Fri,167460
A,296.34,0.25,0.0,40,Rain,2018,9,23,Thu,35010
A,298.52,0.0,0.0,1,Clear,2015,6,19,Thu,115290
A,273.63,0.0,0.0,75,Clouds,2018,2,11,Tue,138210
A,296.55,0.0,0.0,1,Clear,2015,9,19,Wed,108780
A,264.67,0.0,0.0,64,Clouds,2013,12,11,Thu,152070
B,293.31,0.25,0.0,0,Rain,2013,6,7,Sat,58920
B,278.01,0.0,0.0,90,Clouds,2018,3,15,Sun,133410
A,269.08,0.0,0.0,90,Snow,2013,3,11,Tue,86550
B,276.51,0.0,0.0,90,Drizzle,2017,11,15,Fri,177180
A,271.72,0.0,0.0,90,Snow,2017,12,23,Mon,52890
A,252.48,0.0,0.0,1,Clear,2014,1,15,Thu,148380
A,291.66,0.0,0.0,75,Clouds,2015,8,15,Mon,162270
A,300.28,0.0,0.0,64,Clouds,2013,7,19,Mon,105270
A,248.88,0.0,0.0,1,Clear,2014,3,3,Mon,10770
B,276.81,0.0,0.0,90,Mist,2017,3,11,Fri,158280
A,281.43,0.0,0.0,90,Clouds,2015,10,23,Mon,25920
B,292.02,0.0,0.0,1,Rain,2017,7,3,Sun,13950
A,267.58,0.0,0.0,75,Clouds,2014,3,19,Tue,103980
B,291.7,1.27,0.0,76,Rain,2016,8,7,Fri,174000
A,276.4,0.0,0.0,40,Clouds,2017,2,19,Mon,96570
B,289.0,0.0,0.0,1,Mist,2014,6,7,Fri,195510
A,301.15,0.0,0.0,40,Clouds,2013,7,15,Tue,181230
B,273.51,0.0,0.0,1,Clear,2016,3,23,Sat,60630
B,295.58,0.0,0.0,1,Clear,2018,7,11,Sat,120270
A,272.02,0.0,0.0,90,Mist,2016,2,19,Mon,92880
B,294.03,0.0,0.0,1,Clear,2017,6,23,Sat,87540
A,249.35,0.0,0.0,1,Mist,2018,2,7,Tue,182010
A,274.81,0.0,0.0,20,Clouds,2012,10,7,Tue,211650
A,273.22,0.0,0.0,40,Mist,2016,4,7,Wed,209100
B,275.48,0.0,0.0,90,Mist,2017,11,23,Fri,79710
A,286.33,0.0,0.0,92,Drizzle,2013,10,23,Thu,42270
A,273.15,0.0,0.0,1,Mist,2017,12,11,Mon,136260
B,285.61,0.0,0.0,1,Haze,2017,9,3,Fri,11070
A,292.56,0.0,0.0,0,Clear,2016,10,11,Mon,128310
A,290.28,0.0,0.0,0,Clear,2016,9,7,Mon,188940
B,278.09,0.0,0.0,1,Clear,2013,5,7,Sun,28650
B,254.9,0.0,0.0,1,Clear,2017,1,23,Sat,52710
B,281.19,0.0,0.0,75,Clouds,2014,3,23,Sun,29910
A,276.793,0.0,0.0,64,Clouds,2014,1,7,Mon,134130
A,289.65,0.0,0.0,1,Clear,2018,7,3,Thu,12270
B,283.23,0.0,0.0,1,Clear,2016,5,23,Sun,30750
B,292.0,0.0,0.0,0,Clear,2016,7,23,Sun,37140
A,297.62,0.25,0.0,90,Thunderstorm,2015,9,23,Wed,28650
A,280.19,0.0,0.0,100,Mist,2012,10,7,Mon,203940
A,251.29,0.0,0.0,1,Mist,2017,1,7,Thu,174210
A,281.62,0.0,0.0,90,Rain,2017,3,19,Wed,100650
A,292.95,0.0,0.0,40,Clouds,2017,5,15,Thu,174420
A,295.0,0.0,0.0,40,Clouds,2016,6,19,Mon,87930
B,282.5370000000001,0.0,0.0,92,Rain,2016,10,19,Sat,99150
A,298.79,0.0,0.0,1,Clear,2016,8,11,Mon,124890
B,290.15,0.0,0.0,90,Clouds,2017,4,15,Sat,149880
A,291.49,0.0,0.0,75,Clouds,2018,5,19,Wed,105540
A,263.79,0.0,0.0,1,Mist,2018,2,3,Mon,10080
A,294.16,0.81,0.0,92,Mist,2014,6,19,Thu,101340
A,280.15,0.0,0.0,90,Clouds,2015,10,19,Thu,102840
A,275.15,0.0,0.0,90,Mist,2018,1,23,Wed,33450
B,272.4,0.0,0.0,90,Mist,2013,3,19,Sat,107160
B,285.69,0.0,0.0,20,Clouds,2016,5,11,Sun,115740
B,278.85,0.0,0.0,90,Rain,2016,5,11,Fri,153450
A,287.28,0.0,0.0,40,Mist,2017,9,7,Tue,190590
A,295.12,20.24,0.0,90,Thunderstorm,2015,7,7,Tue,129060
A,276.15,0.0,0.0,90,Clouds,2013,10,11,Tue,145860
A,278.57,0.0,0.0,90,Rain,2012,11,15,Wed,170340
A,291.15,0.0,0.0,1,Clear,2013,5,7,Wed,180510
B,273.14,0.0,0.0,90,Clouds,2014,3,11,Fri,147360
A,274.42,0.25,0.0,64,Rain,2013,12,11,Tue,137880
A,265.07,0.0,0.0,90,Mist,2017,12,15,Wed,166470
A,285.6,0.0,0.0,75,Clouds,2012,10,11,Tue,141750
A,289.0,1.1,0.0,90,Drizzle,2018,9,11,Thu,137760
A,292.15,0.0,0.0,1,Clear,2017,6,23,Tue,37620
A,249.38,0.0,0.0,5,Clear,2017,12,7,Wed,133590
A,273.35,0.0,0.0,90,Snow,2017,11,11,Wed,143430
A,283.87,0.25,0.0,40,Rain,2018,8,7,Wed,203250
A,288.019,0.0,0.0,56,Clouds,2016,7,3,Mon,10530
A,292.44,0.0,0.0,1,Clear,2017,8,3,Tue,11550
B,276.453,0.0,0.0,0,Clear,2016,10,3,Sun,12870
A,255.75,0.0,0.0,90,Mist,2017,12,7,Mon,28260
B,286.08,0.0,0.0,90,Mist,2017,10,3,Sat,11220
A,299.15,0.0,0.0,40,Clouds,2013,7,19,Mon,101070
A,296.47,1.78,0.0,1,Rain,2018,8,3,Mon,10740
B,295.65,0.0,0.0,90,Rain,2018,8,11,Sat,127080
A,297.08,0.0,0.0,75,Clouds,2018,7,19,Wed,104190
B,282.23,0.0,0.0,90,Clouds,2012,10,3,Sun,10920
A,270.65,0.0,0.0,90,Fog,2016,1,7,Mon,165330
A,274.09,0.0,0.0,90,Snow,2017,4,23,Mon,26160
A,288.7,0.0,0.0,92,Rain,2016,9,23,Thu,25620
A,293.244,0.0,0.0,92,Clouds,2016,10,19,Tue,88440
B,270.03,0.0,0.0,90,Mist,2013,2,11,Sun,104640
A,277.68,0.0,0.0,40,Clouds,2018,2,15,Mon,161670
B,282.68,0.0,0.0,1,Clear,2017,12,15,Fri,188520
B,267.16,0.0,0.0,90,Clouds,2018,3,3,Sat,10740
A,265.65,0.0,0.0,90,Clouds,2017,12,23,Wed,36120
A,278.8,0.0,0.0,1,Clear,2018,4,3,Tue,10380
A,278.5,0.0,0.0,40,Clouds,2017,10,11,Tue,142950
B,275.76,0.0,0.0,90,Clouds,2012,11,15,Fri,183300
B,263.07,0.0,0.0,40,Clouds,2013,1,11,Sun,104940
B,297.62,0.0,0.0,40,Clouds,2018,6,23,Sat,60510
A,265.93,0.0,0.0,89,Clouds,2012,12,15,Wed,164910
B,269.69,0.0,0.0,1,Clear,2016,11,19,Sun,75480
A,275.15,0.0,0.0,90,Mist,2016,2,11,Tue,132150
A,272.45,0.0,0.0,1,Fog,2012,12,3,Mon,8730
B,265.73,0.0,0.0,90,Snow,2012,12,23,Fri,49380
A,292.19,0.0,0.0,1,Clear,2018,9,7,Wed,200310
B,296.41,0.0,0.0,1,Clear,2017,7,11,Sat,126390
B,286.83,0.0,0.0,75,Clouds,2017,4,11,Sat,129600
B,285.42,0.0,0.0,90,Clouds,2017,5,19,Fri,118710
B,267.08,0.0,0.0,90,Clouds,2013,2,23,Fri,46770
B,269.78,0.0,0.0,1,Clear,2016,11,19,Sat,92640
A,296.29,0.0,0.0,90,Clouds,2018,6,15,Mon,166740
A,298.29,0.0,0.0,75,Clouds,2017,8,19,Wed,112980
B,281.28,0.0,0.0,100,Drizzle,2012,10,7,Sat,54720
B,297.09,0.0,0.0,1,Clear,2016,7,11,Sat,110250
A,274.36,0.0,0.0,90,Snow,2016,4,15,Tue,169500
A,292.08,0.51,0.0,1,Rain,2014,7,23,Thu,49230
A,278.82,0.0,0.0,90,Clouds,2017,10,7,Tue,193260
B,282.44,0.0,0.0,90,Drizzle,2017,10,19,Sun,102360
B,289.5,0.0,0.0,1,Clear,2015,9,19,Sat,106560
A,260.76,0.0,0.0,1,Clear,2018,1,3,Wed,11190
B,293.72,0.0,0.0,90,Drizzle,2018,6,11,Sat,122550
A,272.71,0.0,0.0,90,Mist,2017,1,15,Mon,112860
A,286.0,0.0,0.0,1,Clear,2016,9,23,Wed,30210
A,251.69,0.0,0.0,20,Clouds,2013,1,19,Tue,83220
A,292.22,0.0,0.0,1,Clear,2017,7,7,Tue,32730
B,288.87,0.0,0.0,90,Drizzle,2017,8,7,Sat,67470
B,296.72,0.0,0.0,1,Clear,2018,9,15,Fri,144930
B,251.43,0.0,0.0,1,Clear,2018,2,3,Fri,13170
A,282.73,0.0,0.0,20,Clouds,2014,4,11,Tue,141030
B,291.42,0.0,0.0,1,Clear,2014,5,15,Sat,150840
B,272.8,0.0,0.0,40,Haze,2013,3,11,Sat,136980
B,282.75,0.0,0.0,75,Clouds,2013,4,19,Fri,117570
A,281.07,0.0,0.0,5,Clear,2018,3,19,Tue,103230
B,276.02,0.0,0.0,90,Clouds,2017,3,3,Sat,9870
B,273.93,0.0,0.0,5,Clear,2017,11,7,Sat,46170
B,276.92,0.0,0.0,90,Rain,2013,3,7,Sun,27240
B,302.21,0.0,0.0,20,Clouds,2014,5,19,Fri,113910
B,288.74,0.0,0.0,0,Mist,2013,7,7,Fri,198390
B,267.84,0.0,0.0,64,Mist,2014,1,23,Sat,55680
A,290.19,0.0,0.0,1,Clear,2015,8,23,Tue,69810
B,287.43,0.0,0.0,90,Clouds,2013,6,19,Sun,99240
A,294.15,0.0,0.0,1,Clear,2014,5,19,Thu,105750
B,275.22,0.0,0.0,90,Snow,2018,4,19,Fri,86460
A,275.9,0.0,0.0,90,Clouds,2017,3,15,Wed,173670
A,272.08,0.0,0.0,1,Snow,2016,3,3,Thu,10530
A,281.94,0.0,0.0,1,Clear,2014,5,3,Tue,11100
B,295.48,0.0,0.0,75,Clouds,2016,6,11,Fri,146220
B,267.95,0.0,0.0,90,Clouds,2013,2,19,Sun,80790
A,291.72,0.0,0.0,1,Clear,2017,5,11,Wed,151290
A,275.2,0.0,0.0,1,Clear,2013,3,11,Thu,144120
A,292.95,0.0,0.0,75,Clouds,2017,7,3,Mon,10260
A,255.61,0.0,0.0,90,Snow,2018,1,7,Tue,167040
A,285.8,0.0,0.0,90,Mist,2012,10,15,Thu,176640
B,299.18,0.0,0.0,0,Clear,2014,5,19,Sat,93000
A,272.43,0.0,0.0,75,Haze,2012,12,15,Thu,168960
B,281.75,0.0,0.0,90,Clouds,2013,5,19,Fri,112440
B,274.55,0.0,0.0,40,Clouds,2017,11,15,Sat,142620
B,272.71,0.0,0.0,90,Clouds,2016,11,3,Sat,15150
B,294.99,0.0,0.0,1,Clear,2016,9,23,Sun,51360
A,275.02,0.0,0.0,5,Clear,2018,2,19,Mon,92580
A,282.01,0.0,0.0,1,Clear,2015,10,23,Thu,40440
B,271.21,0.0,0.0,90,Snow,2016,11,11,Sat,128550
A,283.48,0.0,0.0,90,Rain,2017,4,7,Tue,197130
A,285.29,0.0,0.0,75,Clouds,2017,10,19,Wed,107010
A,292.35,0.0,0.0,90,Thunderstorm,2018,6,3,Tue,10590
A,298.29,0.0,0.0,40,Clouds,2018,6,19,Wed,106800
A,298.52,0.0,0.0,40,Clouds,2017,5,19,Tue,101460
A,271.65,0.0,0.0,75,Clouds,2017,3,7,Tue,193830
B,283.15,0.0,0.0,1,Mist,2014,5,7,Sun,36180
A,288.2,0.0,0.0,24,Rain,2014,7,7,Wed,204510
B,276.15,0.0,0.0,90,Rain,2013,10,11,Sun,111600
A,267.51,0.0,0.0,75,Clouds,2014,2,7,Thu,183330
A,280.62,0.0,0.0,90,Rain,2017,4,19,Wed,95670
A,277.94,0.0,0.0,75,Clouds,2014,4,15,Wed,175020
B,259.89,0.0,0.0,90,Clouds,2014,2,23,Fri,48480
A,286.29,0.0,0.0,90,Drizzle,2016,4,15,Tue,182460
B,305.51,0.0,0.0,1,Clear,2017,9,15,Fri,174870
A,285.49,0.0,0.0,88,Mist,2013,6,7,Thu,198120
A,274.95,0.0,0.0,64,Clouds,2013,11,11,Mon,141420
B,301.01,0.0,0.0,90,Clouds,2014,7,19,Sun,104520
A,284.79,0.0,0.0,90,Mist,2016,4,15,Mon,175410
A,271.58,0.0,0.0,90,Clouds,2017,11,11,Thu,148290
B,294.76,0.0,0.0,1,Clear,2013,6,11,Sat,149250
A,294.77,0.0,0.0,90,Clouds,2017,8,15,Thu,173550
A,296.49,1.39,0.0,75,Rain,2015,9,15,Thu,171720
A,294.35,0.0,0.0,1,Clear,2015,9,19,Tue,97260
B,291.96,0.0,0.0,0,Clear,2013,8,7,Fri,200790
A,275.95,0.0,0.0,90,Haze,2018,1,15,Wed,170430
B,294.46,0.0,0.0,90,Thunderstorm,2018,6,11,Sat,117210
A,293.7340000000001,0.0,0.0,88,Clouds,2016,7,19,Thu,95730
A,287.82,0.0,0.0,1,Mist,2017,8,3,Tue,11280
B,282.84,0.0,0.0,90,Clouds,2017,4,7,Sun,42480
A,290.89,0.0,0.0,0,Clear,2016,6,3,Thu,12990
B,295.65,0.0,0.0,90,Drizzle,2018,8,11,Sat,127080
A,290.08,0.0,0.0,90,Clouds,2016,3,15,Mon,167370
B,271.1,0.0,0.0,20,Clouds,2012,12,7,Fri,195210
B,289.79,0.0,0.0,90,Rain,2017,10,19,Sun,91800
B,280.49,0.0,0.0,0,Clear,2016,10,23,Sun,36570
B,294.14,0.0,0.0,1,Clear,2013,9,23,Sat,96270
B,288.51,0.0,0.0,0,Clear,2013,6,3,Sat,11670
A,296.3,0.0,0.0,75,Thunderstorm,2018,9,11,Wed,137940
A,287.17,0.0,0.0,40,Clouds,2015,8,3,Mon,9750
A,287.5,0.0,0.0,1,Clear,2013,9,7,Mon,194070
B,284.62,0.0,0.0,1,Clear,2017,5,15,Fri,176400
B,249.95,0.0,0.0,1,Snow,2017,1,3,Fri,11670
A,267.06,0.0,0.51,90,Mist,2015,12,23,Mon,26640
B,284.08,0.0,0.0,90,Rain,2018,5,19,Fri,115890
A,273.58,0.0,0.0,75,Clouds,2017,10,15,Tue,176640
B,276.793,0.0,0.0,64,Clouds,2014,1,7,Sat,54660
B,286.22,0.0,0.0,40,Clouds,2018,4,15,Sat,160200
B,249.45,0.0,0.0,1,Clear,2017,12,23,Sun,47400
B,289.95,0.0,0.0,1,Clear,2017,8,23,Fri,68160
A,272.72,0.0,0.0,75,Clouds,2013,3,19,Mon,87030
B,275.52,0.0,0.0,1,Clear,2017,3,11,Sat,148380
B,286.36,0.0,0.0,90,Mist,2016,4,15,Sun,122610
B,267.08,0.0,0.0,1,Clear,2017,2,3,Fri,10200
B,276.793,0.0,0.0,64,Clouds,2014,1,15,Fri,166920
B,282.89,0.0,0.0,40,Clouds,2015,10,19,Fri,120450
A,267.82,0.0,0.0,1,Clear,2016,4,7,Tue,193680
A,291.252,0.0,0.0,56,Clouds,2016,10,23,Mon,47010
B,294.15,0.0,0.0,5,Haze,2017,8,11,Sat,125520
B,284.97,0.0,0.0,90,Clouds,2014,4,15,Sat,92550
B,276.29,0.51,0.0,1,Rain,2014,4,11,Sat,134910
A,263.08,0.0,0.0,90,Clouds,2018,1,7,Wed,175980
A,292.09,0.0,0.0,1,Clear,2017,7,7,Mon,191730
A,286.85,0.0,0.0,90,Rain,2018,5,3,Wed,10200
A,285.35,0.0,0.0,90,Mist,2013,5,19,Wed,91920
A,280.8,0.0,0.0,75,Clouds,2017,10,3,Thu,10350
B,272.82,0.0,0.0,90,Snow,2018,4,23,Fri,34290
B,293.44,0.0,0.0,1,Clear,2018,6,3,Fri,11520
A,260.67,0.0,0.0,1,Clear,2012,12,11,Thu,133020
A,294.65,0.0,0.0,90,Rain,2018,7,15,Thu,171120
B,248.41,0.0,0.0,1,Clear,2016,1,3,Sun,10290
B,282.4290000000001,0.0,0.0,0,Clear,2016,10,11,Sat,119430
A,283.52,1.52,0.0,90,Mist,2016,4,7,Mon,204210
A,289.78,0.0,0.0,68,Clouds,2016,6,3,Tue,11130
B,280.27,0.0,0.0,1,Clear,2013,5,15,Fri,182520
B,269.24,0.0,0.0,20,Clouds,2012,11,7,Sat,61710
B,291.54,0.0,0.0,90,Haze,2016,8,15,Sat,133140
B,280.08,0.0,0.0,40,Clouds,2018,3,15,Sat,148350
A,270.35,0.0,0.0,90,Clouds,2017,11,3,Thu,10830
A,290.01,0.0,0.0,1,Mist,2018,8,3,Wed,11220
B,278.79,0.0,0.0,90,Mist,2017,11,3,Sun,7410
B,286.11,0.0,0.0,0,Mist,2013,8,3,Fri,11880
A,296.78,0.0,0.0,75,Clouds,2014,7,15,Thu,189030
B,275.96,0.0,0.0,90,Clouds,2012,10,19,Sat,104250
A,277.01,0.0,0.0,64,Clouds,2013,11,15,Wed,181290
A,299.62,0.0,0.0,1,Clear,2017,6,15,Wed,170430
A,272.09,0.0,0.0,90,Mist,2012,11,11,Mon,127350
B,286.08,0.0,0.0,1,Clear,2017,6,3,Sun,13740
A,272.01,0.0,0.0,90,Mist,2012,12,3,Mon,10170
A,286.75,0.0,0.0,1,Mist,2016,8,3,Wed,9810
B,271.63,0.0,0.0,90,Clouds,2012,12,3,Sat,12330
A,293.2,0.0,0.0,40,Clouds,2015,9,3,Mon,9450
B,284.75,0.0,0.0,1,Haze,2016,5,3,Sun,11610
B,274.52,0.0,0.0,90,Snow,2012,12,19,Sun,77910
A,287.03,0.0,0.0,1,Clear,2016,11,19,Thu,85650
A,268.15,0.0,0.0,90,Mist,2012,12,11,Mon,137670
A,288.47,0.0,0.0,0,Clear,2013,8,7,Tue,194400
A,275.86,0.0,0.0,75,Clouds,2017,4,11,Tue,142410
B,292.22,0.0,0.0,90,Mist,2016,8,19,Sat,87060
B,290.85,1.8,0.0,90,Drizzle,2014,7,7,Fri,180000
B,264.86,0.0,0.0,90,Snow,2018,2,15,Sat,111480
B,271.15,0.0,0.0,1,Clear,2017,2,11,Fri,133920
A,266.3,0.0,0.0,90,Snow,2013,3,15,Tue,175860
A,263.86,0.0,0.0,90,Clouds,2014,3,3,Wed,10950
B,275.38,0.0,0.0,75,Mist,2016,4,7,Fri,207120
A,288.82,0.0,0.0,1,Mist,2017,7,7,Tue,192270
A,267.62,0.0,0.0,1,Clear,2016,12,3,Wed,17520
B,295.33,0.0,0.0,75,Clouds,2016,5,23,Fri,62310
A,288.78,0.0,0.0,90,Rain,2014,7,7,Mon,180960
A,285.22,0.0,0.0,75,Clouds,2017,5,7,Mon,36660
A,291.42,0.0,0.0,1,Clear,2018,7,3,Tue,11700
A,255.94,0.0,0.0,1,Clear,2018,2,3,Thu,10860
A,293.08,0.0,0.0,1,Clear,2014,7,3,Mon,11850
A,261.16,0.0,0.0,40,Clouds,2017,2,19,Wed,101940
A,288.64,0.0,0.0,1,Clear,2018,4,11,Mon,137310
A,257.75,0.0,0.0,90,Mist,2016,1,15,Mon,166200
A,292.36,0.0,0.0,20,Clouds,2014,4,15,Mon,178650
B,291.03,1.27,0.0,75,Mist,2016,5,15,Sat,124290
B,258.2,0.0,0.0,1,Clear,2013,3,7,Sun,31170
A,288.72,0.0,0.0,20,Clouds,2014,7,7,Thu,202170
B,268.15,0.0,0.0,90,Fog,2018,4,23,Sat,15780
A,264.72,0.0,0.0,1,Clear,2017,2,15,Thu,170850
A,297.55,0.0,0.0,75,Clouds,2018,7,11,Wed,142560
B,288.86,0.0,0.0,20,Clouds,2013,4,11,Sat,147810
B,270.98,0.0,0.0,90,Clouds,2012,11,19,Sun,101430
A,279.27,0.0,0.0,90,Rain,2016,4,15,Thu,179010
A,273.01,0.0,0.0,90,Snow,2017,11,23,Wed,32820
A,273.2,0.0,0.0,90,Clouds,2014,4,11,Wed,138240
B,275.01,0.0,0.0,1,Clear,2013,4,23,Fri,48300
A,272.69,0.0,0.0,90,Mist,2015,12,7,Mon,193920
A,272.55,0.0,0.0,90,Snow,2016,2,3,Tue,9750
B,275.08,0.0,0.0,90,Mist,2017,1,19,Fri,100530
A,260.02,0.0,0.0,1,Clear,2017,2,11,Thu,143670
B,273.49,0.0,0.0,1,Clear,2016,4,3,Fri,12060
A,292.68,0.0,0.0,90,Rain,2015,7,19,Thu,100140
