Gender,Bank_Loan,Capital_Loan,Region_Code,Year,Total_Loan
F,6760000,20060000,4280000000,2021,26820000
F,48710000,16550000,4273000000,2021,65260000
F,40170000,13270000,4280000000,2023,53440000
F,1630000,7760000,4211000000,2023,9390000
F,15120000,24890000,4279000000,2024,40010000
M,25870000,25110000,GANGWON,2020,50980000
F,49870000,21530000,4279000000,2023,71400000
F,17570000,14930000,4146510700,2023,32500000
F,10110000,23380000,4399000000,2024,33490000
M,24140000,26380000,4146510700,2022,50520000
F,34590000,18470000,4279000000,2024,53060000
F,25580000,11260000,4146510700,2021,36840000
M,9030000,21170000,4291000000,2021,30200000
F,7610000,6490000,4279000000,2023,14100000
M,32980000,24410000,GANGWON,2023,57390000
M,42710000,11490000,4273000000,2024,54200000
M,20480000,25500000,GANGWON,2024,45980000
M,13720000,26620000,4291000000,2020,40340000
M,14370000,2940000,4273000000,2021,17310000
F,32430000,18820000,4291000000,2024,51250000
M,31760000,11400000,4273000000,2022,43160000
M,32960000,4930000,GANGWON,2020,37890000
F,5270000,1150000,4279000000,2024,6420000
M,26370000,4920000,4111100000,2023,31290000
F,40820000,150000,GYEONGGI,2024,40970000
F,15020000,10060000,GYEONGGI,2023,25080000
F,1760000,9010000,4291000000,2023,10770000
M,3540000,16130000,GYEONGGI,2021,19670000
M,8430000,20540000,GANGWON,2021,28970000
M,24160000,20820000,4280000000,2024,44980000
F,4610000,10390000,4291000000,2024,15000000
M,37690000,6180000,4273000000,2022,43870000
M,49540000,14920000,4399000000,2020,64460000
M,5350000,26440000,4146510700,2020,31790000
F,13690000,8200000,GANGWON,2024,21890000
F,39940000,21940000,4273000000,2021,61880000
M,35330000,13450000,4280000000,2022,48780000
M,14900000,4460000,4399000000,2020,19360000
M,38460000,28530000,GYEONGGI,2024,66990000
M,9010000,13770000,4280000000,2021,22780000
F,8300000,1800000,4291000000,2021,10100000
F,44310000,950000,4211000000,2021,45260000
F,45780000,20430000,4211000000,2023,66210000
F,32580000,29190000,GYEONGGI,2021,61770000
M,6670000,20530000,4211000000,2024,27200000
M,5730000,25950000,4211000000,2022,31680000
M,22800000,26430000,4273000000,2024,49230000
F,14770000,26920000,4273000000,2021,41690000
M,220000,20880000,4146510700,2022,21100000
F,48440000,25450000,4279000000,2020,73890000
F,6690000,29510000,GYEONGGI,2020,36200000
M,16960000,26760000,4211000000,2024,43720000
M,47420000,1710000,4146510700,2022,49130000
M,37180000,29110000,GYEONGGI,2024,66290000
F,21380000,21820000,4211000000,2022,43200000
M,27940000,28640000,GANGWON,2022,56580000
F,14100000,6840000,4111100000,2024,20940000
M,19310000,11630000,GANGWON,2022,30940000
F,29720000,21670000,4399000000,2021,51390000
F,29530000,26610000,GYEONGGI,2022,56140000
M,13580000,24740000,4279000000,2022,38320000
F,5590000,25290000,4399000000,2024,30880000
F,33070000,11340000,4146510700,2020,44410000
M,3290000,16550000,4146510700,2023,19840000
F,17460000,21460000,4211000000,2022,38920000
M,34350000,6840000,4399000000,2023,41190000
F,26270000,10270000,4211000000,2022,36540000
M,35560000,9070000,GYEONGGI,2024,44630000
M,23610000,22360000,4146510700,2024,45970000
F,38020000,20740000,4111100000,2022,58760000
F,47110000,130000,4146510700,2024,47240000
F,140000,20580000,4273000000,2024,20720000
F,3790000,24410000,4280000000,2022,28200000
F,43670000,29700000,4279000000,2020,73370000
M,33690000,9850000,4399000000,2022,43540000
F,5250000,270000,4211000000,2020,5520000
M,37700000,14290000,4280000000,2024,51990000
M,14400000,21390000,4280000000,2020,35790000
F,39230000,28560000,GANGWON,2024,67790000
M,27140000,1390000,4291000000,2020,28530000
M,5140000,4140000,GANGWON,2020,9280000
M,12310000,22630000,GANGWON,2022,34940000
M,3310000,780000,4279000000,2020,4090000
F,40000,7870000,4273000000,2024,7910000
M,44300000,10100000,4146510700,2022,54400000
F,29570000,27600000,GANGWON,2020,57170000
F,12030000,16230000,GYEONGGI,2022,28260000
M,33320000,17490000,4146510700,2023,50810000
F,18800000,5750000,4273000000,2022,24550000
F,18580000,13080000,4211000000,2023,31660000
F,31670000,17110000,4291000000,2023,48780000
M,1940000,24640000,4146510700,2022,26580000
F,31450000,11560000,4399000000,2024,43010000
F,43330000,2760000,4279000000,2024,46090000
F,30350000,15580000,4280000000,2024,45930000
M,33210000,2850000,4211000000,2021,36060000
F,6330000,19010000,4273000000,2023,25340000
M,21580000,18790000,GANGWON,2022,40370000
M,45500000,23690000,GYEONGGI,2024,69190000
M,15540000,11180000,GYEONGGI,2024,26720000
M,23800000,10800000,4291000000,2022,34600000
M,29190000,21020000,4273000000,2023,50210000
M,40000,15720000,4211000000,2022,15760000
F,32300000,3890000,4399000000,2021,36190000
M,41630000,27980000,4280000000,2021,69610000
F,20080000,5680000,GANGWON,2022,25760000
F,38950000,27940000,4279000000,2023,66890000
M,3230000,1250000,4111100000,2024,4480000
F,1090000,29420000,4111100000,2021,30510000
F,26000000,18890000,GANGWON,2021,44890000
F,23260000,6620000,4211000000,2023,29880000
F,23730000,18390000,GANGWON,2021,42120000
M,40780000,14010000,4273000000,2021,54790000
F,12080000,29610000,4111100000,2023,41690000
M,18380000,27520000,4291000000,2022,45900000
F,24960000,23780000,4273000000,2024,48740000
F,41820000,24340000,4111100000,2024,66160000
M,1530000,18910000,4399000000,2021,20440000
F,49670000,5020000,4280000000,2024,54690000
F,37960000,9300000,GYEONGGI,2022,47260000
F,48590000,25450000,4273000000,2021,74040000
M,42170000,10920000,GYEONGGI,2024,53090000
F,2070000,18420000,GYEONGGI,2020,20490000
M,7460000,23830000,4111100000,2020,31290000
F,18240000,29030000,4273000000,2020,47270000
M,11030000,18960000,4280000000,2020,29990000
M,48190000,4780000,4399000000,2020,52970000
F,38550000,20540000,4146510700,2021,59090000
F,20460000,1290000,4291000000,2023,21750000
M,24430000,16570000,GYEONGGI,2023,41000000
M,1420000,13640000,4280000000,2021,15060000
F,35300000,1430000,4279000000,2021,36730000
M,16440000,25080000,4279000000,2022,41520000
F,26610000,26700000,4146510700,2023,53310000
F,21670000,12100000,4146510700,2020,33770000
F,47550000,26850000,4146510700,2021,74400000
F,14570000,3240000,4291000000,2020,17810000
M,8460000,8650000,4291000000,2023,17110000
F,24250000,18380000,4399000000,2024,42630000
M,13830000,12590000,GYEONGGI,2024,26420000
F,14740000,5380000,4211000000,2021,20120000
M,47980000,17820000,4279000000,2022,65800000
F,10020000,25240000,4111100000,2020,35260000
M,33510000,29450000,4111100000,2021,62960000
M,30740000,2660000,4146510700,2022,33400000
F,48520000,28700000,GANGWON,2020,77220000
F,21220000,18210000,4279000000,2023,39430000
F,38670000,29800000,4211000000,2024,68470000
F,37640000,12180000,4211000000,2022,49820000
M,23040000,20840000,4111100000,2020,43880000
F,38180000,15420000,GANGWON,2021,53600000
M,920000,4350000,4211000000,2020,5270000
M,42540000,1950000,4279000000,2021,44490000
F,15760000,15000000,GYEONGGI,2024,30760000
M,47450000,23270000,4280000000,2024,70720000
M,48590000,970000,GANGWON,2020,49560000
M,11910000,12850000,4211000000,2020,24760000
M,41700000,24470000,GANGWON,2021,66170000
F,35730000,27530000,GANGWON,2021,63260000
F,48110000,12250000,GYEONGGI,2022,60360000
F,19260000,26060000,4279000000,2022,45320000
F,36890000,27840000,4111100000,2022,64730000
M,28530000,1310000,GYEONGGI,2020,29840000
M,30470000,980000,4211000000,2022,31450000
F,530000,4440000,4146510700,2020,4970000
F,43940000,20770000,GYEONGGI,2024,64710000
F,28860000,480000,4146510700,2023,29340000
M,9940000,26470000,4273000000,2024,36410000
F,3660000,7720000,4111100000,2020,11380000
F,36270000,6540000,4279000000,2020,42810000
F,43790000,24770000,4280000000,2023,68560000
M,21560000,29190000,GANGWON,2021,50750000
M,33240000,5270000,4146510700,2021,38510000
M,6630000,8910000,4280000000,2021,15540000
M,6830000,24410000,4280000000,2022,31240000
M,44100000,12430000,4146510700,2021,56530000
M,32140000,24270000,4280000000,2022,56410000
M,38200000,11400000,GANGWON,2022,49600000
M,41980000,5100000,4399000000,2021,47080000
F,4620000,14880000,4273000000,2021,19500000
F,40790000,26570000,4146510700,2023,67360000
M,35670000,9790000,GANGWON,2023,45460000
M,41190000,29220000,4111100000,2022,70410000
F,10450000,20000,4146510700,2023,10470000
M,23690000,28870000,GANGWON,2022,52560000
M,29140000,15120000,GANGWON,2020,44260000
M,28650000,13410000,GYEONGGI,2022,42060000
F,21280000,18420000,4399000000,2022,39700000
F,290000,15640000,4146510700,2023,15930000
F,1380000,27040000,4279000000,2020,28420000
F,40170000,16980000,GANGWON,2024,57150000
F,1870000,23820000,4273000000,2024,25690000
M,41090000,8910000,GYEONGGI,2024,50000000
F,3950000,17750000,GANGWON,2020,21700000
M,46690000,17340000,4146510700,2021,64030000
M,49030000,10720000,4211000000,2020,59750000
F,2880000,25100000,GANGWON,2023,27980000
F,2460000,1260000,4291000000,2022,3720000
M,28070000,3680000,4211000000,2022,31750000
M,6470000,13090000,GANGWON,2023,19560000
M,690000,2020000,4280000000,2023,2710000
F,16160000,4630000,GANGWON,2022,20790000
F,2570000,25210000,4111100000,2021,27780000
F,7490000,8370000,4280000000,2021,15860000
F,4670000,2210000,4146510700,2021,6880000
F,19870000,19300000,4273000000,2023,39170000
M,13170000,19970000,4211000000,2022,33140000
F,13050000,16830000,4279000000,2022,29880000
M,40730000,10470000,GYEONGGI,2022,51200000
M,20580000,21150000,4273000000,2020,41730000
M,33160000,14040000,4280000000,2020,47200000
F,20590000,5600000,GYEONGGI,2024,26190000
F,14020000,9180000,4211000000,2020,23200000
F,39150000,14630000,4279000000,2021,53780000
M,31690000,19710000,4291000000,2021,51400000
M,36020000,4930000,4291000000,2021,40950000
M,13430000,14100000,4279000000,2021,27530000
M,48470000,26620000,GYEONGGI,2024,75090000
M,25040000,29900000,4146510700,2021,54940000
M,25460000,24830000,GYEONGGI,2023,50290000
F,34260000,22490000,GANGWON,2023,56750000
F,28840000,8950000,GYEONGGI,2023,37790000
F,18640000,22630000,4146510700,2020,41270000
F,25420000,7760000,4273000000,2022,33180000
M,4390000,13420000,4211000000,2024,17810000
M,22660000,14740000,GYEONGGI,2023,37400000
F,120000,26410000,4211000000,2023,26530000
M,37770000,14260000,4280000000,2021,52030000
F,17390000,29240000,4291000000,2023,46630000
F,16790000,22870000,4291000000,2021,39660000
F,3550000,15430000,4146510700,2021,18980000
M,6500000,27330000,4280000000,2022,33830000
F,36040000,2590000,4291000000,2020,38630000
F,2000000,9970000,4146510700,2021,11970000
F,1550000,17790000,GYEONGGI,2021,19340000
M,39710000,29470000,4280000000,2022,69180000
M,29760000,25550000,GANGWON,2021,55310000
F,20200000,6770000,GANGWON,2024,26970000
M,12850000,7100000,GANGWON,2020,19950000
M,9210000,11810000,4273000000,2024,21020000
M,28190000,29670000,GANGWON,2023,57860000
M,21300000,21000000,4280000000,2020,42300000
M,8510000,17890000,4111100000,2023,26400000
M,17910000,9130000,4291000000,2021,27040000
M,27410000,3250000,GANGWON,2022,30660000
M,240000,20400000,4280000000,2024,20640000
M,42520000,12330000,4399000000,2023,54850000
M,16860000,27150000,GYEONGGI,2021,44010000
F,39550000,6520000,4273000000,2024,46070000
F,23210000,22110000,4211000000,2024,45320000
M,25440000,18960000,4146510700,2023,44400000
F,37210000,4800000,4399000000,2021,42010000
F,12810000,25700000,4399000000,2022,38510000
M,25130000,3480000,4273000000,2023,28610000
M,10770000,17550000,4146510700,2024,28320000
M,19360000,260000,4273000000,2024,19620000
F,24880000,470000,GANGWON,2020,25350000
F,46780000,4520000,4211000000,2021,51300000
M,22920000,10640000,4146510700,2020,33560000
M,24330000,21320000,4280000000,2022,45650000
M,18600000,13930000,4291000000,2023,32530000
F,41270000,12970000,4273000000,2024,54240000
F,41700000,18600000,4211000000,2021,60300000
F,9770000,10450000,GYEONGGI,2024,20220000
F,27660000,4770000,4111100000,2020,32430000
M,29840000,12230000,GYEONGGI,2020,42070000
M,4760000,4180000,4111100000,2023,8940000
M,15510000,9600000,4279000000,2021,25110000
M,31270000,3090000,4280000000,2021,34360000
F,29270000,9640000,4279000000,2023,38910000
F,49350000,16680000,4273000000,2020,66030000
M,17260000,23540000,4273000000,2020,40800000
M,4030000,3560000,4111100000,2020,7590000
F,31570000,4290000,4146510700,2024,35860000
M,32740000,3180000,4211000000,2022,35920000
F,25710000,29410000,GANGWON,2020,55120000
M,45930000,3440000,4399000000,2022,49370000
M,16200000,13430000,4273000000,2022,29630000
M,43560000,7980000,4279000000,2021,51540000
M,36420000,6630000,4279000000,2023,43050000
M,49900000,11420000,GYEONGGI,2024,61320000
M,49300000,7130000,4280000000,2022,56430000
M,21480000,28530000,4111100000,2024,50010000
F,13210000,27030000,4399000000,2021,40240000
F,35880000,28080000,4111100000,2020,63960000
F,32160000,21570000,4273000000,2022,53730000
F,40240000,23550000,4291000000,2023,63790000
F,8270000,13150000,4399000000,2021,21420000
M,3900000,24640000,GYEONGGI,2024,28540000
M,16870000,140000,4279000000,2020,17010000
F,43840000,24450000,GYEONGGI,2024,68290000
M,37020000,5710000,4273000000,2023,42730000
F,15070000,4220000,4291000000,2022,19290000
F,9940000,24830000,GANGWON,2023,34770000
M,6130000,5180000,4399000000,2024,11310000
M,17420000,25820000,4111100000,2024,43240000
M,3660000,5910000,4399000000,2023,9570000
F,5650000,19960000,4279000000,2023,25610000
M,11910000,28240000,4111100000,2023,40150000
F,17520000,18290000,GANGWON,2020,35810000
F,30010000,1890000,GANGWON,2024,31900000
F,49570000,7060000,4280000000,2021,56630000
M,9480000,24430000,4111100000,2020,33910000
M,5000000,17310000,4211000000,2020,22310000
F,24850000,29420000,4291000000,2020,54270000
M,12490000,25850000,4211000000,2021,38340000
M,24480000,11920000,GANGWON,2023,36400000
M,26670000,25080000,4111100000,2024,51750000
F,11730000,6550000,4280000000,2022,18280000
F,2170000,5430000,4399000000,2022,7600000
M,9780000,24410000,4399000000,2024,34190000
F,14240000,18570000,4399000000,2021,32810000
M,42460000,28840000,4280000000,2022,71300000
M,6910000,27550000,4273000000,2020,34460000
M,1010000,14380000,4111100000,2022,15390000
M,15660000,550000,4211000000,2024,16210000
F,25050000,7510000,4291000000,2020,32560000
F,1780000,21870000,GANGWON,2022,23650000
F,36500000,25420000,4291000000,2024,61920000
M,35630000,9660000,GANGWON,2021,45290000
M,22740000,23910000,4111100000,2024,46650000
M,21030000,7700000,4111100000,2021,28730000
F,33840000,7000000,GYEONGGI,2020,40840000
M,27930000,10420000,4211000000,2024,38350000
F,7630000,3800000,4279000000,2023,11430000
F,4320000,7410000,GANGWON,2023,11730000
F,2860000,12530000,4146510700,2023,15390000
F,3830000,14030000,4279000000,2023,17860000
F,4980000,26100000,4399000000,2023,31080000
F,17820000,7460000,4291000000,2021,25280000
M,15050000,26570000,4111100000,2024,41620000
M,770000,29020000,4146510700,2020,29790000
F,2710000,26700000,GANGWON,2023,29410000
F,23330000,20280000,4273000000,2023,43610000
M,1740000,1770000,GANGWON,2020,3510000
F,43510000,29060000,4291000000,2020,72570000
F,23490000,21550000,GANGWON,2023,45040000
M,16820000,11530000,GANGWON,2021,28350000
F,8660000,1180000,4280000000,2020,9840000
F,28860000,12970000,4211000000,2024,41830000
F,9470000,28690000,4279000000,2024,38160000
M,39650000,6730000,4273000000,2021,46380000
M,33030000,1980000,4111100000,2022,35010000
M,49750000,7440000,GANGWON,2021,57190000
F,12380000,29910000,4273000000,2023,42290000
F,31070000,8070000,GYEONGGI,2022,39140000
M,42770000,7690000,GANGWON,2023,50460000
F,9270000,15260000,4280000000,2024,24530000
F,6680000,9850000,4280000000,2020,16530000
F,34330000,16390000,4146510700,2023,50720000
F,28690000,2940000,4399000000,2024,31630000
F,28670000,19250000,4291000000,2021,47920000
M,40630000,5600000,4279000000,2023,46230000
F,870000,23880000,GYEONGGI,2024,24750000
M,35370000,15980000,4291000000,2020,51350000
F,15520000,18850000,4291000000,2023,34370000
M,8160000,12120000,4146510700,2024,20280000
F,10670000,25690000,4280000000,2023,36360000
M,45580000,18130000,4211000000,2020,63710000
F,20620000,18830000,4273000000,2023,39450000
M,13320000,9630000,4111100000,2023,22950000
F,46120000,10810000,4211000000,2024,56930000
M,9240000,10330000,4211000000,2022,19570000
F,19130000,13600000,4399000000,2023,32730000
M,7440000,1070000,4399000000,2022,8510000
M,36120000,12340000,4211000000,2021,48460000
F,29960000,4150000,4280000000,2023,34110000
F,33810000,3150000,4291000000,2022,36960000
M,4460000,17630000,4273000000,2021,22090000
F,21610000,16880000,4291000000,2024,38490000
M,2510000,29540000,4291000000,2023,32050000
M,49570000,10770000,4291000000,2024,60340000
M,35460000,20600000,4273000000,2021,56060000
F,37550000,880000,4273000000,2024,38430000
M,34970000,17360000,4146510700,2024,52330000
M,35730000,15990000,4279000000,2020,51720000
F,36290000,27920000,4211000000,2021,64210000
F,26520000,26530000,GANGWON,2024,53050000
F,35640000,7690000,4146510700,2022,43330000
F,44290000,28590000,4146510700,2021,72880000
M,8350000,9290000,4111100000,2020,17640000
M,37410000,28780000,GANGWON,2023,66190000
M,20410000,10520000,4399000000,2024,30930000
M,20170000,4060000,4111100000,2022,24230000
F,3800000,4460000,4399000000,2020,8260000
M,38880000,10590000,4279000000,2021,49470000
M,48650000,10510000,GYEONGGI,2024,59160000
F,44760000,18960000,4399000000,2020,63720000
M,16820000,12460000,4291000000,2020,29280000
M,0,690000,4399000000,2022,690000
M,32840000,9100000,GANGWON,2023,41940000
M,46930000,1570000,4273000000,2023,48500000
M,3860000,4260000,GANGWON,2023,8120000
M,25200000,3590000,4279000000,2021,28790000
F,10600000,15870000,4146510700,2020,26470000
F,13500000,21440000,4291000000,2021,34940000
M,18670000,24810000,GYEONGGI,2020,43480000
M,22640000,1350000,4279000000,2022,23990000
F,48450000,18290000,4146510700,2022,66740000
M,800000,20910000,4280000000,2021,21710000
M,22250000,25980000,GANGWON,2021,48230000
M,21120000,830000,4279000000,2022,21950000
F,110000,6640000,GANGWON,2024,6750000
M,47720000,9540000,GYEONGGI,2023,57260000
F,24970000,8480000,4146510700,2023,33450000
M,12440000,8120000,GANGWON,2022,20560000
F,14360000,26670000,4273000000,2023,41030000
F,4280000,18000000,4399000000,2024,22280000
M,4520000,2330000,4111100000,2024,6850000
F,12980000,29550000,GYEONGGI,2020,42530000
M,21080000,27730000,4111100000,2021,48810000
F,44520000,15510000,4211000000,2023,60030000
M,42790000,18930000,4399000000,2024,61720000
M,35280000,23260000,GYEONGGI,2021,58540000
F,35580000,17610000,4279000000,2021,53190000
M,45020000,28540000,4273000000,2020,73560000
M,39190000,13390000,4279000000,2021,52580000
F,46530000,18510000,4280000000,2021,65040000
M,8820000,3820000,4211000000,2022,12640000
M,23700000,29640000,4273000000,2020,53340000
F,29300000,10430000,GANGWON,2020,39730000
F,31810000,3140000,GANGWON,2023,34950000
M,36530000,8340000,4291000000,2021,44870000
M,14410000,19590000,GANGWON,2023,34000000
F,15210000,11640000,4146510700,2024,26850000
F,14100000,9940000,4211000000,2021,24040000
M,25010000,10660000,4146510700,2024,35670000
F,44000000,7990000,4399000000,2022,51990000
M,25590000,25620000,4291000000,2021,51210000
M,21970000,18940000,4291000000,2023,40910000
M,24140000,8040000,GANGWON,2023,32180000
M,13280000,8620000,4273000000,2021,21900000
M,27160000,9140000,4399000000,2023,36300000
F,12210000,490000,4280000000,2021,12700000
F,30410000,10550000,4211000000,2020,40960000
F,23540000,26330000,4211000000,2023,49870000
F,13860000,27600000,GYEONGGI,2021,41460000
M,24980000,9870000,4279000000,2021,34850000
M,38970000,25180000,GANGWON,2023,64150000
M,38680000,12060000,GYEONGGI,2020,50740000
M,20270000,11150000,4280000000,2023,31420000
F,1920000,11110000,4291000000,2021,13030000
M,43860000,3330000,4111100000,2020,47190000
M,16140000,24140000,4280000000,2024,40280000
F,26350000,13610000,4280000000,2022,39960000
F,26290000,13910000,4273000000,2023,40200000
F,5240000,3660000,4273000000,2021,8900000
F,21850000,11120000,4273000000,2020,32970000
M,22530000,2790000,4273000000,2020,25320000
M,10030000,10570000,4279000000,2024,20600000
F,23700000,11300000,GANGWON,2023,35000000
M,24590000,20110000,4211000000,2020,44700000
M,21670000,14410000,GANGWON,2024,36080000
M,16210000,10680000,GANGWON,2021,26890000
F,37350000,11840000,4211000000,2024,49190000
M,16160000,8230000,4273000000,2023,24390000
F,11750000,3940000,GANGWON,2024,15690000
M,6460000,10940000,4279000000,2020,17400000
M,340000,4760000,4273000000,2020,5100000
M,47810000,27320000,4279000000,2022,75130000
F,16520000,20860000,GYEONGGI,2024,37380000
M,27570000,4830000,GANGWON,2021,32400000
F,21880000,18550000,4146510700,2023,40430000
F,27000000,6120000,4279000000,2022,33120000
F,17910000,10990000,GYEONGGI,2024,28900000
M,11300000,7700000,4399000000,2021,19000000
M,5930000,14370000,4399000000,2022,20300000
M,39940000,21570000,GYEONGGI,2020,61510000
M,3330000,18950000,4291000000,2023,22280000
F,28860000,17550000,4291000000,2024,46410000
F,22480000,1910000,4273000000,2021,24390000
F,29650000,1500000,4291000000,2020,31150000
M,42240000,2970000,4399000000,2022,45210000
F,14690000,2710000,4291000000,2023,17400000
M,49350000,8640000,4146510700,2022,57990000
F,10850000,4710000,4399000000,2022,15560000
M,43960000,14840000,4279000000,2021,58800000
M,9240000,910000,4280000000,2020,10150000
F,13920000,2050000,4291000000,2024,15970000
F,10760000,650000,4291000000,2021,11410000
F,18090000,17770000,GANGWON,2023,35860000
F,3430000,27200000,4211000000,2022,30630000
M,34320000,19350000,4146510700,2023,53670000
F,22640000,6550000,4399000000,2021,29190000
F,21600000,4100000,4399000000,2021,25700000
F,34220000,22900000,4111100000,2024,57120000
M,28730000,21650000,4211000000,2022,50380000
M,7790000,21450000,4291000000,2021,29240000
F,6980000,20980000,GYEONGGI,2023,27960000
M,37370000,13150000,GANGWON,2024,50520000
F,4530000,15210000,4279000000,2023,19740000
M,38520000,7130000,GANGWON,2022,45650000
M,34090000,9880000,4291000000,2024,43970000
M,34200000,20810000,4111100000,2024,55010000
M,11530000,7560000,4280000000,2024,19090000
F,24930000,9330000,4399000000,2020,34260000
F,27930000,3480000,4279000000,2024,31410000
F,18480000,7160000,4211000000,2023,25640000
M,20960000,29170000,4291000000,2023,50130000
F,35020000,10480000,4146510700,2022,45500000
F,43110000,5500000,GYEONGGI,2021,48610000
F,1840000,4870000,GANGWON,2021,6710000
M,34540000,17240000,4111100000,2020,51780000
M,46900000,29160000,4280000000,2024,76060000
M,32370000,4330000,4273000000,2020,36700000
F,21930000,17340000,GYEONGGI,2022,39270000
F,30990000,9370000,4291000000,2022,40360000
F,45840000,5170000,4280000000,2021,51010000
M,24190000,3310000,GYEONGGI,2022,27500000
M,25220000,3330000,GYEONGGI,2024,28550000
F,15550000,29350000,4399000000,2023,44900000
M,5660000,15520000,GYEONGGI,2022,21180000
M,26230000,5000000,4146510700,2020,31230000
M,37870000,2660000,4280000000,2024,40530000
M,9040000,15170000,4291000000,2022,24210000
F,27900000,23770000,4291000000,2022,51670000
M,3200000,21390000,4146510700,2024,24590000
M,13450000,25720000,4211000000,2022,39170000
M,22070000,15970000,4280000000,2023,38040000
M,27320000,22770000,GYEONGGI,2021,50090000
F,25650000,14510000,4111100000,2024,40160000
F,21750000,27120000,4279000000,2020,48870000
M,40270000,19110000,4280000000,2022,59380000
M,42010000,2190000,4273000000,2021,44200000
M,4420000,15530000,4111100000,2020,19950000
M,37440000,16070000,4146510700,2020,53510000
M,35500000,19620000,GYEONGGI,2023,55120000
M,7340000,20730000,4211000000,2021,28070000
F,5030000,5230000,4273000000,2024,10260000
M,17670000,20500000,4211000000,2021,38170000
F,26040000,23110000,4211000000,2021,49150000
F,7600000,11420000,GANGWON,2020,19020000
M,20800000,26360000,4399000000,2023,47160000
F,31680000,5830000,4273000000,2023,37510000
F,13650000,9970000,4279000000,2021,23620000
F,27700000,13680000,4399000000,2021,41380000
F,42100000,24710000,4273000000,2022,66810000
F,46590000,12820000,4211000000,2020,59410000
F,21480000,3250000,4399000000,2024,24730000
M,35110000,8990000,4273000000,2024,44100000
F,33210000,21080000,4279000000,2023,54290000
F,38800000,9970000,4111100000,2020,48770000
F,26840000,20100000,4280000000,2023,46940000
M,8550000,5270000,GYEONGGI,2024,13820000
F,15450000,4930000,4273000000,2021,20380000
M,2740000,260000,4279000000,2020,3000000
F,35140000,16090000,4280000000,2020,51230000
M,21950000,22290000,4399000000,2022,44240000
M,43460000,5810000,4273000000,2021,49270000
F,23310000,8210000,4273000000,2021,31520000
F,6350000,8530000,4146510700,2023,14880000
M,15040000,1340000,4273000000,2020,16380000
F,34140000,10720000,GYEONGGI,2023,44860000
M,40790000,3150000,4146510700,2021,43940000
M,990000,18500000,4280000000,2022,19490000
M,28610000,20130000,4399000000,2020,48740000
M,30750000,18620000,4399000000,2021,49370000
M,45180000,28370000,4291000000,2022,73550000
F,41400000,18410000,4291000000,2024,59810000
M,49800000,1720000,4280000000,2021,51520000
M,17260000,11710000,GANGWON,2024,28970000
F,15510000,21230000,4279000000,2023,36740000
M,38820000,22590000,GANGWON,2024,61410000
F,15460000,20230000,4279000000,2021,35690000
F,37660000,1330000,4146510700,2024,38990000
F,47140000,3440000,4280000000,2020,50580000
M,45870000,3110000,4279000000,2021,48980000
M,46630000,29460000,4291000000,2022,76090000
M,40170000,24940000,4291000000,2024,65110000
F,1750000,13920000,4211000000,2020,15670000
M,8480000,18330000,4279000000,2023,26810000
F,32420000,13300000,4280000000,2023,45720000
M,3450000,29940000,4111100000,2024,33390000
F,28930000,4580000,4146510700,2023,33510000
M,40420000,23390000,4273000000,2022,63810000
M,29740000,27980000,4273000000,2021,57720000
M,8030000,24300000,4279000000,2020,32330000
F,42960000,3250000,GANGWON,2024,46210000
F,36440000,6900000,4146510700,2023,43340000
M,40900000,22850000,4399000000,2021,63750000
M,16600000,12040000,GYEONGGI,2022,28640000
F,30360000,8030000,4273000000,2023,38390000
F,41460000,17520000,4291000000,2023,58980000
F,30500000,16570000,4146510700,2020,47070000
M,38350000,25420000,GANGWON,2022,63770000
F,24110000,11960000,4280000000,2022,36070000
M,15430000,3630000,GANGWON,2024,19060000
F,2320000,7970000,4146510700,2020,10290000
M,480000,10620000,4399000000,2024,11100000
F,24510000,4970000,4273000000,2020,29480000
F,47890000,3740000,4291000000,2022,51630000
F,27560000,10740000,4111100000,2020,38300000
F,27980000,28020000,4280000000,2020,56000000
F,5380000,25880000,4291000000,2020,31260000
M,32700000,12150000,4399000000,2021,44850000
F,25850000,22540000,GYEONGGI,2021,48390000
F,39200000,12810000,4399000000,2022,52010000
F,48650000,20000,4399000000,2020,48670000
M,33620000,16030000,4273000000,2022,49650000
F,48320000,8780000,4146510700,2021,57100000
M,39000000,2040000,4146510700,2020,41040000
F,6850000,5170000,4291000000,2024,12020000
F,9520000,1380000,GYEONGGI,2021,10900000
M,19640000,10480000,GYEONGGI,2021,30120000
F,13430000,5560000,GANGWON,2021,18990000
M,21090000,1490000,4111100000,2020,22580000
M,5300000,11620000,4399000000,2023,16920000
F,21680000,18320000,4111100000,2024,40000000
M,30160000,12490000,4211000000,2024,42650000
F,5110000,24950000,4279000000,2022,30060000
F,31610000,16040000,4399000000,2020,47650000
M,33520000,18370000,4111100000,2021,51890000
M,46660000,29380000,4273000000,2023,76040000
M,10730000,10380000,4279000000,2020,21110000
M,8420000,26110000,GYEONGGI,2020,34530000
F,49420000,14570000,4399000000,2023,63990000
F,28110000,25610000,4399000000,2021,53720000
M,5890000,5260000,GYEONGGI,2020,11150000
F,23640000,29230000,GANGWON,2024,52870000
F,8020000,6130000,4273000000,2024,14150000
F,45610000,18160000,4399000000,2023,63770000
F,14710000,7210000,4111100000,2021,21920000
M,13530000,6810000,4399000000,2023,20340000
M,4860000,23470000,4279000000,2020,28330000
