Gender,Bank_Loan,Capital_Loan,Region_Code,Year
F,31570000,4290000,4146510700,2024
M,32740000,3180000,4211000000,2022
F,25710000,29410000,GANGWON,2020
M,45930000,3440000,4399000000,2022
M,16200000,13430000,4273000000,2022
M,43560000,7980000,4279000000,2021
M,36420000,6630000,4279000000,2023
M,49900000,11420000,GYEONGGI,2024
M,49300000,7130000,4280000000,2022
M,21480000,28530000,4111100000,2024
F,13210000,27030000,4399000000,2021
F,35880000,28080000,4111100000,2020
F,32160000,21570000,4273000000,2022
F,40240000,23550000,4291000000,2023
F,8270000,13150000,4399000000,2021
M,3900000,24640000,GYEONGGI,2024
M,16870000,140000,4279000000,2020
F,43840000,24450000,GYEONGGI,2024
M,37020000,5710000,4273000000,2023
F,15070000,4220000,4291000000,2022
F,9940000,24830000,GANGWON,2023
M,6130000,5180000,4399000000,2024
M,17420000,25820000,4111100000,2024
M,3660000,5910000,4399000000,2023
F,5650000,19960000,4279000000,2023
M,11910000,28240000,4111100000,2023
F,17520000,18290000,GANGWON,2020
F,30010000,1890000,GANGWON,2024
F,49570000,7060000,4280000000,2021
M,9480000,24430000,4111100000,2020
M,5000000,17310000,4211000000,2020
F,24850000,29420000,4291000000,2020
M,12490000,25850000,4211000000,2021
M,24480000,11920000,GANGWON,2023
M,26670000,25080000,4111100000,2024
F,11730000,6550000,4280000000,2022
F,2170000,5430000,4399000000,2022
M,9780000,24410000,4399000000,2024
F,14240000,18570000,4399000000,2021
M,42460000,28840000,4280000000,2022
M,6910000,27550000,4273000000,2020
M,1010000,14380000,4111100000,2022
M,15660000,550000,4211000000,2024
F,25050000,7510000,4291000000,2020
F,1780000,21870000,GANGWON,2022
F,36500000,25420000,4291000000,2024
M,35630000,9660000,GANGWON,2021
M,22740000,23910000,4111100000,2024
M,21030000,7700000,4111100000,2021
F,33840000,7000000,GYEONGGI,2020
M,27930000,10420000,4211000000,2024
F,7630000,3800000,4279000000,2023
F,4320000,7410000,GANGWON,2023
F,2860000,12530000,4146510700,2023
F,3830000,14030000,4279000000,2023
F,4980000,26100000,4399000000,2023
F,17820000,7460000,4291000000,2021
M,15050000,26570000,4111100000,2024
M,770000,29020000,4146510700,2020
F,2710000,26700000,GANGWON,2023
F,23330000,20280000,4273000000,2023
M,1740000,1770000,GANGWON,2020
F,43510000,29060000,4291000000,2020
F,23490000,21550000,GANGWON,2023
M,16820000,11530000,GANGWON,2021
F,8660000,1180000,4280000000,2020
F,28860000,12970000,4211000000,2024
F,9470000,28690000,4279000000,2024
M,39650000,6730000,4273000000,2021
M,33030000,1980000,4111100000,2022
M,49750000,7440000,GANGWON,2021
F,12380000,29910000,4273000000,2023
F,31070000,8070000,GYEONGGI,2022
M,42770000,7690000,GANGWON,2023
F,9270000,15260000,4280000000,2024
F,6680000,9850000,4280000000,2020
F,34330000,16390000,4146510700,2023
F,28690000,2940000,4399000000,2024
F,28670000,19250000,4291000000,2021
M,40630000,5600000,4279000000,2023
F,870000,23880000,GYEONGGI,2024
M,35370000,15980000,4291000000,2020
F,15520000,18850000,4291000000,2023
M,8160000,12120000,4146510700,2024
F,10670000,25690000,4280000000,2023
M,45580000,18130000,4211000000,2020
F,20620000,18830000,4273000000,2023
M,13320000,9630000,4111100000,2023
F,46120000,10810000,4211000000,2024
M,9240000,10330000,4211000000,2022
F,19130000,13600000,4399000000,2023
M,7440000,1070000,4399000000,2022
M,36120000,12340000,4211000000,2021
F,29960000,4150000,4280000000,2023
F,33810000,3150000,4291000000,2022
M,4460000,17630000,4273000000,2021
F,21610000,16880000,4291000000,2024
M,2510000,29540000,4291000000,2023
M,49570000,10770000,4291000000,2024
M,35460000,20600000,4273000000,2021
F,37550000,880000,4273000000,2024
M,34970000,17360000,4146510700,2024
M,35730000,15990000,4279000000,2020
F,36290000,27920000,4211000000,2021
F,26520000,26530000,GANGWON,2024
F,35640000,7690000,4146510700,2022
F,44290000,28590000,4146510700,2021
M,8350000,9290000,4111100000,2020
M,37410000,28780000,GANGWON,2023
M,20410000,10520000,4399000000,2024
M,20170000,4060000,4111100000,2022
F,3800000,4460000,4399000000,2020
M,38880000,10590000,4279000000,2021
M,48650000,10510000,GYEONGGI,2024
F,44760000,18960000,4399000000,2020
M,16820000,12460000,4291000000,2020
M,0,690000,4399000000,2022
M,32840000,9100000,GANGWON,2023
M,46930000,1570000,4273000000,2023
M,3860000,4260000,GANGWON,2023
M,25200000,3590000,4279000000,2021
F,10600000,15870000,4146510700,2020
F,13500000,21440000,4291000000,2021
M,18670000,24810000,GYEONGGI,2020
M,22640000,1350000,4279000000,2022
F,48450000,18290000,4146510700,2022
M,800000,20910000,4280000000,2021
M,22250000,25980000,GANGWON,2021
M,21120000,830000,4279000000,2022
F,110000,6640000,GANGWON,2024
M,47720000,9540000,GYEONGGI,2023
F,24970000,8480000,4146510700,2023
M,12440000,8120000,GANGWON,2022
F,14360000,26670000,4273000000,2023
F,4280000,18000000,4399000000,2024
M,4520000,2330000,4111100000,2024
F,12980000,29550000,GYEONGGI,2020
M,21080000,27730000,4111100000,2021
F,44520000,15510000,4211000000,2023
M,42790000,18930000,4399000000,2024
M,35280000,23260000,GYEONGGI,2021
F,35580000,17610000,4279000000,2021
M,45020000,28540000,4273000000,2020
M,39190000,13390000,4279000000,2021
F,46530000,18510000,4280000000,2021
M,8820000,3820000,4211000000,2022
M,23700000,29640000,4273000000,2020
F,29300000,10430000,GANGWON,2020
F,31810000,3140000,GANGWON,2023
M,36530000,8340000,4291000000,2021
M,14410000,19590000,GANGWON,2023
F,15210000,11640000,4146510700,2024
F,14100000,9940000,4211000000,2021
M,25010000,10660000,4146510700,2024
F,44000000,7990000,4399000000,2022
M,25590000,25620000,4291000000,2021
M,21970000,18940000,4291000000,2023
M,24140000,8040000,GANGWON,2023
M,13280000,8620000,4273000000,2021
M,27160000,9140000,4399000000,2023
F,12210000,490000,4280000000,2021
F,30410000,10550000,4211000000,2020
F,23540000,26330000,4211000000,2023
F,13860000,27600000,GYEONGGI,2021
M,24980000,9870000,4279000000,2021
M,38970000,25180000,GANGWON,2023
M,38680000,12060000,GYEONGGI,2020
M,20270000,11150000,4280000000,2023
F,1920000,11110000,4291000000,2021
M,43860000,3330000,4111100000,2020
M,16140000,24140000,4280000000,2024
F,26350000,13610000,4280000000,2022
F,26290000,13910000,4273000000,2023
F,5240000,3660000,4273000000,2021
F,21850000,11120000,4273000000,2020
M,22530000,2790000,4273000000,2020
M,10030000,10570000,4279000000,2024
F,23700000,11300000,GANGWON,2023
M,24590000,20110000,4211000000,2020
M,21670000,14410000,GANGWON,2024
M,16210000,10680000,GANGWON,2021
F,37350000,11840000,4211000000,2024
M,16160000,8230000,4273000000,2023
F,11750000,3940000,GANGWON,2024
M,6460000,10940000,4279000000,2020
M,340000,4760000,4273000000,2020
M,47810000,27320000,4279000000,2022
F,16520000,20860000,GYEONGGI,2024
M,27570000,4830000,GANGWON,2021
F,21880000,18550000,4146510700,2023
F,27000000,6120000,4279000000,2022
F,17910000,10990000,GYEONGGI,2024
M,11300000,7700000,4399000000,2021
M,5930000,14370000,4399000000,2022
M,39940000,21570000,GYEONGGI,2020
M,3330000,18950000,4291000000,2023
F,28860000,17550000,4291000000,2024
F,22480000,1910000,4273000000,2021
F,29650000,1500000,4291000000,2020
M,42240000,2970000,4399000000,2022
F,14690000,2710000,4291000000,2023
M,49350000,8640000,4146510700,2022
F,10850000,4710000,4399000000,2022
M,43960000,14840000,4279000000,2021
M,9240000,910000,4280000000,2020
F,13920000,2050000,4291000000,2024
F,10760000,650000,4291000000,2021
F,18090000,17770000,GANGWON,2023
F,3430000,27200000,4211000000,2022
M,34320000,19350000,4146510700,2023
F,22640000,6550000,4399000000,2021
F,21600000,4100000,4399000000,2021
F,34220000,22900000,4111100000,2024
M,28730000,21650000,4211000000,2022
M,7790000,21450000,4291000000,2021
F,6980000,20980000,GYEONGGI,2023
M,37370000,13150000,GANGWON,2024
F,4530000,15210000,4279000000,2023
M,38520000,7130000,GANGWON,2022
M,34090000,9880000,4291000000,2024
M,34200000,20810000,4111100000,2024
M,11530000,7560000,4280000000,2024
F,24930000,9330000,4399000000,2020
F,27930000,3480000,4279000000,2024
F,18480000,7160000,4211000000,2023
M,20960000,29170000,4291000000,2023
F,35020000,10480000,4146510700,2022
F,43110000,5500000,GYEONGGI,2021
F,1840000,4870000,GANGWON,2021
M,34540000,17240000,4111100000,2020
M,46900000,29160000,4280000000,2024
M,32370000,4330000,4273000000,2020
F,21930000,17340000,GYEONGGI,2022
F,30990000,9370000,4291000000,2022
F,45840000,5170000,4280000000,2021
M,24190000,3310000,GYEONGGI,2022
M,25220000,3330000,GYEONGGI,2024
F,15550000,29350000,4399000000,2023
M,5660000,15520000,GYEONGGI,2022
M,26230000,5000000,4146510700,2020
M,37870000,2660000,4280000000,2024
M,9040000,15170000,4291000000,2022
F,27900000,23770000,4291000000,2022
M,3200000,21390000,4146510700,2024
M,13450000,25720000,4211000000,2022
M,22070000,15970000,4280000000,2023
M,27320000,22770000,GYEONGGI,2021
F,25650000,14510000,4111100000,2024
F,21750000,27120000,4279000000,2020
M,40270000,19110000,4280000000,2022
M,42010000,2190000,4273000000,2021
M,4420000,15530000,4111100000,2020
M,37440000,16070000,4146510700,2020
M,35500000,19620000,GYEONGGI,2023
M,7340000,20730000,4211000000,2021
F,5030000,5230000,4273000000,2024
M,17670000,20500000,4211000000,2021
F,26040000,23110000,4211000000,2021
F,7600000,11420000,GANGWON,2020
M,20800000,26360000,4399000000,2023
F,31680000,5830000,4273000000,2023
F,13650000,9970000,4279000000,2021
F,27700000,13680000,4399000000,2021
F,42100000,24710000,4273000000,2022
F,46590000,12820000,4211000000,2020
F,21480000,3250000,4399000000,2024
M,35110000,8990000,4273000000,2024
F,33210000,21080000,4279000000,2023
F,38800000,9970000,4111100000,2020
F,26840000,20100000,4280000000,2023
M,8550000,5270000,GYEONGGI,2024
F,15450000,4930000,4273000000,2021
M,2740000,260000,4279000000,2020
F,35140000,16090000,4280000000,2020
M,21950000,22290000,4399000000,2022
M,43460000,5810000,4273000000,2021
F,23310000,8210000,4273000000,2021
F,6350000,8530000,4146510700,2023
M,15040000,1340000,4273000000,2020
F,34140000,10720000,GYEONGGI,2023
M,40790000,3150000,4146510700,2021
M,990000,18500000,4280000000,2022
M,28610000,20130000,4399000000,2020
M,30750000,18620000,4399000000,2021
M,45180000,28370000,4291000000,2022
F,41400000,18410000,4291000000,2024
M,49800000,1720000,4280000000,2021
M,17260000,11710000,GANGWON,2024
F,15510000,21230000,4279000000,2023
M,38820000,22590000,GANGWON,2024
F,15460000,20230000,4279000000,2021
F,37660000,1330000,4146510700,2024
F,47140000,3440000,4280000000,2020
M,45870000,3110000,4279000000,2021
M,46630000,29460000,4291000000,2022
M,40170000,24940000,4291000000,2024
F,1750000,13920000,4211000000,2020
M,8480000,18330000,4279000000,2023
F,32420000,13300000,4280000000,2023
M,3450000,29940000,4111100000,2024
F,28930000,4580000,4146510700,2023
M,40420000,23390000,4273000000,2022
M,29740000,27980000,4273000000,2021
M,8030000,24300000,4279000000,2020
F,42960000,3250000,GANGWON,2024
F,36440000,6900000,4146510700,2023
M,40900000,22850000,4399000000,2021
M,16600000,12040000,GYEONGGI,2022
F,30360000,8030000,4273000000,2023
F,41460000,17520000,4291000000,2023
F,30500000,16570000,4146510700,2020
M,38350000,25420000,GANGWON,2022
F,24110000,11960000,4280000000,2022
M,15430000,3630000,GANGWON,2024
F,2320000,7970000,4146510700,2020
M,480000,10620000,4399000000,2024
F,24510000,4970000,4273000000,2020
F,47890000,3740000,4291000000,2022
F,27560000,10740000,4111100000,2020
F,27980000,28020000,4280000000,2020
F,5380000,25880000,4291000000,2020
M,32700000,12150000,4399000000,2021
F,25850000,22540000,GYEONGGI,2021
F,39200000,12810000,4399000000,2022
F,48650000,20000,4399000000,2020
M,33620000,16030000,4273000000,2022
F,48320000,8780000,4146510700,2021
M,39000000,2040000,4146510700,2020
F,6850000,5170000,4291000000,2024
F,9520000,1380000,GYEONGGI,2021
M,19640000,10480000,GYEONGGI,2021
F,13430000,5560000,GANGWON,2021
M,21090000,1490000,4111100000,2020
M,5300000,11620000,4399000000,2023
F,21680000,18320000,4111100000,2024
M,30160000,12490000,4211000000,2024
F,5110000,24950000,4279000000,2022
F,31610000,16040000,4399000000,2020
M,33520000,18370000,4111100000,2021
M,46660000,29380000,4273000000,2023
M,10730000,10380000,4279000000,2020
M,8420000,26110000,GYEONGGI,2020
F,49420000,14570000,4399000000,2023
F,28110000,25610000,4399000000,2021
M,5890000,5260000,GYEONGGI,2020
F,23640000,29230000,GANGWON,2024
F,8020000,6130000,4273000000,2024
F,45610000,18160000,4399000000,2023
F,14710000,7210000,4111100000,2021
M,13530000,6810000,4399000000,2023
M,4860000,23470000,4279000000,2020
F,49460000,20880000,4399000000,2024
M,14050000,23770000,4111100000,2022
M,28180000,16940000,4280000000,2023
M,42850000,19780000,4279000000,2022
F,20150000,80000,4291000000,2022
F,41980000,13030000,4291000000,2024
F,18920000,24200000,4279000000,2023
M,11330000,20890000,4273000000,2022
F,34320000,1950000,4280000000,2020
F,38170000,29250000,4279000000,2021
M,1330000,1130000,4111100000,2021
F,3090000,750000,4211000000,2024
F,10240000,24400000,4146510700,2023
M,23630000,13390000,4399000000,2023
M,18290000,18540000,GANGWON,2021
M,44270000,19730000,4280000000,2020
F,1400000,27870000,4111100000,2021
F,45360000,17010000,GANGWON,2021
F,49680000,13960000,4291000000,2023
M,34780000,12870000,4279000000,2022
M,48200000,12480000,4280000000,2020
F,32460000,21290000,GYEONGGI,2023
F,14980000,13120000,4399000000,2021
M,30700000,29740000,4146510700,2022
M,28610000,12180000,4291000000,2020
M,47880000,22870000,4279000000,2024
M,1490000,20540000,4399000000,2020
F,20750000,2940000,4291000000,2020
M,19210000,10180000,GYEONGGI,2021
F,46100000,24930000,GANGWON,2021
F,10090000,25590000,4146510700,2024
F,45140000,15900000,4146510700,2024
M,42290000,1570000,4399000000,2024
M,45140000,27100000,4111100000,2023
M,37390000,9890000,4399000000,2023
M,17940000,24790000,4291000000,2021
F,17450000,13830000,4111100000,2021
M,33040000,2740000,4146510700,2024
M,49840000,9880000,4211000000,2023
F,2010000,20110000,4146510700,2022
M,29800000,3750000,4399000000,2023
F,20790000,1380000,4291000000,2021
F,49800000,11510000,4111100000,2023
F,21670000,7530000,4279000000,2021
F,49760000,19830000,4111100000,2024
F,37200000,23500000,GYEONGGI,2024
F,38160000,7770000,4273000000,2024
F,5840000,11550000,4273000000,2022
F,32220000,2810000,4280000000,2022
M,29070000,24640000,GANGWON,2021
M,45030000,16500000,4280000000,2020
M,26680000,13920000,4280000000,2022
M,15070000,29030000,4111100000,2021
F,43800000,5860000,4291000000,2023
M,47730000,9850000,4280000000,2024
F,43400000,8950000,4399000000,2024
M,17120000,25280000,4111100000,2024
M,2050000,5530000,4291000000,2021
M,26600000,6320000,4273000000,2024
F,24220000,14230000,4211000000,2022
M,31840000,27290000,4399000000,2023
F,35920000,17200000,4279000000,2024
F,18150000,23520000,GANGWON,2021
M,13920000,3470000,4279000000,2023
M,23340000,2120000,4291000000,2024
M,22820000,27840000,GYEONGGI,2020
F,30010000,28380000,4291000000,2024
M,32720000,19370000,4211000000,2022
F,6960000,10400000,4273000000,2023
F,30850000,7520000,4146510700,2022
M,42640000,25070000,4291000000,2020
M,6630000,12350000,4273000000,2020
F,7650000,18880000,4279000000,2022
F,17020000,25970000,4291000000,2023
F,12410000,22220000,4291000000,2020
M,3820000,12590000,4280000000,2020
F,18020000,17670000,4279000000,2024
M,24000000,3760000,GANGWON,2021
F,4970000,2390000,GANGWON,2020
F,3040000,14670000,4399000000,2023
M,23390000,10940000,GYEONGGI,2023
F,7500000,26230000,4146510700,2024
M,27710000,27500000,4291000000,2023
M,26310000,9730000,4291000000,2024
F,24040000,26160000,4399000000,2020
M,10230000,2050000,GYEONGGI,2020
M,36510000,14840000,4279000000,2020
F,17680000,2700000,4291000000,2020
M,47660000,14240000,4273000000,2021
M,43420000,12230000,4111100000,2021
M,33830000,10560000,GYEONGGI,2020
F,49900000,28300000,4291000000,2023
M,26770000,27000000,GYEONGGI,2024
F,32100000,4270000,GANGWON,2022
F,13790000,20700000,4146510700,2024
M,550000,20900000,4291000000,2022
M,10430000,20110000,4146510700,2022
M,8490000,28980000,4211000000,2020
F,35350000,9010000,4111100000,2022
M,37430000,25070000,4399000000,2020
M,14620000,10630000,4146510700,2021
M,48480000,7730000,4291000000,2023
M,37270000,21130000,4280000000,2022
M,37940000,2300000,4399000000,2023
F,2920000,970000,4399000000,2020
F,44650000,12480000,4279000000,2022
M,31740000,12860000,4146510700,2024
M,35500000,8320000,4280000000,2021
M,970000,7290000,4146510700,2021
M,43070000,13700000,4279000000,2022
F,22210000,3920000,4111100000,2021
M,37450000,11350000,4291000000,2024
F,41450000,22570000,GANGWON,2023
F,22830000,29580000,GANGWON,2024
M,48150000,6530000,4146510700,2021
F,44580000,19560000,4279000000,2023
F,5690000,5180000,GYEONGGI,2024
F,30600000,28220000,4291000000,2020
F,25860000,2460000,4146510700,2020
M,9180000,2930000,GYEONGGI,2023
M,12780000,23440000,4291000000,2023
F,39790000,7580000,GYEONGGI,2023
M,6820000,22800000,4399000000,2020
M,24020000,8970000,4146510700,2024
M,30320000,6140000,4279000000,2023
M,48860000,7900000,4291000000,2020
M,1800000,12220000,GANGWON,2023
F,47460000,19280000,4146510700,2023
M,28100000,140000,4291000000,2023
M,37170000,1640000,4291000000,2020
M,37150000,12070000,GYEONGGI,2024
M,33490000,9290000,GYEONGGI,2020
F,27310000,17660000,4280000000,2020
F,40070000,15240000,4146510700,2023
F,14000000,12880000,4211000000,2022
F,23070000,17330000,4273000000,2022
M,39560000,13540000,4211000000,2022
F,27140000,24840000,4291000000,2020
M,10590000,9090000,4280000000,2023
M,20860000,15270000,4291000000,2022
M,8590000,10220000,4211000000,2021
M,6730000,4370000,4291000000,2021
M,48850000,7150000,GYEONGGI,2021
F,27020000,1700000,4146510700,2024
F,16690000,16240000,GANGWON,2023
F,14710000,4760000,4211000000,2020
F,42900000,20150000,4273000000,2020
M,30670000,17240000,4273000000,2023
F,6670000,11770000,GYEONGGI,2024
M,48390000,28380000,4146510700,2023
F,2750000,21550000,4111100000,2024
M,24560000,17030000,4111100000,2022
M,47950000,14260000,4279000000,2022
F,10470000,25670000,4279000000,2024
M,39290000,15830000,4211000000,2023
M,36060000,7600000,GYEONGGI,2022
F,46600000,23030000,GYEONGGI,2023
M,950000,4490000,4291000000,2022
F,23440000,13290000,4273000000,2023
F,44060000,27250000,4273000000,2023
F,34520000,15920000,4273000000,2021
M,49170000,9010000,4280000000,2024
M,38530000,18740000,4146510700,2020
M,42870000,2440000,4399000000,2024
F,44970000,6500000,4291000000,2023
M,46660000,7130000,4111100000,2023
F,41130000,3780000,GYEONGGI,2024
F,10420000,20580000,4111100000,2023
M,38610000,25960000,4280000000,2022
F,17970000,29950000,4111100000,2023
M,38740000,26890000,4273000000,2024
M,44930000,25590000,GANGWON,2024
M,21640000,28430000,4291000000,2024
M,33190000,20810000,GANGWON,2021
M,45510000,80000,4279000000,2021
F,10830000,27630000,GANGWON,2021
F,45210000,18960000,4399000000,2021
F,30530000,1180000,GYEONGGI,2021
M,31320000,2240000,4280000000,2021
M,7960000,19530000,GYEONGGI,2021
M,44390000,14920000,4399000000,2024
F,45190000,13960000,GYEONGGI,2020
M,2480000,9840000,GANGWON,2021
F,4810000,3460000,4146510700,2024
F,910000,780000,GYEONGGI,2020
M,15940000,18670000,4279000000,2021
M,20420000,2850000,4291000000,2020
F,5010000,24070000,4291000000,2020
M,19210000,9740000,4111100000,2022
F,42040000,7370000,4211000000,2023
M,10230000,10260000,GANGWON,2022
M,24560000,18530000,4273000000,2020
F,30580000,2330000,4399000000,2024
M,37200000,3480000,4280000000,2021
F,39080000,18170000,GANGWON,2023
M,30730000,21010000,4291000000,2021
F,21220000,22300000,4111100000,2024
F,24070000,12790000,GYEONGGI,2023
M,21820000,24290000,4273000000,2022
F,34500000,15310000,4273000000,2020
M,29200000,27730000,4211000000,2024
M,4660000,24450000,4146510700,2020
M,4510000,2750000,4211000000,2020
F,23310000,380000,GYEONGGI,2021
F,10680000,10710000,GANGWON,2024
M,15800000,25800000,4279000000,2020
M,1190000,670000,4399000000,2022
F,9000000,10070000,4273000000,2023
M,500000,11510000,4280000000,2024
M,6540000,13010000,GANGWON,2021
F,44460000,29230000,4280000000,2024
M,13020000,7790000,4111100000,2021
F,33010000,400000,4280000000,2023
M,32830000,6720000,4273000000,2022
F,38630000,16670000,4273000000,2020
M,49970000,2090000,4273000000,2024
M,43590000,19560000,GANGWON,2021
F,22960000,24620000,GANGWON,2023
M,3840000,22350000,4399000000,2020
F,3920000,9340000,4291000000,2023
M,36780000,11900000,4146510700,2022
F,21720000,25900000,GYEONGGI,2020
F,37840000,15140000,GYEONGGI,2020
F,12130000,25040000,4111100000,2020
F,29320000,4850000,4211000000,2021
M,27070000,4460000,4399000000,2020
M,28900000,7740000,4291000000,2023
F,20580000,23520000,4279000000,2021
F,18250000,29070000,4111100000,2020
F,18340000,14850000,GANGWON,2023
M,3070000,15550000,4291000000,2023
M,43480000,17190000,4273000000,2024
M,29990000,6480000,GANGWON,2023
M,13320000,24360000,4211000000,2022
F,38800000,14390000,4211000000,2020
F,27080000,8310000,GYEONGGI,2020
F,17720000,11560000,4146510700,2020
M,31200000,7600000,4146510700,2023
M,39300000,16930000,4279000000,2023
M,34670000,25830000,GANGWON,2020
F,36550000,24980000,GANGWON,2021
F,2290000,3210000,4211000000,2021
M,48340000,1650000,4273000000,2022
F,23870000,1270000,4273000000,2024
M,41970000,2360000,4280000000,2022
M,38150000,770000,4273000000,2020
F,7170000,6690000,4291000000,2020
M,32380000,20680000,4146510700,2020
F,34530000,15260000,4273000000,2024
M,10440000,12870000,4399000000,2023
F,17190000,29150000,GANGWON,2024
F,27800000,15590000,4273000000,2022
F,7040000,1460000,4280000000,2023
M,20210000,3340000,4279000000,2023
M,12500000,15460000,4279000000,2022
F,13120000,9710000,4211000000,2023
F,24290000,29850000,4273000000,2021
M,18320000,10530000,GANGWON,2022
M,2950000,7750000,GANGWON,2022
M,18000000,22350000,4146510700,2021
F,13620000,28100000,4279000000,2024
M,47700000,18350000,4211000000,2024
M,28530000,16650000,4273000000,2024
F,1540000,980000,4279000000,2023
M,32270000,18810000,4279000000,2021
M,14530000,14530000,GANGWON,2022
M,15590000,3520000,4273000000,2022
F,41380000,4280000,4111100000,2022
F,23610000,23170000,4273000000,2023
F,34410000,1060000,4291000000,2023
F,31350000,24760000,4279000000,2024
F,41500000,23960000,4146510700,2023
F,33550000,6700000,4111100000,2024
F,46980000,8340000,4280000000,2024
M,23840000,19530000,4211000000,2022
M,32540000,23710000,4273000000,2023
F,32130000,7380000,4146510700,2024
M,4470000,16860000,4280000000,2021
M,8650000,2160000,4280000000,2021
F,47640000,350000,4279000000,2023
M,8790000,6720000,4291000000,2022
M,6870000,20230000,4279000000,2022
M,49430000,16720000,4211000000,2024
M,39690000,12510000,4111100000,2023
M,48290000,20870000,GANGWON,2021
F,15110000,980000,4399000000,2024
F,40120000,7070000,4111100000,2024
F,1380000,26140000,4211000000,2020
M,1940000,20570000,GANGWON,2023
F,43070000,860000,4280000000,2024
M,7500000,15470000,4111100000,2021
M,25490000,10070000,GANGWON,2020
M,33470000,17840000,4273000000,2021
M,17020000,26270000,4279000000,2022
F,20120000,17010000,4399000000,2020
F,17690000,460000,4146510700,2020
M,1760000,670000,4273000000,2024
F,48370000,21040000,4111100000,2022
M,28410000,7530000,GYEONGGI,2024
F,27370000,12490000,GANGWON,2023
F,43410000,5470000,4280000000,2021
M,24330000,15250000,4280000000,2021
F,48900000,14030000,GYEONGGI,2024
M,8380000,1600000,4111100000,2021
F,1850000,28440000,4280000000,2021
M,21750000,13150000,4291000000,2023
M,26580000,14530000,4280000000,2022
F,4970000,17580000,4399000000,2020
F,47990000,6630000,4291000000,2024
M,1420000,20900000,4211000000,2024
F,21960000,22000000,4211000000,2023
F,2120000,27600000,GANGWON,2023
M,17290000,7920000,4291000000,2020
M,6270000,28800000,4273000000,2022
F,27660000,2150000,GANGWON,2024
M,40460000,5770000,4273000000,2023
M,29800000,11980000,4399000000,2024
M,25650000,5290000,4279000000,2021
F,33990000,26190000,4111100000,2024
F,13650000,2780000,4291000000,2022
M,12000000,15620000,GYEONGGI,2022
F,12990000,8370000,4146510700,2024
M,34810000,28240000,4111100000,2021
F,6760000,8840000,4399000000,2022
M,15550000,25980000,4291000000,2023
M,31940000,16340000,4211000000,2024
F,47640000,21630000,4111100000,2021
M,49730000,15720000,4273000000,2023
F,39310000,4910000,GYEONGGI,2024
F,1890000,8120000,4111100000,2021
M,13100000,19850000,4146510700,2023
M,13730000,10530000,4399000000,2022
F,22630000,140000,4399000000,2024
M,41150000,10720000,GANGWON,2024
M,24760000,20940000,4399000000,2022
M,940000,15770000,GANGWON,2020
M,28950000,13690000,4399000000,2023
M,15940000,17290000,4146510700,2022
F,39890000,28930000,4399000000,2024
F,19890000,18860000,GYEONGGI,2023
M,41300000,8900000,4279000000,2023
M,14050000,20060000,4211000000,2020
M,15620000,24190000,GYEONGGI,2024
F,44180000,11090000,4399000000,2021
M,12610000,11030000,4291000000,2020
F,30720000,13880000,4273000000,2020
F,16130000,24860000,4279000000,2021
F,19390000,2410000,4211000000,2021
M,28310000,28240000,4273000000,2020
F,22920000,22020000,GYEONGGI,2023
M,19210000,7240000,4146510700,2022
F,37780000,25690000,4146510700,2022
M,5440000,15880000,4273000000,2020
F,1990000,14670000,4291000000,2023
M,39410000,7190000,4273000000,2021
F,29970000,4380000,GYEONGGI,2020
M,21480000,29700000,4273000000,2024
M,45510000,1120000,4211000000,2023
M,35040000,24900000,4291000000,2024
M,36650000,18970000,4280000000,2024
F,42810000,23010000,4111100000,2020
F,32930000,1170000,4280000000,2023
M,45590000,18160000,GANGWON,2024
F,26630000,2510000,4273000000,2023
M,1530000,6600000,4146510700,2022
M,35850000,28150000,4280000000,2024
F,12610000,17630000,4399000000,2024
M,20970000,5200000,GYEONGGI,2023
M,31040000,26830000,4280000000,2022
F,48280000,27420000,4279000000,2024
M,4100000,8240000,4291000000,2020
M,28560000,1870000,GYEONGGI,2023
M,18580000,7900000,4146510700,2023
M,3980000,27870000,GANGWON,2024
F,39910000,910000,4280000000,2022
F,41960000,19780000,4291000000,2024
F,21710000,26670000,4111100000,2021
M,9620000,25180000,4291000000,2024
M,37390000,10920000,4291000000,2021
F,6090000,29660000,GYEONGGI,2020
M,17810000,2030000,4111100000,2023
M,23960000,6490000,4291000000,2023
M,10770000,7220000,4279000000,2022
M,4100000,6350000,4280000000,2024
F,21020000,23750000,4280000000,2020
F,20090000,29230000,4279000000,2021
F,27750000,20060000,4280000000,2022
M,26710000,22420000,4291000000,2020
F,49690000,5190000,GANGWON,2020
F,42720000,9650000,4291000000,2021
M,9100000,26480000,GYEONGGI,2021
M,24060000,24040000,4399000000,2023
F,270000,12730000,GANGWON,2024
F,28440000,1850000,4146510700,2022
F,31700000,27410000,4146510700,2024
F,32690000,370000,GANGWON,2022
M,27040000,14500000,4291000000,2020
F,48010000,29830000,4273000000,2021
F,22690000,13760000,4399000000,2021
M,10110000,12820000,4279000000,2020
F,24650000,21230000,4291000000,2020
M,19800000,6320000,GANGWON,2022
M,20750000,8620000,4273000000,2020
M,700000,27190000,4291000000,2022
F,5100000,17140000,4273000000,2024
F,23810000,23530000,GANGWON,2021
M,15240000,440000,4291000000,2021
F,3900000,19430000,4111100000,2021
F,33680000,5240000,4280000000,2024
M,29760000,5770000,GANGWON,2024
M,41850000,27040000,4146510700,2023
