회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기
1760,57,19,,화장품,부평점,4,1.5,0.333333333,53
1761,2202,300,,기타,미아점,45,2.977777778,0.365671642,7
1762,989,278,246.0,가공식품,본  점,24,3.375,0.172839506,12
1763,45,28,,축산가공,영등포점,7,2.142857143,0.0,32
1764,1153,100,,가공식품,일산점,82,2.804878049,0.108695652,4
1765,21,10,,젓갈/반찬,본  점,5,2.2,0.454545455,42
1766,807,104,,농산물,영등포점,18,2.388888889,0.465116279,18
1767,289,173,,수산품,강남점,3,2.0,0.0,61
1768,502,177,74.0,캐주얼,동래점,15,2.266666667,0.794117647,11
1769,2278,598,,가공식품,대전점,49,4.387755102,0.441860465,7
1770,269,90,40.0,시티웨어,본  점,6,2.666666667,0.1875,35
1771,1775,854,1276.0,시티웨어,분당점,47,1.829787234,0.255813953,7
1772,427,67,,기타,잠실점,28,2.25,0.222222222,12
1773,48,31,,셔츠,본  점,1,2.0,0.0,0
1774,703,95,35.0,화장품,분당점,32,1.9375,0.322580645,11
1775,229,138,,가공식품,전주점,3,4.0,0.083333333,46
1776,1130,370,,기타,대전점,11,2.636363636,0.24137931,27
1777,1013,118,,기타,본  점,17,5.941176471,0.01980198,18
1778,33,14,,육류,본  점,5,1.8,0.444444444,63
1779,926,202,278.0,기타,본  점,28,2.142857143,0.25,12
1780,472,49,,농산물,잠실점,66,4.015151515,0.298113208,5
1781,1607,308,77.0,일용잡화,일산점,38,1.868421053,0.450704225,9
1782,9,9,,남성 캐주얼,본  점,1,1.0,0.0,0
1783,4435,580,,화장품,본  점,22,1.454545455,0.53125,16
1784,217,68,,기타,분당점,8,3.5,0.25,40
1785,80,65,,젓갈/반찬,강남점,2,2.5,0.4,118
1786,1629,226,6.0,화장품,영등포점,13,3.615384615,0.553191489,26
1787,427,124,,가공식품,잠실점,7,2.571428571,0.277777778,33
1788,1,0,,가공식품,영등포점,1,6.0,1.0,0
1789,11659,970,766.0,화장품,광주점,144,1.9375,0.362007168,2
1790,4,4,,트래디셔널,본  점,1,1.0,1.0,0
1791,6,5,,차/커피,본  점,2,1.5,0.0,8
1792,50,30,,화장품,일산점,2,1.0,0.0,26
1793,2002,442,,기타,본  점,11,3.545454545,0.358974359,22
1794,8,8,,남성 캐주얼,본  점,1,1.0,0.0,0
1795,2774,198,60.0,기타,청량리점,53,4.339622642,0.369565217,6
1796,61,29,,젓갈/반찬,영등포점,4,4.5,0.444444444,83
1797,51,41,,섬유잡화,잠실점,2,1.5,0.333333333,158
1798,357,117,,육류,본  점,9,1.888888889,0.117647059,33
1799,5487,1577,628.0,디자이너,본  점,28,1.357142857,0.421052632,11
1800,1201,235,,가공식품,강남점,52,3.038461538,0.360759494,6
1801,31,26,,골프,잠실점,2,2.0,0.75,34
1802,1573,350,25.0,기타,포항점,19,2.736842105,0.75,16
1803,43,61,61.0,트래디셔널,잠실점,3,1.0,0.333333333,4
1804,2,2,,구두,본  점,1,1.0,0.0,0
1805,59,59,,화장품,잠실점,1,1.0,1.0,0
1806,90,73,,가공식품,안양점,3,3.333333333,1.0,7
1807,119,74,,아동,부평점,2,1.0,0.0,130
1808,157,53,78.0,기타,본  점,18,1.444444444,0.653846154,19
1809,1320,168,,기타,강남점,23,4.52173913,0.711538462,15
1810,4,4,,화장품,대전점,1,1.0,0.0,0
1811,1550,267,,화장품,본  점,18,1.5,0.333333333,18
1812,421,172,,화장품,본  점,10,2.4,0.25,27
1813,33,96,63.0,골프,대전점,2,1.0,0.5,1
1814,20,13,,시티웨어,본  점,1,3.0,0.0,0
1815,1024,176,16.0,가공식품,일산점,25,3.96,0.232323232,13
1816,99,88,,스포츠,광주점,1,3.0,0.0,0
1817,11,11,,시티웨어,본  점,1,1.0,0.0,0
1818,2004,511,160.0,화장품,본  점,50,2.14,0.046728972,7
1819,2,2,,생활잡화,본  점,1,1.0,0.0,0
1820,116,114,,수산품,본  점,2,1.0,0.0,0
1821,1040,194,1.0,농산물,분당점,51,4.37254902,0.439461883,6
1822,2939,679,137.0,기타,광주점,15,3.333333333,0.22,22
1823,48,48,,건강식품,부산본점,1,1.0,0.0,0
1824,23,5,,기타,청량리점,4,3.75,0.466666667,21
1825,1,19,19.0,차/커피,본  점,2,3.0,0.833333333,1
1826,1510,169,335.0,기타,본  점,86,3.406976744,0.156996587,4
1827,635,195,,섬유잡화,본  점,15,2.6,0.102564103,22
1828,2,1,,가공식품,본  점,2,2.5,0.6,6
1829,142,135,,기타,본  점,2,1.5,0.0,73
1830,10,10,,주방가전,일산점,1,1.0,1.0,0
1831,1,1,,캐주얼,본  점,1,1.0,0.0,0
1832,69,62,,남성 캐주얼,본  점,2,1.0,0.5,53
1833,235,155,,화장품,본  점,2,2.0,0.0,67
1834,5,5,,섬유잡화,본  점,1,2.0,0.0,0
1835,27,15,,젓갈/반찬,잠실점,2,2.0,0.75,82
1836,18,13,,수산품,본  점,2,2.0,0.0,37
1837,10268,1113,1655.0,디자이너,영등포점,99,2.171717172,0.265116279,3
1838,52,8,,기타,부산본점,17,2.529411765,0.0,20
1839,998,233,16.0,화장품,부산본점,18,1.611111111,0.172413793,19
1840,5,5,,스포츠,본  점,1,1.0,0.0,0
1841,594,88,,수산품,강남점,22,1.818181818,0.2,16
1842,2109,308,838.0,가공식품,본  점,67,3.134328358,0.623809524,5
1843,2224,352,36.0,화장품,분당점,55,2.254545455,0.306451613,6
1844,154,63,,차/커피,본  점,13,3.538461538,0.02173913,6
1845,109,88,,모피/피혁,일산점,2,2.5,0.0,18
1846,1225,203,,가공식품,본  점,30,3.566666667,0.205607477,11
1847,2,23,23.0,시티웨어,영등포점,3,1.0,0.333333333,16
1848,4540,241,40.0,시티웨어,상인점,51,3.725490196,0.247368421,6
1849,35,5,,가공식품,청량리점,17,2.882352941,0.510204082,18
1850,6,3,,농산물,일산점,1,4.0,1.0,0
1851,12,2,,축산가공,일산점,3,5.333333333,1.0,16
1852,411,403,,수산품,부산본점,2,4.0,0.0,0
1853,36,14,,섬유잡화,강남점,2,3.5,1.0,4
1854,149,33,,가공식품,잠실점,13,3.153846154,0.219512195,24
1855,1765,199,49.0,수산품,본  점,58,2.706896552,0.649681529,6
1856,1461,295,,농산물,본  점,44,5.431818182,0.39748954,7
1857,1,0,,가공식품,본  점,5,1.0,0.2,36
1858,5,5,,가공식품,부산본점,1,2.0,0.0,0
1859,688,147,210.0,캐주얼,영등포점,18,1.833333333,0.393939394,17
1860,38,38,,남성 캐주얼,본  점,1,1.0,0.0,0
1861,21,8,,기타,잠실점,3,3.0,1.0,11
1862,187,150,,가공식품,본  점,9,1.444444444,1.0,21
1863,225,106,,기타,대전점,2,6.0,0.0,67
1864,969,118,,가공식품,본  점,29,4.137931034,0.208333333,12
1865,2431,208,967.0,명품,광주점,76,1.973684211,0.166666667,4
1866,1996,221,,화장품,일산점,41,2.463414634,0.861386139,8
1867,315,163,30.0,명품,본  점,9,1.555555556,0.5,25
1868,1531,157,76.0,캐주얼,노원점,36,3.916666667,0.673758865,9
1869,2680,552,398.0,명품,잠실점,29,1.448275862,0.0,12
1870,217,118,,골프,본  점,2,4.0,0.0,24
1871,0,62,62.0,시티웨어,분당점,2,1.0,1.0,0
1872,21,21,,가공식품,잠실점,2,2.0,1.0,111
1873,128,84,,시티웨어,잠실점,5,1.4,0.285714286,42
1874,410,126,,디자이너,잠실점,6,1.833333333,0.727272727,43
1875,85,47,,트래디셔널,일산점,2,1.5,1.0,21
1876,965,552,276.0,수산품,본  점,21,2.333333333,0.102040816,16
1877,3035,858,1231.0,농산물,본  점,125,2.272,0.179577465,2
1878,0,0,,가공식품,영등포점,1,1.0,0.0,0
1879,58,32,,젓갈/반찬,분당점,6,1.333333333,0.25,38
1880,554,70,62.0,디자이너,본  점,18,1.777777778,0.40625,18
1881,28,28,,아동,잠실점,1,1.0,0.0,0
1882,451,99,47.0,기타,일산점,18,6.777777778,0.483606557,19
1883,2274,524,,디자이너,일산점,24,2.0,0.145833333,13
1884,394,257,,남성정장,분당점,6,2.333333333,0.214285714,44
1885,1,1,,구두,본  점,1,1.0,0.0,0
1886,0,14,15.0,시티웨어,영등포점,2,3.0,0.5,0
1887,16,15,,가공식품,본  점,2,1.5,0.666666667,13
1888,188,131,,가공식품,본  점,2,7.0,0.785714286,12
1889,6,4,,일용잡화,본  점,2,1.0,0.5,42
1890,293,55,,모피/피혁,영등포점,11,2.818181818,0.0,29
1891,193,54,1.0,기타,본  점,14,3.071428571,0.651162791,19
1892,214,95,,화장품,영등포점,4,2.5,0.1,49
1893,21,21,,골프,본  점,1,1.0,1.0,0
1894,93,69,,스포츠,분당점,3,1.0,0.0,92
1895,12,10,,명품,본  점,2,1.5,0.666666667,59
1896,150,150,,남성정장,본  점,2,1.0,0.5,162
1897,273,213,145.0,시티웨어,본  점,7,1.0,0.285714286,40
1898,3039,232,105.0,화장품,광주점,83,1.843373494,0.209150327,4
1899,1,364,364.0,커리어,잠실점,3,1.333333333,0.0,97
1900,14,11,,섬유잡화,본  점,2,1.5,1.0,18
1901,1617,178,75.0,캐주얼,대전점,37,2.216216216,0.353658537,9
1902,1543,408,123.0,가공식품,본  점,25,9.12,0.140350877,13
1903,749,134,32.0,스포츠,부산본점,12,2.416666667,0.448275862,28
1904,367,98,31.0,수산품,본  점,23,2.347826087,0.407407407,13
1905,12,12,,모피/피혁,미아점,1,1.0,0.0,0
1906,60,45,,구두,잠실점,1,3.0,1.0,0
1907,126,57,,젓갈/반찬,청량리점,6,2.5,0.133333333,13
1908,16,9,,수산품,본  점,1,2.0,1.0,0
1909,47,22,,일용잡화,본  점,9,1.333333333,0.333333333,22
1910,3051,1575,20.0,기타,부산본점,33,2.333333333,0.311688312,10
1911,4522,725,188.0,화장품,광주점,65,2.076923077,0.288888889,5
1912,732,374,49.0,기타,영등포점,13,2.769230769,0.333333333,26
1913,699,272,,기타,분당점,16,3.25,0.346153846,12
1914,34,32,,농산물,분당점,1,2.0,0.0,0
1915,111,48,,가공식품,강남점,3,9.0,0.0,6
1916,3488,2094,,가공식품,부산본점,12,3.416666667,0.43902439,24
1917,422,132,20.0,가공식품,노원점,15,2.4,0.055555556,22
1918,477,359,,가공식품,부평점,11,2.454545455,0.148148148,22
1919,31,22,,일용잡화,영등포점,3,1.333333333,0.0,17
1920,3481,1745,1284.0,디자이너,부산본점,40,1.975,0.291139241,8
1921,323,123,,기타,분당점,19,5.526315789,0.247619048,17
1922,620,153,,시티웨어,분당점,20,2.2,0.386363636,17
1923,2160,255,69.0,디자이너,본  점,18,1.333333333,0.541666667,19
1924,18,16,,수산품,청량리점,1,7.0,0.0,0
1925,325,40,,기타,노원점,22,2.863636364,0.142857143,15
1926,1675,309,6.0,수산품,본  점,19,3.631578947,0.173913043,17
1927,25,12,,일용잡화,잠실점,3,1.666666667,0.8,10
1928,2353,246,129.0,디자이너,일산점,26,2.576923077,0.462686567,13
1929,6,3,,캐주얼,영등포점,2,2.0,0.0,69
1930,552,178,,명품,본  점,12,1.166666667,0.214285714,22
1931,11,11,,농산물,잠실점,1,1.0,0.0,0
1932,89,80,,건강식품,청량리점,2,1.0,0.5,8
1933,886,143,230.0,농산물,본  점,79,4.088607595,0.359133127,4
1934,13,12,,구두,본  점,1,2.0,1.0,0
1935,26,6,,가공식품,일산점,10,2.5,0.04,34
1936,126,120,,농산물,분당점,3,2.0,0.0,92
1937,2476,215,211.0,농산물,부산본점,87,4.494252874,0.350383632,4
1938,2293,127,20.0,명품,본  점,63,1.73015873,0.302752294,5
1939,5,2,,차/커피,잠실점,2,2.5,0.0,16
1940,3051,217,,화장품,부산본점,23,3.608695652,0.192771084,15
1941,2225,182,217.0,농산물,본  점,52,3.576923077,0.134408602,6
1942,575,340,25.0,섬유잡화,강남점,9,1.888888889,0.117647059,36
1943,2,1,,가공식품,본  점,2,5.5,0.0,28
1944,48,46,,골프,분당점,1,2.0,1.0,0
1945,506,506,,대형가전,본  점,1,1.0,0.0,0
1946,4624,622,1304.0,골프,본  점,44,2.431818182,0.112149533,7
1947,7,3,,농산물,청량리점,1,6.0,0.0,0
1948,446,178,,기타,노원점,5,1.4,0.142857143,62
1949,19,18,,모피/피혁,분당점,1,2.0,1.0,0
1950,28,11,,화장품,강남점,3,1.333333333,0.75,36
1951,761,141,,기타,관악점,61,6.114754098,0.28150134,4
1952,869,143,,가공식품,청량리점,22,7.272727273,0.10625,15
1953,3218,1067,,축산가공,분당점,47,5.680851064,0.471910112,7
1954,339,32,24.0,캐주얼,잠실점,23,2.47826087,0.438596491,14
1955,75,55,,가공식품,동래점,2,7.5,0.0,15
1956,96,63,62.0,가공식품,잠실점,14,2.5,0.342857143,22
1957,96,50,34.0,골프,부산본점,3,1.666666667,0.4,2
1958,189,70,,기타,본  점,5,2.6,0.307692308,7
1959,48,21,,남성 캐주얼,본  점,3,1.0,0.0,38
1960,3728,2062,10.0,기타,안양점,24,2.5,0.133333333,14
1961,3,3,,육류,분당점,1,1.0,1.0,0
1962,374,238,,스포츠,잠실점,2,3.0,0.5,90
1963,6411,1448,216.0,아동,본  점,19,3.263157895,0.516129032,18
1964,1478,578,27.0,생활잡화,잠실점,17,2.058823529,0.171428571,19
1965,3293,332,,디자이너,잠실점,19,2.473684211,0.255319149,18
1966,345,60,,가공식품,노원점,10,7.1,0.169014085,32
1967,45,43,,차/커피,영등포점,2,1.5,0.0,98
1968,253,92,,화장품,부산본점,7,1.571428571,0.727272727,42
1969,10563,576,369.0,시티웨어,강남점,107,2.327102804,0.369477912,3
1970,629,240,92.0,기타,강남점,29,3.482758621,0.217821782,11
1971,122,40,,기타,잠실점,8,1.75,0.0,30
1972,2735,552,15.0,농산물,인천점,67,2.940298507,0.279187817,5
1973,357,40,,화장품,잠실점,15,1.533333333,0.0,21
1974,2,1,,일용잡화,잠실점,1,6.0,0.0,0
1975,7027,3250,,남성 캐주얼,본  점,6,1.0,0.666666667,39
1976,4,3,,피혁잡화,본  점,1,3.0,1.0,0
1977,1,1,,스포츠,강남점,1,1.0,0.0,0
1978,830,190,23.0,화장품,본  점,38,1.973684211,0.106666667,9
1979,10,41,43.0,모피/피혁,잠실점,2,2.5,0.6,0
1980,3,2,,젓갈/반찬,본  점,1,4.0,0.0,0
1981,569,146,,기타,잠실점,15,2.333333333,0.485714286,19
1982,732,343,60.0,가공식품,잠실점,14,2.214285714,0.709677419,10
1983,3,2,,기타,잠실점,1,4.0,0.0,0
1984,3,3,,건강식품,잠실점,1,1.0,0.0,0
1985,154,33,,가공식품,본  점,10,2.3,0.47826087,32
1986,213,67,,농산물,부산본점,12,2.833333333,0.176470588,23
1987,442,220,10.0,가공식품,본  점,64,2.78125,0.308988764,5
1988,2153,622,23.0,기타,일산점,44,2.136363636,0.574468085,7
1989,63,63,,생활잡화,부산본점,1,1.0,0.0,0
1990,50,28,,주방용품,본  점,2,1.5,0.333333333,88
1991,117,101,101.0,농산물,센텀시티점,4,3.0,0.0,64
1992,354,72,,모피/피혁,영등포점,7,4.428571429,0.032258065,36
1993,3798,143,62.0,농산물,부평점,171,6.67251462,0.388255916,2
1994,352,67,,기타,본  점,10,2.8,0.392857143,25
1995,1622,864,,농산물,분당점,6,3.0,0.944444444,17
1996,51,12,,젓갈/반찬,본  점,12,3.416666667,0.219512195,25
1997,942,149,,농산물,분당점,28,3.25,0.362637363,12
1998,9,7,,축산가공,대전점,1,4.0,0.0,0
1999,1026,127,,농산물,부산본점,36,5.777777778,0.100961538,9
2000,3,1,,가공식품,분당점,1,5.0,0.0,0
2001,60,36,,기타,일산점,4,1.75,0.142857143,48
2002,6,3,,차/커피,일산점,1,9.0,0.0,0
2003,410,262,,피혁잡화,부산본점,2,1.5,1.0,21
2004,8,8,,명품,본  점,1,1.0,0.0,0
2005,1285,154,185.0,농산물,본  점,81,2.234567901,0.160220994,4
2006,460,126,,트래디셔널,잠실점,5,2.0,0.0,54
2007,354,39,37.0,가공식품,잠실점,47,4.787234043,0.271111111,7
2008,75,26,,골프,부산본점,1,3.0,1.0,0
2009,287,33,,가공식품,본  점,35,4.457142857,0.16025641,9
2010,3467,1200,897.0,기타,일산점,65,2.138461538,0.244604317,5
2011,1826,480,9.0,가공식품,부산본점,16,4.5,0.472222222,16
2012,153,48,19.0,시티웨어,본  점,18,2.611111111,0.446808511,13
2013,74,45,,시티웨어,분당점,2,1.0,0.5,114
2014,1142,175,45.0,기타,본  점,65,2.938461538,0.073298429,5
2015,6371,287,135.0,화장품,부산본점,48,3.270833333,0.210191083,7
2016,28,16,,가공식품,본  점,3,3.0,0.555555556,38
2017,24,24,,화장품,잠실점,1,1.0,0.0,0
2018,807,126,27.0,기타,본  점,19,2.736842105,0.538461538,14
2019,103,62,,골프,영등포점,2,1.5,0.333333333,15
2020,1,1,,가공식품,본  점,1,3.0,0.0,0
2021,15,9,,축산가공,일산점,2,2.5,0.0,65
2022,95,95,,남성정장,청량리점,1,1.0,0.0,0
2023,12,12,,건강식품,청량리점,2,1.0,0.0,26
2024,1342,474,,건강식품,본  점,8,1.25,0.6,42
2025,535,127,,농산물,본  점,9,5.666666667,0.235294118,34
2026,85,47,,시티웨어,관악점,1,3.0,1.0,0
2027,118,60,,가공식품,강남점,4,3.5,0.214285714,35
2028,48,30,,가공식품,안양점,5,3.2,0.875,44
2029,45,45,,주방가전,영등포점,1,1.0,1.0,0
2030,2,1,,축산가공,분당점,1,5.0,0.0,0
2031,91,65,,트래디셔널,대구점,2,1.0,0.0,98
2032,923,716,148.0,시티웨어,본  점,6,1.833333333,0.818181818,54
2033,430,225,157.0,육류,부산본점,31,1.935483871,0.583333333,11
2034,53,53,,디자이너,본  점,1,1.0,0.0,0
2035,3,3,,소형가전,잠실점,1,1.0,0.0,0
2036,155,45,,남성 캐주얼,잠실점,4,2.0,0.25,17
2037,554,153,28.0,디자이너,본  점,24,1.75,0.119047619,13
2038,33,33,,시티웨어,본  점,1,1.0,0.0,0
2039,545,104,,농산물,본  점,22,2.727272727,0.466666667,14
2040,1488,1065,,가공식품,본  점,13,2.076923077,0.037037037,23
2041,9,5,,가공식품,본  점,2,2.5,0.0,142
2042,20,19,,셔츠,관악점,1,2.0,0.0,0
2043,0,0,,수산품,본  점,1,1.0,0.0,0
2044,151,43,,명품,부산본점,5,2.2,0.0,41
2045,101,30,,시티웨어,본  점,4,2.25,0.0,25
2046,79,50,,모피/피혁,본  점,2,1.5,0.0,6
2047,269,35,4.0,시티웨어,영등포점,19,2.0,0.0,16
2048,23,22,,섬유잡화,부산본점,1,2.0,1.0,0
2049,16241,2291,3505.0,농산물,강남점,91,4.395604396,0.33,3
2050,225,98,,화장품,분당점,5,1.0,0.4,59
2051,274,169,,골프,본  점,2,3.0,0.0,7
2052,403,136,,기타,부평점,14,1.5,0.238095238,24
2053,208,135,,남성정장,본  점,1,2.0,1.0,0
2054,51,51,,디자이너,본  점,1,1.0,0.0,0
2055,10,9,,셔츠,분당점,1,2.0,0.0,0
2056,113,113,,디자이너,분당점,1,1.0,0.0,0
2057,978,190,,가공식품,본  점,12,4.666666667,0.678571429,29
2058,591,104,,기타,관악점,10,4.6,0.630434783,33
2059,1463,204,30.0,일용잡화,분당점,58,2.034482759,0.186440678,6
2060,30,29,,화장품,잠실점,1,2.0,0.0,0
2061,425,136,,가공식품,영등포점,7,1.857142857,0.076923077,31
2062,1776,276,190.0,디자이너,부산본점,24,2.0,0.0625,14
2063,3313,1260,,아동,잠실점,21,2.333333333,0.469387755,15
2064,3,2,,수산품,본  점,1,2.0,0.0,0
2065,557,130,,섬유잡화,부산본점,11,1.909090909,0.428571429,25
2066,2749,153,1.0,기타,잠실점,130,2.915384615,0.306068602,2
2067,898,164,,디자이너,노원점,14,1.357142857,0.052631579,21
2068,60,40,,가공식품,분당점,2,3.5,0.0,49
2069,1426,106,102.0,기타,강남점,70,2.614285714,0.120218579,5
2070,183,139,,셔츠,미아점,2,1.0,0.5,6
2071,1121,543,543.0,시티웨어,영등포점,9,2.111111111,0.526315789,36
2072,4865,480,,화장품,본  점,19,2.684210526,0.058823529,18
2073,8020,1176,1188.0,디자이너,본  점,84,2.571428571,0.347222222,4
2074,125,25,1.0,수산품,본  점,12,2.75,0.575757576,25
2075,2,2,,섬유잡화,본  점,1,1.0,1.0,0
2076,185,141,,기타,분당점,5,4.4,0.318181818,27
2077,26,2,,기타,분당점,9,4.888888889,0.613636364,33
2078,256,50,5.0,피혁잡화,본  점,18,1.444444444,0.115384615,17
2079,94,27,56.0,기타,관악점,2,11.5,0.0,0
2080,2,2,,농산물,잠실점,1,4.0,1.0,0
2081,6275,221,,구두,잠실점,48,1.0,0.479166667,6
2082,911,414,68.0,기타,본  점,18,3.0,0.703703704,18
2083,110,23,17.0,기타,노원점,20,3.15,0.111111111,10
2084,1355,431,708.0,가공식품,본  점,67,3.059701493,0.307317073,5
2085,1696,549,,가공식품,본  점,30,2.2,0.257575758,11
2086,5,43,43.0,디자이너,잠실점,3,1.0,0.333333333,52
2087,43,43,,디자이너,분당점,1,1.0,0.0,0
2088,1896,272,354.0,디자이너,강남점,40,2.15,0.395348837,8
2089,14,10,,차/커피,본  점,1,6.0,0.0,0
2090,2174,480,,화장품,노원점,24,2.208333333,0.358490566,14
2091,435,68,,골프,본  점,18,1.277777778,0.217391304,17
2092,82,60,,일용잡화,부산본점,6,2.333333333,0.285714286,53
2093,2865,775,,기타,관악점,32,4.0625,0.4,10
2094,17,13,,주방용품,일산점,2,1.5,0.0,85
2095,1406,764,52.0,농산물,본  점,41,2.317073171,0.368421053,6
2096,118,46,11.0,기타,본  점,12,2.083333333,0.2,24
2097,573,122,,가공식품,부산본점,18,2.666666667,0.416666667,19
2098,2,2,,수산품,영등포점,1,2.0,0.0,0
2099,475,56,2.0,농산물,본  점,66,4.757575758,0.289808917,5
2100,117,45,,구두,대전점,3,1.666666667,0.8,41
2101,49,27,,시티웨어,일산점,2,2.5,0.8,23
2102,1843,1309,43.0,가공식품,본  점,17,3.470588235,0.13559322,20
2103,3,3,,스포츠,분당점,1,1.0,0.0,0
2104,0,0,,가공식품,잠실점,1,1.0,0.0,0
2105,136,51,,수산품,본  점,2,5.5,0.272727273,85
2106,1135,218,212.0,기타,본  점,79,2.227848101,0.414772727,4
2107,5296,1160,617.0,가공식품,대전점,51,3.980392157,0.123152709,7
2108,4447,249,206.0,기타,본  점,72,4.805555556,0.257225434,5
2109,45,12,,화장품,청량리점,5,1.2,0.166666667,69
2110,1733,291,209.0,디자이너,일산점,26,2.038461538,0.188679245,13
2111,1453,371,82.0,가공식품,분당점,21,8.142857143,0.251461988,16
2112,582,195,,화장품,잠실점,7,1.571428571,0.363636364,47
2113,19,19,,화장품,분당점,1,1.0,0.0,0
2114,1,1,,캐주얼,본  점,1,2.0,1.0,0
2115,1,1,,수산품,미아점,1,2.0,1.0,0
2116,230,225,,농산물,대전점,3,2.333333333,0.0,23
2117,1015,112,,화장품,본  점,21,2.714285714,0.263157895,14
2118,318,48,2.0,농산물,강남점,19,3.105263158,0.288135593,16
2119,116,48,,농산물,영등포점,6,2.166666667,0.384615385,40
2120,267,46,63.0,섬유잡화,청량리점,12,3.0,0.138888889,20
2121,110,31,7.0,기타,일산점,37,2.675675676,0.262626263,9
2122,29,29,,화장품,잠실점,1,1.0,1.0,0
2123,1366,161,,농산물,일산점,37,1.675675676,0.903225806,9
2124,224,147,5.0,화장품,일산점,6,1.333333333,0.25,56
2125,188,59,10.0,화장품,본  점,13,1.769230769,0.260869565,26
2126,70,58,,시티웨어,강남점,2,1.0,0.5,46
2127,49,46,,일용잡화,일산점,1,3.0,0.0,0
2128,387,68,,가공식품,일산점,23,1.913043478,0.522727273,14
2129,497,152,,명품,본  점,6,1.666666667,0.5,44
2130,260,50,,농산물,잠실점,7,6.857142857,0.0,40
2131,98,35,,수산품,본  점,3,2.666666667,0.5,82
2132,13,3,,기타,분당점,4,3.5,0.642857143,43
2133,262,151,,가공식품,영등포점,18,4.111111111,0.121621622,20
2134,177,77,,기타,잠실점,6,4.833333333,0.413793103,33
2135,406,112,6.0,가공식품,본  점,23,2.043478261,0.234042553,15
2136,3992,280,,골프,일산점,51,2.333333333,0.260504202,6
2137,108,28,,일용잡화,잠실점,11,1.818181818,0.3,28
2138,1610,264,,농산물,강남점,25,2.12,0.169811321,10
2139,49,35,,구두,동래점,2,2.0,0.5,1
2140,586,214,696.0,가공식품,본  점,36,2.472222222,0.157303371,9
2141,353,122,,시티웨어,분당점,4,2.0,0.25,20
2142,1387,210,,명품,동래점,13,2.230769231,0.793103448,25
2143,632,617,695.0,농산물,분당점,32,5.75,0.445652174,11
2144,1433,1210,9.0,기타,일산점,9,2.222222222,0.6,21
2145,17,15,,수산품,일산점,2,3.0,0.0,11
2146,80,48,,아동,본  점,3,1.0,1.0,86
2147,8,397,397.0,농산물,본  점,4,1.25,0.4,16
2148,21,21,,남성 캐주얼,분당점,1,1.0,0.0,0
2149,537,264,251.0,기타,분당점,14,2.928571429,0.268292683,13
2150,62,62,,스포츠,동래점,1,1.0,0.0,0
2151,1,1,,수산품,동래점,1,1.0,0.0,0
2152,171,74,,화장품,분당점,2,2.5,0.4,44
2153,194,99,,기타,부산본점,21,2.476190476,0.346153846,16
2154,550,117,,수산품,본  점,14,2.071428571,0.310344828,21
2155,2151,880,957.0,화장품,본  점,68,1.779411765,0.41322314,5
2156,279,73,,기타,영등포점,10,3.1,0.451612903,34
2157,119,48,,화장품,잠실점,4,3.25,0.692307692,45
2158,277,66,,가공식품,본  점,34,2.794117647,0.4,10
2159,6,6,,시티웨어,부평점,1,1.0,0.0,0
2160,67,35,1.0,명품,본  점,3,1.666666667,0.0,2
2161,14,9,,섬유잡화,영등포점,1,4.0,0.0,0
2162,60,33,,기타,노원점,3,2.333333333,0.285714286,93
2163,41,36,38.0,시티웨어,본  점,2,3.5,0.0,2
2164,6297,1656,910.0,디자이너,광주점,59,2.152542373,0.42519685,6
2165,3,2,,육류,잠실점,1,4.0,1.0,0
2166,1806,249,352.0,기타,일산점,21,2.523809524,0.358490566,16
2167,5,5,,주방용품,분당점,1,1.0,1.0,0
2168,446,208,,젓갈/반찬,미아점,9,5.333333333,0.333333333,36
2169,60,60,,액세서리,동래점,1,1.0,0.0,0
2170,2,1,,가공식품,잠실점,1,4.0,0.0,0
2171,71,23,,모피/피혁,영등포점,4,1.75,0.428571429,66
2172,1492,290,544.0,가공식품,본  점,26,3.769230769,0.56122449,13
2173,1835,252,,기타,일산점,33,2.606060606,0.61627907,10
2174,22,13,,스포츠,부산본점,2,1.5,0.0,0
2175,2986,159,191.0,가공식품,영등포점,141,3.156028369,0.485393258,2
2176,1058,579,,섬유잡화,영등포점,12,1.833333333,0.272727273,24
2177,801,85,,기타,일산점,20,3.1,0.370967742,17
2178,488,259,,화장품,강남점,3,1.333333333,0.0,51
2179,134,77,,시티웨어,본  점,4,1.5,0.0,27
2180,1358,580,1042.0,농산물,영등포점,36,3.472222222,0.288,9
2181,212,46,,화장품,포항점,9,1.444444444,0.230769231,28
2182,214,93,63.0,가공식품,부산본점,11,2.727272727,0.466666667,30
2183,3058,675,,캐주얼,본  점,17,3.235294118,0.6,17
2184,3,3,,주방용품,노원점,1,1.0,0.0,0
2185,65,48,,가공식품,잠실점,4,2.5,0.8,75
2186,101,101,,피혁잡화,부평점,1,1.0,0.0,0
2187,12368,737,2315.0,디자이너,영등포점,103,2.922330097,0.395348837,3
2188,2047,199,272.0,농산물,노원점,124,7.596774194,0.221868365,2
2189,167,75,,캐주얼,분당점,2,3.5,0.0,74
2190,48,39,,육류,본  점,2,2.5,0.0,113
2191,105,105,,시티웨어,인천점,1,1.0,1.0,0
2192,762,116,4.0,기타,부산본점,24,3.375,0.358024691,14
