주문일시,주문번호,매출구분명,결제수단,공급가액,부가세,합계
2021-08-08,B10J00Z8UT,카드매출,신용카드,"15,455 원","1,545 원","17,000 원"
2021-08-08,B10J015WK7,카드매출,카카오페이,"11,818 원","1,182 원","13,000 원"
2021-08-08,B10J018QQ4,카드매출,신용카드,"26,182 원","2,618 원","28,800 원"
2021-08-08,B10J01BLQ0,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-08-08,B10J020RYJ,카드매출,신용카드,"17,000 원","1,700 원","18,700 원"
2021-08-08,B10J02GQQZ,카드매출,네이버페이,"18,455 원","1,845 원","20,300 원"
2021-08-08,T10J0000415A,카드매출,신용카드,"13,636 원","1,364 원","15,000 원"
2021-08-08,T10J00005BIN,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-08-08,T10J00008QOU,카드매출,신용카드,"14,091 원","1,409 원","15,500 원"
2021-08-08,T10J00009FY1,카드매출,네이버페이,"12,727 원","1,273 원","14,000 원"
2021-08-08,B10J01AQ5F,현금매출,배민페이머니,"11,818 원","1,182 원","13,000 원"
2021-08-08,B10J02588R,현금매출,네이버페이,"16,091 원","1,609 원","17,700 원"
2021-08-08,B10J02DU9S,현금매출,카카오페이,"11,364 원","1,136 원","12,500 원"
2021-08-08,B10J02QEX5,현금매출,네이버페이,"10,909 원","1,091 원","12,000 원"
2021-08-08,T10J00002RER,현금매출,상품권,"15,909 원","1,591 원","17,500 원"
2021-08-10,T10L000069D1,기타매출,회원포인트,105 원,11 원,116 원
2021-08-10,T10L000069D1,기타매출,쿠폰,455 원,45 원,500 원
2021-08-10,T10L00009MG3,기타매출,휴대폰,"13,636 원","1,364 원","15,000 원"
2021-08-10,B10L012UAX,카드매출,신용카드,"14,818 원","1,482 원","16,300 원"
2021-08-10,B10L017N1V,카드매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-08-10,B10L02EUI5,카드매출,배민페이(카드결제),"12,455 원","1,245 원","13,700 원"
2021-08-10,T10L00003HLL,카드매출,신용카드,"12,727 원","1,273 원","14,000 원"
2021-08-10,T10L000069D1,카드매출,배민페이(카드결제),"14,440 원","1,444 원","15,884 원"
2021-08-10,B10L00SS4J,현금매출,카카오페이,"12,727 원","1,273 원","14,000 원"
2021-08-10,B10L00VL4L,현금매출,토스,"20,545 원","2,055 원","22,600 원"
2021-08-10,B10L02J9OF,현금매출,카카오페이,"3,182 원",318 원,"3,500 원"
2021-08-11,T10M000069R3,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-11,B10M00W72E,카드매출,신용카드,"10,455 원","1,045 원","11,500 원"
2021-08-11,B10M01E7XZ,카드매출,신용카드,"11,364 원","1,136 원","12,500 원"
2021-08-11,B10M00P0QB,현금매출,카카오페이,"14,727 원","1,473 원","16,200 원"
2021-08-11,B10M020XM1,현금매출,토스,"11,909 원","1,191 원","13,100 원"
2021-08-11,B10M022Z5S,현금매출,토스,"3,636 원",364 원,"4,000 원"
2021-08-11,T10M000069R3,현금매출,상품권,"13,182 원","1,318 원","14,500 원"
2021-08-12,B10N00LZE5,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-08-12,B10N00ZGJ4,기타매출,휴대폰,"13,636 원","1,364 원","15,000 원"
2021-08-12,B10N020ZRW,기타매출,네이버페이,727 원,73 원,800 원
2021-08-12,B10N0214PA,기타매출,네이버페이,132 원,13 원,145 원
2021-08-12,B10N00LZE5,카드매출,신용카드,"10,545 원","1,055 원","11,600 원"
2021-08-12,B10N00X4YU,카드매출,배민페이(카드결제),"12,273 원","1,227 원","13,500 원"
2021-08-12,B10N01G9V4,카드매출,카카오페이,"23,182 원","2,318 원","25,500 원"
2021-08-12,B10N01K9PM,카드매출,신용카드,"14,000 원","1,400 원","15,400 원"
2021-08-12,B10N020ZRW,카드매출,네이버페이,"11,818 원","1,182 원","13,000 원"
2021-08-12,B10N00SQB4,현금매출,카카오페이,"11,455 원","1,145 원","12,600 원"
2021-08-12,B10N0214PA,현금매출,네이버페이,"14,323 원","1,432 원","15,755 원"
2021-08-13,T10O00008RS2,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-13,T10O00009DUL,기타매출,쿠폰,455 원,45 원,500 원
2021-08-13,B10O00OUJ8,카드매출,배민페이(카드결제),"40,909 원","4,091 원","45,000 원"
2021-08-13,T10O00003S9R,카드매출,만나서결제-카드,"33,182 원","3,318 원","36,500 원"
2021-08-13,T10O00008N0Q,카드매출,신용카드,"11,091 원","1,109 원","12,200 원"
2021-08-13,T10O00008RS2,카드매출,배민페이(카드결제),"12,636 원","1,264 원","13,900 원"
2021-08-13,T10O00009DUL,카드매출,배민페이(카드결제),"11,364 원","1,136 원","12,500 원"
2021-08-13,B10O019LHE,현금매출,토스,"10,545 원","1,055 원","11,600 원"
2021-08-14,B10P00YGF4,기타매출,쿠폰,"1,818 원",182 원,"2,000 원"
2021-08-14,B10P00V4IK,카드매출,신용카드,"13,273 원","1,327 원","14,600 원"
2021-08-14,B10P00YGF4,카드매출,네이버페이,"11,364 원","1,136 원","12,500 원"
2021-08-14,B10P012E9U,카드매출,신용카드,"12,273 원","1,227 원","13,500 원"
2021-08-14,B10P01ZUS3,현금매출,카카오페이,"13,636 원","1,364 원","15,000 원"
2021-08-14,B10P0253HE,현금매출,배민페이머니,"13,364 원","1,336 원","14,700 원"
2021-08-14,B10P02H4RB,현금매출,네이버페이,"15,636 원","1,564 원","17,200 원"
2021-08-15,T10Q00003T42,기타매출,쿠폰,455 원,45 원,500 원
2021-08-15,T10Q000081Z5,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-15,B10Q00T9ZZ,카드매출,신용카드,"11,818 원","1,182 원","13,000 원"
2021-08-15,B10Q02448F,카드매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-08-15,T10Q00003T42,카드매출,신용카드,"12,182 원","1,218 원","13,400 원"
2021-08-15,T10Q00005K3G,카드매출,배민페이(카드결제),"11,182 원","1,118 원","12,300 원"
2021-08-15,T10Q000081Z5,카드매출,배민페이(카드결제),"9,545 원",955 원,"10,500 원"
2021-08-15,B10Q019TR3,현금매출,네이버페이,"27,545 원","2,755 원","30,300 원"
2021-08-15,B10Q01PIWO,현금매출,토스,"18,182 원","1,818 원","20,000 원"
2021-08-17,B10S0243Z4,기타매출,휴대폰,"17,909 원","1,791 원","19,700 원"
2021-08-17,T10S00004BU1,기타매출,카카오페이,"1,364 원",136 원,"1,500 원"
2021-08-17,B10S020YMS,카드매출,신용카드,"13,273 원","1,327 원","14,600 원"
2021-08-17,B10S021PUH,카드매출,배민페이(카드결제),"12,273 원","1,227 원","13,500 원"
2021-08-17,B10S022JS8,카드매출,신용카드,"4,091 원",409 원,"4,500 원"
2021-08-17,B10S023PD4,카드매출,신용카드,"12,273 원","1,227 원","13,500 원"
2021-08-17,B10S0247I9,카드매출,카카오페이,"15,818 원","1,582 원","17,400 원"
2021-08-17,B10S0253WT,카드매출,신용카드,"12,273 원","1,227 원","13,500 원"
2021-08-17,T10S00005OQE,카드매출,배민페이(카드결제),"10,909 원","1,091 원","12,000 원"
2021-08-17,B10S01V5T3,현금매출,배민페이머니,"10,909 원","1,091 원","12,000 원"
2021-08-17,B10S01ZUNQ,현금매출,네이버페이,"11,364 원","1,136 원","12,500 원"
2021-08-17,B10S024E0W,현금매출,카카오페이,"7,364 원",736 원,"8,100 원"
2021-08-17,T10S00004BU1,현금매출,카카오페이,"10,364 원","1,036 원","11,400 원"
2021-08-18,B10T00MBTQ,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-08-18,B10T01EE5O,기타매출,휴대폰,"16,091 원","1,609 원","17,700 원"
2021-08-18,T10T00005UT1,기타매출,카카오페이,"1,364 원",136 원,"1,500 원"
2021-08-18,B10T00MBTQ,카드매출,신용카드,"12,273 원","1,227 원","13,500 원"
2021-08-18,B10T00MTJY,카드매출,배민페이(카드결제),"19,727 원","1,973 원","21,700 원"
2021-08-18,B10T00UA0M,카드매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-08-18,B10T01T2KG,카드매출,신용카드,"3,727 원",373 원,"4,100 원"
2021-08-18,B10T024XIS,카드매출,신용카드,"13,909 원","1,391 원","15,300 원"
2021-08-18,T10T00005UT1,카드매출,카카오페이,"9,545 원",955 원,"10,500 원"
2021-08-18,B10T00UYGT,현금매출,배민페이(계좌이체),"11,364 원","1,136 원","12,500 원"
2021-08-18,T10T000034SN,현금매출,상품권,"15,000 원","1,500 원","16,500 원"
2021-08-19,B10U00PEVN,기타매출,쿠폰,"2,727 원",273 원,"3,000 원"
2021-08-19,B10U00QJ6E,카드매출,신용카드,"70,455 원","7,045 원","77,500 원"
2021-08-19,B10U020W2K,카드매출,배민페이(카드결제),"12,727 원","1,273 원","14,000 원"
2021-08-19,B10U0248KJ,카드매출,신용카드,"18,818 원","1,882 원","20,700 원"
2021-08-19,B10U00H0X2,현금매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-08-19,B10U00PEVN,현금매출,카카오페이,"9,091 원",909 원,"10,000 원"
2021-08-20,T10V000094NM,기타매출,휴대폰,"10,455 원","1,045 원","11,500 원"
2021-08-20,T10V000094NM,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-20,T10V00009KBV,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-20,B10V00OK3T,카드매출,배민페이(카드결제),"25,455 원","2,545 원","28,000 원"
2021-08-20,B10V012K7C,카드매출,신용카드,"10,455 원","1,045 원","11,500 원"
2021-08-20,B10V016B66,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-08-20,T10V00009KBV,카드매출,신용카드,"10,364 원","1,036 원","11,400 원"
2021-08-20,B10V00UM6I,현금매출,카카오페이,"11,000 원","1,100 원","12,100 원"
2021-08-20,B10V00WAFB,현금매출,카카오페이,"16,545 원","1,655 원","18,200 원"
2021-08-20,B10V01OUW6,현금매출,카카오페이,"15,273 원","1,527 원","16,800 원"
2021-08-20,B10V01QV83,현금매출,배민페이머니,"18,818 원","1,882 원","20,700 원"
2021-08-20,B10V01XMIB,현금매출,배민페이(계좌이체),"14,000 원","1,400 원","15,400 원"
2021-08-20,B10V026033,현금매출,카카오페이,"7,364 원",736 원,"8,100 원"
2021-08-20,B10V02A9AH,현금매출,배민페이머니,"12,273 원","1,227 원","13,500 원"
2021-08-21,T10W0000ARWE,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-21,T10W0000B58O,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-21,B10W016DTN,카드매출,신용카드,"13,182 원","1,318 원","14,500 원"
2021-08-21,B10W02MM4D,카드매출,배민페이(카드결제),"10,545 원","1,055 원","11,600 원"
2021-08-21,B10W0301MS,카드매출,신용카드,"17,182 원","1,718 원","18,900 원"
2021-08-21,T10W0000ARWE,카드매출,신용카드,"11,727 원","1,173 원","12,900 원"
2021-08-21,B10W01BODT,현금매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-08-21,B10W023ZBI,현금매출,배민페이머니,"14,727 원","1,473 원","16,200 원"
2021-08-21,B10W029B1K,현금매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-08-21,B10W029U3D,현금매출,배민페이(계좌이체),"14,545 원","1,455 원","16,000 원"
2021-08-21,B10W02HD8M,현금매출,배민페이(계좌이체),"15,909 원","1,591 원","17,500 원"
2021-08-21,B10W02VWIT,현금매출,토스,"10,455 원","1,045 원","11,500 원"
2021-08-21,B10W02ZONZ,현금매출,배민페이(계좌이체),"12,273 원","1,227 원","13,500 원"
2021-08-21,T10W0000B58O,현금매출,배민페이머니,"10,455 원","1,045 원","11,500 원"
2021-08-22,B10X00UR40,기타매출,회원포인트,81 원,8 원,89 원
2021-08-22,B10X00XTLU,기타매출,네이버페이,"1,614 원",161 원,"1,775 원"
2021-08-22,T10X00003Z31,기타매출,카카오페이,"1,364 원",136 원,"1,500 원"
2021-08-22,T10X00004QRG,기타매출,카카오페이,"1,364 원",136 원,"1,500 원"
2021-08-22,B10X00UFJE,카드매출,네이버페이,"17,455 원","1,745 원","19,200 원"
2021-08-22,B10X00UR40,카드매출,배민페이(카드결제),"13,010 원","1,301 원","14,311 원"
2021-08-22,B10X00XTLU,카드매출,네이버페이,"13,023 원","1,302 원","14,325 원"
2021-08-22,B10X01CLVJ,카드매출,배민페이(카드결제),"12,727 원","1,273 원","14,000 원"
2021-08-22,B10X01DMPI,카드매출,카카오페이,"11,000 원","1,100 원","12,100 원"
2021-08-22,B10X01FT6O,카드매출,신용카드,"18,818 원","1,882 원","20,700 원"
2021-08-22,B10X0275MA,카드매출,신용카드,"14,727 원","1,473 원","16,200 원"
2021-08-22,B10X010C96,현금매출,카카오페이,"13,636 원","1,364 원","15,000 원"
2021-08-22,B10X013T9T,현금매출,카카오페이,"10,455 원","1,045 원","11,500 원"
2021-08-22,T10X00003Z31,현금매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-08-22,T10X00004QRG,현금매출,카카오페이,"10,818 원","1,082 원","11,900 원"
2021-08-24,B10Z00VUD5,기타매출,휴대폰,"17,000 원","1,700 원","18,700 원"
2021-08-24,B10Z01Y9F7,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-08-24,B10Z01ZJW2,기타매출,회원포인트,64 원,6 원,70 원
2021-08-24,B10Z01ZJW2,기타매출,네이버페이,18 원,2 원,20 원
2021-08-24,T10Z00006VEI,기타매출,네이버페이,504 원,50 원,554 원
2021-08-24,B10Z01GZHB,카드매출,신용카드,"7,364 원",736 원,"8,100 원"
2021-08-24,B10Z01PK60,카드매출,신용카드,"12,273 원","1,227 원","13,500 원"
2021-08-24,B10Z01QIQR,카드매출,네이버페이,"10,455 원","1,045 원","11,500 원"
2021-08-24,B10Z01Y9F7,카드매출,신용카드,"11,364 원","1,136 원","12,500 원"
2021-08-24,B10Z01ZJW2,카드매출,네이버페이,"7,364 원",736 원,"8,100 원"
2021-08-24,B10Z027TP1,카드매출,신용카드,"15,273 원","1,527 원","16,800 원"
2021-08-24,B10Z01JJOT,현금매출,배민페이(계좌이체),"11,364 원","1,136 원","12,500 원"
2021-08-24,B10Z01YEPU,현금매출,카카오페이,"17,909 원","1,791 원","19,700 원"
2021-08-24,B10Z026PG4,현금매출,카카오페이,"14,545 원","1,455 원","16,000 원"
2021-08-24,T10Z00006VEI,현금매출,네이버페이,"21,315 원","2,131 원","23,446 원"
2021-08-25,T11000009JI3,기타매출,회원포인트,168 원,17 원,185 원
2021-08-25,T11000009JI3,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-25,T11000009JO3,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-25,B11000ODXP,카드매출,배민페이(카드결제),"36,818 원","3,682 원","40,500 원"
2021-08-25,B11001206T,카드매출,신용카드,"11,364 원","1,136 원","12,500 원"
2021-08-25,T11000009JI3,카드매출,배민페이(카드결제),"9,377 원",938 원,"10,315 원"
2021-08-25,T11000009JO3,카드매출,카카오페이,"9,545 원",955 원,"10,500 원"
2021-08-26,B11100LSF1,카드매출,신용카드,"16,091 원","1,609 원","17,700 원"
2021-08-26,B11101QBZU,카드매출,배민페이(카드결제),"12,273 원","1,227 원","13,500 원"
2021-08-26,B11101UXXD,카드매출,카카오페이,"41,364 원","4,136 원","45,500 원"
2021-08-26,B111024ZNY,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-08-26,T11100008L12,카드매출,네이버페이,"11,727 원","1,173 원","12,900 원"
2021-08-26,B11100VOCI,현금매출,네이버페이,"15,000 원","1,500 원","16,500 원"
2021-08-26,T11100004XPK,현금매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-08-27,T11200008GW0,기타매출,네이버페이,"9,727 원",973 원,"10,700 원"
2021-08-27,T11200008GW0,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-27,B11200TR86,카드매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-08-27,B1120106DY,카드매출,신용카드,"17,636 원","1,764 원","19,400 원"
2021-08-27,B11201UR55,카드매출,신용카드,"14,727 원","1,473 원","16,200 원"
2021-08-27,B11202FKGP,카드매출,신용카드,"11,818 원","1,182 원","13,000 원"
2021-08-27,B11200LTAT,현금매출,배민페이(계좌이체),"16,545 원","1,655 원","18,200 원"
2021-08-27,B11200W8M9,현금매출,카카오페이,"12,818 원","1,282 원","14,100 원"
2021-08-27,B11201IQ3O,현금매출,카카오페이,"18,818 원","1,882 원","20,700 원"
2021-08-27,B112024ZJI,현금매출,배민페이머니,"13,818 원","1,382 원","15,200 원"
2021-08-27,T1120000AAKB,현금매출,배민페이(계좌이체),"10,909 원","1,091 원","12,000 원"
2021-08-28,B11302PRNJ,기타매출,휴대폰,"17,000 원","1,700 원","18,700 원"
2021-08-28,T11300003PF8,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-28,T11300004H9O,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-28,T11300004QOZ,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-28,T113000061NQ,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-28,T11300008KSG,기타매출,쿠폰,455 원,45 원,500 원
2021-08-28,T1130000AKXA,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-28,T11300003PF8,카드매출,신용카드,"11,273 원","1,127 원","12,400 원"
2021-08-28,T11300004H9O,카드매출,신용카드,"9,545 원",955 원,"10,500 원"
2021-08-28,T11300007RKR,카드매출,네이버페이,"12,545 원","1,255 원","13,800 원"
2021-08-28,T11300008KSG,카드매출,네이버페이,"11,818 원","1,182 원","13,000 원"
2021-08-28,T1130000A9W1,카드매출,카카오페이,"15,455 원","1,545 원","17,000 원"
2021-08-28,T1130000AKXA,카드매출,배민페이(카드결제),"11,273 원","1,127 원","12,400 원"
2021-08-28,B11300Q66B,현금매출,네이버페이,"10,909 원","1,091 원","12,000 원"
2021-08-28,B113018L1J,현금매출,카카오페이,"14,182 원","1,418 원","15,600 원"
2021-08-28,B11302CJK1,현금매출,배민페이(계좌이체),"13,182 원","1,318 원","14,500 원"
2021-08-28,T11300004QOZ,현금매출,배민페이(계좌이체),"10,818 원","1,082 원","11,900 원"
2021-08-28,T113000061NQ,현금매출,배민페이(계좌이체),"9,545 원",955 원,"10,500 원"
2021-08-28,T113000097HU,현금매출,배민페이(계좌이체),"12,182 원","1,218 원","13,400 원"
2021-08-29,B114018XSM,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-08-29,B11401HRN6,기타매출,회원포인트,154 원,15 원,169 원
2021-08-29,B114014JDZ,카드매출,배민페이(카드결제),"11,364 원","1,136 원","12,500 원"
2021-08-29,B114018XSM,카드매출,신용카드,"15,273 원","1,527 원","16,800 원"
2021-08-29,B11401A37R,카드매출,신용카드,"18,000 원","1,800 원","19,800 원"
2021-08-29,B11401HRN6,카드매출,배민페이(카드결제),"13,028 원","1,303 원","14,331 원"
2021-08-29,B11402D3HK,카드매출,신용카드,"11,545 원","1,155 원","12,700 원"
2021-08-29,B11402GK2W,카드매출,배민페이(카드결제),"14,091 원","1,409 원","15,500 원"
2021-08-29,B11400ZI6W,현금매출,카카오페이,"15,545 원","1,555 원","17,100 원"
2021-08-29,B1140100YW,현금매출,카카오페이,"17,455 원","1,745 원","19,200 원"
2021-08-29,B114018RF5,현금매출,배민페이(계좌이체),"10,455 원","1,045 원","11,500 원"
2021-08-29,T11400004LYF,현금매출,카카오페이,"29,545 원","2,955 원","32,500 원"
2021-08-30,B1150140KI,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-08-30,B1150140KI,기타매출,네이버페이,"6,364 원",636 원,"7,000 원"
2021-08-30,B11501UU9J,기타매출,네이버페이,217 원,22 원,239 원
2021-08-30,T11500008HFK,기타매출,쿠폰,455 원,45 원,500 원
2021-08-30,T11500008O56,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-08-30,B1150140KI,카드매출,네이버페이,"6,364 원",636 원,"7,000 원"
2021-08-30,B11501PN2M,카드매출,신용카드,"14,545 원","1,455 원","16,000 원"
2021-08-30,T11500008HFK,카드매출,네이버페이,"11,273 원","1,127 원","12,400 원"
2021-08-30,B11501GB1U,현금매출,카카오페이,"10,455 원","1,045 원","11,500 원"
2021-08-30,B11501JP94,현금매출,배민페이머니,"10,909 원","1,091 원","12,000 원"
2021-08-30,B11501K2SK,현금매출,배민페이(계좌이체),"9,727 원",973 원,"10,700 원"
2021-08-30,B11501UU9J,현금매출,네이버페이,"12,601 원","1,260 원","13,861 원"
2021-08-30,T11500008O56,현금매출,배민페이(계좌이체),"14,545 원","1,455 원","16,000 원"
2021-08-31,B11601WC6V,기타매출,회원포인트,62 원,6 원,68 원
2021-08-31,T116000072XS,기타매출,쿠폰,455 원,45 원,500 원
2021-08-31,B11600SEMQ,카드매출,신용카드,"14,273 원","1,427 원","15,700 원"
2021-08-31,B1160101BH,카드매출,신용카드,"18,455 원","1,845 원","20,300 원"
2021-08-31,B11601WC6V,카드매출,배민페이(카드결제),"10,847 원","1,085 원","11,932 원"
2021-08-31,T11600009WUJ,카드매출,배민페이(카드결제),"13,727 원","1,373 원","15,100 원"
2021-08-31,B116019AH6,현금매출,토스,"13,182 원","1,318 원","14,500 원"
2021-08-31,B11601X3Z5,현금매출,배민페이머니,"18,091 원","1,809 원","19,900 원"
2021-08-31,B116026U2W,현금매출,카카오페이,"11,000 원","1,100 원","12,100 원"
2021-08-31,T116000072XS,현금매출,배민페이머니,"17,273 원","1,727 원","19,000 원"
2021-09-01,T1170000D6BE,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-01,T1170000EUF5,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-01,B11700WQ4V,카드매출,배민페이(카드결제),"14,727 원","1,473 원","16,200 원"
2021-09-01,B11701BFLJ,카드매출,네이버페이,"17,455 원","1,745 원","19,200 원"
2021-09-01,B11701BZJV,카드매출,카카오페이,"1,364 원",136 원,"1,500 원"
2021-09-01,B11701PP8R,카드매출,신용카드,"9,000 원",900 원,"9,900 원"
2021-09-01,B11701XRCP,카드매출,네이버페이,"21,455 원","2,145 원","23,600 원"
2021-09-01,B11701YEGJ,카드매출,신용카드,"10,455 원","1,045 원","11,500 원"
2021-09-01,B117021RDT,카드매출,카카오페이,"10,455 원","1,045 원","11,500 원"
2021-09-01,T11700008M31,카드매출,신용카드,"11,182 원","1,118 원","12,300 원"
2021-09-01,T1170000ALCH,카드매출,배민페이(카드결제),"12,727 원","1,273 원","14,000 원"
2021-09-01,T1170000EUF5,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-09-01,B11701BZJV,현금매출,상품권,"9,091 원",909 원,"10,000 원"
2021-09-01,T1170000D6BE,현금매출,카카오페이,"10,818 원","1,082 원","11,900 원"
2021-09-01,T1170000DS72,현금매출,카카오페이,"11,727 원","1,173 원","12,900 원"
2021-09-02,B11802BCP1,기타매출,네이버페이,"1,364 원",136 원,"1,500 원"
2021-09-02,T11800006NI9,기타매출,쿠폰,455 원,45 원,500 원
2021-09-02,B11800OCQZ,카드매출,배민페이(카드결제),"14,091 원","1,409 원","15,500 원"
2021-09-02,B11802BCP1,카드매출,네이버페이,"9,091 원",909 원,"10,000 원"
2021-09-02,B11802J4W8,카드매출,신용카드,"18,727 원","1,873 원","20,600 원"
2021-09-02,T11800005VW2,카드매출,카카오페이,"12,818 원","1,282 원","14,100 원"
2021-09-02,T11800006NI9,카드매출,배민페이(카드결제),"11,182 원","1,118 원","12,300 원"
2021-09-02,B11801CED7,현금매출,배민페이(계좌이체),"12,727 원","1,273 원","14,000 원"
2021-09-02,B11802IU2V,현금매출,배민페이머니,"14,091 원","1,409 원","15,500 원"
2021-09-03,B11900Y4JQ,카드매출,배민페이(카드결제),"11,364 원","1,136 원","12,500 원"
2021-09-03,B11900YNI6,카드매출,배민페이(카드결제),"20,182 원","2,018 원","22,200 원"
2021-09-03,B119016LZ4,카드매출,배민페이(카드결제),"12,273 원","1,227 원","13,500 원"
2021-09-03,B11901YWZJ,카드매출,신용카드,"15,182 원","1,518 원","16,700 원"
2021-09-03,B11902122M,카드매출,배민페이(카드결제),"13,182 원","1,318 원","14,500 원"
2021-09-03,B11902C7IP,카드매출,신용카드,"11,545 원","1,155 원","12,700 원"
2021-09-03,B11900PMNO,현금매출,배민페이(계좌이체),"4,091 원",409 원,"4,500 원"
2021-09-03,B119021QCW,현금매출,배민페이머니,"19,727 원","1,973 원","21,700 원"
2021-09-04,B11A01FG2Z,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-09-04,B11A025XFL,기타매출,휴대폰,"20,818 원","2,082 원","22,900 원"
2021-09-04,B11A02KY16,기타매출,쿠폰,"1,818 원",182 원,"2,000 원"
2021-09-04,B11A02KY16,기타매출,회원포인트,337 원,34 원,371 원
2021-09-04,T11A0000330Q,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-04,T11A00005E86,기타매출,쿠폰,455 원,45 원,500 원
2021-09-04,T11A00005MSN,기타매출,쿠폰,455 원,45 원,500 원
2021-09-04,B11A0149AQ,카드매출,배민페이(카드결제),"12,727 원","1,273 원","14,000 원"
2021-09-04,B11A016C8P,카드매출,신용카드,"13,091 원","1,309 원","14,400 원"
2021-09-04,B11A01C9C1,카드매출,네이버페이,"16,545 원","1,655 원","18,200 원"
2021-09-04,B11A01FG2Z,카드매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-09-04,B11A01GSNK,카드매출,신용카드,"17,000 원","1,700 원","18,700 원"
2021-09-04,B11A029P8W,카드매출,신용카드,"13,182 원","1,318 원","14,500 원"
2021-09-04,B11A02KY16,카드매출,배민페이(카드결제),"10,117 원","1,012 원","11,129 원"
2021-09-04,T11A0000330Q,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-09-04,T11A00005E86,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-09-04,T11A00005MSN,카드매출,배민페이(카드결제),"18,273 원","1,827 원","20,100 원"
2021-09-04,B11A01JH14,현금매출,카카오페이,"12,273 원","1,227 원","13,500 원"
2021-09-04,B11A023TRW,현금매출,네이버페이,"17,909 원","1,791 원","19,700 원"
2021-09-04,B11A02EIK2,현금매출,카카오페이,"13,636 원","1,364 원","15,000 원"
2021-09-04,T11A000056B0,현금매출,카카오페이,"11,818 원","1,182 원","13,000 원"
2021-09-04,T11A0000AF4P,현금매출,카카오페이,"11,364 원","1,136 원","12,500 원"
2021-09-05,B11B01FPKA,기타매출,네이버페이,182 원,18 원,200 원
2021-09-05,T11B00003XX9,기타매출,회원포인트,153 원,15 원,168 원
2021-09-05,T11B00003XX9,기타매출,쿠폰,455 원,45 원,500 원
2021-09-05,T11B00004DZC,기타매출,쿠폰,455 원,45 원,500 원
2021-09-05,T11B00006Z87,기타매출,휴대폰,"11,818 원","1,182 원","13,000 원"
2021-09-05,T11B00009FXO,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-05,T11B0000AN6Y,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-09-05,B11B018SDS,카드매출,신용카드,"33,818 원","3,382 원","37,200 원"
2021-09-05,B11B01OKU1,카드매출,신용카드,"23,636 원","2,364 원","26,000 원"
2021-09-05,T11B000041YC,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-09-05,T11B00009FXO,카드매출,네이버페이,"10,000 원","1,000 원","11,000 원"
2021-09-05,T11B0000AGKL,카드매출,네이버페이,"13,000 원","1,300 원","14,300 원"
2021-09-05,T11B0000AN6Y,카드매출,신용카드,"11,727 원","1,173 원","12,900 원"
