YEAR,REQ_DD_CNT,JOB_ORDR,FRMWK_CLSF_NM,ITEM_NM,CLSSF_NM,FRMWK_SPR_NM,GROW_ZNAR_CDCN,JOB_BGNG_YMD,FRMTM_CNSCTVLY_YN,USE_YN,SCALED_AREA,RANK_GRADE
2022,80,2,1,토마토,과일과채류,수확 및 출하관리,경기권역,511,0,Y,0.1999999999999999,C
2021,80,2,1,토마토,과일과채류,수확 및 출하관리,경기권역,511,0,Y,0.1999999999999999,C
2020,50,2,2,토마토,과일과채류,재배관리,경기권역,511,0,Y,0.1142857142857142,C
2024,90,1,2,사과,과실류,과원관리,경북권역,101,1,Y,0.2285714285714285,C
2023,30,2,2,토마토,과일과채류,재배관리,경기권역,611,0,Y,0.0571428571428571,C
2022,100,1,2,토마토,과일과채류,재배관리,경기권역,111,0,Y,0.2571428571428571,C
2025,70,1,2,토마토,과일과채류,재배관리,경기권역,111,0,Y,0.1714285714285714,C
2023,350,2,0,토마토,과일과채류,재배관리,전남권역,901,0,Y,0.9714285714285714,C
2022,290,2,0,토마토,과일과채류,재배관리,전남권역,1101,0,Y,0.8,C
2024,290,2,2,토마토,과일과채류,재배관리,전남권역,1101,0,Y,0.8,C
2020,30,2,0,토마토,과일과채류,재배관리,전남권역,1111,0,Y,0.0571428571428571,C
2021,100,2,2,토마토,과일과채류,재배관리,전남권역,1121,0,Y,0.2571428571428571,C
2022,40,1,2,딸기,과일과채류,재배관리,강원권역,201,0,Y,0.0857142857142857,C
2023,40,1,2,딸기,과일과채류,재배관리,강원권역,211,0,Y,0.0857142857142857,C
2020,40,1,2,딸기,과일과채류,재배관리,강원권역,211,0,Y,0.0857142857142857,C
2024,40,1,2,딸기,과일과채류,재배관리,강원권역,221,0,Y,0.0857142857142857,C
2021,40,1,2,딸기,과일과채류,재배관리,강원권역,301,0,Y,0.0857142857142857,C
2025,260,2,0,딸기,과일과채류,재배관리,강원권역,301,0,Y,0.7142857142857143,C
2023,260,2,2,딸기,과일과채류,재배관리,강원권역,301,0,Y,0.7142857142857143,C
2020,20,2,2,딸기,과일과채류,재배관리,강원권역,311,0,Y,0.0285714285714285,C
2021,30,2,2,딸기,과일과채류,재배관리,강원권역,311,1,Y,0.0571428571428571,C
2024,220,2,0,딸기,과일과채류,재배관리,강원권역,401,0,Y,0.6,C
2024,50,2,1,딸기,과일과채류,수확 및 출하관리,강원권역,411,1,Y,0.1142857142857142,C
2022,40,2,2,딸기,과일과채류,재배관리,강원권역,521,0,Y,0.0857142857142857,C
2022,160,2,2,딸기,과일과채류,재배관리,강원권역,601,0,Y,0.4285714285714285,C
2020,130,2,2,딸기,과일과채류,재배관리,강원권역,701,0,Y,0.3428571428571428,C
2023,20,2,2,딸기,과일과채류,재배관리,강원권역,721,0,Y,0.0285714285714285,C
2024,30,2,2,딸기,과일과채류,재배관리,강원권역,901,0,Y,0.0571428571428571,C
2020,30,2,2,딸기,과일과채류,재배관리,강원권역,1121,0,Y,0.0571428571428571,C
2022,60,3,2,딸기,과일과채류,재배관리,강원권역,411,1,Y,0.1428571428571428,B
2024,50,3,2,딸기,과일과채류,재배관리,강원권역,411,1,Y,0.1142857142857142,B
2025,90,2,1,방울토마토,과일과채류,수확 및 출하관리,충남권역,311,1,Y,0.2285714285714285,C
2020,90,2,1,방울토마토,과일과채류,수확 및 출하관리,충남권역,311,1,Y,0.2285714285714285,C
2022,90,2,1,방울토마토,과일과채류,수확 및 출하관리,충남권역,311,1,Y,0.2285714285714285,C
2023,20,2,2,방울토마토,과일과채류,재배관리,충남권역,421,1,Y,0.0285714285714285,C
2020,230,2,0,방울토마토,과일과채류,재배관리,충남권역,1021,0,Y,0.6285714285714286,C
2022,180,2,0,방울토마토,과일과채류,재배관리,충남권역,1211,0,Y,0.4857142857142856,C
2023,180,2,2,방울토마토,과일과채류,재배관리,충남권역,1211,0,Y,0.4857142857142856,C
2020,50,1,2,방울토마토,과일과채류,재배관리,경북권역,721,0,Y,0.1142857142857142,C
2023,50,1,2,방울토마토,과일과채류,재배관리,경북권역,801,0,Y,0.1142857142857142,C
2024,30,1,2,방울토마토,과일과채류,재배관리,경북권역,911,0,Y,0.0571428571428571,C
2024,20,2,2,방울토마토,과일과채류,재배관리,경북권역,301,1,Y,0.0285714285714285,C
2025,250,2,0,방울토마토,과일과채류,재배관리,경북권역,721,0,Y,0.6857142857142857,C
2021,210,2,0,방울토마토,과일과채류,재배관리,경북권역,911,0,Y,0.5714285714285714,C
2020,210,2,2,방울토마토,과일과채류,재배관리,경북권역,911,0,Y,0.5714285714285714,C
2020,30,2,0,방울토마토,과일과채류,재배관리,경북권역,911,0,Y,0.0571428571428571,C
2020,120,2,2,토마토,과일과채류,재배관리,충북권역,501,0,Y,0.3142857142857143,C
2025,120,2,0,토마토,과일과채류,재배관리,충북권역,501,0,Y,0.3142857142857143,C
2025,50,1,2,방울토마토,과일과채류,재배관리,경남권역,911,0,Y,0.1142857142857142,C
2023,30,2,0,토마토,과일과채류,재배관리,충북권역,511,0,Y,0.0571428571428571,C
2020,40,2,2,토마토,과일과채류,재배관리,충북권역,511,0,Y,0.0857142857142857,C
2020,50,2,2,토마토,과일과채류,재배관리,충북권역,521,0,Y,0.1142857142857142,C
2025,50,2,2,토마토,과일과채류,재배관리,충북권역,621,0,Y,0.1142857142857142,C
2021,40,2,2,토마토,과일과채류,재배관리,충북권역,621,0,Y,0.0857142857142857,C
2020,40,2,2,토마토,과일과채류,재배관리,충북권역,701,0,Y,0.0857142857142857,C
2024,60,2,1,토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2021,60,2,1,토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2021,60,2,1,토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2022,60,2,1,토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2024,20,2,2,토마토,과일과채류,재배관리,충북권역,721,0,Y,0.0285714285714285,C
2023,60,1,2,토마토,과일과채류,재배관리,충남권역,1021,0,Y,0.1428571428571428,C
2020,80,1,2,토마토,과일과채류,재배관리,충남권역,1101,0,Y,0.1999999999999999,C
2021,40,1,2,토마토,과일과채류,재배관리,충남권역,1211,0,Y,0.0857142857142857,C
2023,90,1,2,토마토,과일과채류,재배관리,강원권역,121,1,Y,0.2285714285714285,C
2020,80,1,2,토마토,과일과채류,재배관리,강원권역,121,1,Y,0.1999999999999999,C
2020,90,1,0,토마토,과일과채류,재배관리,강원권역,121,1,Y,0.2285714285714285,C
2023,100,1,2,토마토,과일과채류,재배관리,강원권역,201,1,Y,0.2571428571428571,C
2022,100,1,2,토마토,과일과채류,재배관리,강원권역,211,1,Y,0.2571428571428571,C
2021,100,1,2,토마토,과일과채류,재배관리,강원권역,1211,0,Y,0.2571428571428571,C
2021,270,2,0,토마토,과일과채류,재배관리,강원권역,201,1,Y,0.7428571428571429,C
2021,270,2,2,토마토,과일과채류,재배관리,강원권역,211,1,Y,0.7428571428571429,C
2023,280,2,0,토마토,과일과채류,재배관리,강원권역,211,1,Y,0.7714285714285715,C
2023,90,2,2,토마토,과일과채류,재배관리,강원권역,301,1,Y,0.2285714285714285,C
2024,70,2,0,토마토,과일과채류,재배관리,강원권역,311,1,Y,0.1714285714285714,C
2023,90,2,2,토마토,과일과채류,재배관리,강원권역,321,1,Y,0.2285714285714285,C
2023,190,2,2,토마토,과일과채류,재배관리,강원권역,321,1,Y,0.5142857142857142,C
2021,170,2,2,토마토,과일과채류,재배관리,강원권역,411,1,Y,0.4571428571428571,C
2024,210,2,1,토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2020,210,2,1,토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2023,210,2,1,토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2022,210,2,1,토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2023,30,2,2,토마토,과일과채류,재배관리,강원권역,921,1,Y,0.0571428571428571,C
2023,60,1,2,토마토,과일과채류,재배관리,전북권역,601,0,Y,0.1428571428571428,C
2021,40,1,2,토마토,과일과채류,재배관리,전북권역,701,0,Y,0.0857142857142857,C
2025,30,1,2,토마토,과일과채류,재배관리,전북권역,801,0,Y,0.0571428571428571,C
2025,30,2,2,토마토,과일과채류,재배관리,전북권역,501,1,Y,0.0571428571428571,C
2024,360,2,0,토마토,과일과채류,재배관리,전북권역,701,0,Y,1.0,C
2024,60,3,2,딸기,과일과채류,재배관리,남부권역,821,0,Y,0.1428571428571428,B
2024,30,3,2,딸기,과일과채류,재배관리,남부권역,901,0,Y,0.0571428571428571,B
2022,280,4,2,딸기,과일과채류,재배관리,남부권역,821,0,Y,0.7714285714285715,B
2023,270,4,0,딸기,과일과채류,재배관리,남부권역,901,0,Y,0.7428571428571429,B
2025,60,4,0,딸기,과일과채류,재배관리,남부권역,901,0,Y,0.1428571428571428,B
2022,40,4,2,딸기,과일과채류,재배관리,남부권역,901,0,Y,0.0857142857142857,B
2021,40,4,2,딸기,과일과채류,재배관리,남부권역,901,0,Y,0.0857142857142857,B
2024,30,4,2,딸기,과일과채류,재배관리,남부권역,901,0,Y,0.0571428571428571,B
2025,30,4,2,딸기,과일과채류,재배관리,남부권역,1001,0,Y,0.0571428571428571,B
2021,210,2,2,토마토,과일과채류,재배관리,강원권역,311,1,Y,0.5714285714285714,C
2021,90,4,2,딸기,과일과채류,재배관리,남부권역,1001,0,Y,0.2285714285714285,B
2023,240,4,0,딸기,과일과채류,재배관리,남부권역,1001,0,Y,0.6571428571428571,B
2024,130,4,2,딸기,과일과채류,재배관리,남부권역,1021,0,Y,0.3428571428571428,B
2021,70,4,2,딸기,과일과채류,재배관리,남부권역,1021,0,Y,0.1714285714285714,B
2024,210,4,1,딸기,과일과채류,수확 및 출하관리,남부권역,1101,0,Y,0.5714285714285714,B
2022,210,4,1,딸기,과일과채류,수확 및 출하관리,남부권역,1101,0,Y,0.5714285714285714,B
2023,30,5,2,딸기,과일과채류,재배관리,남부권역,601,1,Y,0.0571428571428571,B
2021,60,1,2,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.1428571428571428,C
2022,60,1,2,방울토마토,과일과채류,재배관리,충북권역,311,0,Y,0.1428571428571428,C
2021,40,1,2,방울토마토,과일과채류,재배관리,충북권역,501,0,Y,0.0857142857142857,C
2023,180,2,0,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.4857142857142856,C
2022,120,2,0,방울토마토,과일과채류,재배관리,충북권역,501,0,Y,0.3142857142857143,C
2022,120,2,2,방울토마토,과일과채류,재배관리,충북권역,501,0,Y,0.3142857142857143,C
2021,30,2,0,방울토마토,과일과채류,재배관리,충북권역,511,0,Y,0.0571428571428571,C
2022,40,2,2,방울토마토,과일과채류,재배관리,충북권역,511,0,Y,0.0857142857142857,C
2020,80,1,2,벼,미곡류,재배관리,호남권역,301,1,Y,0.1999999999999999,C
2022,70,1,2,벼,미곡류,재배관리,호남권역,311,1,Y,0.1714285714285714,C
2024,30,1,2,벼,미곡류,재배관리,호남권역,401,1,Y,0.0571428571428571,C
2021,40,1,2,벼,미곡류,재배관리,호남권역,411,1,Y,0.0857142857142857,C
2022,30,1,2,벼,미곡류,재배관리,호남권역,411,1,Y,0.0571428571428571,C
2025,20,1,2,벼,미곡류,재배관리,호남권역,521,1,Y,0.0285714285714285,C
2023,60,1,2,벼,미곡류,재배관리,호남권역,1101,0,Y,0.1428571428571428,C
2025,190,2,0,벼,미곡류,재배관리,호남권역,521,1,Y,0.5142857142857142,C
2020,50,1,2,방울토마토,과일과채류,재배관리,경남권역,921,0,Y,0.1142857142857142,C
2023,40,1,2,방울토마토,과일과채류,재배관리,경남권역,1021,0,Y,0.0857142857142857,C
2021,100,2,2,방울토마토,과일과채류,재배관리,경남권역,101,1,Y,0.2571428571428571,C
2024,100,2,2,방울토마토,과일과채류,재배관리,경남권역,101,1,Y,0.2571428571428571,C
2023,120,2,1,방울토마토,과일과채류,수확 및 출하관리,경남권역,111,1,Y,0.3142857142857143,C
2024,40,2,2,토마토,과일과채류,재배관리,충북권역,701,0,Y,0.0857142857142857,C
2022,60,2,1,토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2022,60,2,1,토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2024,60,2,1,토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2022,60,2,1,토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2022,20,2,2,토마토,과일과채류,재배관리,충북권역,721,0,Y,0.0285714285714285,C
2021,50,1,2,토마토,과일과채류,재배관리,충북권역,301,0,Y,0.1142857142857142,C
2025,60,1,2,토마토,과일과채류,재배관리,충북권역,301,0,Y,0.1428571428571428,C
2021,60,1,2,토마토,과일과채류,재배관리,충북권역,311,0,Y,0.1428571428571428,C
2020,40,1,2,토마토,과일과채류,재배관리,충북권역,501,0,Y,0.0857142857142857,C
2023,180,2,0,토마토,과일과채류,재배관리,충북권역,301,0,Y,0.4857142857142856,C
2022,120,2,2,토마토,과일과채류,재배관리,충북권역,501,0,Y,0.3142857142857143,C
2022,120,2,0,토마토,과일과채류,재배관리,충북권역,501,0,Y,0.3142857142857143,C
2024,40,2,2,토마토,과일과채류,재배관리,충북권역,511,0,Y,0.0857142857142857,C
2020,30,2,0,토마토,과일과채류,재배관리,충북권역,511,0,Y,0.0571428571428571,C
2021,50,2,2,토마토,과일과채류,재배관리,충북권역,521,0,Y,0.1142857142857142,C
2021,40,2,2,토마토,과일과채류,재배관리,충북권역,621,0,Y,0.0857142857142857,C
2024,50,2,2,토마토,과일과채류,재배관리,충북권역,621,0,Y,0.1142857142857142,C
2022,60,2,1,토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2021,60,2,1,토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2024,60,2,1,토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2020,40,2,2,토마토,과일과채류,재배관리,충북권역,701,0,Y,0.0857142857142857,C
2022,60,2,1,토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2023,20,2,2,토마토,과일과채류,재배관리,충북권역,721,0,Y,0.0285714285714285,C
2022,210,2,1,토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2022,210,2,1,토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2022,210,2,1,토마토,과일과채류,수확 및 출하관리,강원권역,421,1,Y,0.5714285714285714,C
2025,30,2,2,토마토,과일과채류,재배관리,강원권역,921,1,Y,0.0571428571428571,C
2020,90,1,2,토마토,과일과채류,재배관리,강원권역,121,0,Y,0.2285714285714285,C
2022,80,1,2,토마토,과일과채류,재배관리,강원권역,121,0,Y,0.1999999999999999,C
2024,100,1,2,토마토,과일과채류,재배관리,강원권역,201,0,Y,0.2571428571428571,C
2022,100,1,2,토마토,과일과채류,재배관리,강원권역,211,0,Y,0.2571428571428571,C
2025,270,2,0,토마토,과일과채류,재배관리,강원권역,201,0,Y,0.7428571428571429,C
2022,270,2,2,토마토,과일과채류,재배관리,강원권역,211,0,Y,0.7428571428571429,C
2020,280,2,0,토마토,과일과채류,재배관리,강원권역,211,0,Y,0.7714285714285715,C
2021,90,2,2,토마토,과일과채류,재배관리,강원권역,301,0,Y,0.2285714285714285,C
2025,210,2,2,토마토,과일과채류,재배관리,강원권역,311,0,Y,0.5714285714285714,C
2022,70,2,0,토마토,과일과채류,재배관리,강원권역,311,0,Y,0.1714285714285714,C
2024,190,2,2,토마토,과일과채류,재배관리,강원권역,321,0,Y,0.5142857142857142,C
2021,90,2,2,토마토,과일과채류,재배관리,강원권역,321,0,Y,0.2285714285714285,C
2025,100,2,2,토마토,과일과채류,재배관리,경남권역,101,1,Y,0.2571428571428571,C
2023,120,2,1,토마토,과일과채류,수확 및 출하관리,경남권역,111,1,Y,0.3142857142857143,C
2023,120,2,1,토마토,과일과채류,수확 및 출하관리,경남권역,111,1,Y,0.3142857142857143,C
2025,120,2,1,토마토,과일과채류,수확 및 출하관리,경남권역,111,1,Y,0.3142857142857143,C
2023,120,2,1,토마토,과일과채류,수확 및 출하관리,경남권역,111,1,Y,0.3142857142857143,C
2022,70,2,2,토마토,과일과채류,재배관리,경남권역,201,1,Y,0.1714285714285714,C
2022,20,2,2,토마토,과일과채류,재배관리,경남권역,211,1,Y,0.0285714285714285,C
2025,20,2,2,토마토,과일과채류,재배관리,경남권역,401,1,Y,0.0285714285714285,C
2023,230,2,0,토마토,과일과채류,재배관리,경남권역,911,0,Y,0.6285714285714286,C
2020,200,2,2,토마토,과일과채류,재배관리,경남권역,1021,0,Y,0.5428571428571428,C
2023,40,2,0,토마토,과일과채류,재배관리,경남권역,1021,0,Y,0.0857142857142857,C
2020,200,2,0,토마토,과일과채류,재배관리,경남권역,1021,0,Y,0.5428571428571428,C
2021,110,2,2,토마토,과일과채류,재배관리,경남권역,1201,0,Y,0.2857142857142857,C
2020,90,1,2,토마토,과일과채류,재배관리,강원권역,121,0,Y,0.2285714285714285,C
2020,100,1,2,토마토,과일과채류,재배관리,강원권역,201,0,Y,0.2571428571428571,C
2024,100,1,2,토마토,과일과채류,재배관리,강원권역,211,0,Y,0.2571428571428571,C
2023,270,2,0,토마토,과일과채류,재배관리,강원권역,201,0,Y,0.7428571428571429,C
2024,270,2,2,토마토,과일과채류,재배관리,강원권역,211,0,Y,0.7428571428571429,C
2025,280,2,0,토마토,과일과채류,재배관리,강원권역,211,0,Y,0.7714285714285715,C
2024,90,2,2,토마토,과일과채류,재배관리,강원권역,301,0,Y,0.2285714285714285,C
2025,210,2,2,토마토,과일과채류,재배관리,강원권역,311,0,Y,0.5714285714285714,C
2021,70,2,0,토마토,과일과채류,재배관리,강원권역,311,0,Y,0.1714285714285714,C
2023,100,2,2,토마토,과일과채류,재배관리,경남권역,101,1,Y,0.2571428571428571,C
2025,40,2,2,딸기,과일과채류,재배관리,남부권역,901,0,Y,0.0857142857142857,C
2025,60,2,0,딸기,과일과채류,재배관리,남부권역,901,0,Y,0.1428571428571428,C
2020,240,2,0,딸기,과일과채류,재배관리,남부권역,1001,0,Y,0.6571428571428571,C
2020,90,2,2,딸기,과일과채류,재배관리,남부권역,1001,0,Y,0.2285714285714285,C
2025,30,2,2,딸기,과일과채류,재배관리,남부권역,1001,0,Y,0.0571428571428571,C
2021,70,2,2,딸기,과일과채류,재배관리,남부권역,1021,0,Y,0.1714285714285714,C
2023,130,2,2,딸기,과일과채류,재배관리,남부권역,1021,0,Y,0.3428571428571428,C
2023,210,2,1,딸기,과일과채류,수확 및 출하관리,남부권역,1101,0,Y,0.5714285714285714,C
2024,210,2,1,딸기,과일과채류,수확 및 출하관리,남부권역,1101,0,Y,0.5714285714285714,C
2020,30,3,2,딸기,과일과채류,재배관리,남부권역,601,1,Y,0.0571428571428571,B
2024,40,1,2,딸기,과일과채류,재배관리,남부권역,201,0,Y,0.0857142857142857,C
2023,40,1,2,딸기,과일과채류,재배관리,남부권역,211,0,Y,0.0857142857142857,C
2023,40,1,2,딸기,과일과채류,재배관리,남부권역,211,0,Y,0.0857142857142857,C
2022,40,1,2,딸기,과일과채류,재배관리,남부권역,221,0,Y,0.0857142857142857,C
2020,40,1,2,딸기,과일과채류,재배관리,남부권역,301,0,Y,0.0857142857142857,C
2025,180,2,2,딸기,과일과채류,재배관리,남부권역,301,0,Y,0.4857142857142856,C
2024,180,2,0,딸기,과일과채류,재배관리,남부권역,301,0,Y,0.4857142857142856,C
2023,150,2,0,딸기,과일과채류,재배관리,남부권역,401,0,Y,0.3999999999999999,C
2020,40,2,2,딸기,과일과채류,재배관리,남부권역,521,0,Y,0.0857142857142857,C
2024,90,2,2,딸기,과일과채류,재배관리,남부권역,601,0,Y,0.2285714285714285,C
2024,50,2,2,딸기,과일과채류,재배관리,남부권역,711,0,Y,0.1142857142857142,C
2024,20,2,2,딸기,과일과채류,재배관리,남부권역,721,0,Y,0.0285714285714285,C
2022,30,2,1,딸기,과일과채류,수확 및 출하관리,남부권역,901,0,Y,0.0571428571428571,C
2025,40,3,2,딸기,과일과채류,재배관리,남부권역,801,0,Y,0.0857142857142857,B
2025,70,1,2,방울토마토,과일과채류,재배관리,경기권역,201,0,Y,0.1714285714285714,C
2022,70,1,0,방울토마토,과일과채류,재배관리,경기권역,201,0,Y,0.1714285714285714,C
2020,70,1,2,방울토마토,과일과채류,재배관리,경기권역,201,0,Y,0.1714285714285714,C
2025,50,1,2,방울토마토,과일과채류,재배관리,경기권역,201,0,Y,0.1142857142857142,C
2020,70,1,0,방울토마토,과일과채류,재배관리,경기권역,211,0,Y,0.1714285714285714,C
2023,50,1,2,방울토마토,과일과채류,재배관리,경기권역,221,0,Y,0.1142857142857142,C
2024,70,1,2,방울토마토,과일과채류,재배관리,경기권역,311,0,Y,0.1714285714285714,C
2021,180,2,0,방울토마토,과일과채류,재배관리,경기권역,201,0,Y,0.4857142857142856,C
2024,140,2,2,방울토마토,과일과채류,재배관리,경기권역,311,0,Y,0.3714285714285714,C
2023,140,2,0,방울토마토,과일과채류,재배관리,경기권역,311,0,Y,0.3714285714285714,C
2023,70,2,0,방울토마토,과일과채류,재배관리,경기권역,311,0,Y,0.1714285714285714,C
2023,70,2,2,방울토마토,과일과채류,재배관리,경기권역,321,0,Y,0.1714285714285714,C
2020,70,2,2,방울토마토,과일과채류,재배관리,경기권역,321,0,Y,0.1714285714285714,C
2021,100,2,2,방울토마토,과일과채류,재배관리,경기권역,411,0,Y,0.2571428571428571,C
2022,70,2,2,방울토마토,과일과채류,재배관리,경기권역,421,0,Y,0.1714285714285714,C
2025,80,2,1,방울토마토,과일과채류,수확 및 출하관리,경기권역,511,0,Y,0.1999999999999999,C
2021,80,2,1,방울토마토,과일과채류,수확 및 출하관리,경기권역,511,0,Y,0.1999999999999999,C
2020,230,2,1,토마토,과일과채류,수확 및 출하관리,전남권역,101,1,Y,0.6285714285714286,C
2025,230,2,1,토마토,과일과채류,수확 및 출하관리,전남권역,101,1,Y,0.6285714285714286,C
2022,110,2,2,방울토마토,과일과채류,재배관리,충남권역,101,1,Y,0.2857142857142857,C
2023,80,2,2,방울토마토,과일과채류,재배관리,충남권역,211,1,Y,0.1999999999999999,C
2022,110,2,2,방울토마토,과일과채류,재배관리,충남권역,221,1,Y,0.2857142857142857,C
2022,80,2,2,방울토마토,과일과채류,재배관리,충남권역,221,1,Y,0.1999999999999999,C
2022,30,2,2,방울토마토,과일과채류,재배관리,충남권역,301,1,Y,0.0571428571428571,C
2024,90,2,1,방울토마토,과일과채류,수확 및 출하관리,충남권역,311,1,Y,0.2285714285714285,C
2020,90,2,1,방울토마토,과일과채류,수확 및 출하관리,충남권역,311,1,Y,0.2285714285714285,C
2020,90,2,1,방울토마토,과일과채류,수확 및 출하관리,충남권역,311,1,Y,0.2285714285714285,C
2021,90,2,1,방울토마토,과일과채류,수확 및 출하관리,충남권역,311,1,Y,0.2285714285714285,C
2023,20,2,2,방울토마토,과일과채류,재배관리,충남권역,421,1,Y,0.0285714285714285,C
2023,230,2,0,방울토마토,과일과채류,재배관리,충남권역,1021,0,Y,0.6285714285714286,C
2023,180,2,0,방울토마토,과일과채류,재배관리,충남권역,1211,0,Y,0.4857142857142856,C
2023,180,2,2,방울토마토,과일과채류,재배관리,충남권역,1211,0,Y,0.4857142857142856,C
2020,60,1,2,방울토마토,과일과채류,재배관리,충남권역,1021,0,Y,0.1428571428571428,C
2024,50,1,2,방울토마토,과일과채류,재배관리,충남권역,1021,0,Y,0.1142857142857142,C
2024,80,1,2,방울토마토,과일과채류,재배관리,충남권역,1101,0,Y,0.1999999999999999,C
2022,40,1,2,방울토마토,과일과채류,재배관리,충남권역,1211,0,Y,0.0857142857142857,C
2021,30,2,0,방울토마토,과일과채류,재배관리,충남권역,101,1,Y,0.0571428571428571,C
2021,110,2,2,방울토마토,과일과채류,재배관리,충남권역,101,1,Y,0.2857142857142857,C
2025,80,2,2,방울토마토,과일과채류,재배관리,충남권역,211,1,Y,0.1999999999999999,C
2023,80,2,2,방울토마토,과일과채류,재배관리,충남권역,221,1,Y,0.1999999999999999,C
2022,110,2,2,방울토마토,과일과채류,재배관리,충남권역,221,1,Y,0.2857142857142857,C
2023,30,2,2,방울토마토,과일과채류,재배관리,충남권역,301,1,Y,0.0571428571428571,C
2020,30,1,2,고구마,서류,재배관리,전국,221,0,Y,0.0571428571428571,C
2025,40,1,2,고구마,서류,재배관리,전국,221,0,Y,0.0857142857142857,C
2022,40,1,2,고구마,서류,재배관리,전국,301,0,Y,0.0857142857142857,C
2020,40,1,2,고구마,서류,재배관리,전국,301,0,Y,0.0857142857142857,C
2025,40,1,2,고구마,서류,재배관리,전국,301,0,Y,0.0857142857142857,C
2021,40,1,2,고구마,서류,재배관리,전국,301,0,Y,0.0857142857142857,C
2021,30,2,1,마늘,조미채소류,수확 및 출하관리,남도권역,521,1,Y,0.0571428571428571,C
2025,50,2,1,마늘,조미채소류,수확 및 출하관리,남도권역,621,1,Y,0.1142857142857142,C
2023,40,2,1,마늘,조미채소류,수확 및 출하관리,남도권역,701,1,Y,0.0857142857142857,C
2020,40,2,1,마늘,조미채소류,수확 및 출하관리,남도권역,701,1,Y,0.0857142857142857,C
2022,240,2,2,마늘,조미채소류,재배관리,남도권역,921,0,Y,0.6571428571428571,C
2025,270,2,0,마늘,조미채소류,재배관리,남도권역,921,0,Y,0.7428571428571429,C
2024,220,2,0,마늘,조미채소류,재배관리,남도권역,921,0,Y,0.6,C
2023,240,2,2,마늘,조미채소류,재배관리,남도권역,921,0,Y,0.6571428571428571,C
2022,30,2,2,마늘,조미채소류,재배관리,남도권역,1001,0,Y,0.0571428571428571,C
2020,30,2,2,마늘,조미채소류,재배관리,남도권역,1001,0,Y,0.0571428571428571,C
2020,40,1,2,마늘,조미채소류,재배관리,서산권역,901,0,Y,0.0857142857142857,C
2021,20,1,2,마늘,조미채소류,재배관리,서산권역,1001,0,Y,0.0285714285714285,C
2020,20,1,2,마늘,조미채소류,재배관리,서산권역,1001,0,Y,0.0285714285714285,C
2024,20,1,2,마늘,조미채소류,재배관리,서산권역,1011,0,Y,0.0285714285714285,C
2021,30,2,2,마늘,조미채소류,재배관리,서산권역,211,1,Y,0.0571428571428571,C
2023,30,2,2,방울토마토,과일과채류,재배관리,전북권역,501,1,Y,0.0571428571428571,C
2020,360,2,0,방울토마토,과일과채류,재배관리,전북권역,701,0,Y,1.0,C
2023,340,2,2,방울토마토,과일과채류,재배관리,전북권역,801,0,Y,0.9428571428571428,C
2023,340,2,0,방울토마토,과일과채류,재배관리,전북권역,801,0,Y,0.9428571428571428,C
2023,30,2,2,방울토마토,과일과채류,재배관리,전북권역,811,0,Y,0.0571428571428571,C
2024,30,2,0,방울토마토,과일과채류,재배관리,전북권역,811,0,Y,0.0571428571428571,C
2024,30,2,1,마늘,조미채소류,수확 및 출하관리,남도권역,521,1,Y,0.0571428571428571,C
2025,190,2,2,방울토마토,과일과채류,재배관리,전북권역,821,0,Y,0.5142857142857142,C
2022,30,2,0,방울토마토,과일과채류,재배관리,전남권역,1111,0,Y,0.0571428571428571,C
2023,100,2,2,방울토마토,과일과채류,재배관리,전남권역,1121,0,Y,0.2571428571428571,C
2023,60,1,2,방울토마토,과일과채류,재배관리,전남권역,901,0,Y,0.1428571428571428,C
2020,60,1,2,방울토마토,과일과채류,재배관리,전남권역,921,0,Y,0.1428571428571428,C
