기준년도,시군명,지역명,학교명,설립구분명,1학년전입학생수(명),1학년전출학생수(명),1학년전체학생수(명),2학년전입학생수(명),2학년전출학생수(명),2학년전체학생수(명),3학년전입학생수(명),3학년전출학생수(명),3학년전체학생수(명),4학년전입학생수(명),4학년전출학생수(명),4학년전체학생수(명),5학년전입학생수(명),5학년전출학생수(명),5학년전체학생수(명),6학년전입학생수(명),6학년전출학생수(명),6학년전체학생수(명),전입학생수합계(명),전출학생수합계(명),전체학생수합계(명)
2019,용인시,경기도 용인시 수지구,상현초등학교,공립,12,7,128,17,7,108,12,6,128,5,10,133,5,12,167,3,5,133,54,47,797
2019,용인시,경기도 용인시 처인구,서룡초등학교,공립,10,5,52,11,25,80,21,17,79,14,25,67,12,15,91,9,13,72,77,100,441
2019,용인시,경기도 용인시 수지구,서원초등학교,공립,13,7,142,21,7,108,10,4,142,21,6,147,16,4,152,12,8,145,93,36,836
2019,용인시,경기도 용인시 기흥구,서천초등학교,공립,4,3,105,7,7,84,4,6,80,7,10,92,7,10,95,1,4,81,30,40,537
2019,용인시,경기도 용인시 수지구,성복초등학교,공립,11,7,139,12,7,135,13,6,145,19,6,161,14,4,158,7,2,159,76,32,897
2019,용인시,경기도 용인시 처인구,함박초등학교,공립,0,0,192,202,0,173,156,0,130,137,0,123,137,0,122,94,0,82,726,0,822
2019,용인시,경기도 용인시 기흥구,중일초등학교,공립,18,13,255,17,21,203,28,18,186,15,10,155,16,12,165,6,8,159,100,82,1123
2019,용인시,경기도 용인시 수지구,새빛초등학교,공립,18,12,206,24,18,208,22,15,201,28,14,206,22,17,205,13,13,192,127,89,1218
2019,용인시,경기도 용인시 기흥구,서농초등학교,공립,4,27,278,9,29,295,8,21,223,10,21,238,5,7,164,7,11,133,43,116,1331
2019,용인시,경기도 용인시 처인구,고림초등학교,공립,6,8,164,5,16,180,9,13,171,10,14,173,5,10,172,3,19,162,38,80,1022
2019,용인시,경기도 용인시 기흥구,관곡초등학교,공립,1,6,36,3,8,39,0,6,25,4,7,37,1,2,32,1,0,33,10,29,202
2019,용인시,경기도 용인시 처인구,남곡초등학교남곡분교장,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,용인시,경기도 용인시 기흥구,구갈중학교,공립,3,4,204,5,4,184,7,4,198,,,,,,,,,,15,12,586
2019,용인시,경기도 용인시 기흥구,구성중학교,공립,8,8,352,11,16,376,5,9,350,,,,,,,,,,24,33,1078
2019,용인시,경기도 용인시 기흥구,나곡중학교,공립,3,14,179,6,12,184,2,7,211,,,,,,,,,,11,33,574
2019,용인시,경기도 용인시 처인구,남사중학교,사립,1,5,46,2,1,36,3,3,44,,,,,,,,,,6,9,126
2019,용인시,경기도 용인시 처인구,모현중학교,공립,2,9,133,3,2,174,3,3,154,,,,,,,,,,8,14,461
2019,용인시,경기도 용인시 수지구,문정중학교,사립,12,10,162,8,12,175,1,7,204,,,,,,,,,,21,29,541
2019,용인시,경기도 용인시 처인구,백암중학교,공립,2,3,32,2,24,65,1,7,59,,,,,,,,,,5,34,156
2019,용인시,경기도 용인시 기흥구,상갈중학교,공립,7,2,140,7,5,155,2,1,165,,,,,,,,,,16,8,460
2019,용인시,경기도 용인시 수지구,상현중학교,공립,18,11,199,10,11,250,11,6,182,,,,,,,,,,39,28,631
2019,용인시,경기도 용인시 수지구,서원중학교,공립,7,6,323,9,11,355,5,6,386,,,,,,,,,,21,23,1064
2019,용인시,경기도 용인시 수지구,성복중학교,공립,4,6,274,4,9,301,8,6,268,,,,,,,,,,16,21,843
2019,용인시,경기도 용인시 기흥구,소현중학교,공립,0,0,170,0,0,135,1,2,136,,,,,,,,,,1,2,441
2019,용인시,경기도 용인시 처인구,송전중학교,공립,3,7,45,2,7,42,3,0,38,,,,,,,,,,8,14,125
2019,용인시,경기도 용인시 수지구,수지중학교,공립,11,10,337,8,11,328,9,9,338,,,,,,,,,,28,30,1003
2019,용인시,경기도 용인시 기흥구,신갈중학교,공립,7,3,75,7,8,117,6,3,111,,,,,,,,,,20,14,303
2019,용인시,경기도 용인시 처인구,영문중학교,공립,5,5,306,2,5,308,2,4,328,,,,,,,,,,9,14,942
2019,용인시,경기도 용인시 처인구,용동중학교,사립,10,2,173,3,8,206,9,3,222,,,,,,,,,,22,13,601
2019,용인시,경기도 용인시 처인구,용인중학교,공립,19,10,238,15,17,254,16,6,237,,,,,,,,,,50,33,729
2019,용인시,경기도 용인시 처인구,원삼중학교,공립,6,13,56,1,8,27,1,5,27,,,,,,,,,,8,26,110
2019,용인시,경기도 용인시 수지구,이현중학교,공립,11,11,354,4,11,349,3,5,396,,,,,,,,,,18,27,1099
2019,용인시,경기도 용인시 수지구,정평중학교,공립,3,10,343,5,6,373,4,5,405,,,,,,,,,,12,21,1121
2019,용인시,경기도 용인시 수지구,죽전중학교,공립,3,13,233,8,5,218,3,8,219,,,,,,,,,,14,26,670
2019,용인시,경기도 용인시 처인구,태성중학교,사립,19,4,85,38,6,69,20,14,66,,,,,,,,,,77,24,220
2019,용인시,경기도 용인시 처인구,포곡중학교,공립,10,6,203,4,8,179,4,4,194,,,,,,,,,,18,18,576
2019,용인시,경기도 용인시 수지구,홍천중학교,공립,6,9,272,5,5,264,1,3,268,,,,,,,,,,12,17,804
2019,용인시,경기도 용인시 처인구,장평초등학교,공립,0,0,2,0,1,5,0,0,4,0,1,12,0,0,5,1,1,8,1,3,36
2019,용인시,경기도 용인시 수지구,정평초등학교,공립,8,4,127,16,18,157,18,25,182,14,13,162,19,6,187,11,5,165,86,71,980
2019,용인시,경기도 용인시 처인구,제일초등학교,공립,5,4,58,6,6,61,7,9,55,6,10,51,4,5,49,2,5,55,30,39,329
2019,용인시,경기도 용인시 처인구,좌항초등학교,공립,0,1,10,2,3,17,0,3,16,2,0,12,1,5,16,1,1,12,6,13,83
2019,용인시,경기도 용인시 기흥구,동백중학교,공립,6,13,392,5,2,360,3,6,391,,,,,,,,,,14,21,1143
2019,용인시,경기도 용인시 기흥구,용인백현중학교,공립,8,4,236,12,13,316,10,9,330,,,,,,,,,,30,26,882
2019,용인시,경기도 용인시 기흥구,초당중학교,공립,11,8,396,16,8,388,5,5,344,,,,,,,,,,32,21,1128
2019,용인시,경기도 용인시 수지구,홍천초등학교,공립,11,2,84,8,9,91,9,2,78,6,8,103,11,3,92,3,0,86,48,24,534
2019,용인시,경기도 용인시 기흥구,샘말초등학교,공립,6,14,215,13,10,167,10,3,144,10,7,127,7,7,200,3,4,95,49,45,948
2019,용인시,경기도 용인시 기흥구,용인한얼초등학교,공립,156,0,0,120,1,0,102,0,0,94,0,0,58,0,0,24,0,0,554,1,0
2019,용인시,경기도 용인시 처인구,고림중학교,공립,9,8,275,7,7,293,5,5,295,,,,,,,,,,21,20,863
2019,용인시,경기도 용인시 기흥구,보라중학교,공립,9,9,353,6,28,392,9,15,415,,,,,,,,,,24,52,1160
2019,용인시,경기도 용인시 기흥구,청덕중학교,공립,1,10,203,3,12,208,2,5,172,,,,,,,,,,6,27,583
2019,용인시,경기도 용인시 수지구,매봉초등학교,공립,2,3,53,17,11,57,11,4,46,15,11,54,8,4,50,9,2,41,62,35,301
2019,용인시,경기도 용인시 수지구,대청초등학교,공립,3,4,119,7,2,106,10,10,134,12,6,119,2,5,119,4,7,123,38,34,720
2019,용인시,경기도 용인시 기흥구,용인신릉초등학교,공립,4,12,87,4,8,91,2,12,86,4,14,79,5,5,92,6,4,83,25,55,518
2019,용인시,경기도 용인시 수지구,신일초등학교,공립,3,3,86,5,9,98,2,3,87,3,6,76,6,11,135,1,1,113,20,33,595
2019,용인시,경기도 용인시 기흥구,동백초등학교,공립,7,16,268,19,25,244,16,18,259,17,20,301,13,21,296,5,10,244,77,110,1612
2019,용인시,경기도 용인시 기흥구,용인백현초등학교,공립,17,11,221,23,21,211,22,22,210,19,15,224,23,17,260,8,11,193,112,97,1319
2019,용인시,경기도 용인시 기흥구,초당초등학교,공립,9,9,144,15,18,170,12,17,189,5,15,177,10,8,199,3,7,170,54,74,1049
2019,용인시,경기도 용인시 기흥구,동막초등학교,공립,9,7,145,9,12,174,7,10,159,6,17,202,8,9,222,4,9,175,43,64,1077
2019,용인시,경기도 용인시 기흥구,석성초등학교,공립,16,5,198,29,8,184,25,9,195,26,14,213,11,16,248,8,5,234,115,57,1272
2019,용인시,경기도 용인시 기흥구,용인한일초등학교,공립,1,7,129,7,13,96,6,12,104,4,6,90,5,13,107,2,6,98,25,57,624
2019,용인시,경기도 용인시 기흥구,나산초등학교,공립,11,11,192,17,20,208,13,18,189,8,22,234,15,15,204,9,14,240,73,100,1267
2019,용인시,경기도 용인시 기흥구,청덕초등학교,공립,6,19,226,9,18,210,5,21,212,6,15,202,4,33,245,3,13,231,33,119,1326
2019,용인시,경기도 용인시 기흥구,교동초등학교,공립,2,10,113,4,12,136,8,8,108,5,15,118,6,10,139,2,5,129,27,60,743
2019,용인시,경기도 용인시 기흥구,나곡초등학교,공립,1,4,141,8,8,158,9,7,136,9,8,188,13,7,179,4,7,149,44,41,951
2019,용인시,경기도 용인시 수지구,효자초등학교,공립,19,5,164,18,12,157,17,15,174,20,16,175,19,7,175,7,6,198,100,61,1043
2019,용인시,경기도 용인시 기흥구,지석초등학교,공립,8,4,76,2,3,70,8,5,67,5,3,67,2,8,60,3,0,54,28,23,394
2019,용인시,경기도 용인시 기흥구,지곡초등학교,공립,1,3,44,1,4,52,1,5,39,1,2,33,2,10,34,0,3,52,6,27,254
2019,용인시,경기도 용인시 기흥구,언남초등학교,공립,3,4,110,7,11,102,8,7,120,6,12,116,4,10,133,1,4,118,29,48,699
2019,용인시,경기도 용인시 처인구,용인이동초등학교,공립,3,6,101,3,14,93,3,16,102,4,15,99,3,22,97,3,17,91,19,90,583
2019,용인시,경기도 용인시 수지구,현암초등학교,공립,4,12,119,9,10,161,13,10,110,9,14,145,10,8,144,6,6,119,51,60,798
2019,용인시,경기도 용인시 기흥구,독정초등학교,공립,12,6,181,13,8,219,13,9,196,13,15,200,8,13,225,4,8,167,63,59,1188
2019,용인시,경기도 용인시 수지구,용인대덕초등학교,공립,5,3,86,8,6,96,9,6,83,8,8,95,7,3,114,3,3,113,40,29,587
2019,용인시,경기도 용인시 수지구,신리초등학교,공립,7,2,98,2,4,107,11,10,91,6,9,111,7,8,143,1,4,120,34,37,670
2019,용인시,경기도 용인시 기흥구,갈곡초등학교,공립,6,8,120,5,21,154,7,26,122,10,14,162,9,11,177,3,6,147,40,86,882
2019,용인시,경기도 용인시 기흥구,성지초등학교,공립,0,0,18,0,3,22,0,6,17,0,2,23,1,1,20,3,0,23,4,12,123
2019,용인시,경기도 용인시 수지구,죽전초등학교,공립,0,7,77,3,2,67,1,7,90,1,4,78,1,8,86,0,3,75,6,31,473
2019,용인시,경기도 용인시 기흥구,청곡초등학교,공립,3,13,117,5,5,105,4,5,90,6,11,102,2,4,94,0,4,101,20,42,609
2019,용인시,경기도 용인시 수지구,토월초등학교,공립,6,5,113,10,14,124,7,10,123,9,17,142,9,11,166,12,7,156,53,64,824
2019,용인시,경기도 용인시 처인구,포곡초등학교,공립,2,0,164,5,7,117,5,5,110,11,12,101,10,9,113,5,3,143,38,36,748
2019,용인시,경기도 용인시 수지구,풍덕초등학교,공립,7,10,161,19,20,186,10,18,187,17,13,207,15,14,176,8,15,174,76,90,1091
2019,용인시,경기도 용인시 수지구,풍천초등학교,공립,21,5,198,20,12,221,18,13,195,9,12,225,14,4,218,2,9,201,84,55,1258
2019,용인시,경기도 용인시 처인구,한터초등학교,공립,0,4,40,0,3,56,3,2,47,2,6,46,0,6,55,0,1,47,5,22,291
2019,용인시,경기도 용인시 처인구,용천중학교,공립,4,10,117,5,12,166,0,0,134,,,,,,,,,,9,22,417
2019,용인시,경기도 용인시 처인구,삼가초등학교,공립,5,10,135,5,32,126,4,21,110,7,21,143,4,10,113,5,13,128,30,107,755
2019,용인시,경기도 용인시 처인구,용인성산초등학교,공립,1,7,108,4,7,106,1,10,98,5,9,119,6,15,130,4,11,122,21,59,683
2019,용인시,경기도 용인시 수지구,용인신촌초등학교,공립,12,10,205,8,4,163,6,14,181,8,8,195,7,15,181,4,6,185,45,57,1110
2019,용인시,경기도 용인시 처인구,운학초등학교,공립,1,1,16,0,3,23,1,2,18,1,3,19,1,6,14,0,0,12,4,15,102
2019,용인시,경기도 용인시 처인구,원삼초등학교,공립,1,1,9,2,3,21,0,0,13,1,3,14,3,2,14,2,0,14,9,9,85
2019,용인시,경기도 용인시 기흥구,이현초등학교,공립,4,9,134,8,4,127,11,6,106,8,7,152,8,7,131,2,5,118,41,38,768
2019,용인시,경기도 용인시 수지구,솔개초등학교,공립,12,3,129,14,15,142,14,7,133,7,7,167,12,4,157,6,6,149,65,42,877
2019,용인시,경기도 용인시 처인구,송전초등학교,공립,6,11,75,6,9,53,4,12,63,1,10,58,3,11,60,2,9,62,22,62,371
2019,용인시,경기도 용인시 수지구,용인신봉초등학교,공립,9,6,184,18,10,167,16,9,155,19,5,150,11,12,155,9,4,134,82,46,945
2019,용인시,경기도 용인시 처인구,두창초등학교,공립,0,0,15,3,0,17,2,2,14,2,2,23,0,1,23,0,2,23,7,7,115
2019,용인시,경기도 용인시 처인구,헌산중학교,사립,11,4,19,10,1,27,5,2,36,,,,,,,,,,26,7,82
2019,용인시,경기도 용인시 수지구,현암중학교,공립,9,11,180,2,5,189,2,5,214,,,,,,,,,,13,21,583
2019,용인시,경기도 용인시 기흥구,용인신릉중학교,공립,4,4,200,3,7,228,4,6,174,,,,,,,,,,11,17,602
2019,용인시,경기도 용인시 기흥구,용인신촌중학교,공립,7,12,338,11,14,338,8,12,328,,,,,,,,,,26,38,1004
2019,용인시,경기도 용인시 수지구,용인대덕중학교,공립,0,4,206,7,6,236,1,3,229,,,,,,,,,,8,13,671
2019,용인시,경기도 용인시 수지구,손곡중학교,공립,4,5,204,4,5,179,3,4,203,,,,,,,,,,11,14,586
2019,용인시,경기도 용인시 기흥구,성지중학교,공립,16,5,181,14,8,201,3,5,224,,,,,,,,,,33,18,606
2019,용인시,경기도 용인시 기흥구,언동중학교,공립,10,10,153,4,4,152,6,2,143,,,,,,,,,,20,16,448
2019,용인시,경기도 용인시 처인구,용신중학교,공립,18,17,306,6,12,312,1,7,309,,,,,,,,,,25,36,927
2019,용인시,경기도 용인시 수지구,수지초등학교,공립,9,0,170,27,0,132,39,0,104,28,0,97,9,0,77,2,0,91,114,0,671
2019,용인시,경기도 용인시 기흥구,신갈초등학교,공립,15,8,83,7,5,63,4,11,73,9,9,64,11,8,72,3,5,65,49,46,420
2019,용인시,경기도 용인시 수지구,신월초등학교,공립,3,6,106,5,12,85,6,20,92,5,13,112,7,9,127,5,2,96,31,62,618
2019,용인시,경기도 용인시 처인구,양지초등학교,공립,8,12,117,6,10,95,9,8,104,4,4,76,13,7,109,4,4,104,44,45,605
2019,용인시,경기도 용인시 기흥구,어정초등학교,공립,12,5,120,11,11,125,21,14,126,15,14,142,20,7,130,8,11,123,87,62,766
2019,용인시,경기도 용인시 기흥구,언동초등학교,공립,1,6,144,6,6,142,8,17,138,9,4,152,4,6,143,4,8,137,32,47,856
2019,용인시,경기도 용인시 처인구,역북초등학교,공립,8,14,150,29,42,159,20,36,181,19,35,176,19,28,183,15,16,161,110,171,1010
2019,용인시,경기도 용인시 처인구,왕산초등학교,공립,4,6,100,2,3,98,2,11,113,1,11,105,5,9,121,6,6,99,20,46,636
2019,용인시,경기도 용인시 처인구,용마초등학교,공립,12,9,121,14,14,104,18,6,113,15,14,139,19,16,152,7,10,112,85,69,741
2019,용인시,경기도 용인시 처인구,용인둔전초등학교,공립,2,8,133,7,21,116,1,15,143,1,14,143,9,19,189,2,13,151,22,90,875
2019,용인시,경기도 용인시 처인구,용인초등학교,공립,4,13,147,9,18,116,7,9,124,5,15,117,8,15,114,6,2,104,39,72,722
2019,용인시,경기도 용인시 처인구,용천초등학교,공립,4,7,51,5,2,40,6,6,44,1,5,50,6,3,40,0,0,39,22,23,264
2019,용인시,경기도 용인시 수지구,성서초등학교,공립,21,2,140,23,5,140,20,13,129,17,6,117,19,7,130,15,7,97,115,40,753
2019,의왕시,경기도 의왕시,갈뫼중학교,공립,13,7,222,5,9,267,0,8,266,,,,,,,,,,18,24,755
2019,의왕시,경기도 의왕시,갈뫼중학교,공립,13,7,222,5,9,267,0,8,266,,,,,,,,,,18,24,755
2019,의왕시,경기도 의왕시,내동초등학교,공립,8,8,144,2,18,138,5,13,115,3,18,106,1,16,74,0,10,82,19,83,659
2019,의왕시,경기도 의왕시,백운중학교,공립,0,4,112,2,3,100,0,2,91,,,,,,,,,,2,9,303
2019,의왕시,경기도 의왕시,의왕부곡중학교,공립,9,6,175,10,5,200,3,1,202,,,,,,,,,,22,12,577
2019,의왕시,경기도 의왕시,우성고등학교,사립,2,4,260,2,3,323,0,0,362,,,,,,,,,,4,7,945
2019,의왕시,경기도 의왕시,모락중학교,공립,1,4,231,2,5,256,4,3,240,,,,,,,,,,7,12,727
2019,의왕시,경기도 의왕시,의왕고등학교,공립,5,1,183,7,2,225,1,0,232,,,,,,,,,,13,3,640
2019,의왕시,경기도 의왕시,경기외국어고등학교,사립,0,4,210,6,3,209,0,0,207,,,,,,,,,,6,7,626
2019,의왕시,경기도 의왕시,의왕초등학교,공립,1,7,160,9,12,164,3,15,197,5,12,173,9,14,191,10,15,189,37,75,1074
2019,의왕시,경기도 의왕시,갈뫼초등학교,공립,2,2,70,5,7,106,5,3,88,4,6,112,5,7,108,8,5,100,29,30,584
2019,의왕시,경기도 의왕시,고천초등학교,공립,3,3,68,4,1,58,3,3,50,5,7,77,1,1,68,0,0,70,16,15,391
2019,의왕시,경기도 의왕시,내손초등학교,공립,5,5,61,3,3,48,0,5,63,3,2,53,2,2,52,1,5,55,14,22,332
2019,의왕시,경기도 의왕시,덕장초등학교,공립,4,1,83,6,1,95,3,8,92,3,8,91,8,6,92,2,2,101,26,26,554
2019,의왕시,경기도 의왕시,백운초등학교,공립,5,3,134,2,12,144,7,15,126,7,13,126,5,9,137,2,20,127,28,72,794
2019,의왕시,경기도 의왕시,오전초등학교,공립,2,3,47,6,5,74,3,6,64,6,5,70,1,9,79,1,4,61,19,32,395
2019,의왕시,경기도 의왕시,왕곡초등학교,공립,0,6,69,1,1,71,2,1,66,0,4,71,3,2,64,1,0,56,7,14,397
2019,의왕시,경기도 의왕시,의왕덕성초등학교,공립,19,7,104,8,7,92,12,7,114,10,4,109,8,5,104,1,2,97,58,32,620
2019,의왕시,경기도 의왕시,의왕부곡초등학교,공립,2,6,99,1,4,75,3,8,108,7,5,104,10,5,124,3,1,97,26,29,607
2019,의왕시,경기도 의왕시,고천중학교,공립,1,4,125,6,1,117,2,0,95,,,,,,,,,,9,5,337
2019,의왕시,경기도 의왕시,백운호수초등학교,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,의왕시,경기도 의왕시,의왕고등학교,공립,5,1,183,7,2,225,1,0,232,,,,,,,,,,13,3,640
2019,의왕시,경기도 의왕시,백운고등학교,공립,6,9,265,2,2,306,0,3,365,,,,,,,,,,8,14,936
2019,의왕시,경기도 의왕시,모락고등학교,공립,3,2,192,4,3,236,0,1,254,,,,,,,,,,7,6,682
2019,의왕시,경기도 의왕시,고천중학교,공립,1,4,125,6,1,117,2,0,95,,,,,,,,,,9,5,337
2019,의왕시,경기도 의왕시,우성고등학교,사립,2,4,260,2,3,323,0,0,362,,,,,,,,,,4,7,945
2019,의왕시,경기도 의왕시,모락중학교,공립,1,4,231,2,5,256,4,3,240,,,,,,,,,,7,12,727
2019,의왕시,경기도 의왕시,덕장중학교,공립,2,5,95,2,3,125,2,3,114,,,,,,,,,,6,11,334
2019,의왕시,경기도 의왕시,덕장중학교,공립,2,5,95,2,3,125,2,3,114,,,,,,,,,,6,11,334
2019,의왕시,경기도 의왕시,모락초등학교,공립,2,3,80,1,7,77,5,2,73,5,2,87,1,2,79,2,1,75,16,17,471
2019,의왕시,경기도 의왕시,모락고등학교,공립,3,2,192,4,3,236,0,1,254,,,,,,,,,,7,6,682
2019,의왕시,경기도 의왕시,백운고등학교,공립,6,9,265,2,2,306,0,3,365,,,,,,,,,,8,14,936
2019,의왕시,경기도 의왕시,백운호수초등학교,공립,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,의왕시,경기도 의왕시,의왕중학교,공립,4,3,68,2,3,99,1,1,128,,,,,,,,,,7,7,295
2019,의왕시,경기도 의왕시,의왕부곡초등학교,공립,2,6,99,1,4,75,3,8,108,7,5,104,10,5,124,3,1,97,26,29,607
2019,의왕시,경기도 의왕시,의왕초등학교,공립,1,7,160,9,12,164,3,15,197,5,12,173,9,14,191,10,15,189,37,75,1074
2019,의왕시,경기도 의왕시,모락초등학교,공립,2,3,80,1,7,77,5,2,73,5,2,87,1,2,79,2,1,75,16,17,471
2019,의왕시,경기도 의왕시,내손초등학교,공립,5,5,61,3,3,48,0,5,63,3,2,53,2,2,52,1,5,55,14,22,332
2019,의왕시,경기도 의왕시,덕장초등학교,공립,4,1,83,6,1,95,3,8,92,3,8,91,8,6,92,2,2,101,26,26,554
2019,의왕시,경기도 의왕시,백운초등학교,공립,5,3,134,2,12,144,7,15,126,7,13,126,5,9,137,2,20,127,28,72,794
2019,의왕시,경기도 의왕시,오전초등학교,공립,2,3,47,6,5,74,3,6,64,6,5,70,1,9,79,1,4,61,19,32,395
2019,의왕시,경기도 의왕시,왕곡초등학교,공립,0,6,69,1,1,71,2,1,66,0,4,71,3,2,64,1,0,56,7,14,397
2019,의왕시,경기도 의왕시,갈뫼초등학교,공립,2,2,70,5,7,106,5,3,88,4,6,112,5,7,108,8,5,100,29,30,584
2019,의왕시,경기도 의왕시,고천초등학교,공립,3,3,68,4,1,58,3,3,50,5,7,77,1,1,68,0,0,70,16,15,391
2019,의왕시,경기도 의왕시,의왕덕성초등학교,공립,19,7,104,8,7,92,12,7,114,10,4,109,8,5,104,1,2,97,58,32,620
2019,의왕시,경기도 의왕시,경기외국어고등학교,사립,0,4,210,6,3,209,0,0,207,,,,,,,,,,6,7,626
2019,의왕시,경기도 의왕시,내동초등학교,공립,8,8,144,2,18,138,5,13,115,3,18,106,1,16,74,0,10,82,19,83,659
2019,의왕시,경기도 의왕시,백운중학교,공립,0,4,112,2,3,100,0,2,91,,,,,,,,,,2,9,303
2019,의왕시,경기도 의왕시,의왕부곡중학교,공립,9,6,175,10,5,200,3,1,202,,,,,,,,,,22,12,577
2019,의왕시,경기도 의왕시,의왕중학교,공립,4,3,68,2,3,99,1,1,128,,,,,,,,,,7,7,295
2019,의왕시,경기도 의왕시,포일초등학교,공립,2,6,118,0,6,109,2,8,100,0,9,69,2,11,74,2,5,49,8,45,519
2019,의왕시,경기도 의왕시,포일초등학교,공립,2,6,118,0,6,109,2,8,100,0,9,69,2,11,74,2,5,49,8,45,519
2019,의정부시,경기도 의정부시,호암초등학교,공립,8,4,119,14,8,131,13,8,127,12,7,102,10,5,126,6,3,128,63,35,733
2019,의정부시,경기도 의정부시,회룡초등학교,공립,0,5,126,4,5,120,5,7,112,5,3,118,5,11,133,1,3,118,20,34,727
2019,의정부시,경기도 의정부시,가능초등학교,공립,14,17,187,9,26,200,19,9,163,13,18,183,8,7,199,10,12,177,73,89,1109
2019,의정부시,경기도 의정부시,경의초등학교,공립,0,0,38,0,4,33,0,5,40,3,1,50,5,0,50,0,0,48,8,10,259
2019,의정부시,경기도 의정부시,고산초등학교,공립,0,1,13,1,1,10,0,2,16,0,2,18,0,0,11,0,0,13,1,6,81
2019,의정부시,경기도 의정부시,금오초등학교,공립,3,11,70,8,4,63,1,6,56,4,5,49,3,4,65,1,3,70,20,33,373
2019,의정부시,경기도 의정부시,금오중학교,공립,1,3,153,2,6,168,2,0,214,,,,,,,,,,5,9,535
2019,의정부시,경기도 의정부시,민락중학교,공립,5,3,156,2,4,192,1,6,221,,,,,,,,,,8,13,569
2019,의정부시,경기도 의정부시,발곡중학교,공립,12,23,292,16,13,318,7,4,318,,,,,,,,,,35,40,928
2019,의정부시,경기도 의정부시,동국대학교사범대학부속영석고등학교,사립,8,5,264,1,5,287,0,4,290,,,,,,,,,,9,14,841
2019,의정부시,경기도 의정부시,송양고등학교,공립,18,10,318,11,5,356,4,1,361,,,,,,,,,,33,16,1035
2019,의정부시,경기도 의정부시,상우고등학교,사립,12,13,267,11,10,302,2,0,298,,,,,,,,,,25,23,867
2019,의정부시,경기도 의정부시,경기북과학고등학교,공립,0,1,104,0,0,101,0,0,71,,,,,,,,,,0,1,276
2019,의정부시,경기도 의정부시,발곡고등학교,공립,15,3,263,8,2,271,0,2,348,,,,,,,,,,23,7,882
2019,의정부시,경기도 의정부시,호원중학교부설방송통신중학교,공립,0,0,75,0,0,72,0,1,75,,,,,,,,,,0,1,222
2019,의정부시,경기도 의정부시,경민고등학교,사립,9,7,250,6,6,274,1,0,305,,,,,,,,,,16,13,829
2019,의정부시,경기도 의정부시,경민비즈니스고등학교,사립,5,6,213,0,1,234,0,0,243,,,,,,,,,,5,7,690
2019,의정부시,경기도 의정부시,경민IT고등학교,사립,5,8,216,3,0,209,0,0,231,,,,,,,,,,8,8,656
2019,의정부시,경기도 의정부시,호원고등학교,공립,9,6,295,4,4,319,1,0,341,,,,,,,,,,14,10,955
2019,의정부시,경기도 의정부시,호원고등학교부설방송통신고등학교,공립,1,6,149,1,0,150,1,3,118,,,,,,,,,,3,9,417
2019,의정부시,경기도 의정부시,의정부고등학교,공립,4,5,332,0,2,362,1,0,452,,,,,,,,,,5,7,1146
2019,의정부시,경기도 의정부시,의정부공업고등학교,공립,24,16,411,2,5,469,1,0,491,,,,,,,,,,27,21,1371
2019,의정부시,경기도 의정부시,의정부여자고등학교,공립,10,7,257,2,5,261,1,3,410,,,,,,,,,,13,15,928
2019,의정부시,경기도 의정부시,녹양중학교,공립,6,7,130,3,5,110,6,4,157,,,,,,,,,,15,16,397
2019,의정부시,경기도 의정부시,솔뫼중학교,공립,5,2,83,11,7,138,2,0,147,,,,,,,,,,18,9,368
2019,의정부시,경기도 의정부시,녹양초등학교,공립,1,6,103,3,9,108,5,9,107,2,10,118,3,10,145,1,5,107,15,49,688
2019,의정부시,경기도 의정부시,동오초등학교,공립,3,12,112,8,9,137,4,9,118,5,5,120,8,9,152,2,2,113,30,46,752
2019,의정부시,경기도 의정부시,민락초등학교,공립,6,4,132,8,9,146,10,13,140,5,15,162,8,5,161,2,7,150,39,53,891
2019,의정부시,경기도 의정부시,발곡초등학교,공립,2,5,112,3,7,119,3,7,142,2,8,116,3,6,138,0,5,129,13,38,756
2019,의정부시,경기도 의정부시,새말초등학교,공립,6,8,85,8,9,117,2,3,91,6,7,101,2,7,106,5,5,117,29,39,617
2019,의정부시,경기도 의정부시,솔뫼초등학교,공립,2,1,76,2,7,99,3,3,90,4,2,94,3,3,105,1,3,94,15,19,558
2019,의정부시,경기도 의정부시,송양초등학교,공립,10,4,148,25,11,161,20,10,126,12,10,134,10,11,147,18,3,114,95,49,830
2019,의정부시,경기도 의정부시,신동초등학교,공립,0,3,98,4,8,111,5,4,97,2,8,87,3,8,104,2,6,107,16,37,604
2019,의정부시,경기도 의정부시,어룡초등학교,공립,2,4,59,1,6,50,4,13,60,5,7,58,4,18,59,3,3,61,19,51,347
2019,의정부시,경기도 의정부시,오동초등학교,공립,3,3,127,8,11,125,10,10,141,8,17,155,7,10,156,5,4,118,41,55,822
2019,의정부시,경기도 의정부시,의순초등학교,공립,5,5,127,9,19,146,7,9,130,6,8,148,8,14,150,8,10,174,43,65,875
