회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기,성별
1064,10129500,9660000,,가공식품,본  점,3,2.333333333,0.0,32,1
1065,51208130,14520000,2200000.0,농산물,잠실점,13,3.230769231,0.119047619,22,1
1067,70213230,12150000,,육류,부산본점,21,1.571428571,0.212121212,16,0
1068,858800,512600,,일용잡화,강남점,2,5.5,0.0,4,1
1069,393900,111250,,가공식품,분당점,1,10.0,0.0,0,0
1071,3645340,348000,,농산물,분당점,7,6.857142857,0.541666667,43,0
1073,1229270,901600,,육류,잠실점,1,2.0,0.0,0,1
1074,35665130,11988000,,기타,잠실점,12,2.666666667,0.34375,28,0
1076,64569650,10800000,,기타,잠실점,13,2.615384615,0.323529412,27,0
1077,210957850,39780000,,기타,본  점,8,6.0,0.479166667,37,0
1078,305608890,37490000,,농산물,분당점,107,5.542056075,0.295109612,3,0
1079,150231000,19074000,,건강식품,본  점,13,1.230769231,0.375,23,1
1081,725600,520000,,젓갈/반찬,본  점,1,6.0,1.0,0,0
1082,70273600,31800000,,셔츠,강남점,11,1.909090909,0.666666667,29,1
1083,183318120,30696000,11842500.0,기타,본  점,27,3.148148148,0.317647059,12,0
1084,308719800,23166000,,골프,대전점,28,2.607142857,0.273972603,12,1
1087,46798950,14740000,,화장품,부산본점,25,1.68,0.333333333,14,1
1089,2124000,2124000,,건강식품,부산본점,1,1.0,1.0,0,1
1093,35818800,7500000,,화장품,부산본점,10,2.0,0.15,35,0
1094,36602000,17290000,,가공식품,본  점,2,3.0,0.0,33,0
1095,39595630,21620000,18000.0,농산물,분당점,54,6.259259259,0.313609467,6,0
1096,54025980,7756000,,기타,강남점,22,10.77272727,0.417721519,15,0
1098,700000,700000,,시티웨어,영등포점,1,1.0,0.0,0,0
1099,82936100,19094400,,가공식품,본  점,14,2.428571429,0.176470588,23,0
1100,60000,55000,,차/커피,일산점,1,2.0,0.0,0,0
1103,95875070,28875000,27236000.0,기타,광주점,32,3.65625,0.735042735,10,0
1104,108067650,36850000,6780000.0,기타,청량리점,31,2.387096774,0.297297297,10,0
1105,29271000,7992000,,기타,본  점,7,2.0,0.142857143,47,0
1106,148373320,91540000,,농산물,분당점,20,5.3,0.113207547,16,0
1107,14770000,11150000,,기타,잠실점,3,1.666666667,0.4,42,1
1108,79467850,10035000,,가공식품,잠실점,31,3.483870968,0.537037037,11,0
1109,700103410,41608000,12660000.0,가공식품,본  점,145,1.855172414,0.249070632,2,0
1110,64850,58300,,기타,청량리점,1,3.0,0.0,0,1
1111,144923030,37800000,,농산물,미아점,24,3.541666667,0.458823529,13,0
1112,86096000,22484000,10780000.0,농산물,분당점,14,2.928571429,0.12195122,17,0
1113,7535000,6000000,,화장품,본  점,2,2.0,0.0,7,1
1114,12460000,12460000,,화장품,본  점,1,1.0,1.0,0,1
1115,10193250,5400000,,화장품,본  점,3,2.666666667,0.25,66,0
1116,1000000,1000000,,구두,노원점,1,1.0,1.0,0,0
1117,316467530,39960000,36922000.0,기타,본  점,69,2.768115942,0.209424084,5,0
1118,260506010,32949000,32201900.0,농산물,분당점,49,3.673469388,0.277777778,6,0
1122,1820000,5565000,5565000.0,트래디셔널,본  점,2,2.0,0.25,0,0
1123,8088000,8000000,,골프,동래점,1,2.0,0.0,0,1
1124,57580290,14910000,,축산가공,일산점,9,3.555555556,0.34375,32,1
1127,70171000,22113000,2880000.0,화장품,부산본점,5,2.2,0.090909091,16,0
1128,5547500,3150000,,캐주얼,강남점,2,2.5,0.6,25,0
1129,425940960,73600000,25217000.0,가공식품,본  점,75,3.933333333,0.284745763,4,0
1130,56320430,22250000,,농산물,분당점,17,5.647058824,0.635416667,19,1
1136,85405340,17050000,750000.0,가공식품,노원점,34,1.823529412,0.241935484,10,0
1137,1209600,1209600,,피혁잡화,잠실점,1,1.0,1.0,0,0
1138,4690000,3465000,,화장품,부산본점,1,2.0,0.0,0,0
1139,38888700,15525000,,기타,부평점,6,2.5,0.466666667,36,1
1140,381316070,57270000,109064000.0,기타,광주점,62,4.258064516,0.21969697,5,0
1143,3450000,3450000,,남성 캐주얼,안양점,1,1.0,0.0,0,1
1144,274000120,96000000,33330000.0,농산물,분당점,26,4.461538462,0.24137931,13,0
1145,39191000,22344000,782000.0,스포츠,부산본점,8,1.5,0.166666667,33,0
1147,664800,420000,,가공식품,잠실점,4,2.5,0.0,86,1
1149,2156960,841680,,농산물,본  점,1,4.0,1.0,0,0
1150,95889900,18700000,17407000.0,시티웨어,영등포점,22,2.272727273,0.24,15,1
1152,3222640,2000000,1980000.0,구두,본  점,3,2.333333333,0.142857143,107,0
1153,37151900,11281500,,트래디셔널,잠실점,8,1.125,0.0,27,1
1154,22637150,4440000,1044000.0,화장품,잠실점,8,3.75,0.333333333,25,0
1155,43708200,17952000,,가공식품,본  점,8,3.75,0.066666667,28,0
1156,5290000,5290000,,섬유잡화,분당점,1,1.0,1.0,0,1
1157,167225570,38640000,17916000.0,농산물,노원점,52,4.961538462,0.197674419,6,0
1158,205236790,43680000,11466000.0,디자이너,본  점,20,2.15,0.023255814,17,1
1160,56231810,9800000,14748000.0,명품,본  점,61,2.196721311,0.171641791,5,0
1161,182391920,18000000,2616000.0,농산물,본  점,73,3.726027397,0.323529412,4,0
1162,1110000,1020000,,일용잡화,부산본점,2,1.5,0.333333333,32,0
1165,12430000,10560000,,피혁잡화,동래점,2,1.0,0.5,54,1
1166,68606850,7680000,2115000.0,기타,본  점,32,2.75,0.204545455,10,0
1167,236121600,33593800,3219000.0,기타,광주점,39,3.102564103,0.214876033,8,0
1168,1157491780,264625000,154060000.0,명품,광주점,86,2.465116279,0.278301887,4,0
1170,437835200,27500000,40614400.0,기타,청량리점,66,2.560606061,0.301775148,5,0
1172,205346450,24290000,6812000.0,농산물,동래점,35,6.085714286,0.314553991,9,0
1173,2898000,2898000,,주방가전,잠실점,1,1.0,0.0,0,1
1174,758900,240000,,가공식품,본  점,3,4.666666667,1.0,32,0
1175,40943000,11990000,5544000.0,남성 캐주얼,영등포점,11,2.636363636,0.24137931,25,1
1176,41399800,103500000,92000000.0,디자이너,부산본점,8,1.75,0.0,22,0
1177,28377300,5964000,,기타,일산점,7,4.142857143,0.620689655,34,0
1179,20228700,6000000,,캐주얼,잠실점,9,2.555555556,0.086956522,33,0
1182,5751500,2672600,,일용잡화,본  점,12,1.333333333,0.625,26,1
1183,112905000,16656000,5480000.0,기타,광주점,26,2.730769231,0.14084507,12,1
1184,138432480,10992000,29770600.0,명품,잠실점,60,2.033333333,0.229508197,5,0
1185,6975000,6975000,,시티웨어,부산본점,1,1.0,1.0,0,1
1186,133717240,47300000,960000.0,축산가공,강남점,46,4.0,0.190217391,7,1
1188,29851940,10500000,,수산품,본  점,21,2.142857143,0.2,14,0
1189,23977110,18312000,,가공식품,일산점,93,1.741935484,0.320987654,3,0
1191,38031910,3384000,,수산품,본  점,69,3.173913043,0.849315068,5,0
1192,1785000,1785000,,스포츠,본  점,1,1.0,0.0,0,1
1193,61048200,7656000,6759200.0,기타,영등포점,17,2.176470588,0.324324324,20,0
1194,53957330,14560000,,수산품,강남점,8,12.875,0.0,42,0
1195,16990600,5520000,3100000.0,기타,분당점,12,2.083333333,0.36,15,1
1196,40018600,18354000,,모피/피혁,노원점,3,2.666666667,0.875,98,0
1197,9934500,2875000,,란제리/내의,잠실점,6,1.166666667,0.142857143,25,1
1198,9936000,9936000,,주방용품,잠실점,1,1.0,1.0,0,0
1199,98356550,15019000,30490000.0,명품,영등포점,18,1.777777778,0.0625,18,0
1200,101293490,18700000,2712500.0,농산물,부산본점,83,4.240963855,0.25,4,1
1201,750000,750000,,셔츠,본  점,1,1.0,0.0,0,0
1202,461300,194400,,축산가공,본  점,1,4.0,1.0,0,1
1204,42331620,17500000,,수산품,잠실점,10,2.6,0.192307692,30,0
1205,73035200,14304000,,디자이너,잠실점,8,2.625,0.428571429,35,0
1206,33529200,7436000,4810000.0,디자이너,일산점,7,2.285714286,0.0625,27,1
1208,5985680,3920000,,아동,광주점,3,1.666666667,0.6,47,1
1209,0,4200000,7350000.0,생활잡화,본  점,2,2.0,1.0,0,0
1210,169595160,18270000,8152000.0,가공식품,본  점,51,2.196078431,0.3125,7,0
1211,118663000,25691000,,디자이너,일산점,8,2.0,0.3125,39,0
1212,67747050,7992000,2084000.0,아동,부산본점,17,1.705882353,0.482758621,18,0
1213,10580000,10580000,,디자이너,대전점,1,1.0,0.0,0,0
1214,5431500,3401640,,농산물,본  점,2,1.0,0.5,129,1
1215,193636720,33408000,,기타,광주점,40,2.025,0.839506173,8,1
1216,11475000,11016000,,시티웨어,부평점,1,2.0,0.0,0,1
1218,76707020,21420000,4680000.0,가공식품,본  점,15,2.6,0.128205128,22,0
1219,13073000,13055000,,가공식품,노원점,2,3.0,0.166666667,4,1
1220,139742380,7980000,5456000.0,기타,잠실점,111,3.333333333,0.278378378,3,0
1221,1040000,988000,,섬유잡화,본  점,1,2.0,0.0,0,1
1222,97767200,15500000,9568000.0,명품,부산본점,14,1.642857143,0.260869565,24,0
1223,60563170,20205000,,기타,영등포점,20,2.35,0.255319149,17,0
1224,10750000,10750000,,화장품,잠실점,1,1.0,0.0,0,0
1225,53707880,19690000,120000.0,기타,본  점,15,2.733333333,0.048780488,21,0
1226,480000,460000,,섬유잡화,잠실점,1,2.0,0.0,0,1
1227,119579800,58600000,,명품,본  점,5,1.6,0.0,23,1
1228,67480850,23298000,,농산물,분당점,26,2.230769231,0.25862069,12,0
1230,1400000,1330000,,섬유잡화,일산점,1,2.0,1.0,0,0
1231,199823650,35581000,1263300.0,기타,동래점,34,2.323529412,0.227848101,10,1
1233,179200,179200,,일용잡화,잠실점,1,1.0,0.0,0,0
1234,5496500,2072000,,모피/피혁,본  점,2,2.5,0.6,46,1
1237,23317150,3996000,2019600.0,가공식품,본  점,14,3.642857143,0.31372549,20,0
1240,72799930,14700000,,농산물,인천점,34,5.941176471,0.183168317,10,1
1241,14700000,14700000,,가공식품,본  점,1,1.0,0.0,0,1
1243,538200,478400,,캐주얼,영등포점,1,2.0,0.0,0,1
1247,193220750,48070000,10525000.0,가공식품,본  점,36,7.388888889,0.180451128,9,0
1251,12345000,12000000,,가공식품,잠실점,2,2.0,0.0,16,0
1252,1296000,1215000,,화장품,분당점,1,2.0,0.0,0,1
1253,1230750,896000,,가공식품,부산본점,9,2.666666667,0.583333333,28,0
1254,171814960,36837500,,기타,미아점,20,2.9,0.413793103,15,0
1255,342701800,114540000,23100000.0,가공식품,일산점,21,3.714285714,0.461538462,16,1
1256,75614650,13200000,34361800.0,가공식품,본  점,40,6.425,0.431906615,6,0
1260,8066710,2592000,,가공식품,미아점,14,2.714285714,0.263157895,21,1
1262,110000,110000,,수산품,본  점,1,1.0,0.0,0,1
1263,232330000,27780000,11067000.0,디자이너,잠실점,31,1.387096774,0.186046512,11,0
1264,96600,88550,,농산물,본  점,1,2.0,0.0,0,0
1265,7186560,315000,,가공식품,본  점,23,5.608695652,0.201550388,15,1
1266,30859200,23560000,,기타,잠실점,4,1.75,0.142857143,15,0
1267,84281400,44850000,,가공식품,본  점,7,1.714285714,0.166666667,42,1
1268,130406840,13524000,8668800.0,명품,본  점,44,3.022727273,0.571428571,8,0
1269,3303000,2772000,,스포츠,영등포점,1,5.0,0.0,0,0
1271,22979910,3938880,,수산품,본  점,46,2.260869565,0.336538462,7,0
1272,74613560,16081600,,트래디셔널,본  점,10,2.6,0.692307692,23,1
1274,212403400,23475000,,기타,강남점,20,2.85,0.070175439,15,0
1275,460566780,52650000,66671000.0,디자이너,본  점,50,2.78,0.122302158,6,0
1276,75662450,24000000,,기타,청량리점,39,5.282051282,0.237864078,8,0
1278,20728000,9750000,,란제리/내의,본  점,3,1.333333333,0.5,53,1
1280,9099000,3500000,,기타,광주점,5,2.4,0.166666667,14,1
1281,205025530,22000000,20110000.0,디자이너,광주점,56,2.25,0.166666667,6,0
1282,396000,176000,,육류,분당점,1,3.0,0.0,0,1
1283,48750970,13420800,2304000.0,기타,분당점,6,3.666666667,0.772727273,55,1
1286,1031710,332500,,가공식품,전주점,4,2.0,0.75,75,1
1287,320000,897000,936000.0,모피/피혁,영등포점,3,2.0,0.333333333,11,0
1289,120948340,26200000,,가공식품,부평점,41,3.682926829,0.496688742,8,0
1290,16353000,12000000,12125000.0,기타,영등포점,6,1.833333333,0.181818182,9,0
1292,173489250,32000000,3432000.0,화장품,분당점,21,2.761904762,0.362068966,16,0
1293,310152120,32808000,,기타,관악점,44,6.5,0.29020979,8,0
1295,374833740,50370000,15546200.0,기타,영등포점,64,2.578125,0.36969697,5,1
1296,23650100,8580000,,기타,일산점,13,1.769230769,0.52173913,22,0
1297,143920000,48000000,,주방가전,본  점,5,2.0,0.8,66,1
1298,91993000,11500000,23248000.0,기타,일산점,38,5.447368421,0.188405797,9,0
1299,279691330,76406000,17186400.0,농산물,대전점,28,4.321428571,0.231404959,11,0
1300,265222540,44233200,9226800.0,골프,잠실점,34,2.058823529,0.257142857,9,1
1301,15778600,4788000,,트래디셔널,잠실점,8,1.25,0.9,43,1
1302,2344000,1200000,,수산품,본  점,1,3.0,0.0,0,0
1303,172503360,43500000,,화장품,본  점,13,1.615384615,0.380952381,23,0
1304,70023100,13794000,6681600.0,농산물,분당점,47,6.914893617,0.267692308,7,0
1305,7780500,3542000,1980000.0,모피/피혁,영등포점,3,3.333333333,0.4,52,1
1306,35365260,6840000,,농산물,본  점,35,2.628571429,0.576086957,10,1
1307,5565000,5565000,,트래디셔널,본  점,1,1.0,0.0,0,1
1309,85826420,28750000,26175000.0,가공식품,잠실점,39,4.58974359,0.150837989,9,0
1310,4832810,980000,2411200.0,가공식품,관악점,13,5.384615385,0.157142857,24,0
1312,97993500,11675000,,캐주얼,부산본점,24,3.291666667,0.291139241,13,1
1313,99771400,8250000,8360000.0,기타,노원점,67,5.656716418,0.480211082,4,0
1314,577809910,41025000,170391000.0,시티웨어,분당점,65,3.215384615,0.220095694,5,0
1318,883700,575000,375000.0,수산품,분당점,4,3.0,0.166666667,40,0
1321,150320870,11800000,3517000.0,농산물,분당점,152,6.282894737,0.335078534,2,1
1325,71321400,23675000,32997200.0,가공식품,본  점,13,4.076923077,0.188679245,18,0
1326,118047630,15642000,6533000.0,기타,본  점,50,2.34,0.128205128,7,0
1327,138220970,29640000,5196600.0,기타,분당점,38,3.552631579,0.155555556,9,0
1328,322786880,48530000,35081600.0,기타,분당점,55,10.01818182,0.297640653,6,0
1330,8890950,612500,,농산물,일산점,15,6.4,0.40625,22,1
1331,17411000,17411000,,시티웨어,광주점,1,1.0,0.0,0,0
1333,111280150,25200000,4600000.0,섬유잡화,일산점,11,2.636363636,0.689655172,27,1
1335,224758290,53046000,29976000.0,기타,분당점,13,5.692307692,0.054054054,25,0
1337,1378750,1100000,1100000.0,가공식품,잠실점,5,2.4,0.416666667,36,1
1338,52935000,26900000,,시티웨어,본  점,1,4.0,0.0,0,0
1340,40705310,5088000,,농산물,분당점,15,2.866666667,0.11627907,21,0
1341,1124000,960000,,섬유잡화,본  점,2,1.0,0.5,19,1
1343,48844010,5472000,6275000.0,농산물,광주점,45,8.4,0.047619048,7,1
1344,828290,519200,,축산가공,미아점,1,10.0,0.0,0,0
1345,23725900,7750000,,기타,일산점,8,2.25,0.444444444,23,0
1346,45687100,20400000,894000.0,육류,노원점,18,3.055555556,0.090909091,19,0
1351,780000,750000,,섬유잡화,부산본점,1,2.0,0.0,0,0
1352,94106620,40664000,,가공식품,본  점,24,4.208333333,0.613861386,13,0
1353,20110730,3750000,,가공식품,울산점,12,4.25,0.607843137,23,1
1355,26622800,7286400,2907200.0,화장품,관악점,11,1.090909091,0.25,23,1
1357,69585470,10625000,10847000.0,캐주얼,일산점,42,3.119047619,0.419847328,8,0
1358,22447800,13375000,,가공식품,본  점,11,1.545454545,0.117647059,21,0
1359,10500000,10500000,,남성정장,영등포점,1,1.0,1.0,0,0
1361,32375000,32375000,,남성정장,잠실점,1,1.0,1.0,0,1
1363,912000,874000,,섬유잡화,잠실점,1,2.0,0.0,0,0
1364,288215190,57820000,36308750.0,가공식품,본  점,78,4.243589744,0.441087613,4,0
1366,15203000,8050000,,디자이너,부산본점,3,1.0,0.0,32,0
1367,173150,87400,,차/커피,영등포점,2,2.0,0.0,80,0
1368,121754960,13904000,,기타,본  점,83,3.86746988,0.246105919,4,1
1370,44324600,17325000,,스포츠,부산본점,7,1.571428571,0.727272727,46,0
1371,37146350,19900000,,기타,잠실점,13,2.692307692,0.514285714,25,1
1373,227879960,27475000,52432000.0,명품,본  점,70,2.171428571,0.368421053,5,1
1374,97560000,124944000,124944000.0,대형가전,본  점,3,1.0,0.333333333,1,0
1375,391685950,52650000,3357000.0,기타,분당점,66,7.03030303,0.400862069,5,1
1382,79127240,43750000,4888000.0,기타,본  점,10,3.2,0.34375,29,0
1383,152409680,40250000,75000.0,기타,노원점,125,8.056,0.205561072,2,0
1384,4863600,3339000,,구두,부산본점,2,1.5,0.0,73,0
1385,6713000,4896000,,시티웨어,일산점,2,1.0,0.0,67,0
1386,186928500,35040000,24980650.0,기타,부산본점,63,2.587301587,0.27607362,5,0
1387,1362500,1308000,,셔츠,일산점,1,2.0,0.0,0,0
1388,463700800,31250000,48157000.0,기타,노원점,165,4.151515152,0.338686131,2,0
1389,18822000,15552000,,가공식품,본  점,4,1.5,0.0,42,1
1390,346720900,121072000,36195000.0,커리어,미아점,46,2.0,0.304347826,7,0
1391,2866700,1357000,980000.0,가공식품,분당점,9,1.666666667,0.0,31,0
1392,31587670,7854000,,농산물,본  점,27,2.925925926,0.139240506,13,0
1396,10353430,4225000,,수산품,본  점,3,2.0,0.0,50,0
1397,40181750,18055000,,기타,잠실점,6,2.166666667,0.0,51,0
1398,55333610,25800000,23675000.0,가공식품,본  점,25,2.76,0.246376812,13,0
1401,8184800,500000,,기타,잠실점,21,4.952380952,0.355769231,15,1
1402,118933670,34980000,2016000.0,수산품,광주점,19,1.894736842,0.333333333,16,1
1405,27260550,16112000,11520000.0,농산물,미아점,8,4.5,0.027777778,10,1
1406,233475220,12453000,,농산물,광주점,49,7.367346939,0.257617729,7,0
1407,1357000,1357000,,섬유잡화,본  점,1,1.0,0.0,0,0
1409,1667580,1150000,,농산물,강남점,2,5.0,0.8,4,1
1411,214650,83030,,가공식품,잠실점,2,5.0,0.6,53,1
1412,4192000,2178000,,가공식품,잠실점,1,4.0,0.0,0,0
1413,82436750,81600000,,육류,미아점,3,1.333333333,0.5,60,1
1414,24662500,22500000,,스포츠,본  점,1,3.0,0.0,0,1
1415,3954200,2795000,,건강식품,본  점,2,1.5,1.0,3,0
1416,2571060,1725000,,가공식품,본  점,2,3.0,0.0,112,1
1417,36686300,7992000,1791000.0,캐주얼,잠실점,13,2.615384615,0.676470588,9,1
1418,18216800,6980400,7338000.0,주방용품,부산본점,6,1.666666667,0.2,57,0
1419,13140920,3816000,,기타,미아점,3,13.33333333,0.0,3,0
1420,7246000,3996000,,건강식품,본  점,3,1.333333333,0.25,16,1
1423,11994930,9250000,,농산물,잠실점,9,1.777777778,0.4375,30,0
1424,7876900,1800000,,수산품,미아점,11,2.636363636,0.0,30,0
1425,2948000,1540000,,디자이너,잠실점,2,1.0,0.5,15,0
1430,344494280,28455000,3080000.0,디자이너,잠실점,37,1.72972973,0.265625,9,0
1431,4425400,1680000,,농산물,청량리점,4,1.25,0.0,82,1
1432,4212750,3190000,,육류,본  점,2,1.5,0.0,150,1
1433,203460800,28161000,,디자이너,분당점,40,2.475,0.747474747,8,0
1434,1534000,1475000,,셔츠,일산점,1,2.0,1.0,0,1
1435,150600400,49000000,,골프,본  점,8,2.5,0.3,41,1
1436,8645940,4640000,,가공식품,본  점,18,2.888888889,0.307692308,16,0
1437,37007940,65757000,77501400.0,가공식품,본  점,64,3.140625,0.268656716,5,1
1438,3250000,3250000,,골프,본  점,1,1.0,0.0,0,1
1440,317000,125000,,가공식품,강남점,1,7.0,0.0,0,0
1441,89134070,11308000,7347400.0,기타,노원점,163,5.674846626,0.282162162,2,1
1442,74138910,19584000,2068000.0,수산품,본  점,38,3.052631579,0.25862069,8,0
1444,86435340,34500000,17540000.0,섬유잡화,본  점,21,1.571428571,0.424242424,10,1
1446,22914000,7152000,8682000.0,디자이너,강남점,9,1.444444444,0.384615385,23,0
1447,78448800,37716000,,화장품,본  점,10,1.3,0.461538462,31,1
1448,52050000,26400000,20900000.0,화장품,분당점,5,1.6,0.125,46,1
1450,6886300,2705600,,캐주얼,영등포점,3,3.333333333,0.7,12,0
1451,117680940,16596000,52614000.0,축산가공,부산본점,87,3.712643678,0.334365325,4,0
1452,1282060,325000,,가공식품,영등포점,6,2.166666667,0.0,24,0
1454,156246060,10024000,,농산물,청량리점,41,2.780487805,0.377192982,8,0
1455,177020,80000,,가공식품,본  점,3,2.333333333,0.857142857,28,1
1456,21774000,9205000,,화장품,본  점,8,1.125,0.222222222,27,0
1457,992000,252000,,시티웨어,인천점,3,2.333333333,0.428571429,33,1
1458,97849640,20200000,,수산품,본  점,14,4.357142857,0.524590164,19,0
1459,204971600,38566000,,농산물,부산본점,30,2.933333333,0.204545455,12,0
1460,86713960,9576000,448470.0,농산물,본  점,64,7.171875,0.156862745,5,0
1461,12268600,3500000,,주방가전,본  점,6,1.666666667,0.2,26,1
1464,104682200,25272000,35272000.0,디자이너,잠실점,23,1.695652174,0.307692308,14,0
1465,6997000,3344000,,가공식품,인천점,3,3.666666667,0.909090909,99,0
1466,518100,225000,,기타,광주점,1,6.0,0.0,0,1
1467,296878990,75168000,76806000.0,가공식품,잠실점,96,4.364583333,0.071599045,3,0
1472,23238000,19052000,10168000.0,섬유잡화,본  점,5,2.2,0.272727273,13,0
1474,11000000,10750000,,남성 캐주얼,분당점,2,1.0,0.0,141,1
1475,79501700,17775000,5200000.0,골프,잠실점,11,3.181818182,0.171428571,20,1
1476,18146000,6896000,,골프,잠실점,2,1.5,0.333333333,26,1
1477,380000,360000,,일용잡화,부산본점,1,2.0,1.0,0,1
1478,26951320,8592000,8677840.0,농산물,노원점,33,8.606060606,0.288732394,10,0
1479,5214000,3600000,,가공식품,잠실점,3,1.333333333,0.5,96,1
1480,23115230,16100000,,젓갈/반찬,본  점,4,3.0,0.666666667,43,0
1483,1388240,357000,,육류,부산본점,2,4.5,0.0,3,0
1485,39831800,13650000,,시티웨어,영등포점,7,2.714285714,0.368421053,42,0
1487,98862070,19580000,11250000.0,시티웨어,분당점,24,2.291666667,0.254545455,14,0
1489,5735000,3402000,3591000.0,기타,본  점,4,1.75,0.571428571,4,0
1491,24281610,18975000,1416000.0,기타,강남점,6,3.5,0.428571429,49,1
1492,61083410,7280000,,기타,본  점,22,5.045454545,0.153153153,14,0
1493,175876120,43470000,42550000.0,식기,대구점,25,2.24,0.357142857,13,1
1494,8450000,8450000,,화장품,분당점,1,1.0,0.0,0,0
1495,17007000,15400000,,수산품,잠실점,3,2.0,0.5,41,1
1497,320941480,19788000,5302000.0,캐주얼,인천점,26,3.846153846,0.9,13,0
1498,20053370,55584000,55584000.0,기타,부산본점,20,3.9,0.115384615,17,0
1499,16711000,5200000,,화장품,잠실점,4,2.5,0.6,51,0
1500,8156480,4272000,993600.0,캐주얼,부산본점,2,4.0,0.25,2,1
1501,37744600,30222000,5712000.0,골프,부산본점,3,3.0,1.0,58,1
1502,8483000,9534000,9534000.0,생활잡화,영등포점,4,1.5,0.333333333,45,0
1503,203582260,31580000,,기타,부평점,62,11.56451613,0.280334728,5,0
1504,1320000,1265000,,아동,본  점,1,2.0,0.0,0,0
1505,18790500,7980000,,남성 캐주얼,분당점,1,3.0,0.0,0,0
1506,3851580,1375000,,기타,강남점,4,4.25,0.941176471,42,0
1507,8930400,3960000,,트래디셔널,본  점,5,2.0,0.4,52,0
1508,844373150,120000000,156459600.0,화장품,본  점,92,2.141304348,0.304568528,3,0
1509,60429490,20640000,29738000.0,농산물,분당점,53,3.886792453,0.330097087,6,0
1510,231608930,98900000,147200000.0,농산물,부산본점,42,3.523809524,0.317567568,8,0
1513,69782000,40825000,,시티웨어,분당점,3,1.333333333,0.0,95,0
1515,18306000,17289000,,시티웨어,노원점,1,2.0,0.0,0,0
1517,2705200,1360000,,골프,분당점,2,2.5,0.0,74,1
1518,82250,82250,,가공식품,청량리점,1,1.0,0.0,0,0
1520,138173460,45960000,3672000.0,명품,잠실점,24,1.75,0.214285714,15,1
1521,178000,178000,,소형가전,본  점,1,1.0,1.0,0,0
1522,42076600,1580000,,가공식품,강남점,45,5.044444444,0.356828194,2,1
1523,3349000,3349000,,시티웨어,안양점,1,1.0,0.0,0,1
1525,77424600,9350000,5580000.0,시티웨어,부산본점,16,1.9375,0.387096774,21,0
1526,29587150,18425000,,기타,잠실점,5,2.2,0.181818182,60,1
1527,309889700,34638000,67014000.0,디자이너,잠실점,45,1.8,0.185185185,7,0
1528,771628700,151440000,252437500.0,농산물,광주점,70,5.285714286,0.2,5,0
1529,337509540,25740000,8649000.0,기타,노원점,125,4.432,0.377256318,2,0
1530,16757350,3000000,,화장품,본  점,11,1.363636364,0.066666667,27,0
1531,1664000,1664000,,시티웨어,인천점,1,1.0,0.0,0,1
1532,50498420,12950000,13216000.0,기타,분당점,34,2.882352941,0.173469388,8,1
1535,27157530,14160000,,기타,강남점,7,3.0,0.523809524,34,0
1536,1990800,1990800,,주방가전,본  점,1,1.0,0.0,0,1
1538,8389000,6725000,,가공식품,일산점,2,2.5,0.0,66,0
1539,12000,12000,,가공식품,본  점,1,1.0,1.0,0,0
1541,319592410,7650000,2105500.0,가공식품,본  점,285,6.529824561,0.268672757,1,1
1542,91608830,30528000,30717800.0,시티웨어,본  점,22,2.409090909,0.358490566,12,0
1543,23176600,5377500,205200.0,기타,강남점,15,3.333333333,0.56,17,0
1547,106105300,20275000,,농산물,잠실점,30,6.3,0.17989418,11,0
1548,7274000,4125000,,가공식품,청량리점,2,2.5,0.0,11,0
1549,427330540,132250000,,차/커피,일산점,42,2.380952381,0.14,8,0
1550,135629620,15250000,8575000.0,기타,잠실점,38,2.684210526,0.274509804,9,1
1551,1518143670,91586000,168485100.0,디자이너,본  점,102,3.205882353,0.168195719,3,0
1552,998075120,87500000,,농산물,본  점,39,3.743589744,0.171232877,9,0
1554,6440400,5050000,,스포츠,노원점,2,1.0,0.0,63,1
1555,572046850,72634000,32936000.0,디자이너,본  점,30,1.466666667,0.227272727,11,0
1556,551100,120000,,육류,본  점,3,2.666666667,0.5,9,1
1557,231049000,27786000,12433200.0,디자이너,본  점,21,1.904761905,0.4,17,0
1558,5417600,4097600,,캐주얼,잠실점,1,3.0,1.0,0,1
1559,6313800,2832000,,수산품,분당점,5,1.4,0.857142857,46,1
1561,2065000,1375000,,모피/피혁,일산점,2,1.5,0.0,133,1
1562,446023050,22655000,7400000.0,기타,대전점,29,3.551724138,0.611650485,11,0
1564,80558500,31200000,276000.0,셔츠,영등포점,41,1.87804878,0.324675325,8,0
1567,4125800,4125800,,시티웨어,영등포점,1,1.0,0.0,0,1
1568,540000,518400,,섬유잡화,분당점,1,2.0,0.0,0,1
1570,327352570,74273000,750000.0,기타,분당점,70,2.814285714,0.710659898,5,1
1572,18278430,7152000,,가공식품,분당점,31,4.838709677,0.046666667,10,0
1573,1067330,814000,,수산품,본  점,2,1.5,0.0,83,0
1574,1400000,1400000,,피혁잡화,분당점,1,1.0,0.0,0,0
1575,494248140,48967000,,시티웨어,포항점,43,1.837209302,0.53164557,8,0
1576,616400,456000,,기타,부평점,2,3.5,0.0,27,0
1577,5836950,5712000,,가공식품,잠실점,2,3.0,0.0,7,0
1579,161036560,63066000,67971900.0,디자이너,분당점,33,1.848484848,0.049180328,9,0
